logFC_(Intercept)	logFC_bmi_lv	logFC_msex	logFC_pmi	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_bmi_lv	se_msex	se_pmi	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_bmi_lv	p_msex	p_pmi	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-11.1335542816083	-0.094138571647859	0.202195880359578	-0.00390679618303515	-0.000461006305492315	0.00156346031740812	0.129203629669689	0.0216168701618155	0.193654180109817	0.0230894020166717	0.000150171308520906	0.000424099138465179	0	1.33148377001223e-05	0.296435420997148	0.865636966967981	0.00214152389857501	0.000227319767974487	26124	CFAP161	0.126116890157532	-0.094138571647859	0.105181018629163	4.18305847685841	1	NBGMM (HL)
-7.31707717609097	0.0156130769735355	0.0232763099215799	-0.000721206233675698	2.86870025463977e-05	-7.4100796307622e-05	0.02146948560541	0.00374046004678566	0.0396379302236243	0.00459846801300054	2.06361611806753e-05	6.23494381775028e-05	0	2.99158366994037e-05	0.557053852005071	0.875373945028317	0.16448858390202	0.234646021854922	22573	MED13L	0.126116890157532	0.0156130769735355	0.0161251757019817	0.230661958921074	-10	NBGMM (HL)
-11.1660861443377	0.078091513360896	0.139886052822325	-0.0279984898098763	-0.000208333418775212	0.000579449465128043	0.124571878621785	0.0187394787696661	0.208385841408368	0.0265218420001902	0.000138587007510684	0.000402290218414683	0	3.08338143292513e-05	0.502039712045204	0.291115960026794	0.132769938871765	0.149760846491361	342	KAZN-AS1	0.126116890157532	0.078091513360896	0.113217242933183	3.88818467573254	1	NBGMM (HL)
-10.3142929242334	0.0388569795432468	4.55134468468935	0.00786138440037125	1.00204251302704e-05	-9.71493168291524e-05	0.141741104293008	0.00933818157847644	0.297827106553998	0.0100919002613948	3.7355034211661e-05	0.000117269330410424	0	3.16737339505324e-05	1.01054707482247e-52	0.435991733517812	0.788508184260291	0.407427575630937	36496	UTY	0.126116890157532	0.0388569795432468	0.0580735590128613	0.516482745634312	1	NBGMM (HL)
-9.99246165244051	-0.0462034837524143	0.113241975220296	-0.0211921880309309	-0.00014113654532812	0.000463783966227669	0.0673276089818376	0.0112527987951508	0.109007031409018	0.0132860623782987	5.74518866627697e-05	0.000181450343017904	0	4.02648135117823e-05	0.298874415205258	0.110696776523962	0.0140257125377809	0.0105888335295032	33379	SOGA1	0.12666878880397	-0.0462034837524143	1e-04	0.772891095884359	1	NBGMM (HL)
-9.13237931456539	0.0590846060958512	-0.346010149943173	-0.000516691233859606	5.75453089870811e-05	-0.000302550022186017	0.0750952606055144	0.0146067048292201	0.150878895079326	0.0149117807306545	3.29903851571275e-05	0.000118086673556478	0	5.23157078262739e-05	0.0218308994466169	0.972358936443399	0.0811058399287589	0.0104040961554391	3818	LINC00486	0.12666878880397	0.0590846060958512	0.786187840534674	0.240219031393515	1	NBGMM (HL)
-11.8472946347804	0.118335167477097	0.337329110919742	-0.00225714186369643	0.0004060237523433	-0.00132604282103453	0.192438991219423	0.0294594231787995	0.34298318341959	0.0413208725160918	0.000272188358672108	0.000784269550464948	0	5.89720390828715e-05	0.325354028899892	0.956437429553685	0.135777445175318	0.090875040062128	8775	ENPEP	0.12666878880397	0.118335167477097	1e-04	26.1581782282375	1	NBGMM (HL)
-12.3321004010452	0.111458082062009	0.00694870432269719	0.0475260759062879	-0.000425246299617868	0.000692969189772331	0.20976993032356	0.0278718514950346	0.335126404405185	0.0319943650032428	0.00032342223965611	0.000838217919544545	0	6.36246820136721e-05	0.983457386281921	0.137424275030518	0.188565965540819	0.408397357727265	16153	SCX	0.12666878880397	0.111458082062009	1e-04	1.40744050150333	1	NBGMM (HL)
-10.3657423555431	-0.0508059293959765	-0.0279723519504037	-0.00970732398324465	-3.27915661684529e-05	0.000175072648530559	0.0789899281506047	0.0130491491029225	0.124841835596452	0.0147241823658204	4.25266446445337e-05	0.000157246696800193	0	9.88373311532088e-05	0.822708807419043	0.509717507674935	0.440657827841482	0.265552574255909	23011	POLR1D	0.151149640404273	-0.0508059293959765	1e-04	0.402271449888665	1	NBGMM (HL)
-11.7611675067124	0.0985813303428421	0.206297538370378	0.00351989749817796	0.000328773094022163	-0.00110104959580885	0.143816766223334	0.0253644791506853	0.266485403424518	0.0291056051153388	0.000125676729049801	0.000386339454410759	0	0.000101662256782011	0.438846833338425	0.903742216363381	0.00889608131877581	0.00437255800876511	24372	KCNH5	0.151149640404273	0.0985813303428421	0.559531252539403	3.53142505541653	1	NBGMM (HL)
-12.898526445265	0.187719479458438	0.290051652534304	0.0352461597212462	0.00135127083271364	-0.0044083311576421	0.33263939359957	0.0483794271679047	0.596290444590526	0.0574155774953842	0.000519684842992264	0.00144398100890034	0	0.000104391664748352	0.62666459334044	0.53929595085688	0.00931765986923335	0.00226640647604645	23946	LMLN2	0.151149640404273	0.187719479458438	0.00702821848524262	58.5158828945345	1	NBGMM (HL)
-10.8938714214279	-0.0667242982361963	0.144115278526786	0.00665135964420581	1.21222358720252e-05	1.35567225209638e-06	0.101563928095779	0.0172925451244413	0.160565666318607	0.0176531904970122	4.30243052914868e-05	0.000180247759447379	0	0.000114057734366779	0.369426951470716	0.70633750368765	0.778132755387703	0.993999039073206	15170	PLPBP	0.151383127938308	-0.0667242982361963	1e-04	0.143581685175847	1	NBGMM (HL)
-9.12568211266128	0.0307637775349066	-0.0785690203547664	-0.00472118637244984	1.24401804028322e-06	8.94028070878988e-07	0.0480635227650085	0.00807660749757447	0.0868549929335839	0.0102035524294472	3.38406922585464e-05	0.000112878951658259	0	0.00013953138467953	0.36567737349658	0.643579231163423	0.970675562209227	0.99368063109753	19066	STIM1	0.170947412599299	0.0307637775349066	0.0582735585072892	0.797656151691041	1	NBGMM (HL)
-9.18103312690344	-0.0308736467234532	0.143604287974	-0.0173685157037718	-9.40443114291513e-05	0.000293842336830247	0.0476273724459603	0.00817814858205332	0.0822675199441593	0.00985001144776359	3.36310679302267e-05	0.000112020033424714	0	0.00015991853857216	0.0808844874183817	0.0778500675911412	0.00516830411971021	0.00871277870382185	9081	ARFIP1	0.181930183131342	-0.0308736467234532	0.030083237543452	0.507995479788084	1	NBGMM (HL)
-10.7866078738507	0.0627268504180911	0.182653596492953	0.0130760083997955	0.000377143932322762	-0.00115127804083331	0.0999911916261831	0.0170064079700868	0.184753404171539	0.0199771258093635	0.000104584955675129	0.000312065456531005	0	0.000225647033784392	0.322841981290907	0.512758147253825	0.000310831977935199	0.000224942877081108	14260	STRIP2	0.23385570892845	0.0627268504180911	0.239807954197138	2.45829328342122	1	NBGMM (HL)
-12.2899392743197	0.103365929325866	0.309247317833685	-0.00419405690637844	3.74797245725695e-05	-0.000478834657494844	0.202868250797709	0.0282507864252915	0.340653837332053	0.0427679398335567	0.000187865039208957	0.000572117495805557	0	0.000253330693111778	0.363981161564345	0.9218803288226	0.841868940242729	0.402619770297765	36371	PNCK	0.23385570892845	0.103365929325866	1e-04	0.001	-10	NBGMM (HL)
-12.1084232675137	0.0924878872153534	-0.125854102808083	0.031426663485713	7.90523997525762e-05	-0.00029685184280578	0.186483908712573	0.0254128924925788	0.288335500089326	0.0309344489002555	8.58404534679261e-05	0.000340034267677173	0	0.000273265419484292	0.662484925139041	0.309671515097285	0.357090922552539	0.382659988622452	35885	TAF9B	0.23385570892845	0.0924878872153534	1e-04	0.292040844101805	1	NBGMM (HL)
-11.4696802792464	0.0824765223749735	-0.0776777748987613	0.018569669549208	0.00112116478538822	-0.00322415154025086	0.14107653810661	0.0226748937215173	0.265079207916152	0.0272659464607091	0.000199238137231025	0.000560562307831818	0	0.000275457620449581	0.769494565290064	0.495835288325665	1.83094726231588e-08	8.83828278175146e-09	17303	PRRX2	0.23385570892845	0.0824765223749735	0.250953839876862	8.92553365098755	1	NBGMM (HL)
-7.8707044420914	-0.0176079999423935	0.0444617617364925	0.0124182204437798	-1.44089799002375e-05	7.0025973041146e-05	0.0273091999007273	0.00485141357133616	0.0492479216510914	0.00541404754744542	2.35687350871454e-05	7.34744605389768e-05	0	0.000284017356351075	0.366624095771825	0.0218075288369884	0.540961333183429	0.340556887831967	23379	MYCBP2	0.23385570892845	-0.0176079999423935	0.021559677797568	0.304659159546574	1	NBGMM (HL)
-11.9430613157208	0.0863184797185815	0.286944018030376	-0.0562551395232915	0.000159453995624901	-0.000385695928870628	0.1771640091617	0.0238394181168912	0.27360581234505	0.0395580367401326	0.000121780642852707	0.00041090238715144	0	0.00029365945743511	0.29429332595041	0.154999750800325	0.190414399563358	0.347907468767881	26219	ISG20	0.23385570892845	0.0863184797185815	1e-04	3.26425933945506	1	NBGMM (HL)
-10.8887159273915	-0.0610896521431029	-0.192202009224959	-0.0292686426813031	-0.000147537462018152	0.000526232657714124	0.106284991244771	0.0171922619279565	0.167547502618378	0.0207762333329267	8.69259555249328e-05	0.000275583736221278	0	0.000380397725354819	0.251319899497795	0.15890733948569	0.0896442230401623	0.0561950434072652	8526	CCNG2	0.279791124848848	-0.0610896521431029	0.00199476745127179	1.72805587798423	1	NBGMM (HL)
