logFC_(Intercept)	logFC_bmi_lv	logFC_msex	logFC_pmi	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_bmi_lv	se_msex	se_pmi	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_bmi_lv	p_msex	p_pmi	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-10.7872144759274	0.110338496611214	5.48424825652366	-0.00189172017079024	4.42280825788008e-06	-1.53885991958948e-05	0.0665936575333403	0.00945376164156609	0.1385627898906	0.00631164963537749	3.42682441477516e-06	1.90111669505041e-05	0	1.7849236240692e-31	0	0.764391643147631	0.196827365093686	0.418256046225785	36514	TTTY14	3.41545135465642e-27	0.110338496611214	0.389612689905204	0.166803194094093	1	NBGMM (HL)
-11.1069403781119	0.114681745987863	5.43947199389665	-0.00463687057840261	-1.02937341231272e-06	1.64817058293829e-05	0.0739084569509763	0.0103710879366064	0.155639203944917	0.00678245121984803	3.43866907609833e-06	1.97509648856588e-05	0	2.00895129139066e-28	1.32976675192844e-267	0.49419175202213	0.764671272126351	0.404012815930851	36493	USP9Y	1.92206414803802e-24	0.114681745987863	0.43642274562777	0.117397569860929	-10	NBGMM (HL)
-11.1193211829823	0.109110813133308	5.09962168370107	-0.00238226631089455	5.83008237679438e-06	-6.63635695428722e-05	0.071570315651871	0.00991904257473574	0.14818930549061	0.00750638375383722	4.03096848065491e-06	2.25026342438666e-05	0	3.81557809453127e-28	1.6178706158517e-259	0.750966375366881	0.148086631024409	0.00318652677036148	36501	NLGN4Y	2.43370289462853e-24	0.109110813133308	0.405837494009501	0.18922313488294	1	NBGMM (HL)
-11.3700685573897	0.0921907370960799	4.75829279359416	-0.00466481996082342	1.07492315355496e-05	-5.3147546950209e-05	0.0710792268654041	0.00964448570054198	0.142890136837455	0.00749926283351542	3.93006939263578e-06	2.34671678354849e-05	0	1.19007426736048e-21	3.81514125852537e-243	0.533917450737911	0.00623565679602228	0.0235272963734455	36496	UTY	5.6930177764857e-18	0.0921907370960799	0.352418523475829	0.109444823501551	1	NBGMM (HL)
-13.0783782838458	-0.185220561354719	0.0823988666843887	0.0952052166251712	-4.89788007819326e-05	0.000252290596121295	0.139108792974861	0.0347969555307799	0.266462034612161	0.0323122994308337	2.11915571561997e-05	0.000112172848716641	0	1.02128366543114e-07	0.757144257662633	0.00321488067558873	0.0208195337775353	0.0245046364046042	18098	LINC01515	0.000390845258760499	-0.185220561354719	1.72463618097032	1.35707993369969	1	NBGMM (HL)
-9.6002430995338	0.0290311151969929	3.40930817497145	-0.00130817600418546	-1.10666805588145e-05	5.45541761831605e-06	0.0374037316174998	0.00658571051186333	0.0730969789264834	0.00627567266900502	7.61794082280744e-06	3.87708496562795e-05	0	1.04234285920687e-05	0	0.834876121876981	0.146303496408605	0.88809962836874	36460	PCDH11Y	0.0332420510182058	0.0290311151969929	0.175067615509313	2.31022861516548	1	NBGMM (HL)
-12.1203955790703	0.0344109339037736	4.43612774746534	0.000936527465570275	-1.29215906936844e-05	0.000109348682665428	0.0892609841484484	0.00813746542062745	0.170334936635741	0.00630086368538764	5.41914690300692e-06	3.34608977096481e-05	0	2.35041166910057e-05	1.59153627981336e-149	0.881841830132761	0.017105479758608	0.00108327877398951	36517	KDM5D	0.0642501818403419	0.0344109339037736	0.128625969744522	0.0799469236091577	1	NBGMM (HL)
-13.1518277657153	0.0513450478427297	-0.27403394764343	0.0154226979014743	-2.56704398627521e-05	0.000158689607313112	0.101164468167032	0.0126303997332387	0.145064486193505	0.0143009977683008	1.74303080931029e-05	0.000108371095031162	0	4.79921558093123e-05	0.058885240099106	0.280839631798796	0.140819176755272	0.14310742857609	1791	LINC00622	0.114791237676399	0.0513450478427297	0.0105943971458569	1.01469578503273	1	NBGMM (HL)
-12.1630877605646	0.0411620691251658	-0.156969036901473	0.0214419919807504	-3.5540895552295e-06	4.18188862154227e-05	0.0684573903375716	0.0104036551179349	0.112085903390172	0.010878501641588	1.30280939489071e-05	7.88712220110771e-05	0	7.60556542766501e-05	0.161383055751144	0.0487189842034641	0.785005453367476	0.595961279142502	4934	AC114763.1	0.161702771620411	0.0411620691251658	1e-04	7.33562735841278	1	NBGMM (HL)
-12.9085764255757	-0.0502525930657206	0.166861869230788	-0.0408895098422054	-7.67369064977108e-05	0.000497889615199751	0.0937192378421767	0.0130485901490542	0.124189911052999	0.0171556804336741	1.64728075763488e-05	9.95825482990329e-05	0	0.000117545507611462	0.179076975595546	0.0171517484465305	3.18678452466937e-06	5.73994073734013e-07	30896	KISS1R	0.211411427896138	-0.0502525930657206	0.0348154510282424	2.31107527205454	1	NBGMM (HL)
