logFC_(Intercept)	logFC_bmi_lv	logFC_msex	logFC_pmi	logFC_ADdiag3typeslateAD	logFC_ADdiag3typesnonAD	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_bmi_lv	se_msex	se_pmi	se_ADdiag3typeslateAD	se_ADdiag3typesnonAD	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_bmi_lv	p_msex	p_pmi	p_ADdiag3typeslateAD	p_ADdiag3typesnonAD	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-11.3696866063477	-0.10989004628315	0.477845666040389	-0.000788392427285616	0.056108812105722	0.115919360874144	0.000964134849574936	-0.0025862574805367	0.114601200943914	0.0241272365149783	0.225881454251375	0.0227970230410001	0.314190873497995	0.240144505687181	0.000178194401075303	0.000475051978763946	0	5.24839573823341e-06	0.0343898240065765	0.972412153208697	0.858265985340226	0.629304008235856	6.28213704857536e-08	5.2051342751664e-08	32474	IL4I1	0.0457139182262488	-0.10989004628315	0.167572451558315	6.65958470635568	1	NBGMM (HL)
-12.1032696145612	0.0892295124749009	-0.179520607016021	-0.00159351851787194	0.0391623547828972	0.154279114193744	-0.000295921021327129	0.00097240450501604	0.153218857312589	0.0201503382145824	0.25034471734447	0.0306911348690774	0.366231974117035	0.26655061129662	0.000215619438255268	0.000610705137632737	0	9.50274743172268e-06	0.4733163138903	0.958591534704488	0.914841979058189	0.562725092246269	0.169931873500024	0.111325140903399	14103	DNAJB9	0.0457139182262488	0.0892295124749009	0.00444998394623885	1.62735732798753	-10	NBGMM (HL)
-11.6305944192305	0.0829215358146232	-0.219102751895254	-0.0196542271119955	0.200550353693769	-0.188216059923541	-0.000450463630120111	0.00157227658527104	0.130875207626111	0.0187678683175744	0.219294671200141	0.0298780727515353	0.291581685605039	0.231117884848725	0.000175190935307142	0.000508937050270556	0	9.94934378110464e-06	0.317734222437057	0.5106573870049	0.491577720206415	0.415431562340683	0.0101325570630673	0.00200605706884836	24207	LINC01588	0.0457139182262488	0.0829215358146232	0.0314979536379977	5.91370266481233	1	NBGMM (HL)
-12.117826215132	-0.136092784295172	0.680820833508979	0.006013954919647	0.497118713533191	-0.154319752372937	0.000867662910700104	-0.00232169176382343	0.15871424017529	0.0316122324526138	0.284263617326496	0.0254779651452472	0.343712681768078	0.298637775581519	0.000193010867849426	0.000560782944148458	0	1.66935071896007e-05	0.0166188552279359	0.813397488589066	0.148087315616457	0.605333769224555	6.94361495553582e-06	3.47169845197038e-05	11921	TREM1	0.0575258257753639	-0.136092784295172	0.110444791286447	3.58627157949273	1	NBGMM (HL)
-8.75104574595505	0.0187622347091428	-0.0902724938419227	-0.000921355837670324	-0.0191709974466709	0.0231765433519629	-0.000151716410682417	0.000482232079044979	0.0282025711686322	0.00451241481771854	0.0516732348343607	0.00593774544729871	0.0718757232648296	0.0547198927544784	4.34280621914728e-05	0.000122870671894483	0	3.21166267231328e-05	0.080639511440173	0.876687845778805	0.789681491319753	0.671894922673646	0.000476713438228673	8.68333291100343e-05	21798	PCBP2	0.0885391165503326	0.0187622347091428	1e-04	0.107833567792472	1	NBGMM (HL)
-11.9026236489606	0.0810633065082563	0.432144462096629	0.0218151405972954	0.428833338893774	-0.00229811092668609	-0.000306727434037395	0.00105740627910166	0.139645701165259	0.0196990944328172	0.220392505586963	0.020182859725854	0.307666336427642	0.244479523939941	0.000195394172475575	0.000553886613351748	0	3.87048815722909e-05	0.049902973806847	0.279752894986884	0.163370154897807	0.992499984477528	0.116464432120123	0.0562535367281539	20671	ZPR1	0.0889180145987429	0.0810633065082563	0.03259131884296	1.22101553132188	1	NBGMM (HL)
-12.450639414404	0.110531290867902	-0.0381173022967017	-0.0652343048305226	0.584334235154181	0.0176568073522433	0.000508740367469955	-0.00132870461969334	0.183166930172717	0.0274128788320024	0.338772108209137	0.0491339770143448	0.431503225611598	0.362396961629486	0.000254436566057032	0.000715642342127332	0	5.52821804545968e-05	0.910414237864987	0.18428312887485	0.175678073252252	0.961140617631621	0.045556638126221	0.0633595201379472	4008	EML6	0.108858510769452	0.110531290867902	0.16114733997886	8.05507968497421	1	NBGMM (HL)
-12.5365813678945	-0.152816247976565	1.11317208741023	0.0149520368267699	0.280688942243693	0.121898879381377	0.000743875415408032	-0.00208036950414852	0.20354539090945	0.0393014802696025	0.360294866468598	0.0313158455793114	0.480121420406553	0.362009772601746	0.000302460645348648	0.000818899637938582	0	0.000100945606532329	0.00200416731883291	0.633035207130702	0.558802755950076	0.73632184413696	0.0139164714523122	0.0110711499895462	5823	SH3BP4	0.167020028565851	-0.152816247976565	0.00545032843843681	14.4032453094977	1	NBGMM (HL)
-13.4660240893522	0.122452866526592	-0.415730620794063	0.0386889736405971	-0.193310906918786	-0.450250841489106	-0.000603336466245559	0.00210945821327654	0.301005909661458	0.032147427413542	0.429313478145118	0.0320644650669486	0.53420606576745	0.402760221017386	0.000364331109321864	0.00104161888104106	0	0.000139471776761499	0.332863886745165	0.227586345838595	0.717452315861959	0.263604200490362	0.0977195125292488	0.0428496248630915	29666	AC007448.4	0.167020028565851	0.122452866526592	0.00107286042432796	0.00100791404992649	1	NBGMM (HL)
-12.0435913767085	-0.0943357306330547	-0.112994623379556	-0.0581436877533886	-0.611489238128701	-0.136615929543472	-0.000566178027745577	0.00161054201229738	0.150709280440472	0.0247787623025632	0.243664736632537	0.0359990700158113	0.350768061571934	0.249183504776645	0.00024176023219252	0.000655574861310191	0	0.000140594325921704	0.642841274029172	0.106279479410309	0.0812835764552721	0.583517297838603	0.0191859100106866	0.014022493604994	14992	PDLIM2	0.167020028565851	-0.0943357306330547	0.00135876356106599	0.866272215079449	1	NBGMM (HL)
-10.4171996698162	-0.0691155871421362	0.324143942026607	0.00950683758063668	0.184648397086268	-0.110466418788579	0.000746616752824696	-0.00213665024852698	0.0830272508370711	0.0182684932438207	0.169822388387475	0.0147912753747999	0.237951467946425	0.184491965801881	0.000129112014366179	0.000342246809911246	0	0.000154749184021614	0.0562978015267032	0.520397505318342	0.437753804793724	0.549332906016713	7.35086961026524e-09	4.29229513713241e-10	13256	GPNMB	0.167020028565851	-0.0691155871421362	0.328169039844212	4.79699426062768	1	NBGMM (HL)
