logFC_(Intercept)	logFC_bmi_lv	logFC_msex	logFC_pmi	logFC_ADdiag3typeslateAD	logFC_ADdiag3typesnonAD	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_bmi_lv	se_msex	se_pmi	se_ADdiag3typeslateAD	se_ADdiag3typesnonAD	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_bmi_lv	p_msex	p_pmi	p_ADdiag3typeslateAD	p_ADdiag3typesnonAD	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-11.4393240756914	0.149831579701485	6.18210930954318	-0.00184682068394265	-0.0584643285506264	0.137492596389979	2.07764094543199e-06	-4.05788620304244e-05	0.0682075093233424	0.0113006877707425	0.158238698320502	0.00712306530978279	0.197594026171279	0.137938818920092	1.51817556581336e-06	9.72572085119382e-06	0	4.02203415443421e-40	0	0.795424374928627	0.767320921003132	0.318878557114009	0.171151978540046	3.01508002120083e-05	36493	USP9Y	8.39358307688876e-36	0.149831579701485	0.673381862187777	0.0527515006425981	1	NBGMM (LN)
-11.6711399709496	0.143473786317426	6.10709961473752	-0.00421327034810582	-0.13771698635296	0.168772933138855	1.12275580994709e-05	-5.76511594009455e-05	0.0706675467389161	0.0114689852696219	0.162240739601813	0.0071309214961526	0.194794295843491	0.139846891354364	2.03635344112989e-06	1.25460824371082e-05	0	6.60572460839966e-36	4.38792906629845e-310	0.554624183040902	0.479574711216523	0.22749346304556	3.51645880463012e-08	4.32433333412434e-06	36501	NLGN4Y	6.89274334263462e-32	0.143473786317426	0.669620251532362	0.150164217262853	1	NBGMM (LN)
-11.7757791609507	0.126624679418212	5.7808910319784	-0.0066644761287929	-0.151512969796818	0.121071774800885	6.87957134453463e-06	-5.6035507100267e-05	0.0661296620138474	0.0107049289603742	0.149171084783413	0.00704893429244123	0.182058404719319	0.126421040276046	1.96878977911339e-06	1.26567869699881e-05	0	2.77625149998193e-32	0	0.344424755153854	0.405283771833382	0.338220661881419	0.000475280162132961	9.5415989560054e-06	36496	UTY	1.93125308510409e-28	0.126624679418212	0.57976939735664	0.0880271624430159	1	NBGMM (LN)
-10.7753978864228	0.0930970760355515	5.26479532678512	-0.00354615377105667	0.077401714127714	0.101877674721696	7.77135055182164e-06	-4.89491537860072e-05	0.0521467608355042	0.00898044444659598	0.111656825323095	0.00703725025404915	0.163755798369424	0.114903112440553	1.73446277588612e-06	1.05042080777081e-05	0	3.51656372063478e-25	0	0.614323325300699	0.63645185352062	0.375272849020494	7.44502594234161e-06	3.16276059222904e-06	36514	TTTY14	1.83467920714818e-21	0.0930970760355515	0.555935561803637	0.133932570474075	1	NBGMM (LN)
-12.4746567180271	0.106080406219306	5.48589245798434	-0.0041031166896156	-0.263134906316067	0.0326234528481608	-3.58388944314122e-06	6.65080284481674e-06	0.0724109164469737	0.0109060076487021	0.1582642156233	0.00684446385634195	0.169528742577816	0.115630826298723	2.711002871371e-06	1.782617691068e-05	0	2.31800512443217e-22	2.85820785210563e-263	0.548853086932515	0.120625111039435	0.777840330502737	0.186175072841529	0.709080020659425	36517	KDM5D	9.67488978835499e-19	0.106080406219306	0.461250239646755	0.0587895729622456	1	NBGMM (LN)
-9.97268675450992	0.0455388299188642	3.7575400455515	0.00122981091330845	-0.0552807347556515	0.0475913523412164	3.46814445483514e-07	-4.38277888360901e-05	0.0299048922459869	0.00546709836483644	0.0607371666404783	0.00450437487073369	0.0916974208050427	0.0660773465498333	2.09509363947764e-06	1.22750014479258e-05	0	8.11050048460738e-17	0	0.784833321650812	0.546601627211898	0.471379063274926	0.868521731807113	0.000356311961500062	36460	PCDH11Y	2.82096724355452e-13	0.0455388299188642	0.23301492696307	0.280646640299743	1	NBGMM (LN)
-12.1493990592165	0.0697065157037663	4.79646917451899	0.0010642971171261	-0.242118984911695	-0.0391329031616915	9.97724483751498e-06	-8.34630902199733e-05	0.057207323723736	0.00882271039734643	0.117152104680251	0.00669592030938231	0.138724850519653	0.0933157243327449	3.34845478431346e-06	2.09092577375968e-05	0	2.77107560719804e-15	0	0.873710551676984	0.0809295225559197	0.674952888241497	0.00288571842975799	6.56065414983429e-05	36519	TTTY10	8.26136812094513e-12	0.0697065157037663	0.320794392821841	0.368297692288133	1	NBGMM (LN)
-12.6209645863315	0.073844057401741	4.96859970112726	-0.00148999082481382	-0.0746728286861395	-0.0530628382044887	-5.86747746208815e-06	6.48033012444191e-06	0.0675016881163272	0.00979307127600349	0.140251789140478	0.00612568398619556	0.146484978834327	0.0999818884728649	3.2749768311537e-06	2.14059699021483e-05	0	4.68391662116505e-14	6.72656155848149e-275	0.807822080055617	0.610216522826055	0.59560970271504	0.0731956450891892	0.762092042314371	36495	DDX3Y	1.22185819958867e-10	0.073844057401741	0.342349890502341	0.0240805948714243	1	NBGMM (LN)
-12.7601297931925	0.0680523238976692	4.72774550391171	-0.00447984876667849	-0.0086125943512266	0.130962463191507	-2.99661284869359e-05	0.000226801006178463	0.065949913378824	0.00963147555578204	0.135209874141038	0.00665962051480182	0.149115221039642	0.100281963615784	4.07359466642654e-06	2.59771506927011e-05	0	1.59903116563839e-12	7.40390853498652e-268	0.501145616018139	0.953941407253686	0.191572163356835	1.89236352230017e-13	2.52903421681748e-18	36451	RPS4Y1	3.7077979328564e-09	0.0680523238976692	0.336363544679636	0.186692682655739	1	NBGMM (LN)
-13.081569786309	0.0614309416376908	4.39107297308222	-0.00209719735796924	-0.0899566638526984	-0.115410194524664	-1.97757065207742e-07	-3.12410879648669e-05	0.0727211687229892	0.00982052396666241	0.146055348567948	0.0072859500745185	0.143963451709856	0.0950462583809682	5.10328747765105e-06	3.26555922343251e-05	0	3.96592518108994e-10	1.4136686903551e-198	0.77346821999937	0.532064490905707	0.224651166839255	0.969088978640123	0.338726693392574	36471	PRKY	8.2764892604166e-07	0.0614309416376908	0.273913820857233	0.535996470099259	1	NBGMM (LN)
