logFC_(Intercept)	logFC_BMI_norm	logFC_msex	logFC_pmi	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_BMI_norm	se_msex	se_pmi	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_BMI_norm	p_msex	p_pmi	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-10.5363438082118	0.622278654400485	5.65176046567545	0.00125086111596181	3.65217389192527e-07	3.47871327128227e-06	0.0673370699122588	0.0530571573051046	0.158543699934358	0.00664298894679407	4.83623604101836e-06	1.95983201458907e-05	0	9.11029245383293e-32	2.53359149453421e-278	0.850643102257641	0.939803478702861	0.859115206552461	36514	TTTY14	1.46493502657634e-27	0.622278654400485	0.515946573702665	0.206702913810134	1	NBGMM (LN)
-10.7127666148812	0.622664463385994	5.2906943162482	-0.0101788291357777	1.99457304857932e-05	-0.00016862781369864	0.0698532856868017	0.0550680689379187	0.165488811599372	0.00820913418130993	5.12058889517837e-06	2.11265038580918e-05	0	1.20916018907963e-29	2.83986443789615e-224	0.214997799274539	9.81167376434389e-05	1.44198794083625e-15	36501	NLGN4Y	9.7216479202002e-26	0.622664463385994	0.533574148560775	0.187153359970506	1	NBGMM (LN)
-10.7373063412396	0.533624123928226	5.27485824813325	-0.0166301442300192	-6.59480025229364e-06	1.40847033327807e-05	0.064621339364449	0.0505280071996353	0.149522189501648	0.00893755901823947	4.29577489647413e-06	1.85337530609476e-05	0	4.52028410573383e-26	1.27282543853054e-272	0.0627861085990461	0.124738902404081	0.447285192113773	36493	USP9Y	2.42287228067333e-22	0.533624123928226	0.440386243952924	0.0752558928956232	1	NBGMM (LN)
-10.997747863851	0.479247515341672	4.73032877555688	-0.0157525006559156	3.3332582007434e-06	-3.41587230452296e-05	0.0642237337828776	0.0492441555433336	0.144163687318538	0.00894014258010567	5.19645652386423e-06	2.27684486697196e-05	0	2.20070661266663e-22	3.94359769986922e-236	0.0780698752189002	0.521231460918605	0.133545585326639	36496	UTY	8.84684058291985e-19	0.479247515341672	0.401614301268767	0.0894400961494544	1	NBGMM (LN)
-11.7830609754492	0.23097117261568	4.40466315218223	-0.0113398515244139	-5.65533321012785e-06	3.37323746655107e-05	0.076641713146612	0.0441329034314532	0.162080070335731	0.00847770226036585	7.02787296376432e-06	3.23098861669602e-05	0	1.66296911558778e-07	1.25356616243434e-162	0.181023902840676	0.420992504519263	0.29647316799884	36517	KDM5D	0.000534810867573029	0.23097117261568	0.205203500269538	0.00666793214846112	1	NBGMM (LN)
-12.9790419776246	-0.837619506258389	-0.0484773860842742	0.0330831058119422	3.04886170435471e-05	-0.00010631090720404	0.138073257496715	0.166794738003938	0.261556921104028	0.0305773935318099	2.88625556023809e-05	0.000117732402091185	0	5.11739854580909e-07	0.852961087639369	0.279276273479276	0.290813776771242	0.366532440011741	18098	LINC01515	0.00137146281027684	-0.837619506258389	1.69885055903332	1.44909663017242	1	NBGMM (LN+HL)
-9.70221491682712	0.153818928564023	3.56938553122858	0.00635253768887102	-2.79020376967794e-05	6.05501108286003e-05	0.0361075234688404	0.0317406000038967	0.0739772456344595	0.00526098835472671	9.83611825161003e-06	3.73009574418568e-05	0	1.25895944508843e-06	0	0.227247381543995	0.00455835654613745	0.104528344916149	36460	PCDH11Y	0.00289200969671741	0.153818928564023	0.183457216931477	1.93539310623894	1	NBGMM (LN+HL)
-11.4393575119236	0.184354409930433	4.18115010647438	-0.00606798540069043	9.32678091042072e-06	-8.0897703324031e-05	0.0656696850963742	0.0388238624840619	0.13829006851636	0.00724059333825105	8.6935776380371e-06	3.67444337855037e-05	0	2.04949183262366e-06	8.30682536478953e-201	0.402002145332549	0.2833448162531	0.0276913481006058	36519	TTTY10	0.00411947858357355	0.184354409930433	0.146016692862666	0.534197183816454	1	NBGMM (LN)
-9.92174612128095	-0.09185861122492	0.027371559235734	-0.01299196294605	-9.60999804219737e-07	-3.73687164783131e-05	0.02455080674074	0.0213291682837341	0.0444743879558984	0.00523339364739758	9.24500830094564e-06	3.87775629783045e-05	0	1.65698198909242e-05	0.538260590891409	0.0130459644584538	0.917210642260185	0.335212145012246	6952	AC026341.1	0.0296047448717846	-0.09185861122492	0.0246028886204077	3.10272805287676	1	NBGMM (LN+HL)
-12.227008112326	0.185094356564484	3.79028471392401	-0.0180233684637472	-1.34843145541467e-05	2.59203400383795e-05	0.0855091727340617	0.0433536818594799	0.177334236479337	0.00978323878759801	1.2443983287586e-05	5.34298303360557e-05	0	1.95996514235946e-05	2.34885703572583e-101	0.0654356486273113	0.278541682398865	0.627585109148873	36453	ZFY	0.0315162394891401	0.185094356564484	0.126990703197083	0.683504242747509	1	NBGMM (LN+HL)
