logFC_(Intercept)	logFC_BMI_norm	logFC_msex	logFC_pmi	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_BMI_norm	se_msex	se_pmi	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_BMI_norm	p_msex	p_pmi	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-10.9710632926335	0.53084802199981	5.38256600357412	0.00892225820425671	-5.18218866331703e-08	-2.15738209629816e-05	0.0705235056998606	0.0509314293365453	0.148194901734859	0.00701389359960745	5.27251452152851e-06	2.5126516793195e-05	0	1.95125828434248e-25	7.5820497808987e-289	0.203343458817925	0.992157969906937	0.390556984758046	36493	USP9Y	1.88512528136175e-21	0.53084802199981	0.425471742604886	0.0607570174973953	1	NBGMM (LN)
-10.8608868683878	0.505610918250187	5.40534733035578	0.00242436363311078	1.24923644732674e-05	-6.91150123815492e-05	0.0678036795835177	0.0485656540372243	0.139940911765755	0.00750841866284678	6.22261097265371e-06	2.83587457784456e-05	0	2.21180955222545e-25	0	0.746781542511935	0.044688366566006	0.0148028224523039	36514	TTTY14	1.88512528136175e-21	0.505610918250187	0.381290413503835	0.191084738562012	1	NBGMM (LN)
-11.2636724967259	0.264197038691523	4.76523262089342	0.00186938634450367	1.88351742343607e-05	-7.73419476216122e-05	0.0673003845551857	0.0437620721400136	0.132521057244781	0.00748522704940163	6.79110407546647e-06	3.27280206472806e-05	0	1.56885551989743e-09	3.75392443213414e-283	0.802785762965173	0.0055455658753335	0.0181192495853393	36496	UTY	8.91423706405717e-06	0.264197038691523	0.243198759442663	0.0901854585442273	1	NBGMM (LN)
-11.2400294952905	0.237613925826647	4.80511264274529	-0.00358007732079043	2.08650678124309e-05	-0.000136727184293596	0.0682568072946137	0.0404227740143763	0.133592562806032	0.00767770495190697	8.19037665525973e-06	3.7476426603735e-05	0	4.1470357187218e-09	2.60899392423773e-283	0.641004181008578	0.0108494691159282	0.000263928190586867	36501	NLGN4Y	1.76725927153329e-05	0.237613925826647	0.185862501109144	0.274787330082247	1	NBGMM (LN)
-13.6742440008078	-0.725115901696001	0.178091258677754	0.0465583871847763	-1.08848301127217e-05	-4.81563303426061e-05	0.137671892396043	0.157685943589826	0.246323060730092	0.022823203188807	4.36093124122995e-05	0.000202013490951895	0	4.25581403048074e-06	0.469680667945744	0.041354460001595	0.802897660986325	0.811585017631202	18098	LINC01515	0.0145089211927149	-0.725115901696001	1.22245018686315	5.14949088015806	1	NBGMM (HL)
-11.6839882232075	0.157447533790053	-0.0474131477739844	-0.00968053782039197	-2.05048525102481e-05	2.14246182578129e-05	0.0499711458149665	0.0363833853186891	0.0801791864683437	0.00992723296078206	1.74923822723156e-05	8.37706402759697e-05	0	1.50840813022571e-05	0.554292736636143	0.329486029713989	0.241110297283137	0.798141330789585	32846	ZNF274	0.0428538749797123	0.157447533790053	0.0155012139312204	1.59961796424427	1	NBGMM (LN+HL)
-12.2508450617927	-0.368428440425809	0.0370394928871145	-0.0312839085035669	-6.59463506546738e-05	0.00046342092353228	0.103915836856042	0.0975862010265727	0.196989781489308	0.022113157975878	3.02881590481143e-05	0.000140513637440905	0	0.000159741271899263	0.850855106700939	0.157150851381471	0.0294583340762206	0.000973589896381973	35999	PLP1	0.324136377939876	-0.368428440425809	1.01002827457689	22.7390617699754	1	NBGMM (HL)
-11.4513923108642	-0.129523562622208	0.110462968608558	-0.0175078122149286	-4.23607716779097e-05	0.00018066765335626	0.0448612140542961	0.0344315159039366	0.0682317603692808	0.00864913303323646	1.38552703293266e-05	6.82592644457714e-05	0	0.000168712828255128	0.105460670141397	0.042946757884626	0.00223283964061345	0.0081260801444107	18968	PNPLA2	0.324136377939876	-0.129523562622208	0.0357562691248931	0.115819303517894	1	NBGMM (LN+HL)
-12.3738586284351	-0.182341327101634	-0.112724403174331	-0.0354773103234916	-8.25971876293533e-05	0.000506124716681323	0.07228558104536	0.0486591588138634	0.0978069220660937	0.0130718458136308	1.91684939189685e-05	9.88936725245642e-05	0	0.000178735647844252	0.24910758474451	0.00664712419509336	1.63988669694531e-05	3.09009487544813e-07	24397	PLEKHG3	0.324136377939876	-0.182341327101634	0.0400944707253502	1.34477072562154	1	NBGMM (LN+HL)
-12.3848843581164	0.175494572566392	-0.115312530061474	-0.0101468101038175	6.95308779560797e-06	-1.37843392746884e-05	0.0701956130771893	0.0470274153803959	0.106881234253719	0.0131501645499196	1.98375358190581e-05	0.000102372156693995	0	0.000190153923465843	0.280639123078069	0.440344925508938	0.725962299010041	0.892889160464136	34973	C1QTNF6	0.324136377939876	0.175494572566392	0.0750866523599602	0.642203718582666	1	NBGMM (LN+HL)
-10.7405355793841	-0.0933822439189687	0.0339921508187408	0.00393067342154011	-1.11769313084269e-05	-3.22072268721513e-06	0.0316407088173324	0.0255119369109734	0.051255877898821	0.00592873842360382	1.04976548163367e-05	5.11286679399214e-05	0	0.000251885392811891	0.507211809306417	0.507339212723148	0.287008336906559	0.949772475473019	20193	NADSYN1	0.387953152490947	-0.0933822439189687	0.0150198578914866	0.550377727429558	1	NBGMM (LN+HL)
-10.6476120835273	0.184248274949064	-0.0729126078888929	-0.0148920088959104	-4.57099846897568e-05	0.000306886100973519	0.0533611106882922	0.0506238557504168	0.103834894243505	0.0119584619883238	1.08826597387425e-05	5.35991869928743e-05	0	0.000273110279824672	0.482555976030032	0.213017311258995	2.666103429932e-05	1.03084717848858e-08	6299	CCK	0.387953152490947	0.184248274949064	0.522213782454019	0.683447954236076	1	NBGMM (LN)
-10.1108242208753	-0.102110738797247	0.15021913743619	-0.0110355861204718	-2.12614315459719e-05	0.000112659980264478	0.0310216118513592	0.0286510141671276	0.0554065262466364	0.00645058688560562	7.96372992591647e-06	3.92592500895033e-05	0	0.000365317668204388	0.00670366597523249	0.0871202703823026	0.00759002598357888	0.00410937189969484	20277	XRRA1	0.475918798468151	-0.102110738797247	0.142096754056849	0.234138663168589	1	NBGMM (LN)
-11.6973473624975	0.126125653956494	-0.0301960201242709	-0.0186769663512042	-4.31047363376769e-05	0.000266367681137909	0.0526002852004794	0.0358955447828486	0.0784074348282051	0.00992831010328304	1.43492896114634e-05	7.32332588412813e-05	0	0.000441935777799939	0.700150884167714	0.0599470545552457	0.002664876535923	0.000275564288028793	17945	DEPP1	0.475918798468151	0.126125653956494	0.0972746717330403	0.174607481489603	1	NBGMM (LN)
-13.472039350871	0.270341947983904	-0.0838645451410599	0.0325107807243711	3.80562245761407e-05	-0.000204889841886075	0.117787182505921	0.0774538618286373	0.180844345002267	0.0170864550874794	3.41171506785558e-05	0.00017628906304008	0	0.000482368252474668	0.642834872907079	0.0570767782984068	0.264654509296454	0.245138817258052	33822	AL121845.1	0.475918798468151	0.270341947983904	1e-04	1.75133032099763	1	NBGMM (LN+HL)
