logFC_(Intercept)	logFC_BMI_norm	logFC_msex	logFC_pmi	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_BMI_norm	se_msex	se_pmi	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_BMI_norm	p_msex	p_pmi	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-10.6339452542976	0.570238440572091	5.61585071596863	0.00334056266932021	5.03008366663241e-06	-4.15124525505788e-05	0.0618415437951536	0.048584443751227	0.132671235921561	0.00740931170181531	2.90991229985161e-06	1.6201210834185e-05	0	8.22996538658933e-32	0	0.652090415783719	0.0838801394005527	0.0103979793080867	36514	TTTY14	1.55694485183497e-27	0.570238440572091	0.505486159758345	0.131235655889644	1	NBGMM (LN)
-11.1129978339239	0.612834699143046	5.6917695012587	0.00101655279422426	-7.68037077950487e-06	1.61884750607348e-05	0.071079726735708	0.0534334847820111	0.156161509816024	0.00674088713706649	3.0395114331754e-06	1.75078318745279e-05	0	1.88581337902551e-30	7.40901392623144e-291	0.88013032491302	0.0115092661183754	0.35515220647595	36493	USP9Y	1.78379087522023e-26	0.612834699143046	0.522644891736412	0.0909834758162824	1	NBGMM (LN)
-11.2722521806587	0.56294394372113	5.58045233933084	-0.00305582352312515	4.89288702956033e-07	-2.48550277405338e-05	0.0721005133501468	0.0535804869287407	0.156263327499541	0.00753319506044651	3.6708522989867e-06	2.08467295433197e-05	0	8.06217157233489e-26	2.58857820363022e-279	0.685001448739005	0.893963863525178	0.233153560285839	36501	NLGN4Y	5.08400539351438e-22	0.56294394372113	0.483979082332568	0.179187411914173	1	NBGMM (LN)
-11.3970693007516	0.456110277224021	5.1919169363549	-0.0039037515632846	-2.12796171300405e-06	3.24883641637397e-05	0.066197450345666	0.0475664067116625	0.137127320259553	0.00682143084785135	3.4127448844625e-06	2.05262139395964e-05	0	8.9015304654323e-22	1.08603211129399e-313	0.567133973393707	0.532933812121911	0.113472913465647	36496	UTY	4.20997883362621e-18	0.456110277224021	0.359558286757967	0.0807259783724018	1	NBGMM (LN)
-10.560647682113	0.267742771608933	4.79387614967318	-0.00189712086987315	8.03432374719341e-06	1.15605834827598e-05	0.0465743221468041	0.0372473409564939	0.092425670563056	0.00573362547975364	5.30220075874199e-06	2.79686575500294e-05	0	6.563252616788e-13	0	0.740737913195627	0.129701273153854	0.679357040996702	36460	PCDH11Y	2.48327226008791e-09	0.267742771608933	0.239160138378449	0.820108347161069	1	NBGMM (LN+HL)
-13.5476799146261	-0.868183905491172	0.0813285089459297	0.0953885324543126	-3.5185899397662e-05	0.000140983246993871	0.138034700038194	0.175233002326256	0.262332830324514	0.0295436512596162	2.53426070336118e-05	0.000130416431363462	0	7.25335531677698e-07	0.756545501274281	0.00124340354846422	0.165012588898747	0.279686592466254	18098	LINC01515	0.00228698293137978	-0.868183905491172	1.70472499627958	1.59996786273479	1	NBGMM (LN+HL)
-10.060142343221	-0.0669932031303739	-0.00135952090826547	0.0041415157958484	-1.83415552644937e-05	0.000156217679755676	0.0199261106178137	0.0154520071484773	0.0307212201144369	0.00322741490437125	3.36679300563412e-06	2.11463919608523e-05	0	1.45385273170641e-05	0.96470235268367	0.19941149028799	5.1001734733745e-08	1.49683812899694e-13	26307	LINC01578	0.0392914085406026	-0.0669932031303739	0.0219392696367992	0.0722545273703682	1	NBGMM (LN+HL)
-11.8092888329928	0.166791790786701	4.50985164406762	0.00329976088017643	2.05632363192805e-06	-4.80871685146339e-05	0.0696660696572258	0.0399668478161835	0.135764496434094	0.0062196963041655	5.88178734546045e-06	3.33073731590364e-05	0	3.00280407098102e-05	5.87983346270432e-242	0.595741683991386	0.726632431329428	0.148812280721835	36519	TTTY10	0.0710088092685237	0.166791790786701	0.159665366564107	0.493979373311773	1	NBGMM (LN+HL)
-14.7659119514029	0.417415362167914	1.0325940542512	-0.0957421690190017	-4.28753460821456e-05	0.000406822150905058	0.175517060842644	0.103297515409059	0.230292798719569	0.0350447089099903	2.59594098082951e-05	0.000165748640975962	0	5.32455114167118e-05	7.33146388116546e-06	0.00629510086167068	0.0986099528554527	0.0141099340527669	17948	AL358394.1	0.111922064997928	0.417415362167914	0.4662542110632	5.29139368775628	1	NBGMM (HL)
-10.9780530327711	0.200133049168386	-0.0510536183581291	-0.0034041507552166	-5.4575304177303e-05	0.000420278745895183	0.0519612764447552	0.0514163909986928	0.10040017592096	0.00828613935041063	6.32027353053578e-06	3.81083158715987e-05	0	9.92583015771293e-05	0.611101838942638	0.681201076451288	5.87479929946821e-18	2.78374598295221e-28	7903	C4orf48	0.187776854923613	0.200133049168386	0.522540181700192	0.1576280139155	1	NBGMM (LN)
