logFC_(Intercept)	logFC_BMI_norm	logFC_msex	logFC_pmi	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_BMI_norm	se_msex	se_pmi	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_BMI_norm	p_msex	p_pmi	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-10.5882728457742	0.480083863002388	5.19752465605523	0.00146481005367799	-5.13410711014197e-06	5.25992990891348e-05	0.0679947542204819	0.0491274253986736	0.143956425577056	0.00611276906767533	7.60405138604599e-06	3.04194650286772e-05	0	1.48173520951206e-22	1.90369169620478e-285	0.810616192177583	0.499561102991355	0.08378530440658	36514	TTTY14	2.52546949109236e-18	0.480083863002388	0.354666267536974	0.192397678941819	1	NBGMM (LN)
-10.766455720889	0.454496672222868	5.06954012529393	0.00131837889641697	8.12425444088355e-06	-3.44112536042583e-05	0.0701973683179085	0.0486784714033698	0.148426881676277	0.00664028464526399	7.03228606701104e-06	2.91684783520506e-05	0	9.93758871116987e-21	1.12190540976449e-255	0.842620614856468	0.247976074794219	0.238103190125414	36493	USP9Y	8.46881309965897e-17	0.454496672222868	0.336000868995575	0.0916212245021531	1	NBGMM (LN)
-10.6501568157284	0.459741361964664	5.08817506770188	-0.00186385953098126	1.90458403419832e-05	-0.000107085329025472	0.0694783921616839	0.0497610268283796	0.147457086730883	0.00714345114324934	7.20971196953314e-06	2.92541466677646e-05	0	2.48847376053156e-20	6.48861710290699e-261	0.794155252803931	0.00824929711342074	0.000251705917693864	36501	NLGN4Y	1.41378489248333e-16	0.459741361964664	0.351334500814878	0.126440175605768	1	NBGMM (LN)
-11.0516395541085	0.227310610280818	4.62806212921261	-0.0115526669743226	8.97275547562456e-06	-2.86653109552851e-05	0.0714616138452378	0.0424152401171602	0.145728738377743	0.00725189360458305	8.28615420880944e-06	3.50699149376377e-05	0	8.36037615587738e-08	2.45755428431061e-221	0.111147803433671	0.278870004691056	0.413713518914133	36496	UTY	0.000356235628001935	0.227310610280818	0.188185793197586	0.0777264352860921	1	NBGMM (LN)
-13.0565728603859	-0.716827848956785	-0.436477141505226	0.0519690081366584	-6.28815162305761e-05	0.000215929230396053	0.140609078458096	0.148646193835443	0.261367491627521	0.0312602124130429	4.58709358322956e-05	0.000176730307202508	0	1.41858162775139e-06	0.0949243367245916	0.0964195811438295	0.170426180715793	0.221782966671778	18098	LINC01515	0.00483566105267893	-0.716827848956785	1.58031021937333	1.4204295816158	1	NBGMM (LN+HL)
-14.2339108357605	-0.817596569910768	0.418709302283866	0.0778793834427536	-4.1277973420391e-05	0.000160380788951232	0.206429837035759	0.179328283550384	0.288188436842034	0.0296957231029145	7.10295478842058e-05	0.000301688775007878	0	5.13446810989017e-06	0.146251210318151	0.00872670019735353	0.561147411458782	0.594996093083681	23837	AC244502.1	0.014585312410828	-0.817596569910768	0.211753914411456	21.1216026999167	1	NBGMM (HL)
-12.5911007927209	0.283417194294043	0.245332439085199	0.0250642167907755	-2.55746223154298e-05	-6.71923037640003e-06	0.0898444110088591	0.0706026693464022	0.147900213793444	0.012898326831219	3.64865012218194e-05	0.000153047855697211	0	5.96335776269851e-05	0.0971621457455826	0.0519902368649254	0.483344323390644	0.964981878287422	10830	SPARC	0.145199242439191	0.283417194294043	0.019749666222334	3.98293352813086	1	NBGMM (HL)
-10.3153154461331	0.0828625350106432	0.0110509797674416	0.00876368779760239	-4.33653281607386e-06	8.97837180153051e-05	0.0294103412685018	0.0214925275709184	0.0432684986305804	0.00436049259066975	8.48089953391122e-06	3.99193649161842e-05	0	0.000115535187154146	0.798410507954819	0.0444530943934756	0.609120459161295	0.0245044226795019	22985	MTMR6	0.223518725927534	0.0828625350106432	0.00502094586170111	0.155806106241663	1	NBGMM (LN+HL)
-12.376339704479	-0.239921953920672	0.160940962890295	0.00203580609388714	-3.77541543691712e-05	0.000237818874263072	0.0815550317928859	0.062314373437475	0.113424734430769	0.0118845193786127	2.40229419593649e-05	0.000110973427505344	0	0.000118027959008906	0.155921470025738	0.863988679373167	0.116046256229501	0.0321110585813961	26951	DCUN1D3	0.223518725927534	-0.239921953920672	0.00439695902533419	0.229460032059331	1	NBGMM (LN+HL)
-12.8307563260825	0.297290480805119	0.16358182708108	0.0258172409343622	-4.55359541545927e-05	0.000166777845803318	0.104989009259197	0.0781188803409292	0.164891567345688	0.0157175749884012	3.97047789064215e-05	0.000168780522043851	0	0.000141451553747204	0.321169740229153	0.100471618707243	0.251438118570543	0.323086813192667	33650	CBLN4	0.241090028206735	0.297290480805119	1e-04	8.28893664860091	1	NBGMM (HL)
