bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
AC114811.2,AC012184.1,U51244.1,FMNL1
LINC00326,DENND1B,UBE2K,GAS6-DT
PAH,LINC02414,GAPVD1,GLIS1
UCP1,AC023310.4,MRPL14,PERP
ZC3H12D,RBM14,AC069542.1,BEND5
EPB41L4B,JAM3,LINC01958,COQ3
FBLL1,OR4F15,OR1L8,NOL12
AC026341.3,OLFM3,MYO18A,ELK1
OR51B5,AC013472.1,AC138512.1,ZNF358
AC103681.2,AC005740.5,LSR,ZKSCAN3
AC099343.2,AC110491.3,AC243964.3,ACVR1C
UGT2B15,AL670729.3,PCDHA6,VRK1
AC137932.2,ATG14,AC024257.4,ZFX-AS1
AC148477.1,PCOTH,AL157834.2,SNAP25-AS1
AC006449.5,AC245884.1,AL136368.1,AC073529.1
AC093890.2,AC012409.3,TTC5,ZNF221
CDH15,FAM76B,FSBP,PDCD2L
CRTAM,AL023806.1,LUC7L2,DRAP1
AC009835.1,AC120036.4,TFEC,LINC02796
GRIP2,TNFRSF12A,AL512656.1,ZBED8
MMP9,AC138965.2,OR7A10,AC009309.1
RRAD,SIGLEC14,AC096734.2,JAGN1
AC006511.6,MZT1,AC104260.3,KRTCAP3
AC023983.1,TAF2,SUCNR1,AC106729.1
AC066613.2,LINC01193,AC007679.1,AP001029.2
LINC00637,AC009248.2,TAPT1,MGAT2
AC097511.1,HSD3B2,LINC00681,VAMP4
AL133516.1,ZNF416,LAMTOR2,MAP1S
AC087235.1,FRGCA,LINC02094,PRDM6
AC069200.1,AC112487.1,AC004854.2,RANGRF
HOXC4,POPDC2,AL513534.2,IGFLR1
LINC01626,RNF139-AS1,SLC38A7,PRKX
AC093732.2,SOS1-IT1,AC005726.2,AMPD2
AL606748.1,AC015845.2,TRMT10B,APOC4
TMEM92,AL031283.3,DHRSX-IT1,AC016597.1
AC106739.1,ACTL7B,AC012442.1,EPCAM
AC132219.1,AC124862.1,NNT-AS1,NECAP2
IL2RA,AC105265.3,LINC01535,ADCY10
STK31,SETSIP,WDYHV1,ZNHIT6
AC069185.1,RIMBP3,AC068228.3,Z94721.1
AP002748.4,PRAMEF4,VTN,ALMS1-IT1
ZNF575,NTAN1,AP001631.2,PHF23
RRP9,OGN,AIMP1,AC027243.3
AL049840.5,CD276,PLSCR4,SERPIND1
CHADL,LINC01991,EXOG,AC006160.1
AC093227.3,AC104118.1,FYCO1,PDLIM2
AC008079.1,SLC22A13,LY6G6C,ZNF579
AP006248.6,AC025162.2,C1orf198,PCNA
FZD10-AS1,DUSP18,AC002467.1,AC012085.2
LINC02261,CCDC178,HMGCL,AP001496.2
AL121929.2,ZNF597,IL17RE,NUP35
PKD2L2,AC092134.3,CALHM2,RARRES2
AC006372.3,PLA2G12A,TET2-AS1,TCTE3
FBL,ALKBH1,UCP3,NAAA
AC138811.1,LINC01273,LVRN,AC090152.1
TAFA2,VTA1,AL592211.2,AL513327.2
AL596257.1,AC005306.1,LINC01058,AC096637.1
AC011322.1,AL021707.8,SNAPC1,AC068724.3
ESRP2,AL512380.2,AL135744.1,RBM41
INHBE,HBS1L,AC018529.1,POLR2M
MIR17HG,AC021660.4,LINC01765,LYPLAL1-DT
SYTL1,RPS6KB1,STX12,AC005786.3
RBM44,TREH,MRPL27,AC026356.1
GALNT17,AL031768.2,MAP4K1,USHBP1
AC009133.4,PLS3-AS1,TOR1B,EBNA1BP2
ODF2-AS1,KCNK10,AL161443.1,AC112253.1
AC011525.1,AC004988.1,AL031847.1,RGPD5
SLC16A6,BACE1,WFDC13,NUDT22
AC232271.1,TOX3,AL590723.1,PPM1M
STRA6,GATC,AC104066.4,SLC35A2
KCNMB4,MGP,KCMF1,C1orf109
OR1L6,LCP2,C15orf56,AC010175.1
AC026108.2,BRWD1,C11orf97,LPXN
AC136628.4,DCST2,C22orf15,PLXNB3
EFCAB9,MON2,IL1RL1,GCH1
AC037441.1,AL021918.3,AC108159.1,JMJD8
IGHGP,HEXA-AS1,LINC01355,FLG-AS1
TEC,LRRC24,LRRC43,DYRK1B
NCAPH,PCAT14,IL23A,AC104964.4
LINC02821,COL18A1,AL158154.3,ZFP36
ARNTL2-AS1,AC091074.2,AC025419.1,AL161756.1
TSGA10IP,YWHAB,MED30,ZNF90
AC008080.3,GSG1L,AL031668.1,EZH2
AC073352.1,NHS-AS1,AC087533.1,MCM3
AL355981.1,RSKR,AC020915.2,ENPP6
FPR1,AC110611.2,AL133410.1,POLN
ADAMTS15,OTOL1,ALKAL1,PIWIL2
AKR7A3,AC008440.2,SHANK3,CNPY4
AC026100.1,PKD1L3,AC010503.2,RUNX1
AC068989.1,TSPAN2,AC008703.1,AC005280.2
AC131649.1,AL133551.1,AL132657.2,TAS2R31
MTRNR2L4,SNHG19,AL157831.2,DBF4
CDCA8,TGFB2,AC091043.1,RAD54B
HIPK4,WNT8A,AC055764.1,OR9A4
AP003557.2,AC104417.2,AC013269.2,GBP4
CD37,KAT14,LINC01046,KLF8
TMSB15B-1,AC019069.1,AC079313.1,SPAG5-AS1
MYT1,AC091133.4,AC020913.2,DDT
AL354824.2,IFNA6,AL353622.2,AC005519.1
TBXAS1,IQCF1,ASDURF,AC055811.1
KCNA7,LINC01087,AC090952.1,AC009065.4
GPR132,EIPR1-IT1,AC066585.1,AC026704.1
AC025171.3,FBXL2,TP63,AC023051.1
CDHR2,CORIN,LACTB2,AC093675.1
OTOS,AC097468.3,AC008897.2,AC004702.1
SCN10A,BORCS8,CRIP3,DLGAP4-AS1
LINC00972,AL844908.2,AC004540.1,SNHG12
LINC00390,AP001059.3,AC004895.1,STEAP2-AS1
SGMS1-AS1,AL391121.1,CELF2-DT,AC021016.2
AC243967.2,ELOA-AS1,TAS2R3,RAD1
AL353150.1,PROCR,PPP3CB,PEX12
AC092301.1,CDK12,ATF5,AMDHD2
RGL4,MROH1,AL603783.1,CCNT2-AS1
AC092159.2,CDON,AC010442.1,MOCOS
AC023813.3,CCNO,AP003119.2,LINC00886
NPB,AC022144.1,AC005775.1,SRGAP2B
LINC00653,AC010542.4,C1orf127,AC079848.2
LINC02198,RCAN1,AADACL2,PGBD4
ST8SIA6-AS1,AC025580.2,FOXF1,PCBD1
LINC01746,NPPC,MS4A2,AL138957.1
AL355531.1,RPS26,ZNF280B,RADIL
AL157413.1,PCDHA5,WIPF3,WDR63
AC107909.1,REV1,LINC00330,DMC1
AL358074.1,AC004816.1,TMC2,NPIPB13
GGTLC2,GALNT7,MRTFA,AP001469.3
AC008567.2,SLC35D2,AC018755.1,MTLN
AC069366.2,HDAC9,EEF1AKMT2,ASGR1
AL162713.2,AL157871.4,TRMT2B-AS1,AC120053.1
AC099521.3,WDR90,AC092757.2,MEIOB
BTNL2,RGS21,AL355103.1,MPI
AC103996.2,C11orf24,AC009365.1,LLGL1
BSPH1,APOL3,LINC02203,FUT2
GEMIN8,AC007601.2,LINC01620,DNAH10OS
PRKAR2A-AS1,LINC00676,AC018410.1,AC007285.1
FAM9B,AL353747.3,AC006525.1,AC091057.2
AC084757.2,AC005050.1,AL672277.1,PCDHGB4
LINC02643,AP000569.1,LINC01684,MFSD5
RETSAT,WDR93,AL160286.2,P2RX7
LINC01307,B4GALT5,PLEKHG6,C9orf106
AC066595.2,NOP14,PDCD10,LINC00173
LINC01226,STK16,AC007384.1,APEX1
PLB1,AC137630.3,AL359715.2,AC110751.1
AL078604.2,AC005962.2,AC131210.1,N4BP2
PDZK1IP1,FCHSD2,AC009234.1,ZNF575
AL357146.1,CBFB,ZSCAN1,FAM53B-AS1
AP000439.2,METTL16,TMEM71,ALYREF
AL132822.1,RPL34-AS1,PEX16,LINC01141
KAAG1,AC100835.1,VIPR1,USP27X
AL392183.1,ALDH3A1,USP27X-AS1,SSSCA1-AS1
AC012507.3,MDK,AP001269.2,BRCA2
AC022809.1,AC018545.1,AC243830.1,ZFP36L2
AC136431.2,AC007384.1,MINCR,FAM174B
AC063960.1,AC093388.1,MYBL1,AC005899.6
AC110716.2,ZNF311,ADAM15,RRAGA
AC104260.1,SH2B3,RPP38-DT,OST4
AC005597.1,AL391839.1,FCN2,CD320
AC109460.4,TK2,UBE2O,NKAPL
AP005271.1,C11orf88,DHX36,SPATA7
AC084834.1,HIST1H1E,GNG13,HYLS1
FP671120.6,PRRG4,AL360012.1,CCDC106
LINC00705,SAA2,FBXL12,C9orf16
CFHR5,ADRA1A,MIR3681HG,AC254562.3
AC012668.2,AC022819.1,LINC00337,AC022400.4
AL022238.3,LAMB4,AC034206.1,MIR155HG
ZG16B,RHBDF2,AL390866.1,AC112196.1
LINC00349,AP000692.2,ZNF852,AC005486.1
AL121809.2,SELL,UQCRC2,AP000915.2
AC117498.1,AL157396.1,AL139089.1,AC009318.1
LINC00701,AP003307.1,HS3ST1,MRPL50
AC091489.1,AP002748.4,STRADB,WFDC2
HID1-AS1,LINC00235,USP32,AC079193.2
AL355075.1,CDT1,TMED2-DT,ARMCX5
AC034206.1,AL109920.1,AL157902.1,LRRC75B
AC110296.1,CDRT15L2,AL163953.1,AC103770.1
AL160408.1,PRR35,AL021707.8,AC092445.1
LINC02549,NPIPB11,FAM106A,OSGEPL1
CD247,PADI1,AC092745.4,SF3B4
RWDD2B,NOXRED1,ANKRD40CL,TMEM147
AC016995.1,AC137630.2,L29074.1,AL591623.1
AL139118.1,AC064836.4,LIPH,ECM1
MMP2-AS1,KANSL1L,SGTB,AP004609.3
AC023813.4,AL139232.1,VAMP5,AC245884.1
AC109642.1,AP001033.3,AL357141.1,GNB1L
AL137798.1,LINC00691,DNAJC21,ZNF813
LINC01693,LINC02818,AL356441.1,FO393419.2
OR56A4,GAS8-AS1,AP001547.1,CFAP20
AC009123.1,AL445309.1,AC026462.3,AC073195.1
PLSCR5,GJB2,ADM2,RCE1
AC005520.3,PICSAR,PCSK9,ERVH48-1
AC023480.1,AGTR1,OPRM1,LINC01934
AL807757.2,AC073964.1,AC010336.8,AC008056.2
SERPINE3,ISL2,ROMO1,TRMT6
AC126768.1,LINC01932,ZNF606,Z95114.4
FAM25A,AC021979.2,LINC01753,RAC3
AL445231.1,TSPAN10,AL160237.1,AP000317.1
C6orf132,CYSLTR2,SETDB1,FBXL2
AC104472.5,AC055839.2,AC091564.6,AL021918.3
TWIST1,AL157395.1,AL139353.2,CISD3
AP001636.3,OSGEPL1-AS1,PRAF2,AC011773.4
POU2AF1,FIGNL2,LINC01010,CDC25A
PECR,AC016598.1,AL008582.1,C15orf65
AC006027.1,ST7-AS1,KANK3,SNX17
AC125807.2,MT-CO1,PXDNL,ANKRD20A3
AC092275.1,AP001107.2,ACTR2,NBPF15
AC005546.1,OAZ2,ZNF501,CCNJ
SSTR5-AS1,PIN1,CXCL10,LYSMD3
MYRF-AS1,SSC5D,HYAL4,LINC02004
AL391244.1,ACBD6,HIST1H2BG,AC100814.1
AC106028.2,AC092681.3,AC063977.6,AC027801.3
AC091614.1,ZNF660,ZNF768,ROBO4
AP000553.9,GRASP,TBC1D3D,RPL39
KIRREL2,AL513534.2,AC020913.3,AC009505.1
ACMSD,AC144652.1,PPP4R3A,PAQR7
LINC00930,MYOSLID,AC008443.8,SMARCA1
EFCC1,PDZD8,AC007950.2,AC087164.1
AL589923.1,FAM183A,AP001605.1,C11orf74
TOP2A,SLC15A3,RP9,MRPL30
AL669970.1,ZNF146,AC068672.2,AC008781.1
AC095056.1,FGF5,EIF4G2,INTS5
WNT5A-AS1,AC018638.7,AC046130.1,ETV4
KLK6,AC010132.4,PLEKHD1,AL592295.3
AP001269.2,RETNLB,AL512506.1,RNF208
IL18,SLC25A26,MTFMT,TMEM44-AS1
HOXB-AS1,MED26,PNP,E2F3-IT1
LINC02254,LTB4R,AC095030.1,PABPC1L
FOXP1-AS1,AL158212.2,AL451069.1,NAPRT
DHX37,GAB3,LAGE3,CD58
TMEM150B,GOPC,AC015540.1,WDCP
AC021054.1,ODF2L,EPS8L3,LINC01968
AC012560.1,PARP4,AC104564.3,C1orf53
LINC02796,ZNF503-AS2,AL391845.2,AC044840.1
PGM5,AC073475.1,PRDM12,PFAS
GRID1-AS1,AL359502.1,AL157935.1,INAVA
LINC01491,AMPD3,ZXDA,AC005332.3
FBXO40,STARD4-AS1,PASK,MSL3
AL513303.1,AC068580.3,PIH1D1,RIMKLA
AL135999.2,ZNF773,AL121762.2,GOLGA8R
AL161640.1,AC011461.1,CDK9,NDUFC2
HYI-AS1,AP005059.1,AC092793.1,LINC01206
AL391069.2,URB1-AS1,ATG4A,NR1D1
MYO1G,AL513327.3,AL590560.3,ZPR1
AL157385.2,ODF2-AS1,DSC2,CEACAM1
AC126121.2,DNAJC30,AC005052.2,SHISA9
SHANK2-AS1,AC007996.1,TREM2,AC027128.1
AL138916.1,AC113349.1,BDH2,TOB1-AS1
TNFSF13,AL162412.1,TMEM87B,TMEM70
ANKRD34B,DKK1,G6PC,ZNF821
AL161938.1,AC090971.2,AC000082.1,ZNF554
PCDHA6,NDUFV3,AC002115.1,MLF1
TPBGL,REM2,AL353608.2,AC007032.1
HAGLR,AL035078.1,MCRIP1,LBP
AC090971.1,GSS,AC009283.1,MAGOHB
AC108019.2,BMPR1B-DT,ZUP1,LINC02603
GRP,CBY3,CLEC17A,EGFLAM
KIF12,TMCC2,THTPA,QPCTL
EDA2R,ELOVL4,HLA-DOA,RHOB
MTNR1A,AL512408.1,UPB1,DALRD3
AL162293.1,AC090907.1,DNTTIP2,AL135925.1
SLC2A13,CYP1B1-AS1,MYL1,AC099508.1
CLYBL,Z95331.1,LINC00987,AL513218.2
AC009975.2,AC007387.2,LRRC20,MCM8
PDE6G,AC005899.7,PTGER2,SMG8
AL133330.2,AL391261.2,AC011479.2,UPRT
AC097641.2,CHP1,STARD4-AS1,KATNAL1
OR51I2,SPDYA,AC013643.2,PCDHB10
AC006487.2,AC114980.1,C12orf43,AC008280.3
TMEM119,AC006547.1,AC092368.3,GTF2E1
MS4A5,AC037486.1,AL158817.1,MEX3D
SLC2A7,ZNF510,AC022469.1,ZP3
LRTM1,RASL11B,SMCR5,GABARAPL1
AC104170.2,OCLM,PTGIR,GMPPA
TNIP2,B4GALT1,ANAPC5,AC016723.1
AC092896.2,METTL2A,NKAIN3-IT1,AC010504.1
WASF3-AS1,NUP35,AL138889.3,FASTKD5
AL034345.2,CMTM7,AP001625.2,CCDC71
LINC01843,AL592043.1,AL137789.1,AF235103.3
LINC02539,RRM2B,AL138708.1,FSCN1
AP003472.2,GRIN2A,SLC30A2,GP1BB
LINC01560,AL137026.3,ANKRD62P1-PARP4P3,LINC01433
TIFA,ACAP2,PTH,CPTP
AL512791.1,COX18,LINC02430,AL024474.2
LINC02472,CNRIP1,PXN-AS1,BANF1
SLC12A8,LINC02796,LINC01621,ORAI2
LMOD1,ANKEF1,AP000769.6,TIGD1
APBB1IP,AC245060.6,F11,ERICH2
BSND,IFI35,FKBP15,PMEPA1
CMTM7,AC116565.1,C3AR1,AL354696.2
POU2F2,AC022079.1,AL445490.1,LCA5
AC132872.5,VPS33A,RAD51D,B3GNTL1
INE2,DYNC1I1,AC233263.6,GBE1
AC007786.2,AC106820.2,HIGD2B,ITGA5
KLHL33,FLVCR1,AC092896.2,AC110795.1
NR1I3,CCDC113,LINC01500,IRF2BPL
AL359881.2,ST6GAL1,TRIM44,SIAH2-AS1
UGT8,ZNF341-AS1,AC073957.3,AC091965.4
AC016737.2,ZNF599,RERGL,AC005224.3
LINC00311,AC009005.1,AC016642.1,AC106881.1
CCL4,AC010997.5,ZNF396,AC011477.9
AC010333.1,AC004832.5,AC025160.1,IDUA
AC096741.1,NPIPB13,TEKT5,AL592166.1
GUCY2D,LINC02270,NEUROD2,EPHB4
C1orf229,AC025774.1,ERAP1,TAF10
LINC01925,ZNF184,AL139384.1,AP000721.2
MIOX,NES,LINC01558,ADORA2A
AC012213.1,AC073934.1,KRT78,AL445223.1
CEACAM7,GLB1L2,CNBP,AC145285.6
AC007497.1,AC108102.1,AL139021.2,AP001981.2
AC104809.1,OVOL1-AS1,CAMKMT,AC231981.1
LINC01687,FYCO1,VIL1,TRAPPC5
AC074033.1,MFSD9,ZNF256,CA3-AS1
AC009063.3,SSBP3,AL024495.1,ARMCX6
AP006287.2,AL731537.1,AC037487.2,AL121985.1
ITGB7,TRABD2A,SENP6,TBX2-AS1
AC008662.1,AC073172.1,CCT2,COMMD6
IL13,RBM24,PWWP3B,FAM178B
AL079307.2,BX005040.1,UHMK1,PCDHB12
GATA2,H19,AC022893.3,KDM4D
LINC02142,PACSIN2,FP325318.1,ESRRB
ITPKA,TSC22D1-AS1,AC087289.4,AL021368.5
TBILA,MCOLN2,CPXM1,NICN1
AC024559.2,AL132875.2,AC003965.2,STXBP5-AS1
AC005670.1,AC006130.1,CPZ,AC253576.2
KCNK7,S100A8,AC063977.3,MED20
OC90,AP001970.1,AC016994.1,GLMP
AL162595.2,UBXN2B,PIPOX,POLE
OOSP3,AC026191.1,HBZ,BOLA1
AC008750.4,AL591770.1,SLC19A2,AC092171.3
SMAD6,AL359182.1,HIRA,AC005871.2
VDR,AC104564.3,AC093591.2,MPP6
AL596094.1,NIPAL1,MYL9,AC091214.1
AC068631.1,DARS2,SLC19A1,ABCA4
AC245060.2,AC006504.1,ZNF418,RBKS
AL162457.1,LHX9,SPRYD4,ZNF319
AC015961.1,ATP9B,AC013403.2,ZNF764
AC132938.3,CACNA2D3-AS1,AL513166.1,PCK2
AC068473.3,AL451065.1,MARCH10-DT,CHAC2
AC018695.6,TEX50,DAND5,LINC00689
NCOA7-AS1,AC087045.2,LINC01414,ZNF473
AL022318.1,AC067968.2,AL162632.3,GDF9
CTXND2,LINC00163,MAB21L1,FABP1
AC026353.1,RAB3A,PTBP2,ATAD3C
AC023509.2,SGPP2,AC239803.1,DUSP14
VSIG8,MPRIP-AS1,AC137630.2,AL390195.1
DCSTAMP,LINC00229,AC026780.1,AC107204.1
AL606753.2,BRAF,TNFRSF10A,ANKRD10-IT1
GRM6,ELMO1-AS1,AC103739.3,KLF16
LINC01241,AP000223.1,PARP6,NIPBL-DT
GSTT2B,RAB30-DT,C11orf44,AC022506.2
LINC02694,NMRAL1,AC092894.1,DNAL4
LINC02026,TRIM23,SLFN14,GPR146
MUC19,BOLA2B,ZAR1,AC008870.2
RP1L1,PNMA6A,SYF2,C1orf74
AL450311.1,AC083862.3,CNBD1,LINC01351
RLN1,MAP3K20-AS1,ZKSCAN5,FBXL22
AL356488.2,AC099778.1,SSPN,AC009065.1
IER3,AL731569.1,SLC39A8,ABCC3
LNCSRLR,RAB33B,AL078581.3,IL17RE
AC012511.1,PPARA,B4GALT6,AC092287.1
AC009962.1,AC005355.1,DMRTC1,AC005072.1
AQP5,ASCC3,LEO1,AOAH
EBI3,AP001830.1,AF186192.1,MRC2
FAM166A,TUBA4A,AC112770.1,VILL
GDF5,ARSD-AS1,CU638689.4,LETM2
AL358472.2,AC016727.1,RSPH4A,ANP32B
DACH2,AC011396.2,FAM180A,YJU2
LINC02145,NEK10,CTDSP2,INPP5J
AC026801.2,FAM98B,AC109446.3,AC083870.1
AC008555.5,ERVK9-11,PIH1D3,DEPP1
AC124017.1,AC025171.4,ASPG,LINC02363
TNNC1,AC011374.2,AC009236.1,AC093525.7
FUT1,SCRT1,PAFAH1B2,CCDC8
AC023794.2,AL671710.1,AC091544.4,BACH1
AL162713.1,MTURN,AC104316.1,AL139353.2
EPB41L4A-DT,ASAH2B,TPRG1-AS1,DGCR11
AC018521.2,C9orf116,AC092844.1,AC010809.3
C4orf54,FAM114A2,CHTF18,ZNF689
AL772363.1,AL353795.2,AC104667.2,AC008429.1
AC006435.3,OLFML2B,ALDH1L1-AS2,RFXANK
TMEM207,AC022558.3,LRRC17,MEIG1
AC010307.3,PEAR1,SPTLC2,AC068282.1
MORC1-AS1,AC126283.1,FAT1,STARD7-AS1
LINC02683,TMEM218,TMEM211,AC079385.1
C14orf39,ARG1,CBX4,SIX3-AS1
AL390839.1,AL024508.1,VAMP4,SRRM2-AS1
ADAM29,HSPB11,AC067945.3,AC012313.6
JAK3,AC004974.1,DGCR2,HCRT
MOG,NBPF11,AC183088.3,HLA-DPB1
AL138689.1,IRAK2,ARL4A,COL11A2
AC073592.1,AF279873.3,AL451085.2,ZNF681
CALHM6,MSRB3,LINC02650,AC067852.2
PLA2G10,CDCP2,LINC02695,AC092681.3
BX324167.2,IRF3,AREG,PLLP
AC015813.3,NANOS2,AC018445.6,PPL
AC115102.1,CFAP58-DT,OR52E8,Z98742.4
ACSM2B,VSIG10L,AP001625.3,AL353604.1
SPINK14,AC092119.2,NXF2B,ZNF230
TEX55,ESR2,SPATA42,AC019257.1
AC016598.2,TTC21B-AS1,LINC02485,ZNF124
WT1,ZNF670,VWA5B2,PHF5A
ELMO1,AC073046.3,ZNF460-AS1,SLC11A1
LINC00479,AC145423.2,TEF,CCDC183
AL160154.1,RCC1,TEX49,THAP1
AL663058.2,P2RY4,AC034102.6,AC012464.3
AGR2,DDX11-AS1,AC109630.1,ZNF707
AC108134.3,AC008945.1,AL353572.4,ZSWIM4
FOXS1,AL161449.2,AL359764.2,CDHR1
TERB2,KLHDC1,LINC01756,AC015871.7
LINC01007,SIMC1,MRPL36,AC021087.1
NEK2,IGSF23,AC087439.2,AP1S1
AC132872.3,MRPL27,EMD,WFDC10B
AC021979.3,AC090469.1,HIST1H2BE,GON7
LINC01804,AC005410.2,AL589990.1,AC090971.2
AC005329.3,HELZ,CD300A,H2AFX
AC027544.2,AC010401.1,AC090907.2,AC006041.2
AC108063.1,CA10,LSM8,SNAPIN
LINC02378,GPX8,LINC02391,RRS1-AS1
PDZD3,DDX1,AL589863.2,SLC2A1
AC007682.1,AC068870.2,TUBGCP6,ISCA2
PCDH9-AS3,DOK3,C1GALT1C1L,AC104463.2
AC233992.3,AL133415.1,AC005339.1,LPCAT4
AC104316.2,HK1,AC027779.1,AC084816.1
LRRC3B,XIAP,ZDHHC24,WEE2-AS1
AC006062.1,AL353768.2,MIR194-2HG,LDOC1
IL31RA,MINPP1,AC090124.1,RRP9
TRIM38,FUT7,AC092803.2,L29074.1
LINC02408,VSTM2A-OT1,BCL2L14,KRT10
AC090739.1,ZNF460-AS1,CBY1,AC016152.1
CELF2-DT,AF235103.3,NUDCD3,AC015540.1
AC092902.6,ACER2,AC073657.1,ZC2HC1C
C1orf189,AL592078.1,ARHGEF18,BIK
BPNT1,AL606469.1,TMEM220-AS1,LINC00683
APBA2,GPR22,AC021736.1,HORMAD2-AS1
AC092849.3,CPNE3,LINC02577,AC106820.4
AL355838.1,AC093909.2,RIN2,TMEM254-AS1
ULBP3,AC104458.1,PM20D2,SH3BP5-AS1
HOXB3,AC006144.2,BUB1,ZNF182
AC068228.3,HLF,FGF10,ZNF93
AL133372.2,AP000851.1,HMG20A,ANKDD1B
SNX8,AC009554.2,AC032011.1,WNT4
AC012588.1,AC015726.1,ZKSCAN1,AC090559.1
FAM242A,SNTB2,KCNQ4,IGFBP2
AC087362.1,GAD2,MEAK7,SMIM10L2B
AC010333.2,ADGRL2,AL357054.5,AL157893.2
AC108156.1,STON1,GJC2,OR3A2
AC140725.1,CNOT10-AS1,PTGES,GGH
LINC01065,BX005266.2,AL162632.1,SPATA32
SPRN,C2CD5,EIF3J,PDZK1
AC133634.1,ZSCAN20,AC092757.3,JPT1
TRPM4,NTS,LINC01304,PCDH9-AS4
AL118511.4,KMT2C,REL,ZNF599
AC116447.1,KDM3A,RTP4,ZNF829
AL353768.1,EPHX2,AP001053.1,RNF17
SEC14L5,BMP3,AC118553.1,TNFRSF21
CHRNA6,SEC23A-AS1,OPN5,AL357497.1
C1orf100,AC010883.1,AC016396.2,POLR2G
AC117395.1,DGCR10,UBE2J2,RPARP-AS1
ANKEF1,AL139274.2,AC104695.3,SLC7A8
AL592402.1,TMEM215,Z93022.1,AF107885.2
AC093677.2,RGS7BP,RNF144A-AS1,CCN5
PCDHA3,FAM86B1,AL162258.2,LRRIQ4
AC092436.3,SUSD1,AL022157.1,AC009318.3
AC008033.3,CD8A,PIRT,VIPR1-AS1
SZT2-AS1,AC010525.1,PRSS2,AC091178.2
AC108457.1,LINC02206,GAPT,PAN3-AS1
AC073655.2,POLR2D,SCGB2A1,LENG1
AC010609.1,FAM177B,CD300C,AC091132.2
CHTF8,TNFSF18,AC009704.1,AC022509.2
AC010280.3,C10orf105,LINC01675,NOC4L
TREX2,CCDC96,AL451069.3,SPDYE2
AL162741.1,ZFP3,TAB3-AS1,CUTA
AC087362.2,LINC01963,LINC02178,SSC5D
ZNF697,CTNND1,LINC01743,AL132996.1
AC073048.1,FOXO4,AL591468.2,ADAM8
SLC22A1,AC017002.5,AC087565.2,MAFK
PNMA6A,AC123567.2,AC107032.3,STX1A
LINC00351,ADARB1,AC079779.3,SIRT4
AC244517.9,AL022322.1,AC023794.1,TRIM7
KCNRG,GPR179,LINC01783,AC012467.2
APOC4,NKX2-2-AS1,AF196972.1,UCK1
LINC02109,AL139287.1,AC010978.1,NIBAN3
ITGAM,ACOT11,TMED5,ACE
AP003717.1,AL121989.1,AC018563.1,FUNDC1
ERN2,ZNF222,H2AFJ,CCDC43
AJ009632.2,PPFIA2-AS1,AL117328.2,BEAN1
UPK3A,TMEM234,AP005136.3,RASGRF2
AC114271.1,ANKLE1,FAHD1,PKD2L2
LINC00501,AL355075.3,SFTPD,AC132872.1
AC015969.1,AL096869.2,UNC5C,AC005476.2
AL441943.2,B3GLCT,AC010680.4,AC114811.2
HTR3D,TOLLIP-AS1,RSPH6A,MC1R
AP000233.2,AC008443.1,DDX11-AS1,TMEM67
AF067845.1,AC009141.1,KCNF1,AC063919.1
AC009095.1,TRBV26OR9-2,AC005808.1,GRWD1
AL592466.1,RUFY1,HAS3,SH3KBP1
AC018398.1,AC026304.1,AC126178.1,TAC4
AC092849.2,ODF3L1,AL355482.1,TMEM246
AC009971.1,LINC01905,AP003306.2,GGT1
AL139082.1,ACSL5,VPS29,LINC01640
LINC00346,AC112493.1,AC008429.3,AC009120.5
TLX2,AL121827.2,FAM20A,SRRD
AC064805.2,MIR7-3HG,NKRF,AC011379.1
CEMP1,KLF7-IT1,RSPH10B2,AC232271.2
AC092120.1,AC010729.2,CEACAM5,GPR37
AC139099.1,TMEM14A,AJUBA,AC091607.2
LINC02735,NLRX1,TEKT2,AC009754.2
AMPD1,SHLD1,AL158196.1,AC022364.1
AL136309.3,TUBB,SAV1,TWF2
AC090587.2,AC105137.2,AC090826.1,VASH1-AS1
ORC1,ATF5,VPS72,TMEM201
PROKR1,FBXO41,AC008555.5,HTRA2
UTF1,AC021851.1,AL442128.2,AL031587.2
AC010768.2,AP4B1-AS1,IGIP,TMEM169
AC120498.3,AC005632.5,FAAP20,AC022400.2
AC105180.2,FBXO48,LNCARSR,SAYSD1
AC104803.1,AC078778.1,AL096701.3,AC087286.2
AURKA,AL354733.1,LNX2,DEPDC4
AL136169.1,AL360270.2,Z99572.1,BCAS1
GPR153,ODF3B,LINC02497,CAPG
MS4A4E,AC093390.1,ARF3,BPNT1
AF127936.2,TMEM30B,AC073263.1,CXCL12
PPP1R3A,AL357936.1,AC116552.1,Z83745.1
KCNK4,AC018755.1,CYP26C1,ETFRF1
MSC-AS1,DNAJA4,HNRNPC,KCNJ11
AC073114.1,SNUPN,PADI4,AC093610.1
UBXN1,LINC00665,PPP1R36,VPS18
AC090772.1,KIAA0753,RPH3A,NSF
WASIR2,AC005288.1,LINC02842,AL135910.1
AC100830.1,AC009097.1,ZFP28,AC002116.2
AC008464.1,CFAP97,AC009120.4,NIF3L1
SERPINA10,ELK1,ANKRD42,XKRX
LINC01496,SCARB1,TMPPE,GINS1
IBA57-DT,AC239803.1,AC069200.1,DSEL
AC010325.1,CARD8,RNF43,C12orf56
