earlyAD,lateAD
TTC6,KBTBD3
AC004900.1,PTPN18
AC006238.2,DPM2
AL031432.3,SIPA1L3
GJB1,AC073578.1
GSTA4,AL021918.5
RBM15-AS1,SIDT1
CTRC,MYO19
COMMD6,AL035461.2
MAP3K8,SEC61A1
AL035658.1,TRIM3
GPR3,AC090061.1
AC004847.1,ZNF793
NDUFAF5,TRPV4
PUS7L,ARHGAP26-IT1
WDR60,LINC01725
TUBE1,AC012181.1
LINC02585,AC061975.8
GRM2,MYADM
ZNF610,SCGN
COL26A1,MAP2K4
NOC3L,AC022706.1
AC092924.2,MARCO
OR2AE1,SLC35G5
ENTPD8,COASY
TMEM207,VAMP3
AC097709.1,IL15RA
AC104024.1,GID4
FOXN4,SYT7
C12orf81,JRK
AC131212.1,TRAPPC2L
AC133480.1,THAP4
TRBV28,CRTC1
DTNBP1,NFE2L2
A4GALT,AC000085.1
MMP24,AC012020.1
INAFM1,CCDC58
LINC01238,NIPAL2
SNRPB,CELF1
LRIT3,TIAF1
TUSC3,NAGPA-AS1
AL158211.3,KLHL6-AS1
AF129075.2,KLRC1
SULT1E1,ZDHHC6
FAM133A,OGN
TEX48,PANK4
LINC01654,C2orf92
CD99,C12orf66
MLXIP,PCDH10
AP005131.5,AP1S1
SPRYD4,PIH1D1
AC092053.3,CEP68
ZNF358,COX17
ZNRF3-AS1,SUMF2
MLLT6,AC010320.3
AC010255.3,DEPTOR
AC106772.1,ZMYND19
TEX38,BAIAP2L1
AC080005.1,WDR55
AC009093.4,GNAI3
YIPF6,APEH
B3GNT9,ZSWIM9
FOS,GID8
RTF2,NEPRO
COX7A2,PKP4-AS1
ZNF783,VTA1
CHCHD4,IRS1
CDC42,AL590705.3
DHX16,AC010148.1
GLYCTK-AS1,ARHGAP22-IT1
SLC25A2,AC007496.2
PABPC3,PSMC6
CHST3,ZNF891
GTF2H3,UNG
UGT2A1,BHLHE40-AS1
C11orf42,SQOR
INKA1,AC002546.1
AL133523.1,C9orf72
AC104211.4,THOC7
CSNK1E,NCAPH
AL162584.1,HTR2B
CNPPD1,CCDC174
PROSER1,NCSTN
LINC02026,HDAC8
LDLRAD4-AS1,C15orf61
LINC02458,LILRA6
RBM26-AS1,ASIC4
AC079154.1,UTP15
LIVAR,CEP97
VWA2,RPP40
AC023154.1,MRPS35
AL356515.1,PSMG4
SMAD9,CLIC3
RPA4,AL591242.1
NCOA7-AS1,AC021028.1
EIF3G,FBXO45
ACOT4,RBM39
NBPF19,SIRT1
AC105020.1,ZCCHC18
RBBP9,AC104389.5
PTS,AL365203.2
C17orf49,MPC1
ALPL,AL137002.1
AC048341.2,CDON
NENF,PLPP3
YDJC,SLC37A3
AP002026.1,PDGFD
LSM5,VCAN-AS1
AC079804.3,CHAC2
AC079466.1,SIT1
ACSL5,BCKDHB
SLC35F6,STOML2
AL023881.1,AC011443.1
AL033539.2,AC136604.2
LINC01342,UHRF1
PPIA,ASB1
ITGBL1,MAPRE2
CCNT1,TXNDC17
AC079298.3,FAM8A1
HEATR9,TRIM63
RHBDD2,CHD7
KBTBD4,USP19
AL031293.1,TCEAL2
GUCY1B1,FBXO25
AC106729.1,TTN-AS1
HDAC11,TST
SLC35C1,FOXO4
NPHP3,LATS2
TAS2R3,AC005674.1
ATP5PD,SCARF1
AC005921.2,NEIL3
DOK4,AC008537.4
AC067773.1,SUV39H1
AC124798.1,AL157402.2
RNF4,NT5C3B
F7,GPATCH8
SELP,EML1
RPF2,ARHGAP11A
MED19,AP000787.1
LINC01762,FZD7
NKAIN4,YARS2
AC002401.1,PPP6R1
RBIS,ITFG1
SNRNP48,AC012358.3
C20orf204,ZNF514
ZNF878,COPB1
PDS5B,RAB8B
OSER1,AC073343.2
AP1S3,CC2D1B
CLN8,EFCAB3
APPL1,EDEM1
AL137789.1,AC008105.1
ATF2,ZNHIT3
PHACTR3,AC008121.2
MIR663AHG,GNL1
AC087672.1,YME1L1
REEP3,MRPL14
ASCC2,AC040977.1
TDP2,SLC40A1
ACTL6B,ADPRHL1
KRTAP5-8,RAB8A
METTL4,HIST4H4
AC078929.1,RNF141
TSNAXIP1,UBASH3A
SLC41A3,AC090197.1
NUDT5,DYRK4
SNX14,ZNF546
ITGB1BP2,ABCE1
LINC01278,PAIP1
ERN2,DAZAP2
LINC02634,AC010883.2
TMEM72,GRIK5
PSMC2,KDELR2
VEGFD,AL603832.1
TDRP,EIF2B4
AC007731.3,LINC01839
AC055839.2,TTK
ZNF835,CISD2
PANK4,PTTG1IP
AL139286.3,TOMM40
AC074029.3,LINC01076
AC023813.1,KDM4A-AS1
AL512631.2,DNAH17-AS1
ITLN1,ENDOG
AC010291.1,SRP14-AS1
AC079822.1,AC022210.2
AC010536.3,SNW1
LINC01648,FANCD2
AC145207.7,STXBP6
AL445649.1,SELENOS
AC007100.2,RFC4
AC010327.5,KDM5A
PINK1,CORIN
LINC01013,AP001021.1
TMEM8A,MRPL23
AP001056.1,ARG1
AC005006.1,AFDN
AL049765.1,GSPT2
IL20RA,AL645933.3
RNF122,MUS81
AL157911.1,CENPF
FXN,DHX34
KCTD14,C1orf43
AC010864.1,LINC00861
RILP,WDR82
TSPAN17,SYNJ2BP
ARRDC1-AS1,CACFD1
CCDC68,C8orf88
SMNDC1,PPP1CC
NPNT,WEE1
AC138696.2,SNTG2
MSTN,AL512306.3
AC108134.2,MS4A6E
MAGI3,PRMT5
WNT10B,OR52K1
AL022329.2,LRRC3-DT
GPHN,AP002755.1
ALKAL1,NUDCD2
RPN1,PSEN1
CSE1L,NHS
MCAT,TMEM248
MRPL36,INCENP
AL117209.1,TMEM106C
AL022316.1,LINC01674
AL121601.1,DUSP12
AACS,AL021707.3
FNDC9,ACTL6B
NUP153,AC097634.2
TRIM47,ZNF444
MGAM,AC087741.2
COPS4,UBLCP1
INHBB,TIFA
AC079753.2,CLN6
AC024901.1,TMEM187
LY6G5B,GPR171
PLIN4,ARHGDIG
AC243547.2,ZNF677
BSN-DT,HS3ST2
ACIN1,E2F2
AP001412.1,TMEM220
TWNK,UBAP1
LMBRD1,CHD9
PABPC1L2B,GABPA
PMM1,DPM1
MRPL9,KRBA1
AP003128.1,AC011997.2
AC073352.1,MTRR
SMIM25,HEATR5B
AC135178.6,ASB6
MOB2,CA5A
AC068489.1,MEAF6
TMEM267,MRPL4
KCNK9,AL133351.1
PIGW,CPED1
PLEKHA3,HCRT
LINC00534,IMPAD1
SMAD5,ZNF692
LYZL4,MPP1
PNLIPRP1,AC003102.1
AL390071.1,POLR2M
AC108019.2,TAF1B
C1orf229,RPS4X
AC034154.1,DLGAP2
EML3,AC093866.1
AC125793.1,AC025034.1
CAVIN1,MRPS7
AC244035.1,GATD1
AL031283.1,PRKACA
RAVER1,MDH2
AL136418.1,EDA
DBNDD1,AL109615.4
AC023283.1,BSN-DT
CD36,CCNG1
AL590822.3,AC021504.1
CALCA,PSMC2
AC012560.1,CDKN2D
PLD5,TOPBP1
CRX,SUMO2
AGBL5,ANXA9
PLPPR5,OGFR
GPR153,TRIM11
WDR83,AC024560.5
MICU2,FAM71D
PCOLCE,AC005064.1
SOWAHA,TRAPPC2
BX571846.1,TWF1
AL592295.4,AP002907.1
TBC1D10C,AC010894.3
AC021016.2,SBK1
AC016650.1,RSPH9
LALBA,NCAPH2
AC130467.1,LHX4
AC092134.3,TAS2R3
LINC02146,AVL9
LINC00837,ANKRD62
AP003469.1,GRSF1
SPATA8,CIP2A
AL160400.1,CDK2
CD177,AC104695.2
AC087318.1,AC103858.1
AL360157.1,EIF3B
AC024958.1,ABCF3
AC004930.1,SUGCT
TRAV18,DACH2
OR10Z1,RPL28
KRT6A,AL354740.1
LINC01838,AC036108.2
FAM24A,ORAI1
FRG2C,GLI1
AC074050.2,AC092652.2
TRIM48,AC137579.1
ETDA,RNF11
C8orf49,AXDND1
AC023158.2,MORF4L2-AS1
LINC01674,EYS
LINC01044,ENC1
PI3,AC130650.2
Z98752.1,KIFAP3
AC018563.1,TDG
LINC00424,APEX2
OR4Q3,ZNF586
PLCE1-AS1,LINC02516
AL359511.2,GMPR
LINC01932,AC006525.1
AP001999.2,RCN3
HOXC13,ATP6V0A1
CHRM3-AS1,IMP4
DLX3,FAHD1
C10orf120,CIART
AC080011.1,TMEM155
AL118511.2,APOBEC1
AC007879.2,LINC01479
PAGE5,CLK4
AC063980.1,SMPDL3A
AC016588.1,LARP4
AC010181.1,AP001107.4
SPEM2,SMIM3
KCNAB1-AS1,LINC02019
CRISP3,PSMD14
PRSS2,ZNF561
AC133681.1,AC002310.2
AC103808.5,MKRN2
AL353789.1,FUCA1
AL096828.3,TOP3A
C9orf135-DT,IGBP1
AC025187.1,MRPL13
CAMP,CMTM7
AC084048.1,SNHG6
AC009336.1,AC232271.2
HCFC1-AS1,GALC
ADIPOQ-AS1,WASHC2A
MUC5B-AS1,POLE2
AC013733.1,AP005131.2
AC034159.2,STK10
LINC02134,GPR153
AC026427.1,AC078795.2
AC005821.2,C11orf1
AC148477.4,AL353748.3
AC007497.2,C5orf38
AC004012.1,TMEM91
ARL10,CHRD
KMT2E-AS1,ORC5
LINC02669,IDUA
RPIA,AC008966.1
PSMA3,SNAPIN
YY1,UBE4A
SUSD5,AC026704.1
MIEF1,SGCE
AL627309.4,HACD1
AL512656.1,ATG5
PRDM16-DT,DYNC1LI1
CKMT1A,AC120349.1
HIST1H4F,ARHGEF11
AC108449.1,GPR137
ISOC1,LINC01337
GOLT1B,EGLN2
AC096747.1,FZD4-DT
MIXL1,LMCD1
AC113615.2,CHKB
AC096759.2,POGK
AL133467.1,THNSL2
TBILA,AC011586.2
AC068385.1,DISP1
DNMT3A,AATBC
AC092903.2,HMGB1
CHDH,AC009318.3
MANSC4,MMP23B
SYT2,PILRB
AC068473.5,KIFC2
MYLK,AC010624.2
NUS1,PAF1
BMPR1B,GPR157
SLC10A6,KIAA1586
AC015845.2,ALG3
AMN,SLC38A4
MMP10,KCTD3
DNAJC3-DT,AC095032.1
SFN,AC107892.1
LINC02813,SULF2
ARHGAP25,EIF6
LAMA5-AS1,AL592295.3
AC090912.3,NNMT
RAB6D,TNFRSF1A
AC078842.1,ASIC3
NANOS2,NUDT13
AL121992.2,PBK
AL590302.1,PIK3R2
AC002401.4,AC007569.1
AL954642.1,FSHR
TFPI2,AQP11
AL449043.1,ESCO2
CU634019.1,AC009554.2
AP003555.1,KCTD10
AC016769.5,AC126468.1
AL079304.1,DCLRE1B
TNK2-AS1,AC018628.2
DPEP3,FURIN
SCOC,DENND4B
AC010280.1,ZNF629
AL355310.2,KLHL11
AC104316.2,LINC01956
C11orf24,SLC45A1
RIMS2,MSL2
ACD,BCAS3
AC055764.2,AC106897.1
C19orf71,AL445223.1
FBXO5,CEL
NRROS,AC005393.1
AL157829.1,ZBTB20-AS4
CSMD3,CYP1B1-AS1
CIB2,PCNA
GP6,SILC1
PTCRA,AC079203.2
ADORA2A,DDO
HMGCS1,MCRS1
SEC11C,F2RL2
AC112722.1,AC105137.2
TMCO3,AF129075.3
AQP9,AC112503.2
NOXO1,SASS6
SUN3,LINC00299
ARHGEF35,LINC02073
AC139019.1,SETD1B
SV2B,SAR1B
SLC38A8,ACSF3
CC2D2B,SAP30L
STRN4,AC025178.1
AC069287.3,EFNB1
HMSD,TMEM45A
RNF10,C22orf39
RNF144A-AS1,PJA1
TMEM30A,NECAP1
CNRIP1,PMF1
ENTPD2,B4GALT2
LY6G6D,ABL2
EGR4,NEDD1
KRT17,AC004000.1
AC112487.1,RNF25
LIPC-AS1,SEL1L3
FAM170B-AS1,ENO3
AL121827.1,GOT2
LEMD1-DT,ITPKB-IT1
WIPI2,NAP1L2
TTI2,PRKCZ-AS1
AC022613.2,AHI1
AC010285.1,CBARP
STARD3NL,COL4A1
GCC1,CSKMT
NPB,SIGIRR
PSMC3IP,RAP2B
AC083855.2,LINC01505
EXOSC10,SLC25A42
AC245297.2,RFX5
DRD2,AC009228.1
CAMK2N1,ZNF324
MCTP1,ADGRL1
PCDHGB1,SGMS1
CCL24,PUF60
SMTN,UBE2H
RAB6A,PARP16
GTF2F2,TUFM
SIK2,AC015845.2
FAM167A-AS1,AC005828.4
CDPF1,AC073321.1
HSBP1L1,AL138889.1
AC026347.1,PEG3
POLR2M,PTK6
AC004466.1,C1orf21
SLC25A30,VWA8
NDUFB3,HCFC1R1
AL109615.4,CLTC
MAP3K14-AS1,VPS4B
TAPT1,ATL2
APH1A,DLAT
AP000697.1,MMP9
ZNF430,SCFD1
BICRA-AS1,AL513218.2
MIR17HG,MTSS2
AL022328.3,ACO2
ZNF7,BCL2L14
IRGQ,PDE1C
DYNLL1,MAP2K7
DHX57,MAPRE3
GRM8,MIER2
EFEMP1,SLC25A25
FARSA-AS1,SH3GLB2
CRTAC1,OTUD5
ACP4,AL162171.3
AC012533.1,ADRA1B
MRPL37,YBX3
GLI1,MOB3A
PARD3,CATSPERE
LINC02641,SFSWAP
MT-ATP8,DCTN2
AC138028.1,AC073840.1
NAXD,UCP3
IMP3,SLC22A14
AC087276.3,NUTF2
AP000919.3,VAMP8
FGF12-AS3,FOXD1
TRAV4,AC079154.1
ADIG,SLC2A6
AL035252.2,DDR1
LINC02131,MYOM1
AC024941.1,CNBD1
AL022315.1,PARP1
C1QTNF9-AS1,CCDC80
AC103808.3,FAM114A1
AC097105.1,RANGAP1
OR2A42,SCN10A
AP004609.1,NIN
LINC02333,AURKB
PROKR2,MGAT4A
AL356310.1,CDH2
AC009704.1,AL390957.1
TBX2-AS1,RAB30-DT
TMEM89,EIF2D
LINC02736,MYH3
AC079354.2,LINC01826
LINC01587,ABHD6
AL772202.1,CIZ1
AC021915.2,RXRA
CU639417.4,PLCG1
KLK4,NCF2
AC024651.3,RAB38
NADK2-AS1,TCEAL4
AC009229.3,RDM1
AC104561.4,AC008731.1
IL27RA,FBXO31
SNF8,POLR3F
IGSF11,GLRA3
PCDH15,BLOC1S1
BAIAP2L1,AC093788.1
AC107208.1,ZAP70
AC092384.1,SIAH2
CYP27B1,FOXD2
NEFM,TMEM182
AC018845.3,AC027307.2
NBEAL2,LINC01619
EDC3,GJA1
RNF139,GABRR1
ZNF749,SEC63
UNC5A,AC130466.1
ERICH3,DNAJC12
SERTAD3,CCDC138
AL135925.1,THBS3
GLIS2,PSMD3
AC084855.1,SERP1
TMEM128,IL2RB
LINC01315,PIP4K2B
C9orf40,OMD
ASNSD1,NKIRAS1
AC090409.2,AC025031.2
AL357673.2,ACLY
CR936218.2,SLAMF7
AC092994.1,VDAC3
NPPB,TYMS
AC006026.3,SMYD4
AC008378.1,DNASE2B
TRAV1-2,NPIPB4
EN1,MEN1
HSD17B3-AS1,AC092835.1
EDN2,ZNRD1
SLC10A2,RRAGA
AC024236.1,KLF6
AC114684.1,ANO7
AC107074.1,POC1A
AC002401.3,COMMD4
AC114752.1,DOK7
LINC00315,DNM1P35
NKX2-1,AC084361.1
AC090181.1,KCTD21-AS1
AL359916.1,RBMS3-AS2
AC022733.2,AC009065.5
AC105101.2,ZNF737
GSC,KLHL20
AC073342.2,PPP1R3E
AC068205.1,TMEM150A
AC087633.1,EID3
LINC01095,KAZN-AS1
OR2A12,CACNA1C-AS1
MKX,LINC00565
TEAD2,ATP5MF
AP000547.3,WDR11-AS1
EXOSC5,AL731769.2
AGAP2-AS1,OS9
PREX2,RUVBL2
AC012254.1,DDX6
YME1L1,SCO1
RNF20,RGS7BP
ZSWIM9,BRD9
AC022726.1,AC027575.2
IKBKG,LINC02432
HMGCLL1,POLR3E
AC026369.3,AC244636.3
AC105924.1,MEGF8
FUOM,EXOSC10
WASF3,PDE5A
Z95118.2,MRE11
SNAPIN,TMEM130
DCAF4L1,AC144521.1
RIPK1,AC096773.1
VWA7,AL513327.3
CD19,AC025031.4
AL096803.4,AC092910.3
AC020908.1,PPOX
TNFAIP6,AC109925.2
CSMD1,AC021594.2
AC039056.2,AC015871.4
ARRDC2,PHF2
ARF5,TMEM161B-AS1
AC027796.4,IMP3
AC005154.3,AC244517.5
IRX6,AL022341.1
AC245427.2,CRELD1
CALHM4,ADRM1
TMEM189,AL139099.1
AL162231.1,AL450998.2
PEBP1,PGBD4
AC099565.1,XPNPEP1
FIZ1,GGH
FAM225B,PKNOX1
LINC02261,AL109615.3
VPS28,EEF1AKMT4
PIKFYVE,PEX16
GNGT2,TCF12
AL162258.2,AL033543.1
RECK,PDK3
CCDC80,ADCK5
MAP1A,PRPF40B
AL353194.1,PSMB8
ZNF649-AS1,AC012615.1
LINC00626,SDHB
MYL7,PBLD
HSPB7,TMCO4
TLL1,CALY
PSMA2,AC093458.1
SLX4,TARID
AC139493.2,C12orf49
TMEM115,AC099063.4
AC020703.1,AL136988.1
NINJ2,ATP1B4
AC021683.2,AC008026.3
NTRK3-AS1,AC022146.2
MIOX,PRIMA1
BHMT,GTPBP3
AC092620.1,ALPL
RETN,Z99758.1
LINC02362,PDIA6
NARF-IT1,MTFR1L
AC138207.4,AC022100.1
SYNDIG1L,NBPF3
LARGE-AS1,CHRAC1
AC008494.3,NCAPG
C21orf91-OT1,Z98949.1
UBE2E2-AS1,AP001107.5
AC132938.3,SENP3
HDAC10,PRRC2A
AC018926.2,AC087273.2
LINC00634,NAV3
RBM42,TDRD1
MRM3,AC131571.1
ZNF341,LRFN4
AC012213.1,SCARNA9
AC078993.1,CHODL
AL512791.1,PSPN
DLX6-AS1,KRT86
AC004223.4,IDI2-AS1
BPIFC,TMEM126A
ZNF112,RRNAD1
AL137802.2,A2M-AS1
CRIM1,ZNF782
AL162426.1,IL18RAP
AC145207.2,ZNF341-AS1
RBM7,ALG10B
ARPC1A,H2AFX
ZC3H11A,AL391095.1
AC254633.1,EWSR1
TLCD3B,HMGXB3
FOLR3,ZNF37A
AL008730.1,LRRC45
DTYMK,AL121655.1
EPHX1,LINC01500
AL139042.1,NPHP3
ATG4B,BFSP2-AS1
SPATA25,AC092674.1
USP12-AS1,KLHL7
NAA38,AL589863.2
SUSD4,AC008569.1
NPW,DHRS4-AS1
ABHD5,PARP3
PLPP5,ATXN1L
LARP6,PPP2CA
ATP10B,AC008764.7
GRK4,AL512625.2
AC006378.1,STOX1
AL589745.1,PHF20L1
CSRP2,COBLL1
METTL14-DT,ZNF836
TRMT5,HADHB
ALDH1L1,CHMP2A
GRM3,KCMF1
MMD2,AC131934.1
PLEKHS1,RHEBL1
CCK,RRP12
UNC45A,KCTD21
IGDCC4,PPP5C
HIRA,AC027306.1
AKIRIN2,PRPF31
SOX8,CLSPN
AC099518.6,HERPUD2
HTATIP2,SLC35B2
POLR1C,SCYL2
SLC4A1,AC025272.1
DPP6,COMMD6
ADAMTS9-AS2,PBX4
AC008771.1,CCDC149
CTIF,ZNF92
GRIPAP1,AKR1C1
AL662889.1,ZNF865
AC022034.1,PLEKHB2
KIF25,PLOD1
ABI1,GRM1
VEZT,RAD52
TRMT2A,AC124016.1
AC090587.1,UACA
NR2F2,AL138733.1
AC073578.2,DYNLL1
TMEM230,CKAP2
LINC02762,AC004156.1
SLC2A14,C5orf34
CDK10,BGN
RAMAC,PNPO
AL391840.1,NHP2
QRICH2,GOLGA8H
PLAA,DENND2D
TBX15,NDUFV1
SLC22A16,NFE2L1
KCNK7,GNPDA1
CRYBB2,HMGCR
LINC01080,STK26
KLK6,SLC30A4
PPM1F,SUPT20H
AC016026.2,TMED6
AC008750.2,USP21
AOC3,MBLAC1
SMIM10L2B-AS1,AL161756.1
AC073592.1,ATP6V1E2
BACH1-IT3,HELQ
THOP1,GTF2A1
FOLR1,AC011595.1
AGT,TPD52L2
WNK3,NDUFA8
PDCD6,LGI2
PHKA2,AC015813.4
LINC02631,SEPTIN9
ADCK2,DNAJC9-AS1
MED1,SECISBP2L
LINC02526,SPACA6P-AS
MRPL13,TMEM38B
DLL3,RHOBTB2
CGGBP1,CANT1
AC068189.1,CLPP
ASPDH,AC055839.2
UBL5,AC004231.3
MAGI2,BAG2
LINC02145,AC010201.2
MAST3,BORCS6
RAB38,XCL2
LHX2,RAB13
IGLV5-52,AC010260.1
APOBEC4,GUCA1B
PABPN1L,AC004917.1
AC067960.1,LINC01661
AC011591.1,SIRT2
AC000403.1,AC079336.4
PRRC2C,AC010789.2
KCNS1,AC012414.3
Z99758.1,C19orf53
CCNQ,AL592295.5
AL031121.2,AL627232.1
UBAP1,SMYD5
CCR6,AC008619.1
TYK2,RAB11B
NASP,AC008759.2
AL121990.1,EMC9
TVP23C,AC090796.1
CSTF3,ZNF570
AL499604.1,FARSA
FBXL18,MCM7
AC022211.3,VAV2
AC006148.1,AC108488.3
AC010255.1,AC124276.1
AC021237.1,MINDY4B
AC017076.1,ZNF445
CCDC137,AASDH
AC107214.2,AC073578.2
TMEM74B,AC026741.1
AP006284.1,GRB14
AL137025.1,DEDD2
CCR3,RAB5A
GPR27,MOSPD3
TIGD1,AL450384.2
RASSF4,ZNF852
JAKMIP1,COX7A1
KCTD20,PRSS53
P2RX2,TUBB6
GLDC,AC008781.3
AL136018.1,CD58
PARG,AC023855.1
PHF5A,LSM8
FAM155A,AC005225.1
THAP4,RGS16
AC092757.3,AC010531.3
AC104667.2,AC020594.1
SUN1,ATP13A1
AL512590.3,JMJD7
DUSP28,IRF1
ALDH3A1,TIMM29
AC007250.1,PPM1F
BX276092.9,PIP4P1
BX322562.1,AC092598.1
KRTDAP,PCF11-AS1
LINC02743,NFKBIL1
AL391069.1,SGO2
AL663058.2,AL034427.1
AC003982.1,ANAPC4
AC005197.1,AC046130.2
AL021578.1,CASD1
OR4K17,C16orf71
GPR139,AL049569.1
AC107081.4,IL17RC
AC124864.3,OGFOD1
AP001432.1,AC138956.2
ADCY10,ZNF552
SAMD15,FDPS
AC006449.6,VPS11
SLX1A,STRN4
BRD7,CDK5R1
MRTFA,AL034550.2
SLC25A27,CCNL1
AGTPBP1,PPP2R5A
STK16,CDK4
CLOCK,CEP85
TTC33,AC027682.6
SPATA7,TRUB1
TMED6,TMCC3
AIRN,LTBP2
MGARP,UGDH-AS1
BTBD9,CCDC107
AC008567.3,SATB2-AS1
AP003086.2,AP005482.3
FCN3,C2orf68
AL139397.1,DUSP28
AC093849.1,AC005363.2
AC099518.5,RCAN2
ELMO2,GYS2
TOR1AIP2,POFUT1
AC012636.1,ZNF549
TMEM45A,SH2D3A
SYPL1,FAM177A1
SLC7A10,LRRC25
LONP2,AC010359.2
ELP2,ZFP3
ANO7,SNX33
TEX15,PCDH7
AC003102.1,AC091078.1
HEPACAM2,USP35
BX323046.2,AC022973.4
AMOTL2,AC022400.4
PCDH7,AL645933.2
NRG2,CLMP
NGF,SCGB1D2
C12orf43,AL353150.1
AC002094.4,MAGI3
AC025031.2,PIKFYVE
BUB3,GBP4
MINAR1,SF3B4
AC245014.1,LPCAT1
AC005908.3,AC068413.1
AJ239322.1,AL391839.1
ACOT1,CBLIF
HADHB,AL365295.2
AC022517.1,AC090739.1
ZBTB43,TOR4A
AC005096.1,NUDT1
APEX2,AL450311.1
AP000221.1,LTO1
PRSS8,BTG3-AS1
LRRC55,FOXJ1
GMFB,WDR62
NUDT4B,GZF1
LNCOG,MED23
AC006042.1,PIF1
LYPLAL1-AS1,CYP1B1
AL713851.1,LCNL1
RAB1B,TMEM161B
CDKN2B,SALL4
AC004053.1,KLF7-IT1
TM9SF2,SEMA5B
TRPC4,ZNF84-DT
EXTL2,PCOLCE
ITPKB-AS1,CNTD2
CLASP1,LINC01309
AL136038.5,ATP6V1G2
Z84468.2,CHEK1
OR1A1,AF131215.5
CEACAM19,LINC01355
ITGB5,AC119674.1
DNAJB12,AC093019.2
LINC00158,AC114760.2
KIZ-AS1,CIR1
RTEL1,SGK3
PRMT5-AS1,AC068282.1
MASP1,AL031600.3
ONECUT1,RASSF1-AS1
AC005726.3,PPP3CB-AS1
FO393418.1,LINC01791
LRRC49,KLHL28
AC004470.1,AC022098.1
S1PR3,LINC00622
Z82196.1,AL158212.3
NUDT17,FBLL1
DVL3,SLC19A1
PTPRF,ERGIC2
IQUB,ARL6
MALL,AC011752.1
AC015845.1,AC069294.1
DNASE2B,AC009754.1
SOX9,AC012065.4
AC090907.1,SNF8
CETN2,ZNF273
FAM87B,KCNH2
BCHE,AL683813.1
ARMC10,SLC25A30
DNAJC27,FAM221B
RABEP2,AL445193.2
AC055874.1,ZNF319
IKZF4,H1FX
GPR108,DNM3-IT1
AD001527.1,NRBP1
UGCG,UROS
AL592431.1,KCNJ13
AC022274.1,PEX5
A1BG,C9orf135
PES1,ZNF687
HTR2A,EXOC6
SLC3A1,AC023421.2
LINC02069,CKS2
LINC00565,LINC01288
AC100861.2,AC007923.4
LINC01724,FMNL1
SULT4A1,AC068473.1
KCNG2,EXD2
AC092431.1,PSPH
AC004812.2,ALAD
SHC2,TRGV10
AC009118.2,LINC00294
AC113361.1,TRIB2
AL160254.1,EMILIN2
GPR156,NAPEPLD
AC006333.2,GABRG3-AS1
AC107214.1,AC100835.1
GPR68,AC025857.2
AC105219.1,TLNRD1
LINC00463,BVES-AS1
GDE1,AOC1
AC026367.3,CDC5L
SMIM7,SDC4
AC093865.1,FAM43A
CDAN1,FAM43B
AC007877.1,LINC02526
ZNF195,SNHG18
TIMM29,AURKA
NEK5,AL139398.1
SFXN4,C16orf54
MSX1,AC016590.1
LINC01910,TTC8
CELF3,FBLN1
PAQR9,KLHL29
NEBL,EEF1E1
CSGALNACT2,AL390066.2
AC011481.2,TBL1XR1-AS1
TMEM161B,SPHKAP
AC020978.6,TSR1
RGN,ADIG
AC012676.1,FP325330.3
AC103858.3,LINC00316
WDR3,CEACAM18
GPBAR1,DDX52
EVC2,CARD8-AS1
AC140481.1,RNF10
AC026780.2,LINC01357
SLC6A1-AS1,IMMT
RNU6ATAC35P,AGPAT3
AC108879.1,FOXC2
PGM3,AC025521.1
NRG3,AC004014.1
TPRG1-AS1,ICK
MRPS18B,RCAN3
AL022318.5,THRA
AP000676.5,RRP1B
LINC01891,AC093675.1
VPS4A,MOB4
AC009005.1,DCTD
AC002101.1,LINC02771
LINC02473,AL158068.2
AF131215.3,ZNF639
PRIMA1,TRIM73
AC135050.4,ISG20
AC022506.2,TTPAL
SCG2,EPHA1-AS1
NPPA,MED14
TRA2B,NECTIN1
HYAL1,TMEM121
AC006064.5,MACC1
PSMB2,NUCB2
ANXA13,KIR3DL2
INTS11,HAUS3
UPK1B,MELK
ZNF257,ARHGEF12
MTHFD2L,GSAP
CCDC88A,LINC02653
TMEM258,ZBTB46-AS1
AL158801.3,GYS1
KRBA1,CNKSR3
FGF18,FCGR2A
AC021594.2,AC130895.1
MRAP,GAU1
SLA,ANO2
AC012405.1,TCERG1
BBS7,CRLS1
SEPTIN1,RUVBL1
GRIA3,AC090844.2
AC131009.1,AC005394.1
NAA15,AL512303.1
LINS1,EPB41L4A-AS1
METAP2,MED29
AC130651.1,AC007114.2
AC025278.1,PLAG1
PLA2G1B,DRC3
AC016405.3,AF038458.2
AC063962.1,ZFP2
AC105180.1,ETV3
AC012470.1,R3HDM4
AP001095.1,TCAIM
AC008060.2,AL355816.2
AC069155.1,ARHGEF26
RBPJL,RASSF8-AS1
AC073321.1,TSKU
AL078599.2,LYZL4
ZSCAN16,AL391834.1
RGMA,APC2
GUCA1C,ATP6V1D
AL031985.3,REC8
EPS8L3,AL353796.2
GPIHBP1,AC109446.3
FZD6,KRTCAP2
RYR2,AC005072.1
NKAIN3-IT1,YTHDF3
HIST2H4B,AC068282.2
AC008906.2,FBXO11
FKBP1B,ZNF497
MAP1LC3B,GRK6
IPO9-AS1,FAM83D
POLR3G,B3GALNT2
AL162511.1,UTP3
AC103770.1,AL121820.3
SEPTIN5,ART1
AL645929.2,BBIP1
CPQ,AC007292.1
AP003121.1,SAMD12-AS1
AC096586.1,MFSD14A
ATPAF1,SAFB
