bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
OR6C6,TBC1D7,AP001999.1,OR2H2
Z85996.3,CFC1B,AL139348.1,BOD1
IQGAP3,AC139712.3,CST9,TNFAIP8L1
AC073578.5,AL159169.3,AC136443.4,GSTO2
AC068535.1,AC106820.4,AC064799.2,AC133565.1
C18orf21,CXXC4,AC148477.10,RECQL
LRFN1,BCAP29,AC026624.1,ZNF606
NEBL-AS1,THBS4,GHR,DOT1L
ZNF185,DPYS,AC013451.1,QSOX2
NAA60,MITD1,NRCAM,TMEM38B
ZNF609,MAVS,AC131956.3,CXorf38
IGFBPL1,GACAT2,SEMA3E,ZNF266
LINC01154,GNE,HM13-IT1,MAPK8IP2
CCDC103,AC011525.1,PAX5,STAT6
MFSD5,MCF2,LINC01205,MIDN
VWA5B2,KF459542.1,TSSK2,MFAP1
MAGEB17,MTMR4,AL136309.4,SEMA4F
AMMECR1,RAB22A,AC036103.1,CBX4
CBX6,ELOVL2-AS1,GJA10,DARS
LINC02523,BMP8A,MDK,ZFX
DBR1,DMC1,GPR37L1,AC093157.1
HIST1H3F,AC011524.1,AC132807.1,PSMD3
TAS2R41,KRTAP5-10,AC009961.4,COX18
TMED1,AC004990.1,NAT8,CTSL
AC136489.1,CLRN1-AS1,AC079298.1,TMEM202-AS1
AL353593.1,GNG2,BX323046.1,CFAP97
AC004771.3,FANCI,CCDC160,AC006058.1
AC024558.2,AC073365.1,RPTOR,PPP1R3E
RBM15-AS1,LINC02254,AL450423.2,TERF2
POU6F2-AS1,GLUD2,LINC01691,ALG12
AL031666.2,MASTL,AC009065.6,FASN
AC107982.3,RIMBP3C,AC008278.1,GBA2
SLC22A6,AL121901.1,AP002793.1,LINC01695
AC105114.2,KNCN,AL109933.1,MPHOSPH10
AL133406.2,TMSB15B-AS1,AL160410.1,NEMP1
AC020891.1,PLEKHM2,AC004765.1,USP38
INE1,AL390763.1,LINC01153,RARA
DDIT4,FOXD4L1,AC021979.3,TMEM127
VIRMA,AC016876.1,AC011445.2,CWC25
AC104758.2,UBXN4,AC097382.1,ORMDL1
AC099313.1,AL359091.4,KLK6,MTPAP
Z99758.1,FAM230A,AC009102.2,ZNF883
AC025165.5,AL035420.1,TNFSF8,FAM71D
CHRM1,MDM2,AC079949.6,AMT
LINC01467,ALKBH2,BMP8B-AS1,SFXN3
STK24-AS1,CIDEB,AL355997.1,AC121761.1
AC009542.1,CCNT1,UCN3,NUP50
LINC02152,TIMELESS,LRRC14B,TCERG1L
RBM25,AL161910.1,AC111000.4,RBM11
PAIP2B,LINC002481,AC111170.2,PSRC1
AC013640.1,ZNF226,AL356299.2,RTN4R
AL590666.2,LINC02175,AC131902.1,SPANXA2-OT1
AL008638.3,AC073389.3,AL139349.1,UBE2S
PPT1,SPRYD7,AC008060.5,NKAPD1
PECR,AC005786.3,AC091027.2,FNDC5
AC012464.3,LRMDA,AC060814.3,MANBAL
EPC1,KCNJ11,CTAGE1,RPS19BP1
ANKS4B,TMPRSS11A,AC106772.1,ACYP1
CHRM4,TIMM8A,AL049712.1,AC006994.2
AL512353.1,POLD2,AC009159.3,MLH3
AC010168.1,SAFB2,AP005273.2,RAB23
TRIAP1,AC066580.1,AC022201.1,ZFYVE19
ARHGEF17,AC002428.1,AC024132.2,METTL17
ZNF677,STX7,LNCNEF,USH2A
AC008429.3,AL157394.3,AL512283.3,PLAC8L1
AL133297.1,AL078587.1,AC005544.1,MTIF2
ATP6V1F,AC006238.1,AC099509.2,CKAP4
ISM2,ZNF683,AC004988.1,FAM71F2
DDX42,ALG12,AC005828.2,TPRN
PAPPA2,TMEM120A,LINC02326,POFUT2
BOLA1,NACA2,DUXA,NBPF19
AP003119.2,SPATA19,AC004832.5,RANBP6
PCSK6-AS1,CHRNA10,TRAJ17,CCT7
VCX3A,C11orf45,AC136285.2,PA2G4
AC022211.2,CCDC186,AP006748.1,ALDH6A1
Z97986.1,BMP4,OR5H1,CCDC117
AATK,OR1L3,AC093714.1,HSDL2
AC092924.1,TUBGCP3,AC007861.2,PNMA3
FSIP2-AS2,AC093458.1,AC087286.3,NEUROD1
AL135744.1,AL513534.2,AC019103.1,ANKRD29
AC010445.1,AC008438.2,AL138900.1,ZSCAN23
Z97987.1,LINC00598,AC092070.1,IFT27
AC092354.1,SLC22A5,AL732372.1,ADAT2
AC243965.2,ADAM8,ANO1-AS1,AC025265.1
ADAM21,PHETA1,DSCR4-IT1,ERV3-1
KRT79,TG,C4B-AS1,LINC01234
ZNF276,AHNAK2,AL355596.2,PCSK1
AC236972.4,AL049557.1,OR5D3P,TET1
AC079310.1,HIC1,AC068594.1,SSRP1
AC021818.1,GDI2,Z72006.1,UQCRC1
LACC1,AP001437.1,AC073346.1,LETM2
AC022447.3,LINC00891,IFITM1,AC009404.1
AC010207.1,AC011445.2,AP000471.1,NDUFA7
AC010623.1,AC012178.1,AL691515.2,CLPX
PRRT4,GRK4,SLC16A12,SLC6A16
AC022695.2,INTS1,AP006248.4,IK
PAUPAR,CRHBP,GPC1,AL031602.2
AL606748.1,ST6GALNAC4,GATA1,SNHG22
UNC5CL,AC121247.1,CTAGE6,SLC29A4
AL445209.1,AC145423.2,SCGB1D4,TMBIM4
AC147651.4,AC092902.4,LINC01181,LSM3
METTL14-DT,C9orf170,AL356419.1,TTC39A
AL021154.1,HSD3B7,ADGRE3,ZMYM3
TRBV10-2,CAPZA2,AC004492.1,MAN1B1
KRT74,C3orf85,PRSS37,ANGPT2
TRAV26-2,STARD3,RASSF9,OSBPL7
LINC02673,AC024559.1,AC091043.1,MAN2A2
TRAV8-5,AP001056.2,AC016769.5,NAT14
AL449423.1,CXCL6,AL035661.2,LY6E
AC094104.1,LINC02525,HOXB5,PHF21B
CNTNAP4,AP002807.1,PRAMEF9,TBC1D10B
MIR4527HG,NIPSNAP3B,AC012676.4,SHISA7
AL583856.2,SYDE1,AL160408.6,CTCF
SCART1,PRTN3,Z73429.1,IER3IP1
AC011451.3,AC011773.4,AL158847.1,RYR2
TMEM37,AP001999.2,LINC02039,ZNHIT3
ZFR2,ZNF219,OR1Q1,AC105285.1
OR4D5,GJD4,AC093915.1,INVS
AP003100.1,AC005837.4,PCDHGA9,ARL10
SCAF1,MRVI1,AC022211.2,AL160314.2
AC093516.1,PDCD2L,AC127002.2,SUSD4
CD1D,AC008429.1,IRAIN,PTS
MAZ,RESF1,LINC01465,CASC15
AC068707.1,AC018618.1,AC016888.1,AC036108.1
ASIC5,LYAR,MUSK,OPA3
GRAMD1C,TMEM215,AL138966.2,CYBC1
AL161785.2,LINC02724,LINC00448,NUCB1-AS1
FAM24A,PPP2R2D,AC067960.1,FAM27C
BIK,EXOSC9,C4A,PDK2
CNIH3,PGAP3,AL023877.1,PYY
AL161909.2,SESN1,AC003098.1,ADH5
AC121334.4,ANXA9,AC008549.1,AC005089.1
MAGEA8,AC090802.1,AC009065.4,AC124854.1
AL451047.1,AC005520.2,AC006116.9,RCBTB1
FERD3L,AC112196.1,AC018362.2,GPS2
PLA2G2A,GLI4,SEMA3G,GBA
AC117373.2,PRR34,FMR1-AS1,FLACC1
AC027128.1,TRARG1,AC027228.2,KAT8
AL079307.2,AC016292.1,AC005329.2,CNNM4
FUT11,AC067852.2,AC078962.4,COIL
GDPD5,BRAP,AC063943.1,TLN1
C7orf69,CHRNA5,LRRC52-AS1,L3MBTL3
ASIC1,ABCC10,AL355834.1,SNRNP35
ANGPTL6,GRM4,LINC00524,UBR5-AS1
ZNF592,OLFM4,AL359745.1,ANP32B
URGCP,CERNA2,KIAA0087,C4orf3
AC111182.1,RASA4B,C1orf143,NPRL2
IGSF22,FGD1,AC089999.1,AC092828.1
FAM89A,CACNG4,AC112236.3,MMGT1
C17orf80,SP140L,AL450384.1,DLGAP4-AS1
MRPL10,ZNF662,AC007327.2,GMDS-DT
AC027309.1,TMEM67,NLRP4,PRRT1
AL391844.1,DNLZ,AC027129.1,CIAO2B
CLDN24,SH2D4B,AC027682.5,COPS8
AC084866.1,DLX3,AL357127.1,RHOB
AL353138.1,EFEMP2,PABPC5-AS1,POLR3B
AC008883.3,AC079768.2,LINC01423,FANCL
TCEANC2,ZFP64,LINC02701,DNAJA3
MAD2L1BP,ZNF805,TRGV2,RNF40
C17orf82,CCDC82,AC017104.6,COLGALT1
DYNC2H1,TMEM187,AC011841.1,AL139147.1
DIP2A-IT1,EIF5AL1,HOXD8,DUSP5
AP001094.1,AC007493.1,AL137798.2,ZC3HC1
USP18,TPSAB1,MYCBPAP,AC011092.2
TRBVB,NPW,MYCT1,GRAMD1A
NLE1,SLC25A10,ZNF252P-AS1,FGD5-AS1
AL590666.4,DEFB131A,CDH24,BMPR1B
AL109615.2,AL353152.2,LINC01148,ANKRD40
ZDHHC24,FNDC3A,SYNGAP1,GEMIN7-AS1
HSFX2,OR1L1,LINC01139,WDR53
OGA,AC010735.2,FOXF1,DDX20
AC138356.1,AC021683.3,RNF151,AC008050.1
AL390071.1,AL512625.2,LINC02577,MFSD2B
CLCF1,LINC00327,AP000676.5,TAZ
AL049748.1,ADM5,C10orf120,AASS
CBLC,LINC00910,C1QL4,DNAJC24
OXCT1-AS1,TMBIM1,AC002056.2,AMOTL1
AP001007.1,ADNP,LINC02401,ABHD16A
AC064856.1,TMEM19,CNOT3,ETHE1
AC089984.1,AC090510.1,AL589693.1,GNAI2
TAAR2,LIMD1-AS1,LINC01678,ARMCX2
AL513524.1,CD320,AL353753.1,AC005532.1
SPDYE8P,PPP3R2,PCDHA2,LRRC9
C1orf229,RCOR3,AC007349.1,TGFB2
AC068759.1,LINC02435,LINC02305,SLC38A11
ZNF426,AL137191.1,AP003396.1,C1orf50
AC020661.1,DINOL,AC091987.1,MAN2B1
ZFP30,AP001804.1,AC105206.3,NXN
AC103739.1,AL354872.2,OR51I1,CARD19
CAPNS1,AC092338.2,FBXL8,SLCO2B1
AC064836.3,AC109635.6,AC007656.4,POLDIP2
LINC00336,AP006623.1,AC096741.1,PCBP1
AP001269.2,AC138819.1,AL603839.3,ADCK1
LINC00900,CLRN3,APOF,RABGGTB
RAC1,KLHL15,DES,GALNT3
A1CF,AL354696.2,AL161912.2,AMIGO2
AC005100.1,ZNF16,AL445644.1,BUB3
IZUMO3,AC007846.1,KRTAP20-2,ING3
AC009831.3,C2orf66,LINC02779,AC127024.2
AC244250.4,TFIP11,AC087518.1,PPP1R3F
GTF2H2,RANBP2,IFNA4,RAE1
OSGEPL1,AC013468.1,AC025254.1,CDK20
AL049637.1,AC114488.2,AC007907.1,PFKL
CRH,LINC02275,AC010387.1,LINC02666
AC009803.1,LINC00943,CXorf49,ARL1
MME-AS1,AL353796.2,AL590235.2,KRCC1
SLC5A2,AC127459.2,BIRC3,ZNF215
AL157938.3,AC011509.3,AC008687.2,CRHR2
AC007731.3,AC091729.3,AC092811.1,PPP4C
AC113418.1,CRTAM,LINC02823,ZBTB34
AC008738.6,PARVB,OR1I1,ZNF678
LINC01419,AL359511.2,GK2,DNAJB2
AC007218.1,AC008429.3,AL163636.1,NOMO3
AC091100.1,ZNF418,GFOD1-AS1,AL356295.1
AC097639.1,OR2T27,AL596325.2,DHRS7B
PI16,TMEM209,ATP2A3,VARS
SPIRE1,PAM16,AL360295.1,PTGFRN
NECAP1,LRRC17,AC004832.4,SEC22C
AC002467.1,LINC00636,AL133465.1,DANCR
SLC22A1,FAM27E3,HNF4A,PRR16
AC073343.2,AL021937.4,LINC02700,PLD6
AL158166.1,NANOS1,KLHDC7B,AC008105.3
OR10H3,SUOX,AC017099.2,MRRF
AC113382.2,COMMD3,KCNE1B,NRP1
PRRG1,HIST1H3D,RNF213,ADCYAP1
AC005726.4,CEP250,MB,SATL1
AXL,AC016721.1,AL390774.2,AC005920.2
AL365181.2,NME6,AP000281.2,CYP2E1
AC007786.2,RNFT1,CACNA1C-IT1,SOCS2
SELENOV,OGG1,LINC01556,METTL2A
MYOZ2,HSPB3,AC234917.2,YKT6
AC114489.1,IFFO2,AC025370.2,SMIM19
OSBP,AL080317.2,AL158154.3,EVA1C
AC016026.2,TBCA,AL157359.1,ZMIZ2
ZPBP,SP2,LINC01668,SLC25A14
AC010285.1,UTS2R,KRT76,LINC01823
KAT6B,AL845472.1,CLYBL-AS1,EMC8
AP005264.1,OPHN1,DPY19L3,DDX56
AC087273.1,COQ3,AC013565.1,DRG2
AC010536.2,PRSS45P,ZFPM2,CTSD
ARHGEF7-IT1,AL513365.2,ANTXRL,ZNF649
C1QL4,ENO1-AS1,LINC00920,RAB3D
AC110795.1,PPIE,AC087855.1,PLOD1
RTCA,COQ5,AC020978.5,KBTBD12
AL603839.2,CNEP1R1,AC113385.1,MRPS15
OR8D1,RHBG,LINC01450,CD302
OTOL1,BTF3L4,AL121603.2,RIOK1
TPPP2,AL049812.2,AC011495.2,AC103974.1
PTX3,GPR85,AC069079.1,RRBP1
AC129507.2,MIR137HG,EPS15L1,DUOX1
AL359878.2,FMR1-IT1,AL627309.3,AC005537.1
SPDYE21P,AAAS,AC084375.1,LATS2
AC025252.1,USP20,AC010422.1,CALB1
KLF1,AC008063.1,AC114763.2,TYK2
CLK2,VCX3A,AC073188.2,INSYN2B
NKD2,KIF3A,LINC02643,TRIM32
AL109837.2,INSL3,AC226118.1,ZCCHC10
AL132822.1,IDO1,LIF,AL158151.1
USP32,HELZ,DDX17,FBXO45
POC5,MED4,LINC00917,PLAAT1
SHC2,AP005482.3,AC104237.3,FLT3
AC007557.1,CDCA5,TUBB1,EIF3C
SDHC,AC012213.3,AL137002.2,SLC2A6
AC122129.1,AL589765.5,AC022098.4,AC087741.1
RP9,GAU1,FLNB,COQ6
AL139381.1,DPP9,FOXS1,RASSF8
SNAPC2,PGA3,RXFP3,ATXN2L
LRRC4C,AC008170.1,AL645940.1,MMP25-AS1
TBL1X,AC068282.1,AC068020.1,RCC1L
ZMYM6,AGFG2,AC100836.1,AC013287.1
AP006545.1,C1orf50,AP002856.1,AC079950.1
CHEK1,ZNF619,AL583722.1,ZNF567
DCAF16,AC015853.1,AC091114.1,UNG
FDXR,ZNF45,AL592435.2,CPEB1-AS1
TEX26-AS1,LINC00508,ZCCHC24,AC104389.5
AL133343.1,AL136131.3,AC093864.1,EMC1-AS1
LINC02038,AC002128.2,LNCPRESS2,GNL3
FOXC2-AS1,LETMD1,DCD,AC009148.1
AL138885.3,AC120036.5,AC011477.3,LSS
MFSD9,AC010904.2,GBP3,SLC2A3
AC135893.1,FBXO9,LINC02219,SRGAP1
AP001994.3,PRICKLE3,AC108488.1,AL356010.2
AC104260.1,DPH3,DCAF12L1,PUS1
AL121749.2,LINC02556,LINC01192,AC002377.1
BRAP,AL590708.1,AC023787.3,RABEPK
GRK5-IT1,LINC01229,AC092652.3,C2orf42
AC090527.1,METTL23,AC112504.3,FGFR1
MYL9,RILPL1,AC096637.2,E2F5
SERPINB6,ZNF526,NKX2-1,PPIB
AC007308.1,AC006064.1,AC026368.1,MSL3
IFNL1,CHMP6,AC020900.1,POLR2K
AC055855.1,AL020998.1,AP001372.3,NSUN4
GPC2,AC068385.1,OR4K2,STYX
AC005392.1,AC108021.1,OR7A5,LINC01002
SLCO4A1-AS1,GAL3ST4,AC018802.1,CHMP6
AC079341.2,DNAJC12,AP003396.3,BTBD11
AC093206.1,AL023495.1,CASTOR1,SIRT7
OAZ1,IL10RA,AC090061.1,SNHG9
TRAJ14,C8orf87,SMIM40,APLF
AC063947.1,TGM2,DANT1,TH2LCRR
AC010973.1,CLGN,LINC01100,AC018437.2
AC087500.2,TRIM68,XIAP-AS1,ATP6V1E2
UBE2J1,E4F1,AL606760.2,AL355574.1
AC106719.1,INHBB,LINC01646,PSMB2
SPNS1,DTL,TAS2R13,AP001636.3
COL18A1-AS1,SLC6A4,LINC01486,KIAA2013
UMLILO,LIG3,TRAV25,SH3GL1
ARF1,SCN2A,AC068633.2,GPLD1
AC055720.1,AC005599.1,HOXB-AS3,AC012442.2
CAAP1,AC068987.2,AC002511.2,RPN2
GRID2,AP000345.2,AC243562.3,BDNF-AS
AL023495.1,LINS1,AC005548.1,SYT2
LINC00656,AL138976.2,AC005726.2,OTUB2
AC006372.1,SNRPA1,AC073636.1,SMAD7
CASP1,NAA10,LINC00879,WDHD1
LRRC26,PRRG2,AC005884.2,KLF12
AC009054.2,AC114311.1,AL139142.1,CBY1
WDR97,MTX1,AL138778.1,ABCA10
AC093025.1,SNURF,CEACAM6,ALG2
IGKV2D-10,TMEM44,LINC02766,ACOT11
AC011410.1,LINC00653,LINC02718,REX1BD
IGHV7-81,AL606834.2,MNDA,LZTR1
SERPINA4,SEPTIN4,TRDMT1,SCAMP4
AC079031.1,ASB1,FP565260.1,SHPK
CLDN8,AC072061.1,TRIM49B,STRADB
IGKV1D-13,LINC02857,MGARP,FAM174A
IGKV2-24,AC018529.1,LINC02242,DNTTIP1
OR7G1,TOLLIP-AS1,AP001429.1,SLC29A1
OR10H2,C8G,DPRX,FLAD1
PRAMEF19,CBY1,AC131971.1,FAM124A
AC136628.1,FBP1,AC092490.1,CENPS
LINC00226,AC026979.4,AC018653.1,RRP15
TRBJ2-1,TRMT5,OAZ3,RAB4B
AC138869.3,ASCL4,ABHD4,TRAPPC2
SCYGR7,AC098484.2,MTRNR2L5,MPP3
AL096828.3,AC005899.1,LINC02513,PHF1
NDEL1,TUT1,AL359853.2,FAM122B
ZNF319,SEZ6,USP29,AC090572.3
ZFP92,AL450326.3,LINC02273,MRPL35
AL670729.1,EPHB3,AKR7A3,PRDM4
AC022039.1,SAMD8,AL591742.2,PLXNA1
LINC02410,AC108667.2,CEBPE,HSF4
FSIP1,AL442067.3,AL022310.1,ZFP64
AC046130.1,AC018752.1,NXF1,DUSP11
TTLL9,RASA3,AC007350.1,AP002495.1
AC021321.1,CTTN,LINC02483,WASHC2A
TRBV20OR9-2,ZNF180,P2RY4,MTRF1
SULT1A4,RNH1,ROM1,SLC7A14-AS1
RHO,POM121C,AL121658.1,ZNF713
ZSCAN16,AC025300.1,AL445493.3,SNRPC
PDCD2,ATP6V0D2,DCLK2,CRKL
CSF1,C1GALT1C1L,AL158214.2,NUDT16
LINC02332,MPIG6B,MYO3A,ARRB2
PIGY-DT,AL513165.1,LINC00351,NOL11
AL589678.1,AC093606.1,GNMT,ARPC4
AL020996.1,FAM181A-AS1,OR13C4,CDC25B
AC022898.1,AL136038.5,AC083843.1,ADCK5
AP005062.1,AL121781.1,DOK2,SLC25A31
TEDDM1,CRELD2,AC062015.1,SMIM10L1
LPCAT4,ANKLE1,LINC02437,MRPL38
KLHDC7B,AC067751.1,ZNF729,ANKRD37
AL583852.1,ZNF443,TRIM38,CRYBB2
IFT43,AC122138.1,TMEM143,NOC2L
WDHD1,AC020704.1,SLC34A2,BCORL1
RAB33A,AL137786.1,AL354993.1,SLC3A2
GORASP2,AC011374.3,AC010336.1,PPP1R11
PSMA7,GALNS,LILRA5,AC079154.1
C10orf25,CDC42EP5,CD33,AC243964.3
ENOX2,MRPL20-AS1,LINC01492,TMEM97
AL592161.1,TXNDC9,AC104126.1,TCFL5
AL592211.2,DPM1,SMIM30,RBL1
CABP2,B4GALT1-AS1,TAC3,NDUFA6
MAS1,AL359682.1,AC090692.1,PRR13
LRRIQ4,WDR34,AC024451.4,FAM162B
LINC01774,UBE2J1,AC104472.1,FKBP8
AC130888.1,UBXN10-AS1,AC008708.1,TPRG1L
C11orf24,OCIAD2,FAM240B,EMC10
ESRG,CHEK1,AC012494.2,TMTC4
GJB3,METTL8,MIR122HG,AC012213.1
AC004263.2,DDX27,AC073263.2,L3MBTL2
LINC00653,AC015982.2,AC079174.1,ZNF234
MRGPRF-AS1,AC090197.1,LINC02512,IDI2-AS1
LYVE1,ZBTB11-AS1,NEIL3,AP000442.1
AL031598.1,LY6G6C,AL157402.2,FN3K
LINC01971,DIS3,AC106886.3,GNA14
LINC01888,VAC14-AS1,IGHGP,SERHL2
AC002553.2,AL356488.3,AP001043.1,TAMM41
MCTP2,AC073912.2,AL136234.1,MAMLD1
EIF2B5,CDK1,COL18A1-AS1,NADSYN1
AC010359.2,RAD54L,AC023491.2,DBNDD1
SESN1,HEPN1,AC022167.3,KDM5C
GBP6,NUP155,TRBV26,NOL12
AL139379.1,AC011379.1,AL020994.3,MOCS1
AP003117.1,AC072039.2,AC008878.4,AC025048.2
LINC02534,FILIP1,RBP7,HUS1
LAMTOR1,DMRT3,AC093330.3,CDC26
AC112719.2,AC093675.1,AC087286.4,MEMO1
IKZF3,AC012313.5,AC005344.1,C10orf88
AMY1B,TIRAP,TEX13D,SKA2
ZBED2,SETD9,AC108199.1,PPP1CC
KRT17,SERTAD3,AC108482.1,TMEM126B
AC006042.4,AC025287.2,AL353600.1,GADD45GIP1
SMC3,AC124242.3,OR2Z1,SMARCB1
PPP2R2B,AP2B1,AC079598.1,MIR4713HG
PIFO,SCNN1A,SUSD2,AC092115.3
INKA2,AC084876.1,PCDHB11,AK1
DNALI1,SP9,AC139149.1,FHDC1
FAM167B,AC144652.1,AC107308.1,CNOT11
AC022511.1,GOT1L1,AL360091.2,TCEAL8
UGT8,MUC5AC,CDCA7,UFD1
ACBD3-AS1,KIAA1586,AP001610.3,TOMM34
PLK4,DDIT4L,AC091564.4,SMIM20
BCR,AC073840.1,OPCML-IT2,AC005081.1
LINC02599,AC239800.2,AL138789.1,B9D1
AC092376.1,CDC37L1,TRAJ22,SLC22A4
TSG101,P2RX4,AC025031.3,BCL11B
AL050327.1,PHLDA1,CACNA1C-AS2,C5orf51
TRAV30,CACNA2D4,KRBOX1-AS1,ABHD14A
PPBP,C12orf81,AC068075.2,ADCYAP1R1
LINC00165,AL359878.2,AC064874.1,URM1
AC104211.3,AC093330.1,LINC01653,PRMT5
AC011195.2,RNF135,PRR29,ROBO3
AC018553.2,CCL1,SPANXD,SLC45A1
AC090993.1,AL031290.1,ABHD16B,TTC9B
AL512308.1,AC040168.1,XXYLT1-AS1,PDGFC
U91324.1,AC008555.5,AP002008.1,LIN28B-AS1
AC023483.1,AC009975.1,AL138478.1,CATSPERB
AC009237.14,BCL2L12,HIST1H3I,RPS6KA2
IGFL2-AS1,AC008771.1,AL583854.1,POLL
AL356123.2,SNX8,AL390856.1,SCIMP
AC022726.1,CHADL,KRT7-AS,MIR181A2HG
SOCS2-AS1,LINC01711,RNASE7,DHH
AC091074.2,AC090985.2,OR7G3,INPP5E
AC068989.1,MIP,TAF11L14,CHAMP1
HSD17B10,INO80C,VENTXP1,TRHDE
FOXR1,USP37,AC079360.1,COBLL1
VEZT,SREK1IP1,AC025437.5,PI4K2B
AC106875.2,AL390860.1,FOXC2-AS1,NCBP2
DEFB104A,SLC25A5-AS1,KRT33A,ASB8
FAN1,AC244090.3,OR10G6,AL592402.1
EBF2,AC093787.2,AC010768.2,SLC25A13
CTU2,KY,IQCF5-AS1,AC009878.2
LINC00504,AC018690.1,LINC02353,PLAT
AC007671.1,AL442663.3,DEFB106B,MPV17L
UPK1A-AS1,ILF3-DT,AC107892.1,TTC25
CCR5,AL137077.2,LINC02038,ZNF260
AC126365.1,FKBPL,AC092542.1,MNT
BGLT3,BX005019.1,KPRP,ZRANB2-AS2
PRODH,AC021660.2,IGLV1-36,ANKZF1
DDX19A,MDK,AC104695.1,PDGFA
AL121890.3,AC048382.5,AC020978.4,TP53TG5
AC024224.2,LINC02505,LINC02329,RAB35
CLCA1,TRPT1,RNF225,SCPEP1
AP000793.1,AC073869.3,AC011611.3,ASRGL1
AC004921.2,ARHGEF6,OR6M1,EPB41L4A
AC099511.1,SLC12A9,CSHL1,GNL3L
RPRD1B,NOP14-AS1,AC008080.4,DPYD
AC007533.1,VTI1B,AC005013.1,TBC1D25
KRTAP10-3,SIRT4,AC099487.2,C11orf24
AC023794.2,KLHL18,AC103808.3,GAS8
AC023813.3,POLI,AC010157.2,RABAC1
GREM2,Z85996.3,AC018802.2,ZEB1-AS1
AC131274.1,DZIP1L,NLRP7,OPRL1
ARIH2,DEFA5,XXYLT1-AS2,PSMD2
PLS3-AS1,ATP6V1E2,AC073140.2,POMT2
OR2T35,PPCDC,LINC01880,ZNF749
AC024132.2,AC004947.1,AC114550.2,OBI1
SIDT2,ZMYM5,AC025442.1,KIF15
AC006116.6,MTHFD2,AL590483.2,ZNF239
AC092747.1,TRIT1,AC018931.1,ZNF404
MED29,OPCML-IT1,ALDH3B2,AC004160.1
FAM218A,AL135818.3,AC104076.1,SNORC
ZFP62,AIDA,CLEC2B,ZNF343
AC093864.1,AC010271.2,LINC01726,FAM155A-IT1
SCGB1D2,AL109920.1,TRBV7-6,ZNF583
AC055788.2,Z73420.1,FFAR3,AC092422.1
AQP7,MAP3K4,LINC02691,RNF214
LINC00445,MBLAC1,FKBP10,DEGS1
LINC01264,ADCK5,ITCH-IT1,FAM149A
PARS2,STEAP3-AS1,AP005436.2,AIFM1
LMNB1,SLCO4A1,LINC01878,DDX55
CIB2,WDR3,MAOB,ADAMTSL4-AS1
AP001804.1,AC079362.1,AL160286.3,MED7
EVA1A,TEX38,AC010424.2,RRAGA
BPGM,SERPINF2,AC146507.3,AC114811.2
TEX28,AL591135.2,AC009154.2,NHLRC3
NCEH1,TGFBRAP1,AC091980.2,SETD1B
PIK3C2A,METAP2,AC097494.1,FAM198B-AS1
FRYL,DNAJC9,LINC01276,SCAMP2
LINC02565,OXCT2,AL162464.2,ZNF316
LINC02396,AC092596.1,AL161729.3,MT-ND5
AC027601.3,AC010643.1,GOLGA8T,CHDH
F10-AS1,LINC01768,AL844170.1,ZNF354B
AL137857.1,AC005699.1,AC115102.1,OSER1
AL023877.1,CYB561D2-1,AP000238.1,PNPLA3
NKX1-1,AL035461.2,AC016405.3,ZSWIM3
AC015818.8,NIPAL1,TCERG1L-AS1,LINC00641
AC027315.1,LBH,SPEM2,DUSP26
AC105275.2,TRPC6,AC099541.2,AC079760.2
AC009303.3,AC007216.2,AL360169.2,MAP3K12
TTC30B,AC022509.3,AL139081.2,ILF3-DT
LINC02394,TMSB15A,AC004771.2,GUSB
SIGLEC5,AL132981.1,Z99289.3,TPRA1
FOXD4L5,TXNDC12,AC107023.1,AL365295.1
POMP,YY2,MARCH4,MRPL14
AC026620.2,GPIHBP1,AL354864.1,LHFPL6
GPHA2,AC027307.3,AC243571.1,CNOT8
Z80897.1,AC011511.5,IL37,TMEM182
KCNJ1,PPOX,AC012640.4,C12orf57
AC024614.2,AL117382.1,AC007423.1,RSPO2
ZNF721,AC002064.1,AC087477.3,ZNF66
AC104699.1,AC093591.2,AC011509.1,SLC30A1
AUNIP,DSP,AL590438.1,PRR14
AC005324.5,NOD2,AP002802.1,AC062022.2
AL109741.1,C8orf58,AC048382.6,TMEM134
NDUFA6,AC073236.1,OR10G7,HDDC2
LRTOMT,AL035446.2,LAX1,ETS2
TOX,MYL9,MMP7,ZNF69
ZNF433,AL139022.2,AC138024.1,AC022382.2
PRR20G,SEC13,THOC3,CYP4A22-AS1
HPR,AC048338.2,LINC02473,PLCXD2
AL645944.2,PEX11G,LINC01888,IER2
AL353768.1,RAB6D,AL353633.1,POLR2D
AL354893.2,AL021807.1,PROZ,SLC16A9
INE2,PDCD1,AC004448.5,ALPK1
S100A14,AC084364.3,LINC01283,AC009226.1
AC019064.1,MMRN2,LINC01350,MPP4
AC073257.2,MYH4,AC010185.1,RIOK2
TEX19,SZT2,AC109322.1,KIT
AC105940.1,LINC02560,AL355096.1,SEPTIN4
SMPDL3B,AL121987.1,PROB1,LINC01118
RBFADN,LTA,AC108673.2,C3orf20
AL033381.1,AC012508.2,AC244034.2,GOLT1A
IKZF4,MKNK1-AS1,AC015802.3,CLN8
AC092447.4,ARRDC1-AS1,WDR11-AS1,ZBTB40
AL031587.1,PARVA,AL161431.1,IKZF4
