bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
AC007529.2,ACOX2,SEC11A,C12orf77
DDX59-AS1,AL355073.1,ETV5,AF235103.1
LINC01514,AC243547.2,AC010226.1,AL512424.1
LINC01780,USP29,ADGRD1,AC026202.3
AP001150.1,AC090236.1,C17orf49,TSGA10IP
AC021016.2,KCNK5,LINC01484,AC108099.1
POLR2B,OLR1,MEIOC,OR2W3
GJA5,AL035106.1,ELAVL4,AL135923.2
C20orf187,AC016383.1,CCDC13,POU4F3
ANO6,AC020978.2,PRRT2,AC007906.1
MAGEE2,TRBV28,AC087286.2,AC006296.1
AC145146.1,USP17L1,RGPD2,AC117464.1
ABCA2,AL356419.1,WWC3,AL136980.1
AC131956.2,ASPSCR1,CELF1,MTOR-AS1
AC009468.1,LINC00161,MPV17L2,AC025475.1
AC103809.1,PC,AL031275.1,S100A14
OLIG2,EDNRA,FP700111.1,AL672291.1
LRRC70,PARP16,BX088651.4,BX255925.4
ZNF227,SDS,ADGRF5,AL110115.1
LINC02251,AF130417.1,AL691403.1,SSBP3-AS1
TMA16,THOC2,CADM2,ARID3C
TAC3,AF127577.1,PML,AL122125.1
AC008805.2,SOS1-IT1,SYNE3,HBG2
AC093484.3,KRT71,FMNL3,AL022162.1
FBXO9,CXCL9,SLC45A1,PHKA1-AS1
OR11A1,AC084121.9,SPTSSB,KLHL6-AS1
AL161938.1,ATG10-AS1,TBC1D5,AC006478.1
AL590399.3,AC092070.1,ACOT2,NFATC4
AL353596.1,AC138305.2,ZNF614,LINC02757
AP5B1,SLC9A3,AC117386.2,AC096543.2
CLDN14,LINC01185,PITPNM1,AC011363.1
AF127577.2,AL135908.1,TET2,AL139423.2
AC126696.3,AC009630.3,RAP2C,AL136531.1
AC016642.1,AC093714.2,C8orf37,AC090403.1
TRPM1,AC011043.2,ARLNC1,C10orf120
PKD2L1,NPEPPS,AL021368.1,AC084782.3
AC245014.3,SRSF5,AHDC1,AC025165.4
C7orf25,AC105389.3,CDHR2,AC017015.2
AC012615.3,C4BPB,STARD13-AS,AGBL5-AS1
TRAM1,SCYGR5,NPL,CARD6
RAPSN,AC087565.2,CDHR1,AL159156.1
LINC02314,MSH2,VWA8,AC114810.1
Z97192.1,AC090503.1,AC009549.1,LINC02213
WFIKKN1,LINC01501,AC017076.1,BX284668.2
AL031290.1,LINC01821,TIMM29,CYP4F8
MMP21,ASXL1,PPP1R12C,TAGLN2
AC104370.1,BCDIN3D,REN,AC109449.1
FSIP2-AS1,ANKUB1,DENND4B,AL162253.1
CCR7,AC091053.1,SMIM35,AC011484.1
AC092123.1,AC073172.1,NSUN7,EZR-AS1
MRFAP1,SEC61A2,AC020912.1,AC022730.3
INO80E,CRYGD,PHKA2,LINC00421
AC007384.1,ACTRT1,RHOBTB1,AC109460.4
KLRC2,CD72,RERG,HTD2
AC099489.3,CACNA1A,LINC02112,AL133342.1
AC232271.2,LINC02718,EXO5,AC011840.3
DHX37,ALPK3,VPS33B,AP001178.1
AC011503.4,LINC02099,GSTM2,AC027228.2
AL135902.1,LINC01095,AC005291.2,AL008718.3
RD3,AC130814.1,LY6D,BLID
AL645728.1,AL133330.1,ISLR2,AC009955.3
TMEM8B,AC100821.2,LURAP1,AP003032.1
PLPP1,AP002490.1,GMIP,AC108704.1
LINC02546,AC023043.1,AP001053.1,ZMYND15
COQ10B,AC012236.1,SDC2,LINC00853
ZNF90,AC097450.1,AC125616.1,AC092807.2
HMGA2,Z83745.1,SLC27A3,AC114550.2
NEURL1-AS1,AC008395.1,AC068446.2,CYP26A1
PRAF2,AC017116.1,EP300-AS1,MMP13
PDGFA,DCLRE1C,C20orf202,AL035250.1
AC005803.1,LINC00331,NXT1,AC244102.4
CDH17,HIST1H3J,SKI,IGF1
ADA,AC009869.1,LRRC14,XKR5
AC007546.1,KRT2,DTD2,KLK2
AC125613.1,AC008534.1,KREMEN2,AC006111.1
AC023090.1,PKLR,AL137246.2,EGLN3-AS1
AC010275.1,AC100801.1,CFAP58,MFRP
PEX5L-AS2,TMEM38A,AC010333.2,AC011446.3
PRMT1,LINC02261,NAA25,AC067960.1
PRR23A,GFM2,INTS14,LINC01023
KYAT3,LINC02400,AL157388.1,LINC00463
LPP,ITIH3,PICK1,IGLV5-52
IL23A,LINC02249,MED24,AC209005.1
GPX6,AC107081.2,UEVLD,CLDN1
AC108099.1,LINC00837,AC107021.1,LINC01210
AP000755.2,TNFRSF17,HAPLN3,AL356275.1
AC015802.4,AC091151.5,AL121790.1,AL136372.2
AC016747.1,CTAGE1,ZNF773,AC024592.1
AC017053.1,ARL13A,SNX15,AC084756.1
ARMCX1,ANG,AC005332.6,AC093422.2
USP17L2,AL353708.2,SENP7,HLA-DQB1-AS1
STAT5A,SCNN1B,TMEM164,Z97192.3
AC121154.1,LINC02849,AC006160.1,ZNF90
AC004854.2,AC005996.1,METTL2A,LINC01673
TMEM198,AC002465.1,AC127526.2,AC100861.1
PPY,FRMD3,ZNF827,AC132825.3
LINC00886,AC010387.2,SHB,ZBTB42
AP003307.1,EGFL6,AC006230.1,AL353658.2
CD160,AL845552.2,ZBTB33,HOXD1
AL021408.1,AL358787.1,TMEM169,AC107074.1
HACD1,AL353138.1,HSD17B10,AC026725.1
HAAO,LINC02616,PBDC1,MAGEA8-AS1
SYT5,AL365318.1,AC007292.3,LINC01805
GTF3C6,LINC02672,CKS1B,LINC02123
LINC01724,AC079949.3,AF111169.4,AC063952.4
NDUFS7,AC141586.2,ECT2L,LINC00368
Z70719.1,AL645608.2,MRPS2,AC013248.1
C11orf74,AC188616.1,THAP3,AL138789.1
AC007686.2,AC012050.1,TRAM2-AS1,AC005479.1
PNLIP,LINC01415,AL354696.2,AP002768.1
ST7-OT4,ACTR3,ZEB1-AS1,CECR3
CDC14B,GDF2,PLGRKT,AL360169.3
F2RL3,GRXCR2,POLR3D,LINC02674
BCL11A,LINC00379,PDIA4,AC074035.1
CNKSR3,IFNLR1,TRIM28,AVPR2
TAS2R3,WFDC5,ARHGAP35,AL356413.1
SH2B2,AC007271.1,AC000058.1,IL10
AC006460.1,LINC00458,COQ8B,EPPK1
AC092279.1,PHLPP2,AC021613.1,LINC01139
CDC42BPG,RUVBL1,PGBD2,TREM1
AC096540.1,NOXRED1,PDE6D,MORC1-AS1
LINC02502,GABRG1,ZFAND3,GIMAP2
UPK3A,AL392046.1,AL133481.1,AC024361.3
MARC1,OR6C4,PBX3,AC068228.1
KNOP1,PGM5,AL136419.2,GJC3
AC010157.1,AC010511.1,LETM1,GPSM3
TLNRD1,AL157911.1,AL136418.1,AC004549.1
AC006213.5,AL136164.1,TM6SF1,MB
HERC3,AP003086.2,RAD51,S100A2
LINC02383,NID1,SELL,APELA
WNT3A,AL136307.1,SNAPC3,AC023300.2
CCDC102A,AP002336.1,EBPL,LINC00518
LINC02440,TOP3A,ZKSCAN2,AC027020.1
AC123768.5,AC116345.3,PLAC1,AC098679.1
CITED2,AC009879.4,AL157886.1,AC016240.1
AC007991.3,AL133257.1,SNRPN,AC063926.1
AC012291.3,AL050344.1,NOC2L,AADAC
ZNF497,AC068075.2,CCDC73,AC005229.4
AC007637.1,AL096870.8,TEX9,AP001107.6
GRXCR2,AC103808.2,AC026367.3,CASC17
C11orf40,KCNC2,OSCP1,IQCJ-SCHIP1-AS1
PDZD8,AC012508.1,LINC02327,AC010422.1
AC094104.2,AC005042.2,SCRT2,IFNA2
AC005544.2,LINC01939,DNAI1,GOLGA8K
HOXB8,AP003392.1,SEC24A,AC016596.1
SNX5,AC022730.4,AC092802.2,PON3
NR3C2,C2orf80,PIWIL4,AGXT2
HIST1H4J,AC025614.2,F8,AC011824.1
TNF,LINC00229,SH3D19,TRIM51
ACAP1,ARHGAP29-AS1,MEG8,TRAV25
LINC02476,AC093849.4,ICA1L,LINC01486
NCSTN,AC015911.9,RPP25L,AC104809.1
PAGE4,AP000648.9,CAMSAP3,AC108721.2
MMP11,RNF216,GAS2,AL583825.1
VCX3B,MITF,ACOT13,AC063923.2
FAM24B,AP000470.1,RUNDC3A,AC007391.1
NEK2,AC026689.1,PIK3C2B,LINC02017
PPFIA2-AS1,HAGLR,AC121757.2,LINC02117
AP001981.2,AC005343.4,CTDP1,AC099489.3
TP53TG1,PCDHA11,FCER2,AL049651.1
PPA2,ADAM29,PPAN,HIST1H2AE
AC051619.8,ANKRD31,LRP3,AC011498.6
PHPT1,AC012157.2,RAI14,AL359711.2
AL022313.2,AC126365.1,ZNF440,PIEZO2
SNX29,AC048337.1,KLHL12,SERPINB5
SLC34A2,RHOH,SRCAP,AC006960.2
DHRS13,AC008894.1,CCND1,AL132708.1
AC009908.1,AC104758.5,FTSJ3,RMDN2-AS1
AC239804.1,AC090409.2,CBY1,AL161910.1
NAPSA,Z98749.1,SFTA1P,AF279873.4
AC012676.1,PSEN1,CRABP2,AP000561.1
TMPRSS6,LINC01440,BLOC1S5,MED14OS
DCLK3,NPHS2,E2F6,C11orf88
CPXM1,CEACAM18,RSPO2,AL138889.1
SLC25A30,AL022318.5,EIF3C,AL160154.1
ZNF519,PPFIBP2,TTLL5,LINC02252
AL022328.2,VIP,AL161891.1,AL136379.1
ATRX,FABP6,SFR1,TM4SF1-AS1
SDF4,AC015522.1,CACNA1C-AS1,AC091819.2
CECR3,GNGT1,TMC3-AS1,WARS2-IT1
AC008403.2,AC008780.2,TRPC5,TH
BSN-DT,AC012181.2,DCTD,AP000487.2
KANSL1,PRRC2C,PCP4L1,AC067945.2
AC009226.1,RACGAP1,ZNF576,AL831784.1
ZBTB32,ARHGAP31-AS1,CTSO,AP003721.3
FCAR,RO60,PLXNC1,CPS1
AC092756.1,HACD2,NPR3,AL606834.1
AC004825.3,HEXD-IT1,ZNF549,AC112512.1
MAN1A2,GPR33,AP003110.1,CLEC2B
AC099482.2,AL355997.1,OOSP1,AC074050.2
AL355490.2,AL136528.1,ZBTB37,PSPC1-AS2
AL161757.3,MALAT1,URGCP,AL356123.1
AC067863.1,TSPAN9-IT1,TRA2A,AC066580.1
BMP8B-AS1,LINC00052,LINC02730,AC131235.3
AL136038.3,STAC3,FMC1,AC129807.1
INPP4A,BEND7,ESF1,BSN-AS1
AC025434.1,LINC00358,POGLUT2,AC006116.9
AC010677.2,SYNGAP1-AS1,TCTE1,AC005034.2
AC107029.2,AC097494.1,NMB,AL158136.1
AC063977.3,AC079148.2,FZR1,CDRT15
AC020897.1,AC097059.1,C2orf42,BX324167.2
PRSS35,AC100778.2,AC015712.2,AC073896.4
FAM111B,AL135902.2,AC044798.3,LINC01591
MAD1L1,LINC00707,SNX18,AL592164.1
NRL,SPDYE17,ELP5,NPSR1-AS1
AC018946.1,WARS2-IT1,APEH,RP1L1
HID1,AP003027.1,SYTL1,AC013451.1
BX664615.2,AL033519.5,VSTM4,RASSF10
LINC00355,RETNLB,TRAF7,AC105271.1
OR8H2,AC090371.1,CCDC92,AC090539.1
AC079384.2,LEPROT,PPEF2,AC090371.1
AL355526.1,AC079145.1,IRF3,C22orf15
AP000532.2,AL121672.1,AC135050.4,Z94057.1
AC105105.4,AL928654.2,CRYBG3,AC068858.1
OR5T1,LINC01788,LIFR-AS1,AL162384.1
LINC02779,AC005592.1,RAB17,AL355816.2
AC005551.1,AL353771.1,AC110751.1,MCIDAS
AL133467.4,AC004241.4,LMNB1,IL31
PRAMEF4,AL449403.2,AC018953.2,AL953897.1
AL445644.1,SCRT2,PLA2G6,ATP4B
AC009987.1,AC084083.1,DNAL4,AC009163.4
AC147067.2,AC011446.2,ZNF324B,AC020659.1
AC087518.1,CASK-AS1,OLFM2,AC093151.3
IGF2,PDE11A,AC018628.2,XIAP-AS1
MBD3L3,FADS6,AC093673.1,AL138778.1
AC015468.2,AC022118.1,ATP6V1E2,BACH1-IT1
AL133371.2,LINC02829,MDH1B,AZGP1
LINC02793,AC055788.2,NTHL1,LINC01502
CXorf49,AC099792.1,NXPH1,AC019254.2
OR5C1,ANKMY1,LINC01163,LINC01868
TTTY1B,GABRA4,CAT,AL121901.1
AC008738.5,PDS5A,JAKMIP3,CCL22
OR11H2,ACSL1,LINC01341,AC007546.1
PRAMEF11,HOXD8,CES5A,LINC01901
AC010387.1,ARHGEF26-AS1,GTF2H3,AL157709.1
HOXA6,AC006435.1,ZDHHC5,OXCT1-AS1
AC013457.1,AL049552.2,ALOX12-AS1,FLG2
LINC02197,C14orf177,AC024060.2,LINC02034
NRG3,HES4,HOMEZ,AC090617.1
PGR-AS1,ENKUR,LINC01473,PRSS22
ATL3,MCTP1-AS1,PLEKHM1,AL353600.2
AGBL4-IT1,AL157378.1,DOLK,AC113349.2
AL390061.1,AP003472.1,FAM155A,AC022148.2
FP475955.1,AC090771.2,Z84468.2,AC096677.1
TMEM186,AC131254.3,AC239860.4,POTEJ
VDAC1,WFDC2,LINC02572,AL109828.1
AL445465.1,INE1,SERAC1,AC098820.2
CHRNB1,LINC02032,FAM86B1,GLYATL1B
LINC01917,AL158212.5,SLC25A33,KCNE1
RIMKLB,SOX7,ZNF232,AP000322.1
PGA3,LAPTM5,APTR,AL137786.3
CA14,SKP2,FAXDC2,AC097491.1
AC091544.2,AL162717.1,HARS2,AC138470.2
AP000977.1,AC027348.1,XPNPEP1,AL512658.2
AC022167.1,AC024132.3,ABCF3,AL355601.1
AL450352.1,AL590483.1,LINC01141,AL121718.1
PHF20,SCGB1D2,AGPAT2,SEMA3G
AC007114.2,LINC02115,AIFM3,AC092071.1
DNAJC25,SLAMF1,NIN,FAM224B
AC108067.1,AP001893.1,LRRC57,PLPP2
AL645768.1,OTUD4,SYT12,AC091965.4
LINC01555,ALG10,PTPRF,AL031056.2
TIGIT,AC025272.1,PIK3IP1-AS1,AL354861.3
NPEPPS,AC098587.1,MAP3K7CL,AL513412.1
AC007881.2,LINC01365,GYPB,AP000459.2
SLC36A4,AC011611.2,DACH2,ZPBP2
CDS1,BARX1-DT,AC112722.1,AC093227.3
LINC02650,AL713923.1,HS6ST3,LINC02562
AC106736.1,Z82243.1,MINAR1,GIMAP1
AC092620.1,AC093765.2,LINC02482,AC093689.1
MIER1,AC093791.1,HIST1H2BG,TMEM200B
AC087190.2,ZNF114,SYCE1L,AC023825.2
DENND5A,AL391097.1,NADK2,LIMS4
SNAI1,AP002754.2,ALKBH4,APOBEC3C
ZAP70,AC002091.2,AC126177.3,AC100756.4
AC097520.2,AC068473.2,ZNF681,AC007656.4
AL391557.1,LINC01124,AC011474.1,LBX2-AS1
AC110926.2,AC063923.2,TFR2,AC084809.2
NCAPG,GPR1-AS,SSC4D,AC087878.1
NME8,AC108142.1,CLUL1,AC079163.1
ATP6V1G3,SYK,TNFSF4,AL606970.1
C4BPB,AC112907.3,HTR1F,AC009446.1
PKIG,GAB1,UNC45A,HCFC1-AS1
FOXK1,AC011196.1,C2,AC114550.3
AC079776.5,AC011495.2,FAM174B,OOEP
AC008278.1,AC005329.3,AMMECR1L,SLCO1B7
INAFM1,AP000697.1,ANGPT2,AC027335.1
FOXD4L1,AC020612.4,GMNN,LINC02547
INPP5F,AC098484.4,ZNF764,AC099753.1
DPYD-AS1,AC025180.1,C12orf66,AC008581.1
CDR2L,UCN,AC008574.1,AC068189.2
OR2T8,HPRT1,ARSH,AL645939.4
REEP2,AP006547.1,RNF32,AC011352.1
SMAGP,AL596442.1,ZNF789,SPATA19
PMVK,AL355312.4,KCTD15,AC243965.1
AC002101.1,CYP26C1,ST14,SPPL2C
LINC01645,RABEPK,GYS1,AC004982.1
LINC01672,ITLN2,RHEBL1,AC013714.1
AC090802.1,AC006460.1,PARP6,AC010880.1
LINC01034,AC009268.3,NMT2,AC009019.1
AL359764.1,TREM2,NPIPB3,AP001652.1
ADAM28,AC097491.1,CCDC38,HIST1H2AB
GTF2E1,IBA57-DT,FYN,CALML3
COX14,C21orf91-OT1,AC013275.1,ZNF426-DT
AL355347.1,AC026991.2,KIF1B,IL21R-AS1
TESC-AS1,NCCRP1,PIP5K1A,LINC01711
AC023830.3,CHIA,POU5F2,AL359258.2
PITX3,MAPKAPK3,PSTPIP1,AC022509.1
AC105137.2,AL365436.2,AC087636.1,AC125611.3
AC091132.4,TNFSF8,GPR108,AC023509.2
ADD1,PDCD10,NOA1,AL583839.1
UBQLN3,AL117378.1,FNDC10,AC108477.1
CARHSP1,AL022396.1,SSRP1,NAV2-AS4
AC092746.1,AL049836.2,NPIPA1,AC012103.1
PITHD1,LINC00644,CLRN1-AS1,AC093726.2
ASS1,AL590235.1,GID4,B3GNT8
RASEF,EFCAB7,AL590064.1,AC084855.1
PIK3R2,TSSK4,PLCXD3,AC007879.4
TTC39C-AS1,AL031674.1,LRP12,AL391294.1
IQCN,AC004930.1,NDUFA3,AC123023.2
AC092953.2,AC113167.1,TRIM22,AC092337.1
LINC02126,KLF8,TWIST1,CSMD2-AS1
AL583839.1,AC020651.1,AC095057.4,LINC01480
AP000943.1,ATP2A2,LINC00571,IGLCOR22-2
SLC9B1,FAM163A,AC006064.2,CCN6
HIGD1C,IRAK4,U2AF1,SRGAP3-AS2
SLC2A2,MMP1,ADRA2A,LAIR2
LINC01477,AC007402.1,C1orf220,AC145625.2
CD55,FUT2,HIBCH,RBMXL2
CLEC10A,AC093909.4,SLC1A1,AC074237.1
CCDC198,LRRC29,AL139807.1,TRIM29
AC209005.1,AC007091.1,CHRNA2,AC000124.1
AC108516.1,GHET1,AC011346.1,AL034351.3
AF131215.5,LINC00701,AC015967.1,LINC01907
AC009812.3,AC109361.2,RNF43,AC003986.3
AC024958.1,AL713852.1,AL391807.1,KRT79
ZNF547,SLCO1B1,USP25,SIX3-AS1
HSCB,AL096772.1,B9D1,AL132875.2
THRIL,MTCH2,C14orf39,CD79A
AC011092.3,AC021491.2,AC010307.2,AC023762.1
AC148477.3,TRMT61B,SAYSD1,GLOD5
AL355102.1,CDKN2B,RITA1,AL138767.2
AL139193.1,AL021707.2,ARSB,TAF1L
AC092691.3,AL590440.1,CHAC2,AC104623.1
VSTM1,AL162464.1,ALDH9A1,AL391425.1
AC010327.7,AL450442.1,NEUROD1,AL035415.1
AL627316.1,AL356804.1,ZNF672,BGN
CLEC6A,AC051635.1,CBWD1,LINC01180
AC112178.1,AC012451.1,FGD6,AL136131.2
AC009716.1,AC026353.1,PLAA,AC015819.1
OR1D2,AC008060.4,KCNAB2,AC121161.2
KLHL21,LINC01783,SIRT7,AP006621.2
MTHFSD,AL159158.1,YAP1,AP001994.3
AC118758.3,FRRS1,MGAT4C,ADAM30
AC068768.1,Z97832.2,AP002495.1,AC024267.6
AL034428.1,AC091198.1,LRRC27,COX8C
CSNK1G2,MUC7,MAGEL2,NAALADL2-AS1
WIPF1,AC118755.1,LRRC8D,AC091953.1
TERB2,LINC00905,PRUNE1,LINC02539
AC145285.3,AC073429.1,MKLN1,SLC6A18
CDA,GIPC2,VIPAS39,AC113382.2
AC108925.1,AC108449.2,HIVEP3,AC008894.2
AL121992.1,TRBV7-5,AC011416.4,AC004014.1
AC107023.1,AC008406.3,SMG5,ASZ1
LINC02280,AC020912.1,GFRA2,AC021422.1
AC115100.1,ATP9A,PCLO,BX546450.2
LCMT2,FAM86C1,NPRL2,CLYBL-AS1
IGSF11-AS1,ANKRD45,AL353593.1,PRDM16-DT
AC100822.1,GLIPR2,WASIR2,AC126323.2
TRUB2,HYAL1,AC018781.1,AC012574.2
CA6,LINC01848,LINC00626,U91328.2
AL353608.1,LINC01100,CYB5D2,LINC00485
OLFML1,ZNF252P-AS1,AC005253.1,AC012456.2
AC099796.2,CDK19,USP43,KLRB1
FENDRR,AC105133.1,MPHOSPH9,AL079307.1
H2AFY2,DNM1P35,ANKRD7,EDN3
MIGA2,AC108516.1,CTBS,AC021382.1
NDUFAB1,PCBP1-AS1,SLC13A4,AC123905.1
AC124068.2,SYP-AS1,SLC25A30,ATOH1
TEX36,ADAMTS20,JAG2,AC236972.4
SERPINC1,GK3P,ADAL,AC026191.1
FZD10,RASEF,THAP1,LINC02685
KISS1R,OR13C2,PTGIS,AC008073.2
AC010551.3,AC093503.2,CATSPERE,AC005100.2
MRPL33,LINC00205,LINC01140,AADACL2-AS1
MMP1,ZNF681,ZNF771,AC011247.1
LINC02404,AC092139.1,MDC1-AS1,AL589794.2
AC005632.6,CCDC40,AL024508.1,AC007106.1
AC108156.1,AC105114.2,NDC1,AL035541.1
TOM1,TMEM229B,PGM5,IGHV1OR15-6
HTN1,AL359538.4,SUSD5,ESRP2
AC011239.1,FAM83A-AS1,IMPG2,G6PC
MIR3142HG,RPS6KB1,AC012636.1,AF124730.1
PLEKHG6,RAD51AP1,AC007038.2,BX324167.1
EMC1-AS1,GLRA3,CPPED1,XXYLT1-AS2
C13orf46,KRTAP5-11,BCKDHB,PLA2G1B
AC004706.3,AC073641.1,MUL1,AC005544.1
GBX1,AL133387.2,KLF8,AC011467.1
AC089985.1,AL353699.1,SMAD1,AC093890.2
Z97056.3,AL589642.2,FAM237A,TRGV2
AP002856.4,LINC01285,CIDEA,AL590226.1
AC104170.1,ALOX12,AMPD3,OR2J3
ZNF793-AS1,AC016027.1,AC133565.1,AC009108.3
LINC02611,AC104365.3,FAM110B,HYAL4
UXS1,IGLVIVOR22-1,CENPO,Z83847.1
CLDN2,LINC00448,RBM45,Z68323.1
XPOT,LINC02760,RIOK1,AL355613.1
AC008040.1,AL359555.4,SH3BP5,CU634019.2
FABP6,TENM3,MADCAM1,C10orf53
STRIP1,LINC00376,SRF,VWA1
LINC02401,KCNU1,AC009812.4,TM4SF1
ARRDC4,AC091917.3,AL139021.2,LINC00603
RBM8A,AC079030.1,RABGEF1,AC123788.1
AL033528.2,FAM234A,BFSP1,LINC00376
CASC19,FO393401.1,LINC02717,GDF3
FURIN,AC117505.1,RTP1,LINC02047
PCDHA1,AC083843.1,NIPSNAP1,AC007652.3
DHRSX-IT1,AL391262.1,PSAT1,AL356276.1
AC009996.1,AL031005.1,SCAF4,AC082651.4
ZNF816,CHID1,NT5E,AC087761.1
FAAP24,CDCA8,S100Z,MAP1LC3C
AC068790.4,AC008760.2,SEC23B,AC093864.1
AC012213.3,AC005609.2,SLC38A8,CTAGE6
AC018767.1,AC067817.1,TESK2,AC004875.1
AC008751.3,PCNX1,AQP3,MYOZ1
RIT1,TIMP4,ZNF592,AL162464.2
AC021451.2,SMAP1,AC005674.2,TCP11X1
PCDHGA3,SLC39A14,MIR600HG,LINC00524
AC093575.1,AC013472.1,AL080250.1,AC134407.1
ANKRD60,SLC5A4,B3GNT4,AC009432.2
AC084018.4,ARHGAP26-IT1,HECTD3,AC091893.2
AP002449.1,IGLV4-60,OTUD7B,LINC02337
AC011933.2,AC092623.1,AP002954.1,AC243562.3
AQP8,PRICKLE2-AS2,TAOK1,AC025048.1
CFHR4,AC120349.1,AKR7A2,H3F3C
PYHIN1,AL138716.1,FSD2,AC021483.1
AP005432.1,AC130651.1,MANEAL,HIST1H2AI
TUBB,PLAA,ZBTB49,AC105343.1
GPR101,MGST2,CYP4V2,AC093503.1
AC093639.3,AF111167.1,LAMB1,CD2BP2-DT
PLBD1-AS1,AC078846.1,CLDN20,AC022217.2
BX322234.1,AC068196.1,FBXO36,LINC01584
AC074051.5,AL021937.3,RLF,LINC02489
TRIM11,TNFRSF1B,LONP1,AC011754.2
AC016526.4,AC135178.4,MRPL44,AL589863.2
TRIO,FAM185A,GUSB,AL356218.2
AP001010.1,HPX,BTBD7,AL109910.1
FO393415.1,AC114803.1,RPA1,AC084855.2
AC004415.1,AC138331.1,NPIPB12,AC099506.3
LINC00994,AL512631.2,AC008554.1,AC021491.3
CHMP2B,LINC02090,AL645465.1,AL133330.1
SP4,AC022690.2,AC107072.2,LCE5A
AL161668.3,AC104561.3,LINC01344,AL031767.2
HRC,AL034376.1,LINC01516,AC108752.1
AC060234.2,AL157402.1,AC013640.1,LINC01259
BSPH1,CSN3,LINC02788,AC011995.1
TRPM8,BX284656.1,AL157893.2,AC005301.2
TEKT5,AC090506.1,PLEKHM2,HMX3
CLEC4D,AC007278.1,ZDHHC2,AC002115.1
DSC2,TAS2R38,IL6R,AC130324.3
PIRT,AC010768.1,AC233701.1,AC025166.1
HIF3A,AC126407.1,AC022210.2,AC125603.1
AC005258.2,AL360013.4,SMIM27,LINC02648
HERPUD2,DCTN1-AS1,ZNF121,AC234917.1
KPNA4,AL132633.1,CRISPLD2,AC008750.3
AC084116.2,AC145146.1,PPIL2,LINC00482
STEAP4,CEP55,INTS5,AC023794.5
NKX6-1,TARM1,AL133523.1,LINC01549
AC026341.2,EIF4E1B,MFSD2A,LINC01541
AL451085.1,AP002754.1,INTS10,AC022276.1
DDN,AC008080.2,EFTUD2,AC090970.2
AP000688.3,CD70,LINC02631,LINC02304
AC012485.1,AC004485.1,ZNF615,AL929091.1
AL357500.1,HOXB3,RXRA,PRDM13
FLG,ITGAM,IMMP1L,SERPINA9
AC006299.1,AC080013.5,SNAPIN,AC010157.1
AC066585.1,CD47,EDC3,CD300LG
AC005962.2,PSG9,AC091152.2,SSMEM1
AL590764.1,AP005530.1,LINC01197,HIST1H2AM
AC078881.1,FOXN4,AC087477.2,AC022001.2
LINC02632,AC100803.3,TAF15,TRIM74
FASLG,AC093390.1,SCARA3,AC124017.1
AC002511.1,FARSB,CBWD2,EVI2A
AL008636.1,AC245041.2,KCNV2,SLC25A34-AS1
GATA3-AS1,MTERF1,EEF1A2,AC114730.2
LINC02379,AC005041.4,SPAG7,LINC01394
LINC01911,AC007314.1,AC087190.1,LINC00374
AC010491.1,AC008752.2,ACTA2-AS1,RPE65
AL358333.3,LINC02781,NXT2,SLC4A11
AC123784.1,AC073573.1,AC099066.2,AC005100.1
GPR52,LINC01327,DNAH10OS,LINC01832
MRPL30,RIC3-DT,COL13A1,ANP32D
SLC31A2,AC087203.3,ANKRD35,AL049812.3
AC005052.2,AC068616.3,CARTPT,AC078962.1
AC136604.2,LILRB2,CPEB3,ALDH1L1
TCEANC,RAB13,LINC02835,AC092490.1
BAP1,OR9Q1,STON1,AC025524.1
INSL5,AC022267.1,PBX2,AC006960.3
NCF4,AC007463.2,PRIM1,LINC00456
AC092723.5,GDF3,CHSY1,AP000907.2
AC046129.1,SIGLEC5,RAB2B,AP003471.1
RASGEF1C,AC108136.1,TACO1,AC079336.3
AC091053.2,AC021236.1,AL355377.3,LINC01922
AC010894.2,AC008915.1,OR2T10,AC132938.2
AC021088.1,AC006262.1,KYAT1,AC017028.2
AL162386.2,CYS1,TSPAN5,LINC02469
POC1B-AS1,AL031778.1,AC110995.1,AC005821.2
C22orf24,AP005264.1,ZNF239,AC092447.4
DMBX1,AP001775.2,GCSIR,AL160270.1
AC084024.4,AL596218.1,PGBD4,AC009093.1
LINC00502,FAM30A,TTR,FAM111A
SLC39A12,ZNF430,CS,AC012355.1
AC243772.2,AC022613.3,STEAP1,AL450345.1
AC005837.4,ARHGAP28,HEATR6,SIGLEC12
CLEC12B,USHBP1,AC079779.2,LINC02499
ZNF473,AL162713.2,VPS41,CR786580.1
TCP10,AC008764.6,HIRA,AL359397.1
FBXO3-DT,HPS3,FPGS,LINC00410
NYNRIN,GJA3,GIGYF1,AL449983.1
SPECC1,AL513523.4,PHOSPHO2,AC024941.1
LNCOG,WDFY1,AC002472.1,LINC02760
PGAM2,AL133329.1,JUND,LINC00661
AC016587.1,AL031722.1,AL591506.1,PVRIG
USP37,AC007953.1,AC107980.1,AC034245.1
AL022316.1,AP000248.1,LY75,AP005901.6
PRRG2,LINC01595,RIPOR3,C5orf58
AC021205.3,LINC01958,AC005014.4,LINC02445
SHANK2-AS1,AC007383.3,PRRC2A,ARMCX3-AS1
NFKBIE,AL353653.1,AL596087.2,PPP1R3G
AL034397.2,AC245123.1,ZNF670,AC137590.2
SERPINB10,Z99289.1,ADAM29,PCAT4
