bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
AL353581.1,ST6GALNAC3,PLCB2,LINC01967
AL161785.3,LIPJ,FAM177B,AC002551.1
LINC02600,PIGB,C1orf143,AC110615.1
LINC02626,AC010761.4,AC012370.1,TOB1-AS1
AC005009.1,PPP1R15A,AC092958.4,AC010996.1
AL137789.1,NFKBID,AC008514.1,AP006333.1
ZNF821,AC020917.2,AC063980.1,LOXL1-AS1
AL157703.1,AL359636.2,FO680682.1,CXorf58
AL358134.1,TANC1,AP002754.1,BSN-DT
AC008897.2,AC006504.7,FGF12-AS1,KLHL7-DT
PAPPA-AS2,AL353135.1,AL009176.1,SELPLG
AL645937.2,OVCH2,PRRT1,ITGAL
P2RY4,SLC4A3,AC074052.2,AL157762.1
AC092435.2,AL354950.2,AC010157.2,MEX3A
AC005703.2,GLIS3,NPR1,LINC02253
AL360013.4,AC021321.2,LINC00942,AL022310.1
PABPN1L,AC025211.1,RNF43,ASB12
AC022535.2,GLIPR1L2,AC104389.5,RPL35A
AC092535.2,LAMB3,ZNF618,TMEM14C
AC127540.1,LHFPL6,AL133445.2,NGEF
AC020704.1,LINC01596,AP000864.1,AP000821.2
FBXW2,AL133353.1,AC006146.1,SOX11
LGSN,POLB,AC131235.3,AL132780.2
AL158195.1,LIX1-AS1,GPR61,INKA2-AS1
COCH,AL158151.4,TM4SF1,AC079117.1
AP000695.2,TM4SF19,AC012150.2,AP001994.2
AGMAT,LINC01907,AC024651.3,DNM3OS
TMEM238L,AC009509.4,AP003117.1,KLHL6
PTK6,CACNA1F,AC005909.2,ACOT1
C2orf66,MAMDC4,UCHL1-AS1,IBA57-DT
ATG13,CDK7,LINC00355,AC087683.2
AC128685.1,STMN2,AC064836.4,ZNF503-AS1
AL135791.1,C1QTNF2,AL359979.1,ZNF816
CHAD,AC126118.1,LY6D,PTCHD1-AS
LINC00640,RNASE10,SLCO1A2,GAU1
GSS,PPP4R3A,AC106028.2,AC113398.2
NMS,NCOA3,FLNB-AS1,AC024475.3
AC087277.2,LINC01011,AC123595.1,AC125807.2
ERICH4,SAMD9,CPAMD8,TBC1D3L
AC131159.1,AL031705.1,AL034397.2,AC019080.5
HSFY2,KLHDC8A,AC012613.1,PAF1
S100A10,MAFA,TEX49,HILPDA
RBMS3-AS3,ABRAXAS1,AC084741.1,GFRAL
AC100830.1,AC004801.6,AL049712.1,UGT1A1
HTR2C,AC069294.1,AC090629.1,AC100839.1
AL157871.1,NLRP2B,AC109454.3,AC099563.2
AC009831.3,AC138028.2,SERPINA1,RFXANK
ALDH1A2,CLTRN,TBX21,AC025774.1
PALD1,AL137779.2,AC103843.1,SP100
IL4I1,LINC00534,STYK1,AL352984.1
WBP2NL,OR2T6,AC002428.1,AC100861.1
AC104066.3,AC008758.2,LINC01746,SCTR
EIF5AL1,AC004948.1,ICAM3,AL360181.1
AC026894.1,FAM122C,ADRA2B,TMSB15B-1
LINC01579,AC099654.16,AL355102.4,DCLRE1B
AC008781.3,OR3A2,AC004540.2,AC005632.6
AC004938.2,AC010761.1,NOSTRIN,PRDM5
DHRS3,AGBL5-AS1,RHOBTB2,AC015971.1
AL136018.1,AC009075.1,AC025423.1,AC004470.1
HIST1H2AD,TRIM61,AC009097.3,SIGIRR
AC089984.1,LINC02267,ZNF385D-AS2,LINC01003
AOC3,CA7,TAS2R5,AC104170.1
AL353748.3,AC010913.1,CASKIN1,AC020661.4
GRTP1-AS1,AC005695.1,AC010680.5,CLCA2
LINC02280,AC112219.2,AC023283.1,AC109460.1
PDF,AC124854.1,AL365330.1,VPS25
TEX35,IL18BP,MAS1,HMBOX1-IT1
SNURF,SCML2,AL139231.1,AC021915.2
CD151,TMEM51-AS1,BRIP1,HSD11B2
AC004870.2,AC106865.2,AL137789.1,EFCAB8
HNF4A,TRAF3IP2-AS1,GNAT3,BEST2
PTPRD-AS2,AL592078.2,MARVELD1,Z69666.1
AC010880.1,PTPN1,AC092110.1,LIX1-AS1
SHLD2,METTL2A,PDYN,AC009120.5
ADIRF,LINC00898,EDRF1-AS1,AP003108.1
IL1A,AP000251.1,SLC34A1,C5AR2
IL12RB2,SLC28A1,AC025822.1,AC012325.1
PMEL,LINC02841,KLK15,NCAN
ALMS1-IT1,AL596442.1,LINC00243,KLF17
AHSG,SLC46A2,POLR2I,AC012409.2
OASL,AL137786.3,AP005131.5,AC012322.1
LINC02026,AC090527.3,AC025580.1,AL807757.1
SGK1,VCX,ARHGAP15,DMKN
HNF1B,TBC1D26,AC023796.1,AOC3
AC010531.5,KDM2B-DT,AC113348.1,AC007402.1
AL132655.1,LINC01829,LINC00370,AC025442.2
AC005632.5,AC023866.2,AL008721.2,LINC02326
AC243585.2,BCAS4,AL844908.2,DYDC1
KLHDC8B,ZIC3,AC006329.1,PIWIL3
LINC01381,AC006213.2,AC095350.1,LIN28A
AL591623.1,LINC01126,PRKCD,AC098820.3
LINC01887,KIF11,TMEM185B,AC087623.1
UTS2B,ANKRD29,AP001208.1,PHOSPHO2
CD5L,AL390719.2,AC026124.2,HYMAI
AC073288.1,AC125618.1,AC009055.1,RITA1
AF131215.5,PIK3CA,PLCE1,LINC01873
ABHD8,SEPTIN12,SEC23A-AS1,AC099811.5
SMIM17,GBX2,AL022476.1,NATD1
AL354989.1,IHH,SMAGP,SYF2
AP001992.2,MOB1B,NCR3,AC103923.1
AC074050.3,LRRN2,AL354979.1,NR2F2-AS1
AC068759.1,UBE2C,AC087857.1,SHLD3
NFE4,AC005703.3,AP001360.1,AC068790.4
WWC1,AC023034.1,LINC01744,CCDC198
XACT,RLBP1,AP002840.1,AC006329.1
SFTPD-AS1,AL122125.1,CIB3,DEPDC4
AC093567.1,MSLN,AC078795.3,AC008105.3
CRX,NMU,PAX2,ACTG1
AC090515.5,RASGRP2,GMNC,FPR3
AC009731.1,HIST1H2BK,SPTBN2,AC108721.1
AC110813.1,RNF138,CHAF1B,LINC01823
LINC02666,FLNC,AL355310.1,AC121757.1
GCM2,SNHG5,AC020909.3,AC116099.1
PLAAT5,AC027031.1,CELA3A,AC107294.3
PLA2G4D,AC079907.2,FOXD4,AC011824.1
UCP2,AL078605.1,ERVMER34-1,AC096586.1
PPP1R26,FGFR1OP2,AL133475.1,DDX60L
OXCT1-AS1,AC093864.1,AC105393.1,GAD1
CDC45,LINC02125,NR5A1,PCDHGA2
B4GALNT1,AC092142.1,AC026585.1,FAM170B-AS1
AC103874.1,AC093298.2,AC022239.2,COX4I1
AL355490.1,AC110611.1,RERGL,R3HDML
AC104370.1,GCNT7,LINC00606,GLB1L2
BCL2A1,AC073842.1,USP26,AC107068.1
AC009081.2,B4GALT1,SLC22A7,NIBAN1
KCTD15,AC011726.2,AC080129.2,AC020661.2
FCER2,FLYWCH2,SMIM24,LOXL3
AL117332.1,AC021483.1,CNN3,RPL10
LINC02631,C3,AC008883.2,FCGR1B
CLEC4E,THRB-IT1,AL450306.1,AC069281.1
MEIS1-AS3,LINC01990,KIAA1549,AC139887.4
AC124283.2,CFAP52,AC079089.1,AF111169.3
AL008638.3,TSPAN2,AC009120.3,AL121885.2
NUDT7,LINC01992,PATE1,LINC02160
JSRP1,AP003025.1,AC073869.3,RHOA-IT1
AP000894.3,AP000962.1,AP001468.1,LINC01562
DPEP1,AC109597.2,HSP90B1,Z99496.2
PNMA6F,ETV2,AC083837.1,LRRIQ3
AL009181.1,LINC02512,LINC02374,ADA2
PLA2G2C,AC005837.1,LRRC61,LINC01841
LHCGR,GADD45GIP1,THEGL,LINC00427
LINC00383,SETD3,SLC1A6,AL354892.3
DSCAM-AS1,AL139815.1,AC004540.1,AL138767.1
ATP6V1FNB,GPN1,AC078962.2,AL365394.1
AC073655.3,AC073863.1,AC008781.2,IL33
AC026691.1,C11orf74,BIRC6-AS1,BHMT2
AC017007.5,AC016044.1,AL354977.1,AC118553.1
LINC01493,AC092608.1,AC002310.2,ST6GAL2
AC226118.1,A1BG-AS1,LINC01973,OTUB2
GFPT2,AC025627.1,AL450322.2,GPX2
TCEAL6,MXD1,AP000640.1,AL354920.1
AC010325.2,IGLV1-51,APLNR,AL109936.6
AL137067.3,LINC02035,MANEAL,TFAP2A-AS2
AC011466.2,LINC00500,FAT4,AC008592.4
DBH,AC005841.1,AC084018.2,VSTM2A
AC234917.3,AC008429.3,AL138759.1,ZAN
PPIL6,ARMCX5-GPRASP2,AC018648.1,AC006435.2
AP002008.1,AC112722.1,SRGAP3-AS2,CPAMD8
LINC01515,GPT,AC008494.3,AC007193.1
AC027228.1,AC046158.1,OR2K2,AP000753.2
LINC02166,AL355075.1,SLC23A3,AC073525.1
AC006116.9,TSPAN9,LINC00940,C11orf1
AC009005.1,KCNA5,AC091214.1,AC048382.1
AC009974.1,AC145423.2,AC005083.1,AL355304.1
FGL2,AC007384.1,AC104623.1,CCDC178
SPIC,AC105339.6,RBPJL,PLP2
SYCE3,AC053503.2,HSD17B14,SPATA13-AS1
IFI27L1,AL626787.1,TSPAN33,MCM8-AS1
AC002044.1,AC011337.1,RALY-AS1,RFX3-AS1
AC099332.2,CYP17A1,CCDC78,AC022140.1
MIP,ZSCAN20,AC027644.3,AC017074.1
AC027307.3,AC022113.1,GK-AS1,AL354824.1
AP000553.8,PCCA-AS1,BHMT,SERTAD3
SNX20,ETS2,AL161851.2,XKR5
AC003950.1,HCCS,BIRC5,AC015849.1
PRKCZ-AS1,LINC02182,AC098483.1,SMPD2
PNPO,SLC16A5,GOLGA8S,SAMD13
TPTE2,ZNF587,AP003717.1,AC015802.6
AC010864.1,SBSN,FGF9,CTSL
AC108210.1,AC009831.3,SMOC2,MIF-AS1
TARS2,AL139275.1,LEMD1-DT,STAC3
AKAP5,MATN4,F3,RGMB
KCNIP2,NLRC4,AP001922.1,ADAM18
LINC01679,ACKR4,AC244090.3,CD53
AC005104.1,C2orf16,AC073641.1,GGH
HK3,OR9A4,ETV3L,CBLC
AP003059.2,AL162311.3,LINC01711,LKAAEAR1
AP001469.1,AC069148.1,LINC00336,AL137003.1
AC004771.3,ANGPTL1,AC079779.1,AC010729.2
PURPL,AJ011931.2,AL139246.3,B4GALNT2
AP004147.1,CBLN4,AL121750.1,MRFAP1
B3GALT5-AS1,FAM245B,AL663058.2,AC026888.1
AC006270.1,HMMR,AC008735.4,AC005736.1
AC099343.3,OCIAD1-AS1,KLK10,LINC02108
AC245187.1,SCIMP,SPINK13,RGPD6
FNDC8,LINC02371,AL008730.1,FAM78A
AC005962.2,CA10,AL139124.1,AC004895.1
PARP10,MRI1,IL22RA1,NPY
C4A-AS1,CFAP97D1,TBC1D4,ZNF395
C4B-AS1,AL121652.1,KCNN1,CD74
AC004888.1,AC005696.4,LRIF1,ARHGAP29
LCE1C,FLNC-AS1,AC145625.2,AC104170.2
SPRR2A,CRACR2B,AC113382.2,CAPS
AC104831.1,MIMT1,SMPX,AC092364.1
AC044798.2,MIER3,IER5L,DRP2
MAGEA2,AC020779.2,AC011901.1,SPATA20
AC007527.2,LINC01902,FITM1,AC034243.1
KRT75,PLEKHG5,AC062022.2,MYL3
HLA-DQB1-AS1,SND1,LINC02446,AL139021.1
KRT7-AS,TMEM238,SYP-AS1,PCDHGB3
HMHB1,AC010325.1,CASC17,AC016747.1
BX322234.2,AP000553.9,AP000695.2,ANKRD34B
AC021713.1,CYP2C8,AC007406.4,HIRIP3
AC010768.4,AC012301.2,AC240565.2,TRMT2B-AS1
AC092130.1,AC005616.1,AC017099.2,AC006145.1
AL158154.2,ALDH3A1,AC034231.1,PIP4P1
FOXA2,TMC5,LINC01900,CLEC18C
Z97653.1,ZDHHC23,MRAP2,OR2T1
IGHV3-29,AL357146.1,LINC01861,LEKR1
CT45A3,AC008696.2,LINC01562,AL121652.1
TFDP3,CUZD1,AC024614.4,RUBCNL
SPRR2D,AC004908.3,TUSC8,GMPPB
AC024651.2,AC105137.2,AL096678.1,AC005264.1
AL390254.1,ZIK1,AC087501.3,AL356804.1
HES3,ULBP1,AKR1B10,LY6E-DT
PRAMEF9,AC015712.2,AC023794.5,RHOF
HNRNPCL3,AC010261.1,AP000676.5,MAFK
AC015977.2,AC104335.1,AC008180.2,FGD3
PRR30,AL008582.1,LINC01781,DNALI1
OR4F5,TRIM72,MLC1,PPP1R27
AC025754.1,AP001469.3,PCDHGB1,GTF3C2-AS1
AC093763.1,AC010894.4,PARD6G,ZNF229
IGHV3OR16-13,COL6A3,AC131956.2,KCND3-IT1
AC106738.2,AC097641.2,FLI1,DYRK1B
DEFB113,AL139393.3,LINC01551,AC012173.1
DEFB114,AC008877.1,AC010975.1,MORC2-AS1
LINC02404,AP000769.2,OGFR-AS1,TMEM158
AC027277.1,AC103952.1,AL512303.1,AC008751.3
LINC01108,DHDH,AC099791.2,AL079301.1
AP001652.1,AL162713.1,PARD3,LINC02471
CD1C,SLC38A6,AC117509.1,DRD3
CSF2,AL583839.1,AC106799.2,AC073052.2
AC005344.1,SULT6B1,ZNF784,AC007218.1
AC068594.1,AC010789.1,AC011824.2,SEMA5B
AC016168.1,CR392039.4,XIRP1,INSC
RPTN,BX323043.1,LINC02564,ZNF831
TRAV26-2,HHLA1,OR2A5,AP005203.1
TRAV39,ZNF593,LINC02238,A2ML1
TRDJ2,KIAA1211L,AL139275.1,MAMLD1
IFNL1,MARC2,AC135178.6,GP6
AC079349.1,CAMK2N2,AC073651.1,GOLGA8Q
AC246787.2,BBOX1,MROH2A,AC012615.2
AC008799.2,ZNF256,TNNC1,DEDD2
AL596223.2,KDM6B,AC087269.3,DPP7
LINC01326,ASIC4,LINC02384,THOC6
AP005233.1,C11orf98,LCK,MEI4
OR4K14,AC006452.1,OCM2,GRIN3A
AC106712.1,LHX4,AC100786.1,AC015982.2
OR8B4,ANKRD35,FMR1NB,LINC002481
OR8B2,MGAT4C,AMER3,LINC02202
IFNL2,NPM2,AC009623.2,AC008735.1
AC006055.1,MPL,AC010551.3,AC026124.1
AC010266.1,ARMH1,AC125257.2,HACD4
IFNA14,AP000759.1,AOAH-IT1,RHEX
IGHV3-7,ATAD1,AC073591.1,AL450344.1
IGHVIII-5-1,AL162274.1,AL035250.1,GPR85
AC112176.1,AC006262.1,LINC02140,GNLY
AL606970.5,AC106779.1,AC005552.1,MTRNR2L11
AC091832.1,AC103879.1,AC106858.1,PNMA1
LRRC10,SYNGR3,LINC02045,LINC01722
BX664730.1,LINC01239,KLHL33,IQCF1
HOXB-AS4,BCL2L2-PABPN1,LINC00364,AL133453.1
SCGB1C1,ALDH1L1,BIN2,Z69706.1
IGLV6-57,AC009021.1,PLGLB1,PCDHA8
IGLV1-47,TMEM30B,GUCA1C,AL512329.2
IGLV5-48,CSF1R,AP001527.2,ZMAT4
AC020636.1,AL732314.6,AL135937.1,AL391422.2
IGLVI-42,ALG1L2,AC025265.2,AL136114.1
TMEM252,AC026689.1,AC010634.1,LINC02627
NPBWR1,CORT,AL158163.1,SC5D
AC024681.2,AC069503.1,IRX3,MRPS34
AC016074.1,AP005131.5,PITX2,FGD6
FOXD1-AS1,LINC02394,AL356740.2,SSC4D
LINC02230,NAV2-IT1,AC092159.1,LINC02714
LINC01670,AP005432.2,AC127496.3,NODAL
CU638689.1,CENPM,AL360006.1,LUZP4
HOXC11,AC099811.4,AP005357.1,AC007285.2
AL713866.1,ACRV1,AC140658.1,PSMC3
IGLV9-49,AC073314.1,AC069307.1,AC068790.3
AC140118.1,LINC01986,AC023886.1,AC092637.1
AC073862.1,AC079177.1,PSMB9,ALPK2
AL442638.1,SEPTIN9,TAT-AS1,DNAJB5-DT
AL133457.1,SLC22A31,AC092473.2,RIT2
TCF7L1-IT1,IL20RA,AC005776.2,AC121493.1
AL117382.2,EXOC2,AC015969.1,AC092803.1
AC025278.1,AC022726.1,LINC02063,AC027288.3
ALPG,CCDC85A,AL109807.1,AC009303.2
AP005057.1,KLF7-IT1,HLA-DMA,AC073316.1
AP001048.1,FGF6,BX293535.1,AL512625.1
PRSS1,BCAS3,AL139099.1,EGFL6
TRBJ2-3,AC009879.4,CCR2,AC103952.1
TRBJ2-2P,AC099508.2,AL365181.3,SLC39A1
LINC00380,ZKSCAN3,MMP25-AS1,AL355102.4
AL162727.1,SPDEF,TLR3,SKAP1-AS1
TAS2R41,TBC1D10A,NDUFB2-AS1,KIF4A
IGLV3-27,LINC01931,INSL5,AL162385.2
SPATA31D4,GNA14,MACROD2-IT1,AC005954.2
AC018685.1,IFIT1B,AC007861.1,AC243772.2
AC012445.1,ALX4,AL034376.1,AC011815.1
AC013733.2,GPRASP1,AC104167.1,AP000907.2
AC087318.1,AC007405.3,AC022068.1,B3GNT9
KRTAP3-3,AL844908.2,AC100778.1,AL162311.3
IGKV4-1,AC009686.2,C11orf91,TSNAXIP1
SPANXN2,TLCD3B,B3GALT1,AC116345.1
TRBV25-1,AL080312.2,HIST1H2BH,AC090260.1
AC133681.1,AC005324.1,FBP1,VWA3A
C3orf56,LIG4,TSPEAR,HIST1H3D
LINC02152,AC000113.1,AL589182.1,AC007496.2
MRGPRG-AS1,GFPT2,LINC02844,AC027251.1
AC123788.1,SMC1B,Z99756.1,CPLX3
LINC00974,KIF26A,AC100803.3,PLPPR4
IGLV3-21,LINC02406,AL645939.4,APOBEC4
AC006967.2,RPP38-DT,AC066595.2,ZBTB12
AC087878.1,GAN,GGTLC1,PIK3IP1-AS1
CR559946.1,AL162171.1,ACTL7B,LINC02365
HOXA11-AS,AP001363.2,FIGNL2-DT,LINC02281
HOXA10-AS,AC123786.3,AC099344.2,SHOX
Z85994.1,AC007383.2,LINC02554,TSPAN16
KLF18,AC008378.1,TUBB1,RNU6ATAC35P
AC099681.3,AC087393.2,HEYL,BROX
TRBJ2-7,TCF12,C11orf21,MIR3681HG
OR51A4,FGF12-AS1,DHRS7C,LINC02096
AC113146.1,PLD1,RCE1,AC116651.1
POU6F2-AS1,NIBAN3,AP000426.1,GSG1L2
RNASE8,PCDHB5,AC009396.1,OSGEPL1-AS1
TRAV9-1,AC096576.6,LINC01431,AL109838.1
USP17L15,NEFL,AC120498.4,LINC02347
OR5M8,TMEM139,AC107973.1,AC006525.1
AL355390.1,AC124864.3,DIRAS1,TPTE
LINC02034,RINT1,SPAG17,AC130456.3
AC213203.2,LETM2,AC022784.2,CYB561A3
RBMY1F,HDAC10,PLA2G12B,AC103563.9
AL358333.2,SERINC2,AL080275.1,FGL1
TTTY1B,AC079921.2,AL445363.1,HAMP
PRAMEF10,AL356010.2,AC084125.1,SYNE4
PRAMEF19,AC005291.2,AC006026.3,AL358473.1
MAGEA9,PIEZO2,AC027682.3,AC103706.1
PRYP3,MYOSLID,AC012506.4,C15orf48
LINC01875,LINC01280,GFY,EXPH5
AL031283.3,UPK2,AC111149.1,YRDC
AC016877.3,SFXN1,AC013391.1,AC019131.3
AC068134.2,Z83847.1,LINC01669,AC082651.4
AC022915.3,AD001527.1,ART5,ZFP36L1
USP17L13,AC119396.2,GCSIR,AL445648.1
LINC00052,CDH10,AL157392.2,AC025871.1
AC016987.2,AC008525.1,AL133335.1,THAP10
IGHVIII-82,AC004828.1,LINC01447,SPATA9
LCE6A,RFPL3S,AL157888.1,AC073840.1
AL078623.1,Z83818.2,AC116351.1,AC010636.1
PPIAL4A,ALG10B,FAM166A,SEPHS2
OR5F1,MINDY3,ARHGAP44,UBAC2-AS1
AL772284.2,ALDOB,AL138756.1,AL021396.1
AC025437.2,OSBPL8,AC009229.2,RNF175
PATE3,LINC01963,NAALADL1,OGFR-AS1
TRAV12-3,AC011611.4,MRPL40,AC009754.1
TRAV9-2,ANKRD55,DGAT2,AL353135.2
AC009154.2,RARRES2,LINC02149,AL121906.2
AC016595.1,PHOSPHO1,GTSE1,AL137025.1
AC100807.2,PLA2G2C,LINC00440,LARS2-AS1
OR1N1,AC078993.1,VNN1,BNIPL
AC090386.1,LINC00313,LINC02660,ABR
AL139118.1,FBLL1,AC008567.2,AC144836.1
LINC02084,LINC01191,C3orf85,FASTK
AC048382.4,CTCFL,AC097518.2,HCAR1
AC131097.3,AC011503.2,AC134775.1,AL031430.1
AC011298.1,LINC02635,SNAI2,FAM41C
LINC00564,AC127002.2,MIR124-2HG,PP2D1
AC024614.2,CCNY,FRRS1,XIRP2
OR2W3,AC003043.2,OSCAR,GCNT3
AC005549.1,WEE1,AC129926.2,LINC01740
AC093074.1,JMJD1C-AS1,CSE1L-AS1,COX8C
AC106785.2,AC016931.1,LINC00173,AL132657.1
AL589166.1,ACOT6,AC108718.1,ARHGAP36
SORCS3-AS1,AC012073.1,SLFN14,LINC02240
AC141257.2,AC006043.1,LYPD4,AP002954.2
AC021035.1,AL512427.2,AC120036.5,AC092620.1
LINC01475,LINC02029,POTEC,SLC16A13
CCL7,AC009159.2,AP001160.4,SIRPG
HOXA13,ZCCHC18,SOSTDC1,IL26
AP001065.4,RCAN2,LINC02439,ADAMTS20
KRTAP10-10,AC032011.1,AC027307.2,MYBPC2
KRTAP10-8,ZNF93,TMEM210,FAM229A
OR52B6,BTN3A2,AC108112.1,ZFAND2A
AC090371.1,AC012213.2,AC004241.4,AC005828.4
TRIM43B,AL136442.1,AC141930.1,AL513318.2
IGKV1D-8,DGKH,AC025187.1,LTC4S
TRAV8-1,GEMIN7,AL589986.1,HTD2
IGKV2-30,UXS1,AL139350.1,LRRC75B
AL513542.1,FAM78B,AP000722.1,MYPN
AC104561.3,AL139353.2,AC090200.1,AC064807.1
AC010451.2,NRN1,BX546450.1,PLAC8
DEFB130A,GAS6-DT,AC093585.1,CD36
AC022690.2,CFDP1,LINC00280,AL023882.1
AC068880.2,AC005552.1,AC116351.2,LINC01915
AC090340.1,LINC01873,AC078852.2,TAS2R19
AL132796.1,AC034139.1,AP001372.3,SLC24A3
AC007631.1,AL365181.4,CCL8,POU2AF1
IVL,AL049794.1,AC083801.2,AGBL4
AC068014.1,MINDY2,AL132719.1,MAOB
OR10G8,LINC00894,SPANXN4,WNT5B
LINC00434,RNF11,AC097110.1,LINC01396
AC012531.1,BX546450.1,AL645608.4,AL161457.2
OR6C68,AC037433.1,LINC02683,SKOR1
AC091980.2,CHGB,AC112211.1,MZB1
IGLV8OR8-1,AL031291.1,AL391832.1,CGAS
SPRR5,AL136531.1,AC092435.3,AC008728.1
AC105020.4,AC023385.1,AC091705.1,AC099791.4
AC096732.1,AP005717.2,AC147067.2,AC007314.1
AC093772.2,UHRF2,AC053503.4,KMO
AC094104.2,LINC02300,AL139035.1,KCNAB1-AS2
GOLGA8F,AL122008.1,SPANXN3,AL138895.1
AC104002.2,TGFB1I1,DEFB136,CTSS
AC106821.1,AC011416.3,AC112721.1,AL031590.1
KPRP,MAP3K15,AL359538.3,RHBG
AC096659.1,PLA2G7,LINC02337,AC034102.4
IGHV3-48,TUBA3D,LINC01043,AL139095.4
IGHV3-53,PTGDR2,AC026904.2,PROC
AC084277.1,REC114,WFDC5,AC104072.1
AC008705.2,ST7-AS2,AC097015.1,BX323043.1
KRTAP10-5,PCAT6,AL358053.1,C3orf22
KRTAP10-1,PSMD6-AS1,UBQLN3,NOL4L-DT
KRTAP12-1,PRKCZ-AS1,AC007350.1,AC010884.2
AC036176.3,CHRDL1,AC009039.1,ACAP1
OR10T2,CDH8,CARD17,AC104984.3
IGKV1D-33,LINC00574,PRKACG,IKBKE
IGKV1D-27,BBC3,PRAMEF15,AC079336.5
IGKV1D-22,VMP1,AL161729.3,MDGA1
ACTRT1,BTBD16,AC092145.1,GTF2H4
OR4X2,AP003774.2,AC114752.1,AC004803.1
OR5D3P,AC092378.1,CD207,AL133320.2
OR8H2,AL133299.1,OR8K3,AL121845.1
AC026688.2,S100A7,ORM2,COPS9
AC012060.1,AC127526.1,Z82214.2,AL034427.1
AL158141.1,SCN2A,AC067969.2,AC012254.3
AL021940.1,AL117344.2,AL391415.1,HVCN1
AC008738.5,AC092354.2,AC007686.5,TBC1D3B
KRTAP4-8,AL133334.1,HIST1H2AI,AL035401.1
DCANP1,MMP25,LINC02697,PDE6A
AC092818.1,LINC02631,INSL4,AC009041.4
PRR20C,S100P,KRT1,CACNA2D4
AL138799.2,LINC00867,AC034238.2,ITGB3
AC013402.2,AC108704.1,SEMG2,LLPH-DT
TEX13A,CD3E,ETDA,AC115284.3
SNHG28,STON1-GTF2A1L,AC090936.1,AC012668.3
PRR23B,PGPEP1L,TBC1D3E,PRY2
MYMX,SPERT,AC055872.2,ZNF414
KRTAP2-3,CXorf58,LINC02258,PAGE2B
KRTAP2-1,C1orf54,Z84488.1,LINC02641
AL451067.1,AC036214.4,AC079858.1,AC012511.1
AC025162.1,HIST1H2BN,AC108168.1,PRRT4
AL353651.1,PPEF2,AC023813.1,ITGB2-AS1
IQCF5,CA9,OBP2B,MAJIN
AL008626.1,SELL,LINC01506,SLC16A3
AL358393.1,TSHZ2,KRT28,CXCL12
AL096828.6,TOB1-AS1,AL732372.1,NFATC4
LINC01742,MMGT1,LINC00656,LINC02373
FRG2B,AL031985.4,AC084880.3,ZNF768
LINC02639,GNAI3,LINC01187,TEX41
AC051618.1,AC130456.5,AC027804.1,LINC00330
AF067845.4,AC004593.3,AC020659.1,CNTNAP3
AL160290.1,C2CD4C,GFRA3,AC092954.1
MAS1L,NOL4,VAC14-AS1,AC010913.1
AC117462.1,OLFM3,AC105383.1,Z82243.1
IGLC7,AC136443.3,AL121938.1,AC016957.2
AC022081.1,AC093726.2,HGD,AC068389.3
AL356130.1,ZDHHC1,AF181450.1,ADAM28
LINC01438,FAM207A,AKR1C1,LINC01133
BPIFB6,AC116348.1,AP003559.1,AC242842.1
SEMG1,AL512353.1,LINC02750,PRRX1
AC092159.3,AL391987.3,IGFBP6,AC109597.2
AC026782.1,AL772337.2,C7orf57,SEZ6L
RFPL4A,LINC02617,AL358472.3,AL353796.1
OR51S1,OVCA2,AL121718.1,AC048344.4
AL159990.2,AC097518.1,C5orf46,AL137060.3
AC022929.1,AC004233.1,TSEN34,AC025370.1
AC090985.2,TCERG1L,AC092436.3,AC009387.1
AC084706.1,AL513327.3,RNU6ATAC35P,AC106037.2
NPY4R,PROSER2-AS1,LINC01126,AC127024.3
AP003119.1,ISM2,LINC02703,C15orf62
AP001189.3,FANCD2OS,LINC01596,SLC26A1
CALML5,SLC26A4,PTTG2,AC092810.3
CAMP,SIGLEC5,OPCML-IT2,BPIFB1
AC099677.4,AC021733.2,GATA2,AC113139.1
LINC02784,AL008628.1,SAPCD1-AS1,TMEM80
AC113189.1,POLH,AC130456.2,PSMD6-AS1
AC129492.2,NUTM2F,AC005280.1,LINC00558
AC138969.3,SMIM20,CREB3,APEX2
HOXA1,LINC01189,AC135388.1,AC010442.1
TRGV7,AL080273.1,LINC02405,AC026341.2
AF111169.2,AC084734.1,NCS1,AC009902.2
FERD3L,DEFB135,EMILIN3,PCDHGC3
ANKRD63,RPH3A,AC131157.1,CBX2
OR5K2,LINC02804,AL008725.1,AC083862.3
AC138907.3,RNF157-AS1,ADAM2,IFNA6
AC138907.7,PPFIA4,AP003783.1,KCNJ6
AC026782.2,C19orf84,AC010624.3,AP000224.1
AL096869.3,AC243967.3,LEPR,AC010624.3
OR5K3,AC087500.2,AL392089.1,LINC01744
AC079031.1,AC112220.2,C3orf22,AL354897.1
AC074389.2,SLFN11,AC135782.3,GPR35
AC139426.2,ANGPT1,CPLX4,AC092640.1
KRT84,ADAMTS15,AC026333.3,P4HA2-AS1
LINC01897,SASH3,AC010280.1,AC068946.3
AC112242.2,AL157400.2,AC002519.1,AC126323.2
AC027419.2,AC083805.3,ZNF792,AC002310.2
IFITM5,PRELP,ELOA2,ERAL1
AP001046.1,BX005019.1,AL590440.1,TLR3
AC087369.2,AC097522.2,AC121161.2,AL451166.1
DEFA4,AL731537.1,PNLIP,HAR1B
AC113607.1,PHYHIP,U95743.1,P2RY14
