logFC_(Intercept)	logFC_BMI_norm	logFC_msex	logFC_pmi	logFC_ADdiag3typeslateAD	logFC_ADdiag3typesnonAD	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_BMI_norm	se_msex	se_pmi	se_ADdiag3typeslateAD	se_ADdiag3typesnonAD	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_BMI_norm	p_msex	p_pmi	p_ADdiag3typeslateAD	p_ADdiag3typesnonAD	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-10.5937433596453	0.362869328426016	4.77875711190639	-0.000570922137620135	-0.363934545874097	-0.00848555732326668	-1.06203529617427e-05	9.82141084956881e-05	0.0741105105969312	0.0497011175872805	0.146638664392856	0.0067165127560572	0.155287657525387	0.0989503724990805	1.42840919906089e-05	4.9976497556051e-05	0	2.85574003036932e-13	5.93789474647113e-233	0.932259194622743	0.019097853127034	0.931660632092531	0.457173489534896	0.0493904099021032	36514	TTTY14	4.6819857797905e-09	0.362869328426016	0.280478377528898	0.256088148641655	1	NBGMM (HL)
-10.7985151742242	0.327913954918272	4.45375572597964	0.00720250067855327	-0.177159193483704	0.00408349401968822	-3.10592656722147e-05	0.000101010883292896	0.0775446525140843	0.0487026668536013	0.152100710360155	0.00662095733438015	0.157421590266329	0.0992346675942554	1.39857037537309e-05	5.02876720356043e-05	0	1.66225897887503e-11	1.77774799077551e-188	0.276668518371173	0.26042781580529	0.967176414934564	0.026365408021757	0.0445731022542839	36493	USP9Y	1.3626367979328e-07	0.327913954918272	0.268932301744801	0.0890310010215706	1	NBGMM (HL)
-10.4903739258987	0.305238390325358	4.67023086571765	-0.00701275175878436	-0.242950754056269	0.0593838148902362	4.772548143805e-05	-0.0002218313395024	0.0737618747426106	0.0476494360798027	0.146126408102104	0.00743772419742073	0.153888885530239	0.0981292375859013	1.5587609122519e-05	5.31948515636987e-05	0	1.49467078278856e-10	3.89717125841686e-224	0.345751201864396	0.114395385449965	0.545073195300705	0.00220041530470557	3.04378395761631e-05	36501	NLGN4Y	8.16837582793947e-07	0.305238390325358	0.276184817865063	0.322004855682891	1	NBGMM (HL)
-10.981292351797	0.245934628056114	4.3091235475062	-0.00731005880964679	-0.146558033583619	-0.0106801677455419	2.01236970400001e-05	-7.1687247610921e-05	0.0820461175726855	0.0470934715331862	0.158546601080926	0.00861299177428918	0.149556300418601	0.0931345604922915	1.49260752695818e-05	5.45348672514202e-05	0	1.76746975977402e-07	1.15335194418817e-162	0.396034501974355	0.32710968790665	0.908703053522448	0.177586258542123	0.188670816367403	36496	UTY	0.000724441667787377	0.245934628056114	0.216824030483167	0.0697689504863282	1	NBGMM (HL)
-9.25200056324331	0.25513318629742	0.233690045251294	0.0222960662887359	-0.00549300297350233	-0.0882996957594415	-2.95921872164014e-05	0.000120093647755348	0.0572427244492145	0.0548445122433743	0.115734310363198	0.00837842695230639	0.172172085965487	0.126153745941016	1.31952705283125e-05	5.00381874603333e-05	0	3.28832406516155e-06	0.0434670415990735	0.00778793521773263	0.974548494120662	0.483966543927444	0.0249203041249938	0.0163932836636751	3818	LINC00486	0.00916753036275321	0.25513318629742	0.652121727836902	0.0689214625876098	1	NBGMM (HL)
-12.1428076551957	0.355409353588458	4.15170754739832	-0.0107823484648506	0.0444399825120607	-0.200383674131972	-6.71575347021736e-05	0.000209153206011348	0.134856351595008	0.0764683560816211	0.255953848659723	0.01581758273639	0.238622441261939	0.153680192203976	3.7862675681493e-05	0.000130885368563306	0	3.35499738801581e-06	3.61054845756317e-59	0.495448567278536	0.852260043699836	0.192267521591119	0.0761105710536519	0.110045719720071	36473	AC064829.1	0.00916753036275321	0.355409353588458	0.31920301165698	4.41642201469912	1	NBGMM (HL)
-11.1330287427872	0.174250225040637	-0.0945750383183893	-0.0159832705995609	-0.0281003306230948	0.0606379571611302	-9.256060897348e-06	4.8196066021731e-05	0.0623187191954015	0.0409275697801939	0.0978248444509992	0.0122277951679617	0.147397480517879	0.10834018949712	2.65024171567335e-05	0.000103730899035321	0	2.06700891320546e-05	0.33365435582191	0.19116987758198	0.848805124803294	0.57568437768453	0.726899034457507	0.642199355822198	13207	AHR	0.0484123016171479	0.174250225040637	0.0369803927198201	1.16871379325864	1	NBGMM (HL)
-11.8706430724191	0.237217320675691	-0.0769737653476859	0.00828775200510618	0.0155575013033901	-0.166005471049629	-2.4156858890958e-05	0.000165533945818007	0.0912073288181059	0.0577234078597087	0.138025923437307	0.015272492204687	0.200921947700846	0.151091555438423	3.77708025196843e-05	0.000148046163589696	0	3.96428202045886e-05	0.577065547768045	0.587364759028162	0.938281020979235	0.271895537572462	0.522455863403181	0.263514103262434	16680	CEMIP2	0.0812430046567789	0.237217320675691	0.0139250049160568	4.10934609948508	1	NBGMM (HL)
-13.5431688131679	-0.950608308424127	0.01757986058237	0.0411396761837447	-0.767052092389572	-0.608885041795746	0.000122682829900415	-0.000651550855679511	0.229839953959369	0.237354087806544	0.38736731324215	0.0403193410367247	0.52114950686754	0.397395802729199	0.000130884505786914	0.000445198993503856	0	6.20117482635989e-05	0.963802093189684	0.307564419856421	0.141062325840688	0.125476072734645	0.348585472383912	0.143329306243177	18098	LINC01515	0.106175723292251	-0.950608308424127	0.0297953092363338	65.1390497897298	1	NBGMM (HL)
-9.79605781917308	-0.0883637153181383	0.0493603428988272	0.00563065957920375	-0.00574247661327341	0.0810486079169365	-4.75864497398876e-05	0.000238519337143718	0.03190440328092	0.0221199306041755	0.0475731055780025	0.00491741451713526	0.0702008790473568	0.0523000090858702	1.22279787704072e-05	4.89406083152912e-05	0	6.47610389095766e-05	0.29947111566577	0.252190628690147	0.934805249642704	0.121216826366278	9.9583731809841e-05	1.09555677357715e-06	33343	MMP24	0.106175723292251	-0.0883637153181383	0.0107694318901544	0.116932684743378	-10	NBGMM (HL)
