bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
PTPN18,PACRG-AS2,ZNF679,PSMD5
AC008735.1,AC139491.8,AC012181.1,AEBP1
PARVG,CCSAP,IMMP2L,ATE1
AC005899.7,ZNF606,LSMEM2,TMEM185A
ZNF613,AL390208.1,MYPN,ZBTB18
RBM42,JDP2,PKN2-AS1,DIMT1
AC068790.4,SNHG16,GSN,EMC7
IL20RB-AS1,AL078590.2,KIAA0586,DLD
LINC00346,TENT2,FHL1,KCNJ3
AC008679.1,AC100800.1,ERV3-1,FAM229B
ACER3,NAXE,PIGN,FUBP3
LY6H,TSEN2,ZNF564,AL390242.1
AC006116.11,AL118516.1,RHEB,LCMT1
AC244250.4,IARS,MINK1,SZRD1
AC074183.1,ATP6V0E2-AS1,SAMD4B,YEATS2
AC110491.1,MRPS36,TMEM97,TBC1D15
SHD,AC113349.2,LINC02438,KIAA1211
PPP1R1A,LNX2,RYR1,CLCN3
AC023781.1,GPNMB,DNAJC3-DT,AC092675.1
AP004609.1,ERICH2,MSTO1,DNAJB14
AP005120.1,RNF139-AS1,DOT1L,UHRF1BP1L
DQX1,NUP50-DT,ZSWIM8,LINC01301
AC064874.1,PAK5,AL358134.1,RSRP1
DPYD-IT1,FAM228A,PRR5,NPIPB15
AL031733.2,FGFR1,PRKD2,ZNF512
ZNF25-DT,SRP9,PSTPIP2,C3orf67-AS1
UBE2S,ZMYM4-AS1,LINC01106,RPF2
SLC24A2,CCDC84,RAD18,CARD8
GLYCTK,NR1H4,LINC01924,GIGYF2
C17orf58,C7orf50,PEX13,CLCN5
LINC00343,LINC02232,DNAJC13,CEP290
DLEU7,SCD5,EEF1D,SLC38A6
AC008747.1,ALS2,LINC01828,MON2
MEP1B,GPR157,TEX49,WDR41
AC018653.4,ARX,VARS2,UPF2
AC007128.2,CCHCR1,PABPC1L,SBNO1
AL360169.3,AC073343.2,STK3,AC133565.1
AC007687.1,HACD2,TMEM175,STPG1
RERG-AS1,TENM2,SERTAD2,SLC22A4
CDX1,AC073167.1,COL4A2,ZFHX3
AC096666.1,LRRC61,AC015849.1,HAT1
AC095032.2,POLR2F,POGLUT2,PPIP5K2
AC016957.2,HERC5,AC023824.3,TFCP2
WNT7B,ADD2,HTATIP2,DIPK2B
AL031985.3,RERG,AC005224.2,DESI2
MYO1C,HOOK1,RAB40C,MXD4
SCN2B,TBC1D19,ERC1,AC106897.1
RNF148,EHBP1L1,LINC02503,NPHP3
PITPNM2-AS1,AL512343.2,LINC02505,PFDN5
AL096870.6,COX7A1,ZCCHC8,EIF5A2
AL442067.1,MOGAT1,TRMT2B,TSPAN14
LINC00484,AC073195.1,SAE1,FBXW5
AC009108.3,APIP,AC132153.1,MTOR
UTS2,BICDL1,AC092445.1,KCNB1
MYOC,AC010976.1,CLIC6,STK19
AC093390.1,MIR210HG,VKORC1L1,DOCK11
AC087565.2,TMEM134,RBFOX2,SLCO2B1
AC244090.3,SPG7,AL603839.3,ABCD4
AC073611.1,ATP2B2-IT2,RHOA-IT1,VPS26C
ASMT,CLDN5,AL139260.1,TRDN-AS1
B3GNT2,SLC39A10,AP2A1,AC092745.5
HLA-DPA1,AC132192.2,ZNF525,NBR1
BX255925.1,SSB,AP001781.1,NDUFAF2
CHCHD7,AP003717.1,TEX26-AS1,TTC28
OPRD1,SS18,STEAP2-AS1,ULK4
AC096773.1,CCDC186,CDK11B,WRNIP1
MBOAT4,C18orf32,MTFMT,PGM3
LINC00629,AQP1,MAPK1IP1L,RPL30
AC103855.3,ATP2C1,PLCXD3,USP43
UBQLN2,LINC01852,WDR26,PGM2L1
CTXN3,AC048341.1,AL353072.2,MAP3K14
RBMS3-AS3,KCNJ4,CPXM2,GADD45B
FAM83D,AC023796.1,KLHL42,FGFR1OP2
FAM124B,ANKK1,TMEM154,HSP90B1
C5orf66-AS1,AP003307.1,MACC1-AS1,AL353138.1
LINC00377,AL035401.1,AC119674.1,SLC38A11
PTH2R,ATP5F1D,AC073569.2,RPL14
AC018766.1,MTRF1,TPRG1,TIAL1
AC017053.1,COX7A2L,GRXCR2,CRLS1
PRR4,SCIMP,CWF19L2,NOVA2
LINC02316,NUDT14,LINC02109,PRPF19
GMIP,AL158832.2,ZNF404,REEP2
Z98949.1,OSTN,AC112481.2,FALEC
AP003174.1,LARGE2,PIGF,RPL27A
LINC02470,AC099521.3,SGSM3,CYP51A1
AP001189.1,WDR61,ZEB2,DPP10-AS1
C12orf77,SGK3,LRRC24,NAT9
AP002833.1,VEGFC,UPP2,AC116424.1
AC074366.1,RNASEH2B-AS1,NFS1,ZFR
CABP7,MTX2,HGSNAT,PSMB4
GAPT,ATP10B,AC124017.1,HDLBP
LINC02776,DUSP10,GOLGA5,PDIA3
CLDN6,MAGIX,LINC01288,ZNF398
AC006111.2,MTMR3,CASC11,WDPCP
AL020993.1,EFR3A,GSE1,MICU1
PNLIP,ATP5MD,ADRA1A,MRPL3
TAT,FLCN,ZNF559,SVIL
AF111169.4,LRRC8C-DT,UBE4A,MIER1
AC110772.1,HADH,CDC25C,PIK3C2G
AC023511.3,GOLGA1,SENP3,TAF15
AL590235.1,OPA1-AS1,AL731769.2,SEPTIN8
AC138781.1,NIPSNAP3B,POP1,SORBS3
AL163636.1,AC015853.3,LINC00570,HLA-DPB1
OR8S1,CDK5RAP2,HTT,RNF19B
AC007663.4,ATP6V0D1,NCAPG,UNC5B
AC122108.2,SMIM19,IGHMBP2,ARF1
LRRN4,MAP1A,SPATA6,BBS2
AC022148.2,AKAP8L,CXXC1,C1orf158
AL589787.2,AC131934.1,SLCO2A1,PAXX
AC091953.1,PCNT,TBC1D17,CD82
LDLRAD1,SENP8,SLC25A25,FOXJ1
AC131025.1,UVSSA,CHPF,ABHD2
LINC00678,TMEM204,VPS13B-DT,MECOM
LINC01673,SMPD3,HNF4A-AS1,ELP1
AC096647.1,NOTCH2NLC,USP34,ADPRHL2
SIGLECL1,MRPL15,IL12RB1,BCO2
AP003774.1,CD81-AS1,AC106038.1,AC104389.5
AC007953.2,HNRNPH3,GFRA2,AXL
AMY2A,HAS2,AL354810.1,PPIL4
AC008278.1,PEX10,ZNF99,PPP3CB-AS1
AC104237.1,DERA,GGA1,HAGH
C6orf226,KCNB1,DNAJC5,OSBPL11
CARD6,CCDC17,AL034417.3,MRRF
CPLANE2,GALK2,AC079848.2,TRMU
TAC1,ZNF473,USP50,PRPF3
LINC02475,HCG18,ADPRHL1,POLD3
ONECUT2,MRPS7,APAF1,MAP3K1
AC007292.2,MDH2,PHC1,RBM5
AC018946.1,ALDH1A1,SENP2,RFLNB
AC013480.1,AC068282.1,AC089999.2,AK1
AC068473.3,CNST,SPANXA2-OT1,IDI1
LINC01561,MIB1,NSUN2,VPS54
AL162464.1,AL050309.1,MTFR1,PITPNA
CHST7,AC000099.1,PLAA,TUBB2B
PRR22,FRAS1,SEMA6C,C1orf122
CCDC144NL,UFSP2,AP000561.1,SHROOM2
LINC02181,SYS1,LINC02519,EMP1
HIST1H2AD,HDDC2,ZNF558,AGAP4
AL161935.3,GFRA1,SNX3,FBXW8
AL136234.1,RAD51AP2,CALN1,XRN2
DRP2,AC084782.1,IGLL1,TMEM151B
AC115282.1,PARTICL,LINC01593,PPP1R3F
SPAG4,TREML4,C19orf44,PCGF3
LRCH1,PIRT,CUL1,CAPZA1
AP000350.5,RAPH1,EIF4G3,SCCPDH
TRIM21,KY,DPY19L4,LONP1
AEN,RRP12,ACTR1A,GTF2IRD2
ITGB2,ZFP14,SLCO5A1,TFEB
HEY2,SAP30,DPP9,ATP5F1D
ITGA10,FTO,GYPE,ST3GAL3
LINC01388,BAMBI,LINC02246,LAPTM4A
CACNA2D3-AS1,ALDH3A2,LINC00891,GLIPR1L2
RORB-AS1,LINC01023,AC015983.2,FAM162A
SCN3B,ITFG2-AS1,PSMD9,AKR1A1
C1QTNF4,CEP97,KLHL20,TBC1D20
G6PC2,SPICE1,FNDC3A,NENF
GMFG,SLC25A17,FZD4-DT,ELP3
AL122023.1,AL354743.2,HMCN2,EEFSEC
AL357497.1,EFNB3,AC006197.2,RPL29
HID1-AS1,LINC02636,LINC00311,ATP11B
AL096799.1,AC073389.1,GNB1,PRRT2
AC007681.1,PIP5K1A,AL356419.1,RNF138
DGCR10,ZNF322,PRDM14,AL392023.2
AL662889.1,SLC25A45,AC025262.1,ARCN1
AC005865.2,AL450992.2,ZNF114,FAM160B2
AC004490.1,AC010883.1,GTDC1,BGN
CCDC195,AC004470.1,Z98745.1,PSIP1
AC093732.2,MELTF,PDGFC,IGF1R
CALHM4,RILPL1,TEX36,AC074032.1
LILRB3,CLDN16,PCBP4,IL18BP
OLFML3,AGTRAP,EIF3L,LRP10
LINC01235,AC025181.2,GPR1,AL157373.2
ASPDH,LINC02158,LINC01915,AC087854.1
AURKC,AL606516.1,CARD18,PGRMC2
AL359532.1,AL627422.2,AC090844.2,AC005726.3
DTX3L,KIF26B-AS1,LINC02149,NUP54
AC046143.2,AL358154.1,DPH1,KANK1
RBM44,CLMN,CNTFR,PARL
ARG1,AC007996.1,NPIPA9,PLEKHA4
POU2F3,C1orf52,HPRT1,UBE2H
AC099811.1,KLHL28,PHLPP2,CYP27A1
AC136424.2,UBR5-AS1,INTS11,VDAC1
UBE2E2-AS1,EEF1B2,MINAR1,KDM1A
LINC01817,INPP5E,TMEM30B,EDF1
AC100786.2,AC015849.3,OGFR,RCN2
SKOR2,CNPY2,KATNAL2,FBXO2
AC016526.4,STARD7,SIMC1,TBX2
LINC01880,TOM1L2,NLRP4,NACC2
AC009230.1,LINC01719,ZNF354B,SIL1
RTP1,ATP6AP1L,AC022613.3,TLK1
AC117569.1,RNF227,LATS1,ORAI2
CTSW,AC009061.2,ZNF610,RASEF
PREX1,KIF18A,HOTAIRM1,DTD1
C8G,SIAE,SMCHD1,TOP2B
TCF4,ZNF621,LINC02197,LRRC37A3
ARHGAP29-AS1,AL121839.2,AC011901.1,DENND11
PRKCG,C10orf95,PTGR1,C1QBP
AKR1E2,TUBA1A,PLOD3,FNTA
AC020659.1,CREBZF,S100Z,YWHAG
ACTL6B,TAFA5,AL162385.1,LARP1B
RHOG,COX17,NUCKS1,PRMT1
LINC02054,ENTPD2,GPBP1,AFTPH
C16orf91,ZNHIT2,ST6GALNAC6,MICU3
UBE2L6,SH3BP5-AS1,UBE2O,YTHDF1
LINC02458,ATG2B,AP003900.1,CXCL14
AL162595.2,AL353768.1,AL391095.1,TTC7A
LCN6,NDUFC1,TMC3-AS1,OPHN1
ICOS,SYNE3,ANKRD62P1-PARP4P3,SDCBP
AL158214.2,AC005209.1,LINC00466,ZNF714
AC005550.2,CEP250,LBP,MAPKAPK5
ATCAY,PPP3R1,ZC3HC1,GNG10
CDKN1C,LENG8,PTPRH,FAR2
AC084855.1,GGCX,F11-AS1,EIF3E
NOS2,VIPR2,TRPV1,AC011405.1
TGFB3,MARCH8,TRPV3,SLC7A1
NFATC4,AL157938.2,MED1,FSTL1
TXK,PRKCA-AS1,AL356413.1,SLC25A32
KIAA0040,LINC00623,MAPK1,MT-ND2
TEX43,EBLN3P,ATP11B,M6PR
LINC02681,POGLUT3,AC009081.2,CWC27
LINC01926,SUPT20H,HIST2H3PS2,AL157886.1
AL356740.2,MTRF1L,WAC,XRN1
HOXB4,EXOG,REST,NAA20
CD7,CEP131,GTPBP6,BDP1
AC104458.1,UBN1,SIPA1L3,AC009163.1
FUOM,RELL2,URGCP,HIRA
AP3S1,TTC21B-AS1,HEXD,SKI
PROX2,SMPD2,DCAF1,CTSZ
AC017002.1,CCNA1,RIMS4,PPP2R2D
PROC,B3GALNT2,LINC02296,TCEAL2
AC022558.3,AP001122.1,NRIP3,FXYD1
PSKH2,AC015813.1,DNAJC28,ATP6V1A
AC012462.3,LRPPRC,CRYAB,CDK7
AC011455.1,GSTO2,AC078962.2,SLC25A6
DINOL,RHBDD3,BCDIN3D,AMPD2
KRT20,GAS6,IPO9-AS1,SARM1
LINC01477,OR11A1,AC022898.2,PAGR1
AC104109.2,AL139089.1,AL121821.2,EFNA5
CCAT2,AC138625.1,FCF1,RELCH
AC092068.1,NDUFB4,SMIM20,DYNC2H1
RPS6KB2-AS1,AL096706.1,AL592183.1,SPPL2B
AC008667.3,KDM2B,AC008938.1,HARS
AC079248.1,SASH1,ARPC1A,AP002008.1
AC114763.2,GNB2,AP1G2,UFC1
THRSP,ZNF213,ZNF280D,STX2
AC079117.1,ORC4,RBM39,KPNB1
AC004477.3,ZNF446,RBBP6,DUSP6
AC084064.1,ASPHD1,AC084198.2,SPRYD7
AP001471.1,GRIN2B,LINC00393,CATSPER2
AC005911.1,GPLD1,PRKAA2,EIF2A
AL139275.1,CCDC34,KIF3B,TGOLN2
Z99916.1,AC009495.1,SELENBP1,PCA3
LINC02518,ABRAXAS1,HPS5,GTF2I
ADAD1,WDR11-AS1,UBE3B,OGA
AC079328.2,DGCR8,KLRK1,UGCG
AC012555.1,PTGES2,ZFP90,SECISBP2L
CU633906.2,VAV2,AL157834.1,SMTN
ANO4,FBF1,ZNF600,MED10
LINC01568,KATNBL1,AL162253.2,USP3-AS1
ZNRD1,GMCL1,ZFHX4,SH3GLB1
ELOC,RNF115,SNTG1,GRIK2
OR1L8,TAB3,LINC01709,DIS3L2
LINC01905,TMED1,DHX57,OSBPL2
AP001781.1,PXDC1,TMEM200B,SRF
FAM83B,ORC2,AL592043.1,SPIN1
CBFA2T3,ZNF713,AC010745.2,NISCH
LINC01465,PPP1CC,XKR3,NRIP1
AC006064.3,AC010422.2,INTS3,FRMD8
AC104417.2,LCORL,GACAT1,HPSE2
AC140725.1,AARS,CLEC4C,GPATCH2L
AC067773.1,KIF5C,LIMS3,KLHL25
DNAH17-AS1,AC022210.2,AL807757.1,POLR2B
AL049839.3,PRMT1,LINC02050,DCP1B
DNAJC5G,AL162725.2,AC107208.1,ITGB5-AS1
AC104232.2,PFKM,GRHL2,PSMG2
EXOC3L4,GALC,HIST3H2BB,AC119150.1
CTAGE6,AL021918.3,IL17D,CFAP97
AL589863.2,AC099535.2,RAI1,AL357052.1
AP005136.4,LONP2,AL020994.2,MTF1
FOXCUT,AC016590.1,LINC02463,SNHG30
AL162632.1,AC005041.4,HNRNPH1,AC048341.1
AC023905.1,ZBTB20-AS1,GSDMB,HMGCR
NOP16,MAP3K20-AS1,AC005042.2,DPY30
MIR497HG,ERI2,AC108210.1,BPTF
SLC10A3,TMEM259,ADPGK,AC092868.2
FSIP2-AS2,NHLRC3,AC009878.2,PFN1
AL358216.1,TSC22D2,AC129807.1,BABAM2
AP002807.1,TMEM260,PSKH1,CSNK2B
RNF26,IDH3A,ZNF875,PPWD1
APCDD1L-DT,ATP6V1H,LINC02008,SNX27
CRIM1,DEK,YEATS2,RCN1
AC079163.2,EEF2K,SLC12A6,EXOC1
AC005840.4,ISCA1,KCNMA1,ALS2CL
DUSP7,TMEM220,FLNB,CCND2
SAA4,DENND10,UGCG,ARF3
AKAIN1,TRIM29,SLC25A21,ABCC3
KIRREL3,SDHAF3,LETM1,ARL4C
CDHR5,PDLIM3,SGMS1,DNAJC27-AS1
AC243829.4,TRIM73,AL136129.1,FAM13B
SHANK1,AC016831.1,ZNF512,AC008781.2
RNF220,ENDOV,CYP2C8,TTC39B
TRAPPC5,MLANA,SLC2A11,LGALS3BP
AC007570.1,IDH1,CISD2,ADGRA3
CDC42EP5,PRPF40B,NUDT19,AC024941.2
RNF152,AC002072.1,AC136944.1,SETX
LINGO1,SLC25A11,RTL10,STX3
AC027307.3,AC091132.4,SLC35A1,KLHDC10
AC013724.1,NCAPD3,AC005072.1,SLC27A6
RASGRF1,AL021308.1,PRICKLE3,HECW2
NTRK1,CELSR2,AP001318.2,IL6R
MANEAL,RAB11FIP4,AL132800.1,ZSWIM6
PROM2,LINC02656,SNX30,DPH7
NHLRC1,KIZ-AS1,LINC01738,CCP110
AL135902.1,RMC1,UBTF,CTSS
AL662844.4,DNAJA2,LINC01498,CRBN
LINC01655,PLPP1,LINC01357,AL021918.5
SP7,ACBD7,SULT1B1,ASAH1
CHST13,CHKB-DT,ENPEP,AC015849.3
AC005609.1,CREBL2,AC079772.1,AC016821.1
AP001363.1,DMAC2L,NUP160,TNFRSF10A
AC100756.4,SEPHS1,SPINT2,JAG2
CYP26A1,LRRC8B,GLCCI1,AP3B1
HIST1H2BK,Z94721.1,TIGAR,CDYL
PRICKLE2-AS2,ANAPC5,MAP3K9,SOX18
AP000439.2,AC018521.5,MRGPRF-AS1,RHBDF2
LINC00364,AC097534.2,AC011747.1,AL031428.1
AC091607.2,PDCD5,FBH1,NKD1
BSN-DT,TKT,ZNF791,PPIG
AC023886.1,ERLEC1,XG,AC010624.3
AC022325.2,CENPS,BRD8,PHB
CHRNA10,SLC35F3,AC114485.1,GOLGA8B
BYSL,HAS3,TM7SF2,DDX46
ZNF488,SUSD1,TET2,ZBTB25
NDC80,AHCYL2,GNA11,SLC35F5
RUNX2,PAXIP1-AS1,HERC2,EPS15
FMO2,CSNK2A2,CDH24,IL10RB
SLC26A9,NDFIP2,BMT2,MTX2
AL596247.1,AL031293.1,NUP210,SNRNP40
AC015967.1,AL355974.2,CRACR2A,UBE2G1
NYNRIN,NDUFA12,TMEM131,AL160314.2
ZNF641,POMZP3,MRVI1,IL33
OR52K1,TGFB2,MOB3A,CNPY3
AL355916.2,AC139493.2,CNBD1,TTC1
ZNF426-DT,AL445259.1,SPX,FAM110C
AL356512.1,AC097537.1,OR9Q1,ASTN2-AS1
C5orf17,NUTM2A-AS1,GDI2,BAG6
AP003307.1,QTRT1,AC012574.2,AC008649.2
LINC02740,ZNF534,AC100793.4,CCDC13
LINC02780,RNF6,AL445584.2,CCDC47
BRWD1-IT1,AUH,P4HA1,PCBP2
AC110014.1,LPXN,THRAP3,AC087500.1
CBLIF,TECR,PDCD11,DYDC2
AC015818.2,TEAD1,MAD1L1,SLC9A3R1
AC026368.1,ZNF436-AS1,AC092111.2,SMAP2
AC015802.3,SCN2A,PRKCZ,TMC4
STYK1,AC011416.3,GFPT2,HNRNPC
AL358134.1,ROGDI,AP003096.1,LINC00844
VIPR1-AS1,PPP1R3C,AC087883.2,PIFO
Z98752.4,HOMER3,THEM4,FLVCR1
AC110995.1,AP001021.1,ZBTB44,RAB27A
RGCC,S100A1,LINC01485,WASHC4
LEFTY1,AC025917.1,TOP2A,AHI1
CLP1,NCS1,SPATA9,CPXM2
MAPK3,IGSF6,CBFA2T2,GRB10
POTEH,BSG,ARV1,DKC1
DUOX2,PIPOX,ITGAD,ZFYVE27
AC027801.3,SATB1,SYMPK,RAB1A
SLC38A3,YIPF5,PUM1,ENO2
CPNE7,NECTIN3-AS1,TRMT1L,SINHCAF
AC084759.2,PRKN,C12orf73,YY1
AC018731.1,SCAMP1,NPW,NOTCH4
AC093627.6,AL353194.1,AC016727.1,LURAP1
AP005131.4,DHX38,AC093722.1,AC079354.3
AC079949.5,SLC2A1,NAPG,AC117528.1
AC112236.1,SDCCAG8,SRSF4,FBXL4
KLHL34,GOLPH3L,AL096870.8,IAH1
LINC00514,GLE1,OTOA,SERTAD1
AC007731.3,ETNK2,SPATA20,IL17RD
AC069214.1,FAM117A,TLK2,AC012085.2
AC009093.4,ARHGAP8,SLC44A2,PRR5
AP001267.4,PDE9A,LINC01435,GPD2
AC005495.2,TP53TG5,AL035458.2,ITPRIPL2
CASP14,SLC7A1,USP13,CUEDC1
LINC00661,C1QTNF4,TST,ZNF451
NAV2-AS5,ARL16,ABCA6,GRM5
AC092198.1,TAF10,AL035252.5,DYDC1
GJD2,INSYN2A,SIX2,ARMCX3
AC113382.2,LINC02449,CENPJ,SDC4
AC073367.1,CRLS1,NRXN3,RACK1
AL158835.2,C2orf15,CYP27C1,RPS15
AC008033.3,MYO7B,OGFOD1,DNAJB4
AL390961.2,SLC2A11,PRPF39,C11orf65
AC007993.3,RSBN1L,NLRP12,AL356805.1
AC023825.2,AK3,ANXA13,ACTR3B
MSGN1,COPS6,AC022915.2,PHEX
AL731553.1,TULP3,LPGAT1,ELF1
SMPX,FAM221B,AC008703.1,AC010754.1
AL162734.1,IKZF4,NPAS1,LAMTOR5
AC017033.1,LINC02029,RNF128,SETD2
OR5AS1,GNL1,UGDH,CLK3
PEX5L-AS1,FSIP2,DCDC2C,RDH13
AL121908.1,SLC38A11,AHI1,CISD1
TNKS2-AS1,RAB3IP,GPR78,VPS13D
BTBD18,AC004241.1,XDH,UVSSA
LINC02289,AL627316.1,C12orf65,ZNF146
PTTG2,PRADC1,AL390800.1,NAB2
AC073655.2,ANXA4,BMP6,RNASET2
EPO,CCDC122,SOS1,PDK3
AC023503.1,FAM219B,PMS1,SPICE1
NRARP,AC008555.5,PTPRJ,LASP1
AQP3,PROM1,AL049840.4,LDB2
LINC01721,RAD23A,AC063938.1,CCDC180
C1QTNF1-AS1,RMND5A,TYR,SELP
TOE1,AL590560.3,ZNF365,MPP5
DDX58,AC007220.1,LINC01862,KMT5C
AC105180.2,KIAA2026,WDSUB1,CLYBL
AC114321.1,ZFPL1,BCL2L13,DDX19B
AC021733.2,LIN7A,SARS2,CFAP20
AC010809.3,TOP2B,OVCH1,MAGEH1
PXN,ATP5MC3,ATRIP,KRT10
LILRB2,MICOS13,CCL27,AC005670.3
DPPA2,LINC02427,TASOR,TDP1
TMEM131L,LINC02767,PCGF6,LAPTM4B
AC090946.1,AC016747.1,NNT-AS1,CBX6
AC068790.7,KCNC1,AL356488.2,SOAT1
MEX3B,SHANK2-AS1,C1orf185,FAS
SLC17A6,EID2B,CLNK,GNG7
PIANP,ADIRF-AS1,ZC3H14,ZNF621
LINC02732,SNAPC4,SEC61A1,PMM2
CD79B,OR12D2,CTCF,SH3KBP1
AURKB,AC091978.1,COL6A5,ZNHIT6
APOE,AC084211.1,AC025366.1,UQCRQ
GBP3,USP11,ZNF227,TTL
TPI1,UBXN4,AC026333.3,LRRN1
ERO1A,RPS27L,AC012456.2,LINC01844
KYNU,GET3,LINC02002,MORN4
GIMAP6,RUFY2,MIR548XHG,MBIP
AC016737.1,LINC02334,CAMKK2,BBOX1
TRGV4,AC009242.1,SYVN1,VPS35
AL592430.2,FGF2,AC092910.3,PHF1
AL133481.3,USP6NL,FGD1,ZBED3-AS1
AL844892.1,SMAD1,DDX43,A2ML1
AC009305.1,ACY1,AC121764.1,IPO5
EVX1-AS,JPT2,SELENOP,GNS
AL713851.2,AF111167.2,LINC01933,RRAD
HOXA4,THRA,DCAF17,CCDC114
AL441943.1,TMED8,WWP1,GAS8
HOXA5,PTGDR2,DIS3L2,ATP1B2
TRGVA,DPY30,LINC01818,FAM118B
AC009303.3,PXYLP1,TNPO3,BRF1
TRGV3,PSD,AC021321.2,GPSM2
TRGV1,ADARB2,ZMYM4,SIDT1
TRGVB,MEAK7,PLEKHG4,PLEKHG5
BX469938.1,AC103858.3,GDPD3,MARC2
FAM47A,DHX9,ADGRG4,TMC7
NKX2-3,MINCR,AC008035.1,RBM33
AC022028.2,LINC01571,IREB2,FCHO2
AC097637.3,FRS2,KAT14,GORASP2
AL157394.1,FASTKD2,ZFP62,CCDC181
AL391704.2,LINC00665,AC138761.1,LCP2
OR14K1,AC036214.1,HEMK1,RPS21
SMIM39,UBAC2,AL109947.1,LYRM2
AL391832.1,PCNX2,FAM234A,NAE1
VCX2,MYO7A,DDX52,UBXN4
AL358176.1,XXYLT1-AS2,DMAP1,C12orf57
AL355314.1,PKN1,USP9X,PPIE
OR2G3,VAMP1,HIVEP1,SPAG16
AC239585.1,PPFIBP2,AL135999.2,RSF1
AC067747.1,GAS2,LINC02672,FAM174A
AL157387.1,AL139294.1,AL161630.1,GALK2
AL355376.1,ZC3H14,LINC02163,MSH5
AC090957.1,CD226,RNF144A,ILKAP
AC122683.1,UQCC1,KRTDAP,CPM
AC106875.1,LETMD1,COQ2,HNRNPH1
AC096559.1,AC069439.2,UPF2,CTC1
AL356311.1,CBWD6,AC007370.2,TSTD3
AL031773.1,SMC5,CASC3,SMAP1
ARPP21-AS1,TBC1D32,RNF170,POLR1C
AC112211.1,ATF3,AL138826.1,MED28
OR2G2,RPAIN,ZNF483,PI4KA
SPHAR,AL360015.1,CYP4A22-AS1,PLA2G6
AC012558.1,LINC01567,AC007333.2,BET1L
C10orf71-AS1,DAP,CHRNA3,SEC23IP
AL512366.1,ATP1A1,TMEM92-AS1,PMAIP1
LINC01318,AC010931.2,AC005840.2,ZBTB7C
AC051618.1,LIPE-AS1,NF2,CELF2
LINC02655,TCF4-AS1,BLMH,SSR4
AL450345.1,LINC01091,OTUD7B,OTUD3
AL591212.1,OSBPL2,TNPO1,HIVEP1
AL359195.1,KCTD18,AC005208.1,SRM
OR52B4,PHF1,AL139023.1,GOLT1B
SPANXN5,TAF4B,AC026780.2,AC092839.1
C9orf62,DPH6,ZNF202,FHL5
AL606970.2,ZNF474,AC091576.1,HDAC5
AL603764.2,AP002813.1,AL590652.1,CFLAR-AS1
FAM24A,KDM5C,LINC01609,ATP6V0E1
SLC18A3,CHIC1,HHIPL1,RPL32
SSX2,AL049552.1,AC068631.1,SYAP1
XAGE1B,LRP5,ZSCAN12,SLC9A3R2
NPY4R,MISP3,GABPB1,IRF2BP2
AC035139.1,USP46-AS1,TTN-AS1,RIN2
AC073176.1,AL355592.1,CCDC84,SLC27A3
AL390862.1,FAM53B-AS1,SEZ6L2,UQCR10
RPS6KA2-AS1,ANKLE2,LINC02775,MIPOL1
AL121929.1,RING1,GPRASP2,B3GNT5
AL513542.1,KCNJ10,B3GALT5-AS1,SF3B2
GPR148,TMEM141,TRIM63,ABHD18
AL353615.1,CBFA2T2,SIRT1,NPRL3
LINC01932,CYSLTR2,AC009117.2,PEX14
IGKV2D-26,MDP1,FAM120A,STAU2
IGKV3D-11,SSU72,PLAC8,SPNS2
IGKV3D-25,SCYL2,LINC02422,UBE2N
IGKV4-1,GCHFR,LINC00351,JHY
IGKV2D-40,AC006059.4,LINC00504,TAGLN2
IGKV1D-12,AC006504.5,CASC4,CACNB1
IGKV1D-39,SPRY2,DNAJB4,EED
IGKV1D-37,ZNF444,TAB1,TAP1
IGKV2D-36,FNBP1,RHBDL3,AL031280.1
IGKV1D-35,PPP1R35,MMAB,MAP1LC3B
IGKV3D-34,IGFBP2,VPS13C,F11R
IGKV1D-33,FAM110C,SSC5D,VWF
AL158141.1,RMDN3,CDK5RAP3,APBB1
IGKV1D-13,AC010729.1,AC087857.1,PRPF6
AC009970.1,NPEPPS,ZNF532,MFF
IGKV1D-43,NDUFAF6,AL390838.1,CCNK
LINC02850,LINC01088,CCDC159,ORC3
LINC02639,CDC16,LINC00879,POLR2I
IGKV1OR2-1,FSCN1,AC048352.1,TNPO3
CXorf49,CAAP1,AC093655.1,RPL9
IGKV2OR2-2,AASDH,ANKRD49,CCDC136
IGKV1OR2-3,AC068025.1,LINC02218,SYPL1
FTHL17,CCDC39-AS1,RABEP1,TMX2
AL359508.1,TLCD3A,CCDC32,OSBPL9
AL355537.2,STEAP1B,ADGRA2,USP34
AL355537.1,SCN11A,RBPMS-AS1,ADARB1
AL160290.1,AC023510.1,ZNF419,ZNF483
AC068058.1,LINC02576,PARP6,MAP3K12
IGKV3D-15,INTS6-AS1,AC048382.5,CPSF7
FRG2B,RGN,WBP4,FAM210A
IGKV2D-14,NAIP,AL162586.1,DLGAP1-AS1
IGKV3OR2-5,AP000688.2,HMGXB4,EPN2-AS1
IGKV1D-17,ZNF804A,LINC00836,LOXHD1
IGKV1D-16,MLIP-AS1,CLCA2,PWRN4
IGKV2D-30,IFI27L2,C3orf33,ARHGAP27
KRBOX1-AS1,KLHL3,NUDCD3,DYNLRB1
AC010987.1,DLAT,VIM,CSNK1G2
AL390835.1,AKR1A1,TECPR1,DENND4C
