bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
FRAT1,AC005519.1,GPR31,CD3E
PHLDA1,AP003557.1,FTHL17,LINC00551
AC022196.1,AL008628.1,FAM47A,AC011505.1
RABGAP1L-DT,MOG,XAGE1B,LINC00396
ATP5PD,KLHL36,AC239585.1,AC009446.1
TRIM28,SPIN2B,CENPVL2,AC123023.2
PIN1,PSMF1,AL139811.3,AP002991.2
AL049795.1,AP1AR,AF111169.2,IL24
SPAG5,AC026770.1,AC117469.1,AL080316.1
TAF9B,AC090515.5,XXYLT1-AS1,OR2AE1
AL591368.1,AC099811.4,AC069257.1,LINC02500
CRYBB3,AC114341.1,NKX1-1,FASLG
AC092747.4,FNDC1-IT1,AC124301.1,AC093840.2
AL359258.2,BNIPL,MRGPRX4,AC099786.1
E2F3-IT1,DHX35,AC090099.2,AC100797.1
LINC01744,INSYN1,AL035696.1,AC107882.1
AC125437.3,ZNF480,AL035696.4,AL133387.1
MRFAP1L1,HNRNPD,AL731684.1,AC008991.1
TTC9C,CEP76,AL133351.2,AL731555.1
AL049830.3,NAPB,AL391422.3,AL583839.1
DAND5,CBLL1,AC113192.1,AL662890.1
AL390195.1,AF241728.2,LINC02722,RETN
AC026979.4,AC245014.3,MYOD1,AL080275.1
SLC24A5,DYNC1I2,IGKV1D-43,AL606970.1
CALML6,MSTN,IGKV1D-42,AC021744.1
AL356056.2,NOP2,IGKV2D-10,ARID3C
HSD11B1-AS1,AC009088.1,IGKV3D-11,CU634019.1
TRIM35,AC010609.1,IGKV1D-12,FAM205A
AC005632.6,CLEC10A,IGKV1D-13,AP002833.2
AC003005.2,CENPN,IGKV2D-14,FAM47C
SLX4,AL391987.3,IGKV1OR2-1,AC004771.1
MIER2,ZNF529-AS1,IGKV3D-7,AC007787.1
MYADM,PTOV1-AS2,TRIM43,ISL2
NGF-AS1,AL589765.4,HIST1H2BA,UTF1
HNRNPH2,TRPC7,IGKV1D-39,AC091588.3
GPATCH11,AC074387.1,IGKV2D-40,AC061975.1
AC005089.1,PCDHA7,IGKV4-1,AL137857.1
LY86,AC008752.2,IGKV2D-30,AL139008.2
TIGD2,IL25,IGKV3D-31,AC009248.3
FO393419.2,BTRC,IGKV1D-32,MRPL40
PRR26,AC055788.1,IGKV1D-33,AC100774.1
AC099518.4,TMEM249,IGKV3D-34,AC022960.2
POLE3,FST,IGKV1D-35,MYCBP2-AS2
MZT1,MMP15,IGKV2D-36,AC124283.3
PFAS,PGM5P4-AS1,IGKV2D-38,AC083806.2
FYTTD1,DTWD2,FAM99A,AC032044.1
SCAT2,ARHGAP21,KRTAP5-5,AL121904.1
RNFT1,PAFAH2,LINC01015,AC084018.1
AC008608.2,AC092807.2,AP005205.1,SH2D2A
AL121944.1,NT5DC3,CGB5,ZNF346-IT1
AC012313.8,MANEAL,AC008687.3,RIDA
NKAIN3-IT1,OOSP3,IGHJ4,AL391056.1
PDE9A,AC089985.1,IGHJ5,AC004908.3
ZNF768,NCOA6,IGHJ3P,ACR
AC117383.1,AL049825.1,IGHJ6,AC004522.3
ZNF829,AC104260.3,IGKV1D-8,ALOX5AP
AL357568.2,CPNE9,IGHD5-24,ZNF691
ETHE1,LINC02192,IGHD6-25,KRT86
MRPL44,TMEM131,IGHD1-26,AP001062.3
AL138999.2,CORT,IGHJ1P,PCDHA1
MATR3,EBAG9,IGHD7-27,GEN1
NDUFS5,FUT4,IGHJ1,CCR1
ENOX1,AC104794.2,IGHJ2,AC020917.3
LINC01331,AL138916.1,IGHJ2P,ABCD2
NOL11,AL135924.2,IGHD3-16,P2RY8
AL050338.2,AC090425.3,AC005324.2,AC108448.3
AF123462.1,KRT1,AC104831.1,ZNF429
PSMC3IP,RTL6,OR51B6,SIGLEC14
LINC01414,ZNF680,AC104389.2,AC022201.1
AL020997.2,PSMG1,OR52J3,PHACTR2-AS1
LINC01144,PCLAF,OR51T1,AC126283.1
COX4I1,NAMA,OR51F2,AREG
LINC00615,RPL36A,OR51Q1,GRIK3
AL353740.1,AC090772.3,OR52W1,AL353194.1
FGF8,CU633906.5,IGHJ3,AL031846.2
JAGN1,LINC02014,AP001094.1,FBN2
AC107463.1,AC022960.2,AP001180.2,AL139011.1
AP000302.1,USP28,TRBV5-3,PHOSPHO2
SLC25A10,GRPEL2,PPP1R2C,AL158196.1
POMGNT2,AL050350.1,S100A7L2,AC004877.1
TMEM184C,CCKBR,AL356017.1,AC092653.1
CCDC22,AL354892.2,AL137786.3,GNA14
GALE,TBL1XR1-AS1,AL355097.1,RIPK3
APOBEC3F,AC099518.1,AL163974.1,AC112719.2
NECTIN2,PLA2G10,TMEM212-IT1,AC121493.1
DGCR8,AC110296.1,OTOL1,CHL1-AS2
E2F4,PGBD4,AL355836.3,AL133551.1
RAD51AP1,AC007535.1,AC108448.1,SND1-IT1
AC004448.2,AC073611.1,AP001120.2,AADAC
AC025180.1,ZNF32-AS2,TRBV7-6,LINC02020
LINC02503,AL645937.4,TRBV6-7,TSSK6
LRRC66,AL135838.1,TRBV5-5,ACSM4
AP003066.1,AC011498.1,TRBV6-6,NEURL3
AL390774.2,LINC00501,TRBV5-4,TRIP13
FCHSD1,RBM7,TRBV7-4,ZNF616
AL049870.2,OR51M1,TRBV6-5,AL121749.2
GRN,DHX57,IGHD4-17,AP001094.2
MT1F,LINC02320,IGHD5-18,OR2L5
CYP2J2,RELT,IGHD6-19,ADAM21
NHEJ1,MYOZ2,OR52M1,SKOR2
AL356804.1,ZC3H18,IGHD2-21,RTP1
MARCH2,MED27,IGHD3-22,AL450306.1
LINC01479,AC007099.1,IGHD4-23,AC068491.2
MCUR1,DMAP1,IGHD2-8,CDCA3
GPR55,AC135050.5,IGHD3-9,ZNF526
ZNF114,AC010894.2,IGHD3-10,VNN2
MROH9,C20orf144,IGHD4-11,EDC4
AC080162.1,ZNF263,SSU72P3,AC068792.1
ANXA2R,PRSS27,SSU72P5,AC037198.1
TCF7L1-IT1,AC034195.1,AC090587.2,LINC02286
AC100861.2,CD180,IGHD1-20,MIR7-3HG
LINC02020,AC118555.1,AL136376.1,CCDC38
RFWD3,AC010331.1,PABPC1L2B-AS1,LINC00412
AL356134.1,AC004921.2,FAM236D,DEFB131B
AC009432.2,EPOP,FAM236B,SLC16A4
GBGT1,AC103739.3,AC018931.1,SLC9A2
AP000793.1,TCF4-AS2,ELOA3B,ZBED6CL
SLC16A4,AL158163.2,AC107072.1,AC107463.1
DCTN5,VAMP2,GK2,PRR34
CHADL,AP003025.1,AL357514.1,AL023803.1
BLOC1S1,SLC35G5,OR4X2,NLGN3
AC007666.2,CPHXL,AL133371.1,AC131235.2
AC104964.1,SLF2,PIGY,FOXP3
AC009152.3,ZNF546,LNCPRESS2,Z98885.3
IGF2BP1,ZBTB33,OR4K14,PYGM
LINC01204,AC009120.3,Z98880.1,AL606834.2
KDM8,AL606834.2,OR11H2,AL355388.1
LINC01033,AL355388.1,AL512310.9,AC090515.6
CCN5,COX4I2,AL929601.3,EPHA1
EDEM2,LINC01409,OR6S1,AL596247.1
MAL2-AS1,NPM3,RNASE12,AC007496.2
EFCAB3,AC108134.3,AL355922.3,AC109472.1
AC087623.2,AC133919.1,AP001595.1,CELSR3
AL021393.1,LINC02810,AJ009632.1,SMAD9-IT1
NFKBID,AC097468.4,AP000432.1,FAM222A
SNHG32,AC008572.1,AC241644.3,AC140847.2
AC011481.1,AC022509.1,LINC02806,IGSF22
AC119396.2,MND1,PPIAL4C,MYO1H
MRPS12,TMEM145,HIST2H3A,Z84468.1
AC079950.1,KMT2B,PPIAL4E,CFAP161
PARD6A,AC073320.1,LINC02799,AC027117.1
CEP295NL,HPD,PPIAL4D,AL023581.1
AL358781.1,DIP2A-IT1,OR4D6,RAB7B
BRIX1,AL356055.1,OR2A4,LINC01252
CAMLG,PSPH,TAAR1,CASC16
TMEM101,STARD5,TAAR5,AC079209.1
ABRAXAS2,SAG,MYB-AS1,MON1B
PRPH2,LRRC53,AL133319.1,MSTN
LINC02268,C1QC,OR4E1,AC090360.1
ZNF285,AL391557.1,OR10G2,ZNF668
AL356580.1,AC002375.1,AC025244.2,IGFBP5
GNPDA2,SBF1,OR6Q1,AC005046.1
LINC02253,OPN5,OR4D11,SEZ6L
PHF19,HTR3B,AC005789.1,BCAN
DOK4,AC116366.2,OR2F2,LINC01305
RNF166,ATRN,OR2A2,AC021613.1
TXNDC12,CEP70,TRBV25-1,AC073957.1
AL133330.1,PPP1R18,TRBV24-1,RNF113A
AGTR1,AL807776.1,TRBV22-1,MAGEB17
PHYHIP,PCAT14,TRBV21-1,OCLM
ASAP1,PIGL,CD1E,AP001330.1
PRSS55,NR1I3,TRBV19,CENPVL3
AC068389.1,LINC00235,AL358215.1,HCG24
RIPK4,ABCD1,SLC22A12,AL590490.1
TRMT112,MARCKSL1,RNASE9,AC133106.1
AC016229.2,TUSC2,AC108516.1,AL031717.1
LINC01107,AC104472.5,AL139035.1,AC026341.3
NDUFS3,ZNF346-IT1,LINC00283,CLDN22
AL121820.2,AC244453.3,LINC01067,ERVE-1
MAJIN,FDX1,LINC01218,AP002765.1
MGST2,PTPN22,LINC01217,LINC02122
LINC01730,RNASE1,LINC01216,AC006450.2
AL353751.1,AC113404.1,LINC02337,AC011461.1
IGFBPL1,AL365181.2,AC006305.2,AC022730.3
P2RX4,SPATA5L1,AC090236.1,NUTM2B
DOCK2,AC009563.1,AP003068.3,AC103726.1
GCHFR,AC090515.2,CYMP-AS1,AC113346.2
AC024563.1,AC022509.2,CU638689.1,BFSP2
USP27X-AS1,AC121247.1,FP236240.1,ZBTB6
WARS2-IT1,NPIPB7,IGHV1OR21-1,AC084364.3
NACAD,AL157400.2,AC133485.2,AC020910.5
NDRG4,AC022306.2,AC133485.3,AL031666.3
AC024060.2,CSNK1A1,AC074050.2,CYB561D2-1
CDKN2C,CXXC1,AC106730.1,MEIOB
DDX20,CLN5,AC141257.1,AL359878.2
CYP51A1,AC022973.3,AC141257.2,SMYD4
AP002370.2,SP2-AS1,AC129492.2,AP001107.1
SSPO,AL513548.4,AC138869.2,AC010531.3
VIM-AS1,C5orf58,AC138907.2,AC012568.1
LAMTOR2,AC141586.3,IGHV3OR16-7,TCF4-AS2
AC008083.2,AC016931.1,AC017002.2,PSG8-AS1
VAMP3,ABHD16A,IL36A,FAM225B
MRPL12,ARFRP1,IL36G,AC020656.1
AC097634.1,AC074135.1,IL37,USP21
AL731563.3,ATP13A4-AS1,IL1F10,MAGI1-IT1
AC068633.1,LINC01817,AC003688.2,AC026470.2
MS4A4A,AC021755.2,AC113189.1,RMDN1
SPTB,TMEM233,AC138869.3,PRDM4
COL18A1,LINC02477,KRTAP22-2,RMI2
AC005842.1,AC005070.3,KRTAP19-7,ABCG4
ZNF28,ARMCX5,KRTAP19-6,AC099684.2
AC016722.2,DAPL1,AC093894.1,LINC02479
LIN54,VLDLR,AC108051.1,AC103563.9
C16orf86,DTD2,OR4A47,AC004264.1
TMPO,AL021937.3,OR4S1,GLYCTK
ST3GAL6,PCOTH,OR4X1,AC068989.1
RAPGEF3,AL445649.1,OR4C16,AL591845.1
DGUOK,AL390839.1,OR4C15,AL031848.2
MYLK,AC023669.1,AP000474.1,AC007923.4
NME1,AC007557.1,OR4A5,APELA
AC007390.2,LINC01614,AL355497.2,AC114808.1
OPN3,AC104985.2,AL356311.1,AP4B1
LINC01194,AC011257.1,AL031773.1,LYRM9
SNHG11,AL161640.2,AL512358.2,AC027682.6
LINC01353,AL023806.4,AL158141.1,NTF3
AC090709.1,AC074132.1,CXorf49,OR51B5
AL512598.1,AC018685.3,PPIAL4H,MIEN1
TRABD2B,AC010907.2,AC239802.1,LINC00545
PPEF2,PPP2R2B-IT1,HIST2H3C,AC009065.6
ANTKMT,AP001630.1,OR4A15,HIST1H2BB
SEPHS2,AL391244.1,OR4C13,AL355303.2
NR1I3,AC011005.4,TRBJ1-2,VCX
AC011442.1,AC082650.2,TRBJ1-1,AWAT2
CRLF2,AC026369.3,TRBD1,AC131254.1
AL049597.2,AC091010.1,TRBJ2-7,AL592435.2
AL132656.3,TMEM88B,TRBJ2-6,AC020892.1
AL356756.1,SMIM2,TRBJ2-5,AC113208.5
TAFA4,AL161431.1,TRBJ2-4,LINC02157
CFTR,AL021707.3,TRBJ2-2P,AC015726.2
AC109446.3,DMBX1,TRBJ2-2,AL049748.1
AC079601.1,AL139230.1,KRTAP6-2,AC064843.1
C22orf39,AL451105.2,AL390862.1,AL450313.1
AC142472.1,AL355816.1,TRBV12-2,ENOX1-AS1
IGF2BP2-AS1,AL162724.1,KRTAP19-1,PIP
LRR1,AL157902.1,KRTAP13-3,AP001136.1
KLK12,MIR583HG,KRTAP13-2,AC000072.1
DDT,AC115676.1,KRTAP23-1,AC113348.1
KEAP1,LINC01872,KRTAP27-1,AC116914.1
ZNF600,AC003070.2,KRTAP21-2,AC013716.1
ZNF419,LINC01097,KRTAP21-3,AC022469.2
AC092078.2,AC004415.1,KRTAP6-1,AC105345.2
CLCC1,AC106785.2,TRBJ2-1,AC093292.1
AC109466.1,AC016597.2,LINC02619,QRFP
PUF60,AC098850.1,AL163973.3,AL356289.1
LLPH,AL662884.1,OR5L2,AL139420.1
CDCA2,AC005821.2,OR5D18,MIR3150BHG
RNF126,AC092819.1,OR5L1,AL035696.3
AC007923.4,AC096589.2,ADAM30,HCG9
MOCS3,NR0B1,PRSS1,AC007570.1
AC133485.5,KIAA0087,TRBV29-1,AL022157.1
C2orf78,AL133325.2,TRBV28,AL133163.2
AL592301.1,AC055840.1,TRBV27,AC099753.1
AL161851.1,AP000235.1,LGALS14,AC022382.1
GTF2A1L,AC091180.3,TRBVA,AC011483.1
GNAT2,AL158042.1,TRBJ1-6,AL031666.1
CTAG2,AL353807.2,TRBJ1-5,GPR108
AC092377.1,RPEL1,TRBJ1-4,AC093817.2
FOXN1,AC109782.1,AP000431.2,AC092140.1
AC010636.1,AL356387.1,AL109763.1,AC104984.2
AL355102.4,AC004147.2,KRTAP19-5,OVGP1
AP003031.1,AC025176.1,KRTAP19-8,AL928970.1
LCE5A,ZCCHC23,KRTAP7-1,LINC00900
RAET1E-AS1,ATG10-IT1,KRTAP8-1,GP5
AL121718.1,LINC02113,TRBV26,LINC00620
HTR3D,AC069503.3,LGALS13,LINC02594
AC095038.4,AC005746.3,OR5D14,AC034102.4
IFNA13,MAGEA11,OR5D13,FAAP24
AF064866.1,AL355483.3,OR5D3P,INKA1
AF067845.1,U51244.1,OR4S2,AL807761.4
DEFA3,DPEP2NB,OR8H3,BCL2L12
LINC00163,CSPG4,OR8H2,AP000446.1
AC079467.1,ZNF605,OR8I2,AC093677.3
AL121992.2,RIT2,OR5D16,AC027449.1
LINC02084,MIR497HG,OR5AR1,AC068196.1
HOXA3,STK11,AC019133.1,AC099811.4
AC093536.2,AP001107.5,OR8K1,AC113347.4
AC108517.2,ARL10,OR8K3,LINC01716
AC007671.1,MINDY3,OLIG3,TRBV26OR9-2
AC107068.1,Z95331.1,RPL10L,AL079338.1
ACTRT3,MRM3,PHOX2B,AC114763.2
NAPSA,AL592166.1,AL138733.2,AL390066.2
TICAM1,LINC00499,CSN2,AC084064.1
AL161729.4,NEK8,UGT2A2,AC123784.1
STXBP5,FRG1,CMA1,INSM1
ANAPC2,IL11,LINC02260,AC139792.1
VPS33B,ZNF229,OR8U1,AL390071.1
PTRH2,SCRT1,AC084879.2,GPR149
LINC02453,RGS8,AC063947.1,LRRC70
CXCL12,PRLHR,OR13H1,CCSAP
AP000345.2,POLR2K,HS6ST2-AS1,AL627232.1
KCNF1,GHRH,AGTR2,LINC00222
TMEM132C,LINC00452,AC245748.3,MANBA
SNRPF,CDCA8,AC011497.1,AC009506.1
POGK,AC009097.1,OR10P1,ITFG1-AS1
CDC42EP3,PCK2,OR6C68,AP4B1-AS1
SLC25A34,USP12-AS1,AL033539.1,AC090826.1
SH2D3A,CHMP6,AC093278.2,TRIP11
ZNF189,UFD1,AC145141.2,CPLX3
SLC18A2,ARHGEF18,LINC01332,LINC02761
ZC3H12D,SNRPD1,AC024579.1,NAPSA
SLN,SLC35B1,AC008391.1,ING3
AL365361.1,NENF,AC008558.1,MT1X
TSEN54,PANO1,OR6C65,AC015660.2
AC024560.5,AC116345.4,OR6C3,ACY3
LINC00519,AC084757.4,OR6C74,FFAR2
AP001020.2,NOG,OR10A7,AC127526.4
PIP4P1,AL139021.2,OR6C76,AC008040.1
CLEC19A,HAPLN4,AP003550.1,AC010896.1
LINC01748,FAM71F1,AC096644.3,FMR1-AS1
LINC01091,ZNF517,AL034430.2,AC092844.1
AL359644.1,STOML1,AL034430.1,CA11
PWWP2B,MTBP,AL078623.1,GGN
ABHD15-AS1,PRKAG1,AL136460.1,AC003992.1
LARP6,C9orf153,AC026462.5,TAS2R4
ACVR1,TMSB4Y,AC233992.1,UCHL1
AC016027.1,LINC00992,AL513348.1,AC076966.2
ASB6,AP001160.2,AC119427.1,SLC5A9
FGF13-AS1,LIG3,AC140134.2,AL450267.2
AL133230.1,PRKRIP1,CCDC140,PLK4
AC024075.2,CAND2,MBD3L4,LINC01786
PYURF,SEPTIN9-DT,MBD3L2B,FAXC
POC1B-AS1,C15orf56,LINC02225,AC006206.2
TMIGD3,VCPKMT,AC106822.1,AC079915.1
AC139887.4,CDK5RAP3,ACTBL2,GSN-AS1
AC002116.2,TFAP2A,HTR1A,LINC00322
BRF2,ZXDB,LINC02106,LINC02767
LINC01967,ARPC3,AC022441.1,TRIM59
AL355672.1,TSTD3,AC139834.1,LINC01054
ANO7,ZNF496,AC108002.1,NAALADL2-AS1
CMTM3,FAM117B,ALPI,AC023511.1
CCL28,TOR1AIP2,ALPG,ZNF492
CHERP,HDAC3,AC068228.1,AC016573.1
HTT-AS,FAM122B,AC026782.2,CPA2
DNAJC18,KIF3B,AC026782.1,TMED1
AL451085.2,AL117379.1,AC016550.3,AC138647.1
GPATCH3,AC067817.2,AC010486.1,CTRC
SLC9A3,TIMM9,AC117522.2,AC087289.2
LINC01271,GIMAP8,AC099554.1,AL590302.2
ZNF738,KPNA4,AC025265.3,AC005837.1
HERC2,HIST1H2BE,AC012531.1,CLEC2B
PRIM1,LINC00102,HOXC9,AC084346.1
C7,TROAP,HOXC11,FP326651.1
EGFR,PCDHB10,AC009804.2,PLEKHM3
RPS25,AL355481.1,LINC02459,NR1I3
ALG13-AS1,AC007126.1,AC078865.1,KLF2
MINAR2,AL591222.1,HOXC12,AC069544.1
DLGAP1-AS4,AL133268.4,HOXC13,CDC42-AS1
GNB2,AC093249.2,PRAMEF6,AC099518.1
MYL6B,AC093591.2,PRAMEF10,SMG8
AC021851.1,KLC3,AC034238.3,AC020978.5
MSL1,AL355596.1,AC116350.1,CARMIL3
AC126696.1,LINC02144,AC008808.1,PGR-AS1
RP9,CCDC9B,OR7G3,CHRM1
CBX2,HACD4,OR7G1,AL008730.1
AC093898.1,INSL6,AL031386.1,AP000331.1
FANCA,LHFPL3-AS1,UGT1A3,AL138756.1
SLC7A11-AS1,SNX17,AC100858.4,SLX1A
IRF1,PPWD1,AC024681.2,AC245884.8
ZNF816,FSD1,AC016074.1,AL607028.1
AC112484.5,CEACAM4,LINC01774,MIXL1
LINC01198,AC073071.1,TEX44,AL121897.1
AC091576.1,BTF3L4,AC105275.1,AC004528.1
SAYSD1,AC090607.1,UGT1A4,AC005034.5
AL139288.1,AC005225.1,UGT1A5,ECE2
CLCNKA,AC023813.3,UGT1A7,AL928654.1
AC012533.1,PHGR1,UGT1A9,AC019193.2
SPATA9,SSX7,UGT1A10,VPS13A
FEM1A,AC022596.1,AC122134.1,AC012360.2
GRK6,AC010531.4,AC006037.1,EBI3
FAM13A-AS1,AC135782.3,AC114814.3,LINC01106
AC107204.1,AL596188.1,AC012507.1,AL161669.3
COMP,AL022397.1,LINC01696,AL021807.1
AC078778.1,AC012236.1,AC008743.1,PHKA1-AS1
TSR3,AP000697.1,CGB1,PABPC4-AS1
KRTAP5-11,LINC02421,CGB3,AC010894.2
MRPL16,NTF4,AC008687.4,AC090236.2
AC067817.2,AC091917.3,RTL4,TTLL8
PSMD6-AS2,TAF1L,CGB8,SLC17A3
PTGFR,AP002812.5,AC034223.2,HMSD
FBXL3,AC114401.1,LINC02420,ZNF786
TOR1A,ATP13A5-AS1,AC026414.1,AC064807.4
SERPINB6,GPR139,AP001330.5,GPR17
AC025434.1,ADM2,AC010486.2,AC090946.1
TEPSIN,AC005165.3,AC016550.1,AC005013.1
AC025181.2,LINC02214,AC008525.2,RGS14
ERAP2,AC010776.1,LRRC10,RNF208
HOXD3,AC100810.3,AC025754.1,AC108063.1
ZNF213,AC020909.3,AC005262.2,AC025262.4
AL031428.1,AC024614.4,PRAMEF19,LINC01704
AC113348.1,OCLM,BX284668.1,AC108727.2
AC140125.3,AP002765.1,PLA2G2E,NDNF
AC007922.1,CLDN22,AC093083.1,AL442663.3
AC112172.2,CENPVL3,AC010486.3,TSPAN8
AC064843.1,HCG24,AC084121.9,AC008696.2
AL353774.1,AC124798.2,PRR23D1,AL662791.1
BIRC7,AL034550.1,DEFB4A,HMGA1
AC016722.1,AC013476.1,SPAG11A,FKBP7
AL359380.1,LARGE-IT1,DEFB104A,AC021054.1
LINC01961,HAPLN2,DEFB106A,MAPT-AS1
AC084834.1,CRHR1,TGIF2LX,MIR663AHG
AC089984.1,PLCE1,LINC02103,HAPLN4
CR559946.2,MSRB1,AC022447.3,AL139288.1
AC025575.1,AC090948.3,TAF11L8,PPIC
AL096678.1,UBE2Q2L,AC099499.2,AC009318.3
GOLGA6A,PSMD6-AS2,AC008494.2,DDIAS
AC023632.5,OGFRP1,LINC02216,ZFP28
AC092634.4,CRYBB2,AC106774.4,AC092614.1
AC025754.2,SERPINB8,AC112481.1,GPX7
LINC00379,ZNF532,AC090049.1,MINPP1
AC007132.1,AL139384.2,LINC02404,AP003557.1
AC009065.6,EIF3I,AC010387.1,AL929236.1
AC022784.3,AC008569.1,AC139497.1,HSD17B1
AC004771.5,AC013565.3,LINC02448,PCOLCE
AL355578.1,AC073346.1,AC025576.2,AC130415.1
PGAM4,ESPN,TAF11L7,AC016903.2
LINC01047,SPN,AC008869.1,AC010904.2
AC015726.2,APRT,MYF5,AL157936.1
KRT39,TSPYL5,AC112198.3,SMIM38
AC084768.1,AC036176.1,AC010196.1,AC037198.2
AP000786.1,AC016730.1,AC093025.1,AC104794.5
AC135279.4,RTN2,AC145141.1,IGSF11-AS1
AC093582.1,TRAPPC13,LINC02230,AC245014.1
GJB5,GABPB1-IT1,TMEM174,AC012313.9
AL136309.3,ZNF292,AC084365.1,DUSP4
AC006206.1,PPP4R2,AC090503.1,AL132639.2
LINC02157,BTBD2,SCYGR2,SYTL5
AC090505.2,AC097375.5,AC108482.2,LINC00710
CCL8,APOA1,AC006262.3,CHD1L
MIR4290HG,AC092574.1,MBD3L3,NRTN
AP003385.3,AL121885.2,AC104333.4,LRRC37A
LUZP4,CDYL2,AC138024.1,LINC01970
AL078582.2,PPRC1,TGFB2-OT1,TIMM21
AC106872.12,CENPU,AL355526.1,AL359317.1
C1QL4,USP18,LINC01729,VASH2
LY6G6E,AC004817.1,AC105177.1,AC116428.1
AC023442.3,SUPT5H,AC009930.1,FAM149A
AP000290.1,ZNF793-AS1,AC133480.1,CD226
AC010634.1,MAD2L1,AC009410.1,HMBS
AC018761.1,AP3D1,SCYGR8,AL033384.1
PIP,LINC01388,SCYGR7,TMEM60
SMCP,AC020917.3,AL109954.2,NPIPA8
LINC01168,ERVH-1,CST11,CBLN3
AC005696.2,AP000357.2,AC012317.1,AC092811.1
AC131254.1,AC016737.1,AC008741.1,AC130469.1
AC027601.3,AL133230.1,AL121892.1,AC097450.1
LINC00347,CCDC27,AL049646.3,ARHGAP35
AC004816.2,LINC02292,AL136090.1,AC002553.2
TRGJP,TMEM200A,EGFLAM-AS3,AC104633.2
AC018437.2,CDR1,AL391119.1,ZNF681
AC020892.1,IL2RG,NKX2-4,AC072061.1
LINC00474,AC022217.2,CCDC185,AC098820.1
AC002351.1,ASB11,AL359979.2,AC092068.3
AC003965.2,MIR5689HG,AP003465.2,AP001005.3
ZDHHC20-IT1,AC005944.1,AC007907.1,TBILA
AL157932.1,AC009320.1,AF067845.4,CCL14
AC104423.1,AC113410.5,AL596211.1,AC022098.3
AC119428.2,JMJD1C-AS1,RNF186,NHLRC1
OR2L8,AL031123.1,AL139254.3,KLRC4
AC025370.2,LINC00642,AL023913.1,PCDHA5
AP001547.1,DUOX1,AC244102.1,AC013565.3
AP001136.1,MEG9,MAGEA2B,LINC02700
AC048338.2,AC004522.3,MAGEA3,KLHL31
AC023200.1,SYPL1,AC171558.3,GSTCD
OPCML-IT2,ZNF180,AC136352.2,AP005901.6
AJ239322.2,SLITRK6,AC136352.3,AC084816.1
AF131215.3,BX005019.1,FAM138A,KLRC2
AC109927.2,AC108058.1,AC141272.1,ZSCAN12
AP000648.9,AL391844.1,OR4F16,GLI4
NOTCH2NLB,LINC01802,HNRNPCL1,NCAN
AC016553.1,AC103996.2,RBMY1B,AC002470.1
AC008735.3,AC005790.1,TTTY12,AC005845.1
KIR2DL4,AL034550.3,TTTY7,AL161893.1
AL450313.1,AL136102.1,TTTY21B,AC107982.3
AC006237.1,P3R3URF,TTTY1B,QARS
AC093292.1,AC134682.1,FAM197Y6,TBC1D10C
ODF4,AL591428.1,FAM197Y7,AL139118.1
AC099482.2,AC073626.1,TTTY20,AL359233.1
AC009034.1,AL137786.2,TTTY8B,DPP10-AS2
AL139420.1,GYG2-AS1,TTTY2B,LINC01960
HIST1H2BB,OR4K17,OR4F29,MAGED4
AC026100.1,AC008149.1,LINC02411,GCM2
AC011841.1,OR8D4,LINC02375,AC026310.2
C10orf120,PLS1-AS1,AC117373.1,AC010291.1
AC068993.2,AL451137.2,AC061709.2,AC097468.2
LINC01710,AC115619.1,AC011509.1,NXF3
AC055736.1,AC012506.4,CTAG1A,LINC00314
FP475955.3,AC133530.1,FAM223A,AC253572.1
ENOX1-AS1,AC093424.1,F8A2,SIGLEC1
AL442224.1,AC010525.1,AC005609.2,ZSCAN30
AC009065.3,AC078789.1,AC005592.2,NEFM
EOMES,C11orf21,CSAG3,ATP6V0A4
AL139327.2,AC108449.2,AC140125.1,AL022323.3
AL355516.1,CDC42-AS1,AC007688.3,LINC02251
AC091043.1,LGALSL-DT,AC007527.2,PKHD1
LINC02063,DCC,H2AFB2,AL590226.1
KRT40,AP000688.3,AL355602.1,AJ006995.1
RNASE3,AC004034.1,LINC01345,AC009107.1
AC104167.1,BDH2,Z98259.2,RPRM
AL353764.1,CCNE1,LINC02782,AC116158.3
BTBD9-AS1,AC009107.1,BX005132.1,AC104211.4
AJ239318.1,AC091607.2,Z98747.1,AC084277.1
QRFP,AC005280.2,OR2Y1,AC009686.1
AL157688.1,NOP53,TTTY19,AL445985.1
OR6C4,SUZ12,VCY1B,AC133065.1
AC026120.3,FTSJ1,BPY2B,AL138828.1
AL391425.1,AL158070.1,TTTY23,AC098820.3
AC027601.2,RTL1,AC010891.1,C8orf48
ARAP1-AS1,AC009567.1,TTTY2,TRAIP
LINC02312,AL359715.3,CDY1,PPP2R1B
LINC02179,TTC33,AC027541.1,AL122035.1
AC105345.2,SERTAD1,AL713965.1,BRF2
AC087477.3,C1orf112,AC100871.2,BDKRB2
LINC02786,GALNT4,LINC00280,SUMO4
VGLL1,OSCAR,AC093802.2,ACAP2-IT1
AL132709.8,PITX1,AC023824.5,ITPKB-IT1
AC013716.1,ZNF69,AC135776.1,AC246680.1
AC022145.1,PAK1IP1,IGHV3OR16-13,AC005280.2
AL590133.2,AC007279.2,IGHV3OR16-12,AC024451.4
TNF,AC037441.2,TP53TG3F,AC008915.1
