bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
CCDC43,IGLV2-33,AC004233.3,AL390866.1
AC105275.2,IGLC7,AL157931.1,HAGLROS
AC099794.1,TTTY23,PIGA,AC140912.1
Z98886.1,AC010891.1,AC003035.1,AC011365.2
AL133244.2,TTTY2,AC019127.1,PJA1
CCL17,CT45A9,FER1L6-AS2,AC064807.4
SLC35G5,AC138305.2,FBN3,AL161896.1
MAP6D1,AC009110.1,LINC02766,CCN2
AC007370.1,TTTY5,MAJIN,RPL39L
AL596202.1,IGLVVII-41-1,GRM7,GSTK1
AC007952.2,IGLVI-42,AC012442.2,CD160
C3orf52,IGLV7-43,AC090260.1,AC093791.2
CFAP43,IGLV1-44,BMP2,AC090260.1
FAXDC2,IGLV3-31,AC090572.2,PHGDH
AC104211.1,IGKV2D-36,YIPF7,AC079305.3
CEBPE,IGKV1D-37,DEUP1,AL353708.3
AC093752.3,AC004253.2,AL359198.1,WNT3A
LINC00639,TTTY8,AC008969.2,PYDC1
ODF2,IGHV3-21,ADAM7,OTOG
GGT6,IGHD1-14,CHGA,AC108102.1
AGBL2,IGHD2-15,MSANTD2,LINC01289
GPR176,IGHD3-16,AC008403.3,AC083900.1
PLCXD1,IGHD4-17,RNF31,INSIG2
TIFAB,IGHV3-19,CSRNP1,PRKG2
CCNB3,IGHV1-18,FBH1,AC100763.1
AL591623.1,IGHV1-17,PINLYP,HOXB4
CCL1,IGHVIII-16-1,OXA1L,BEND3
AC113139.1,IGHV2-5,ESPN,KCNU1
FRRS1,KRTAP4-9,ZNF583,AL513128.1
SERPINF2,IGHVII-15-1,SMIM11A,ATP2A1-AS1
NTRK2,AC117500.3,OR14I1,AC010442.1
SHC4,IGHV3-64D,AL021391.1,AL928654.1
TRPC4,IGHV3-7,PCP2,TMEM14C
LYG1,IGHV3-6,AC106028.4,DAAM2
TMEM259,IGHVIII-5-2,MRPL46,PLK3
DCAF8L2,IGHVIII-5-1,SLC5A8,AC069213.1
NPIPA3,TAAR6,AL807752.5,LRFN3
AL161668.3,TAAR8,AL512770.1,AL355388.2
ZNF829,IGHV1-14,AC109925.2,AL132708.1
PHF19,AL591022.1,SERPINI1,AC004471.1
KIF24,IGHV3-16,AC073270.2,AGAP2-AS1
AL139317.5,SERPINA7,GLB1L2,IGHG2
NAA60,AL512363.1,AC130324.2,AP000829.1
IGFL3,KLF18,PCDH9-AS2,KCNE1B
CARD14,AC092669.1,NRAD1,BPIFB1
ZFP69,AC023115.1,TANGO6,LGALSL-DT
DPEP3,IGHV4-4,AL139353.2,CHRNA2
PUS1,IGHVIII-2-1,METAP1,PLEKHS1
AC008752.1,IGHD6-13,ZNF607,LIPH
MDFIC2,LCE3B,INHA,LINC00320
AL078612.1,LCE3C,NTSR1,IMPA2
CA3-AS1,LCE1A,AL139317.1,RDH16
CLPP,IGHV3-22,AC092903.2,AC005324.5
AC011726.2,LCE1D,NAA10,LINC01976
GPRIN1,IGHD2-2,KDM1B,ETV5-AS1
AC023024.1,IGHD3-3,AC096772.1,AC135048.2
C13orf42,IGHD4-4,Z98884.2,AC004832.4
NOTUM,IGHD6-6,FAM138B,AC097654.1
CCDC83,IGHD1-7,ZNF611,AL357093.1
AC119428.2,IGHD2-8,AL080275.1,LINC02570
IL17RE,IGHD3-9,UPF3B,SYT15
RGPD2,IGHV7-4-1,PYGB,PTCRA
OR8A1,AC005050.2,TAB1,LINC02144
AC010401.1,IGHVII-22-1,AC008453.2,MGAT5B
NADK,LCE1B,AC021755.2,JMY
SYT16,IGHVII-30-21,AC124798.3,AC062029.1
TEDC2,IGHV4-39,TMEM262,AL139390.1
SPHK1,IGHVIII-38-1,AC015819.2,AC084018.1
LINC01796,IGHV3-38,ACVR2B-AS1,AC012101.2
LINC01896,IGHVIII-22-2,SDHD,FAAP24
SCGB2A2,KPRP,MFSD14B,KLF17
C16orf74,LCE2A,AL137796.1,ATP1A3
IL17RC,LCE2B,AL451007.2,LINC02788
AL031775.1,LCE2C,CTAG2,AC096564.1
ACTN3,IGHVIII-44,DMRT3,LINC00607
C6orf47-AS1,AC106017.2,AC134043.2,ATMIN
AC245052.7,IGHV3-35,AC079610.1,AP001626.1
AC012313.7,AL031779.1,AC024560.4,AC026191.1
WDYHV1,ACTRT2,SUSD5,AC004879.1
Z96074.1,LCE2D,BEND7,MAB21L2
HAUS5,GTF2A1L,HAND2-AS1,SLC34A2
AC074051.5,IGHV2-26,TSEN15,AC123768.1
ACTL6B,IGHVIII-25-1,TET2-AS1,LINC00313
CHL1-AS2,IGHV3-25,WDR87,AL158839.1
AC026726.2,IGHVIII-13-1,AC009127.1,AC010501.2
DUSP27,IGHV3-13,AC073476.3,SGCA
AC009962.1,IGHV1-12,GTF2IRD2B,AC011124.2
ZNF70,IGHVII-43-1,SOX1,Z98745.2
PKHD1L1,LINC02239,AL136320.1,LINC00529
SPATA33,LINC02103,RNF113B,AC092933.2
MAP3K19,AC022447.3,AC121757.1,AC018464.1
SIGLEC15,LINC02806,AC025822.2,ARSD-AS1
AC068774.1,LINC01264,AL691403.1,AL031847.1
FRK,AC025754.1,AC012157.2,OR52N2
RPS6KA2-IT1,AC025754.2,CCNO,AL049747.1
AC007405.1,LINC01015,AC009118.3,AC079801.1
AC100801.1,OR10C1,RORB,AC012213.2
MPPED2,KCNJ18,AC093627.3,AL031658.2
AC006972.1,AC068418.1,LANCL1-AS1,AP001269.1
C1orf141,IGHV3-33,ITGA1,AP002439.1
HULC,SPANXC,BBS7,TGM1
AC016405.1,LCE1E,AL158801.2,LINC00311
AC131011.1,LCE1F,AC018638.7,AP003471.1
HIST1H2AH,TAAR9,AL139008.2,AL589923.1
AC010442.1,IGHVII-26-2,SLC39A12-AS1,AC006004.1
TCEAL7,AL355300.1,AC104063.1,AC120053.1
PIGO,CXorf51A,AC025154.2,IL23A
AL358472.4,AL136096.1,AC009396.3,AC012636.1
SLC25A21,IGHV7-34-1,AL136985.2,OBSL1
MBOAT4,IGHV3-33-2,OR51Q1,AC003965.1
AC012501.2,IGHVII-33-1,AL357513.1,AL022329.2
AF131215.7,SPANXA1,Z82198.1,FAM41C
Z98885.3,AC010181.2,DEFB110,CCER2
LINC01011,LINC01391,AL450442.1,Z98885.2
AL121820.3,IGHJ3,TMEM239,MRPL50
LRRC27,IGHJ4,CHRM3-AS1,AC079210.1
DDX25,AL603962.1,AC011773.1,SUV39H1
AC024361.2,OR10W1,LINC01419,AC021321.1
EPS8L1,OR10Q1,AC111149.2,AL360270.2
PCBD2,OR1S2,AP003498.2,CHD1L
AL161729.1,OR9I1,AC018682.2,AC108159.1
RUNDC3A-AS1,IGHJ6,AC062015.1,AL133475.1
AC105429.1,IGHD5-5,LINC01831,GJC1
AC072022.1,CT47A6,AC008870.3,LRRN1
AF038458.3,CT47A7,AC093283.1,AC073525.1
Z98257.1,IZUMO1R,AC138466.1,AL008721.1
PTGFR,CT47A8,AC138360.1,AC023128.1
SLC9A3R2,AC009061.1,GNAT1,PELI3
DRD3,AC242022.1,AJ239322.2,AC021851.2
RNF31,IGHJ3P,AC073869.5,LEP
MAN2A2,AC064856.1,AC020663.2,LUNAR1
MPI,CT47A1,AL354861.3,LINC02024
AC069209.1,CT47A2,LINC01488,AC018521.2
LAMB4,CT47A3,AC027088.3,AL021154.1
AC093772.1,CT47A5,Z82202.2,C7orf65
AC090907.3,KRTAP4-7,AL355537.2,SNAI2
HES7,CT47A11,AP001922.6,TTLL8
CCNO,CT47A12,AC007923.1,AC091646.1
ZNF571,AC008162.2,LINC01820,ZC3H12D
AC022506.2,AP003715.1,CASC22,GABRG1
AC211486.5,AP000820.1,NKX2-6,AL355672.1
LINC01800,KRTAP9-9,AP002340.1,TAC1
AC005580.1,KRTAP9-4,AC123023.2,ARC
LINC01643,LINC01851,LGALS14,FO680682.1
AC087521.3,AC084149.1,KRT73-AS1,AC087636.1
LINC00471,CT83,AL133465.1,AC084398.2
AC012313.5,PRR23B,OR13C9,AC006449.5
EHHADH,AC109462.3,OR8G5,AC092119.3
AL513008.1,TBC1D3E,AL390862.1,LINC02734
AC009779.5,REG3G,AC004448.3,C1QTNF9B
CSN1S1,AC092660.1,MUC5AC,AC104051.2
FAT2,IGKV3OR2-268,AP001094.1,AL592182.2
CD40LG,IGKV2D-40,AL136225.1,LINC01945
AL592295.4,IGKV5-2,ZFAT-AS1,AL139231.1
AL391152.1,AC019349.1,HOXD-AS2,CACNA2D3-AS1
CRYBA1,KRTAP9-7,AL592164.1,ADAM29
AC003005.2,KRTAP9-6,LINC02113,MCM7
LYRM9,TEX37,AL391244.1,F10
EIF2AK3-DT,CT47A9,KRT3,AC024361.3
JPT1,AC010761.6,AC108733.1,AP001178.3
ADAMTS13,AC015818.8,AC244394.2,TNNC1
TEAD4,SMIM39,AC093292.1,CCDC179
NDN,AC010733.2,UGT1A10,AC011754.1
Z83745.1,TEX13A,MYF6,BX088651.2
TBRG4,KRTAP9-8,AC125421.2,SLC24A5
CTSV,KRTAP9-3,AC102941.1,LINC00293
DNAH7,KRTAP9-2,OR1L3,MNX1-AS2
AC007342.1,KRTAP9-1,KRTAP20-3,SEMA3B-AS1
STON1,IGHV3-20,AC079385.3,PRSS45P
UGT2B15,AC092623.1,AL096828.3,TRIM60
LPA,CT47A4,FAM83A-AS1,RPL34-AS1
AC005609.5,AC022915.1,HIST2H3C,GLOD5
TMPRSS7,LINC01120,AC138331.1,LINC01905
AC110058.1,KCNA6,AC010634.1,DMRT1
ANKRD61,AC006206.1,AP000233.1,PAM
TTPAL,AC018865.1,AC024132.2,NOL4
LINC00476,AC021451.3,AC097494.1,CCL22
ZNF396,AC022034.4,GFOD1-AS1,CDK5R2
PXN-AS1,NPBWR1,AL022726.1,AC026356.1
BAP1,AL023693.1,AL445237.1,AL049552.1
STAC2,IGHD1-1,GPR142,AC005400.1
CHKB-DT,AC007403.1,OR8K3,HNF4A
OTX2,AC011243.1,MTRNR2L13,AC010883.1
LINC02265,IGHE,AL358876.2,CORO1B
KCNQ3,IGHD2-21,AL359502.1,AP000593.4
NPIPB6,IGHD3-22,TRAV41,ISM1
SEMA5A,IGHD4-23,ERVV-1,NMB
BEGAIN,IGHV1-2,LINC02827,BAD
SOCS2-AS1,IGHVII-1-1,MAGED4,AL356417.1
GALNT9,AC119676.1,AL445074.1,HGH1
ST6GALNAC2,AC093831.1,AC087565.1,EFCAB10
SVOPL,AC104619.2,DEFB135,LINC02042
LINC02336,IGHD5-24,C8orf49,ARMCX6
PSD4,IGHD6-25,AC004449.1,Z99127.4
B3GALT4,GPR148,LINC01177,AL139351.2
APLP1,IGHD4-11,AC068020.1,AC114971.1
COL9A1,IGHD5-12,AC061975.4,AL358334.2
AC008906.2,AC209154.1,TRAV12-1,LY6D
AC009093.2,FAM27E5,AC025475.1,ELN
RPL3L,AC005697.3,AL391336.1,LINC00968
LINC00943,AC009396.2,AC092168.1,DUSP2
HNRNPL,AF099810.1,AC092845.1,CYP2U1
ZCCHC18,KDM4F,TRAV35,LINC01055
SRC,IGHD5-18,AC116035.1,TCIM
WASF3-AS1,IGHD6-19,AL359547.1,FP565260.5
GRIA3,IGHD1-20,LINC00165,CPLX3
MIS18A,IGHD3-10,AF127577.5,LINC01730
AC092747.1,TRBV1,LINC02379,AC110285.1
PODXL,AC245088.2,AP000532.2,TSSK6
AL137786.1,TRBV6-4,SRY,AC130352.1
C12orf43,LINC00029,KIR3DL3,AC100808.1
AC046143.2,BHLHE23,AL096828.2,AC092139.1
AOAH-IT1,AC100807.2,AC104971.3,STUB1
KCNK12,AL121902.1,CACNA1G-AS1,SEPSECS
PDCL3,AL513285.1,DLX3,AL121832.3
LINC01962,AC099786.2,AC009303.3,AL137186.1
AC093788.1,AL353651.2,AC129492.2,LINC01354
AC124045.1,TRAV40,AC114498.1,AC092794.1
BACH1-AS1,AL139824.1,LINC00347,TSPAN8
LINC01409,AL160413.1,FAM138C,AC010809.1
FHL1,MLNR,AL139393.2,AL359220.1
AP000240.1,AL157817.1,AL358075.1,RAD1
ETV6,UTP14C,AC004264.1,BPNT1
AL353593.1,PRR20A,AC239585.2,SLC38A6
AC130324.2,PRR20C,AC016074.1,BCDIN3D-AS1
TRIM59,TRBV11-3,AL359853.1,AJAP1
LHPP,LINC00400,REG1A,AC100839.2
AC007344.1,DEFB129,CRCT1,AC016575.1
PRX,DEFB127,AC090049.1,AC005034.5
NPIPA9,AC091588.1,FAM230E,LINC01641
RPL39L,AL157394.1,SPEM2,LXN
AC079790.1,AL583854.1,PSMB11,AC025165.5
NOMO2,AC025265.3,AC091435.2,ZNF337-AS1
AC018816.1,LINC01955,LINC01761,BCL2L15
LINC01182,AC008494.2,C19orf85,AC027243.3
AC087239.1,AC018371.1,AC244502.3,CSTA
MAPT-AS1,AC013799.1,AC009869.1,AP001056.2
Z98749.1,CD207,MYO16-AS2,TNNI2
BOK,AC069404.1,AL161731.1,AC123768.3
AC022762.1,AC068616.1,AC025437.5,AL021707.8
AP003392.5,ATOH1,KCND3-IT1,GRPR
CCR2,TRBV2,AL360007.1,AC078874.1
AL121936.1,IFNA16,AL049646.2,AC095032.2
AC110813.1,IFNA4,AC004415.1,AC008894.2
AC123777.1,IFNA21,AC007879.2,NOXRED1
AP001893.1,AC100858.4,LINC02852,SPINK13
AC108727.1,AC100858.2,AC015936.1,ADAMTS12
AC018695.2,AC024681.2,AC006150.1,AC093520.1
MS4A2,CYP11B1,BX469938.1,AC008055.2
ZNF474,AL590729.1,ENOX1-AS1,OR1J4
NUDT4B,PRR20E,AL139246.4,AL450327.1
SCNN1G,PRR20D,FGF21,AC068535.1
MAGEB10,TRBV4-1,AC005544.2,CFHR4
AC087457.1,AC079226.1,OR1L4,AL359511.3
GRPR,FOXR2,AC024270.4,SACS-AS1
AC006252.1,AC015909.4,OR5B3,AC004691.1
AC020908.3,AL445471.2,TRAJ42,LINC01691
LINC01483,AL020996.3,TRAJ38,AL590369.1
C16orf91,FAM47A,AL133477.3,AC021683.1
AC004217.1,NEGR1-IT1,TRAJ51,AL121832.1
CCNI2,AC118345.1,AC104453.1,TRAJ27
SOX1-OT,PRM2,AC073094.1,LINC02849
LINC00355,PRM3,AL844170.1,AC243830.3
LINC01107,AC009121.2,AC087516.1,AC022445.1
AL161772.1,DEFB126,AC126755.3,LINC00500
AL158063.1,LINC01628,AC097381.1,AP000547.4
AL078602.1,CENPVL1,MAGEC1,CCL14
HCG9,AC018931.1,SPANXN1,AC093484.3
TMPRSS15,AC005774.2,LINC01262,LINC00905
PINK1-AS,AC055840.1,AC027335.1,AC011516.1
ZNF483,AC021549.1,AC127496.4,AL033384.2
LINC02833,AL355376.1,AC127496.2,LINC00352
CYP4A22,AL024497.2,KRTAP6-1,AC005884.2
C12orf71,SPACA5B,G6PC2,AC104024.3
AC010181.1,AC021491.3,TRBV6-5,AL035696.4
AC073370.1,AC245177.1,AC113145.1,AC096732.1
TRAV34,PRM1,AP000356.2,HMMR-AS1
AC090286.1,AL450469.2,AC006970.3,MUC21
AC008556.1,AL499627.1,AC126407.1,IL13
GCGR,AL157414.4,AC011840.2,AC027329.1
AC092805.1,AL117348.1,OR6Y1,CCL23
AC073257.2,NAT8,AL139035.1,AC134312.6
TRAV20,AL390254.1,AC008443.2,LINC02190
IGKV1D-39,SERPINA4,AL353747.3,NKX1-2
GP5,AL354984.1,LINC02460,LINC01799
PDZK1,DEFB125,LINC02065,AL807752.4
AP000695.2,NPBWR2,LINC01838,AC103726.2
RPRML,AC010451.3,SPRR2G,ESRG
CD7,HOXB1,HTN3,AC113348.1
NSMF,AC025773.1,AC087318.1,AL356387.1
AL354872.2,AC016595.1,AP005202.1,ZNF32-AS1
AC090510.1,AL158147.1,OPCML-IT2,AC116025.2
NKAIN3-IT1,LINC01017,AL391883.1,AP005357.1
AC015712.4,AC091062.1,AC098798.1,LINC00283
SLC1A2,AL354984.2,AC000050.1,AL353770.4
AL033527.3,LINC00686,GIMD1,AP001476.1
FLJ45513,AL121910.1,AL161452.1,OR2Z1
PSMB8,AL139348.1,Z92544.1,AL133215.1
ANAPC2,AL133467.4,AC022188.1,AC078925.1
LCTL,SSX4,AP006437.1,AC093714.2
FRZB,AC026719.1,AC004674.1,AP002505.3
LINC01271,IGKV3-11,AL353637.2,AP005901.2
TTC30A,IGKV2-10,AL132875.3,LINC02029
FBXO44,IGKV1-9,UGT1A6,PRSS22
AC093627.4,IGKV3-7,PAGE3,AC023906.3
LNX1-AS1,IGKV2-38,AL132711.1,AL356961.1
AC008915.2,IGKV1-37,LINC01657,LINC02017
KIAA0319,LINC02186,SLIT2-IT1,AP001630.1
AC100821.2,AC138969.3,AL096869.3,AP001042.3
AC093627.3,AP001198.2,GOLGA6C,AC005261.3
DMRT1,IGKV2-29,AC008273.1,NDP-AS1
LINC02389,AC003009.1,C9orf135-DT,AC100778.1
PDZRN3,IGKV3-31,LINC01646,C2orf78
BACH1-IT1,AL451129.1,AL360089.1,PALM
COL10A1,AL162413.1,PABPC4L,UCKL1-AS1
AL161431.1,IGKV2-28,AL360157.1,AL136162.1
AL355073.1,AC027612.5,GDF1,MMP21
AC006130.3,IGKV1OR2-118,TRAJ1,AP002498.1
HDAC4-AS1,IGKV2-40,AC018521.3,AL133370.1
KIAA1614-AS1,IGKV1-39,SFTPA1,AC016687.3
GAL3ST2,IGKV1-12,AC044893.2,TNIP3
AC016866.2,AL352955.1,AL391845.1,AC092757.2
TESC-AS1,MAGI2-AS1,AC013652.2,SLC6A20
CATSPERG,AP001120.2,LINC01230,LEXM
ETFBKMT,PRR20B,RTL4,TMSB10
UNC45B,TRBV5-2,AC124067.1,ABCA13
ALKBH3-AS1,LINC00446,FAM24A,NEXN
SPACA9,LINC01078,KLK8,PRRT4
LINC02484,AC130456.4,AL008638.2,AC097467.3
CCDC110,AF111169.1,AC023908.1,MRPS17
DNAJC12,LINC02329,BARX1,P2RY2
ZNF682,AC013727.1,OR4Q3,MCOLN2
CREB3L1,TRBV8-1,AC005828.5,PRTG
AF279873.3,TRBV7-1,RXFP4,COX6C
MYBBP1A,TRBV10-2,AC009097.4,PDCD4-AS1
AL136304.1,IGKJ4,AC016550.2,SLC17A6
SIAH2-AS1,IGKV1-6,AP001180.4,AP003419.3
AC012306.3,MAGI2-AS2,AL161628.1,CELF3
SULT1E1,IGKV2-19,AC025165.1,C8orf48
AC009562.1,IGKV2-18,AL355303.2,PCDHGA3
PTH1R,IGKV1-17,AC133106.1,TMPRSS2
NLRP5,IGKV3-15,TRAJ3,LBX2-AS1
AP001057.1,IGKV2-14,AL133329.1,NOS2
AL590226.1,IGKV1-13,AP000851.2,GAGE10
AL161757.2,AP005229.2,AC007656.1,FMO2
AC079915.1,AP005264.3,AC093154.1,GFPT2
LINC00618,AL135746.1,ETDB,Z95115.2
IL15RA,TRBV12-1,AL136172.1,AL136980.1
MICAL2,OR5P3,AL080284.1,AC003035.1
HSD11B2,OR5P2,AC018761.4,AMH
ADAM8,REG3A,TRAV16,TMEM141
PLIN1,AL161945.1,HOXD10,FGF7
AC092535.2,TRBV10-3,AC099845.1,KIAA1614
SDC4,TRBV22-1,OR13C2,PLK5
B3GNT8,IFNA10,AL353747.2,KCNS3
NTN5,IFNA7,AC087269.3,SLC5A8
AP000254.2,AC008588.1,AC016751.1,AC119800.1
AC006027.1,AC104237.3,CSTL1,PHKA2-AS1
AL589740.1,AC104237.2,AL135934.1,AC087276.1
C4orf36,AL135790.1,AC140847.1,AC104971.1
AC020765.2,AC073188.4,HCG21,AC019193.2
AC093110.1,LINC01957,PLCE1-AS1,AC090971.1
AC129926.2,LINC01815,AC104071.1,AC076966.2
AC068790.9,IGKV2-4,LINC02617,AL096870.6
AC010737.1,IGKV2-36,AC092580.2,AC078980.1
LINC02220,TRIM43B,CCDC166,AC026124.2
PRNCR1,AC103563.2,AP007216.2,COPZ1
G6PD,IGKV7-3,AC018553.3,AC005616.1
STAB2,IGKJ1,AC025887.1,FAM3D-AS1
SPDYE2B,AL135923.1,AC090371.1,MCFD2
AC011816.2,AL353579.1,AC104985.1,PIGO
AC105411.1,AC073188.6,LINC00322,AP000640.2
LCMT1-AS2,IGKV3-34,AP001434.1,LINC00339
L1TD1,IGKV1-33,AL590730.1,IGSF1
LILRB2,IGKV1-32,GSX2,AL121900.1
LINC02795,AL137078.1,OR10Z1,ART4
LVRN,LINC02529,TAS2R9,ACTB
KY,SPINT3,IGHV3-43,LINC01164
ESPN,AC109479.1,IGHV3-37,LNCSRLR
CCDC171,AC113423.2,AC092810.4,AC024560.3
AL133346.1,AC067747.1,AP006621.2,NTSR1
ZNF527,AL590378.1,SPATA8,TMLHE-AS1
ADCK2,GAGE12E,AC080075.1,DCUN1D3
TTC12,OR10A6,AC010731.2,DUSP3
GLIS2,GAGE12D,AL450468.2,HIST1H3E
PGLYRP2,GAGE12C,AL451140.1,SMOC1
LMF2,AL445235.1,AP001972.2,AC003005.2
AL121897.1,AL161638.1,AC073323.1,NATD1
CDH17,CYP11B2,CDH23-AS1,AL590101.1
RDH12,PDHA2,AL353770.3,ZNF165
ATP2C2,GAGE13,LINC01623,AL392048.1
AC010809.1,AL356275.1,TEX28,MRPL36
HYDIN,GAGE2A,AC092296.1,TRPM6
TIMD4,GAGE12H,BHLHA9,ERCC6L
AC009404.1,GAGE12G,AL360013.2,AL513218.2
SUV39H1,GAGE12F,AC098680.2,ZNF436
AC130650.2,CDX4,GATA6-AS1,AC244093.5
LINC02456,AL023754.2,AC131254.3,BICDL2
AC137810.1,LINC01696,FCN2,AC108047.1
PLA2G10,AC100871.2,TBC1D3K,ZNF32-AS3
TK1,AC090753.1,CCL13,AC100778.3
AL662884.3,AC012564.1,LINC02856,AL451166.1
AC007383.2,AC015977.2,AL356489.4,AL451050.2
AC005899.7,PRR30,PTPRCAP,AC012313.8
AC087741.1,TRBV16,EPPIN,ACSM1
LINC02137,DEFB115,ESX1,AC009158.1
NME5,AL132796.1,BX470102.1,SOX13
AP001269.4,LINC00556,AC120042.2,LINC02249
AC012645.1,CST8,MYOD1,GJA5
AL158212.2,AC134981.1,HOXC13,SYT12
GYPB,AC135068.2,TCAF2C,AC007370.1
ENOPH1,AC135068.9,AL390243.1,AP001462.1
AC007285.2,AC135068.8,OR10G4,AC008945.1
PRKAR2A-AS1,AC135068.7,APOC3,LINC01277
AC099506.1,AC022035.1,AC103808.5,AC008438.2
AC005306.1,LINC01912,LINC00397,AL136379.1
AC073352.1,AC023301.1,AL132799.1,AL136305.1
DNLZ,IGHV4OR15-8,TFAP2B,SLC13A2
MFSD10,AL137001.1,AC023078.1,AL008718.2
NPIPB12,LINC00226,AC006159.1,EPO
AC139019.1,IGHD1OR15-1A,LINC00837,AC069148.1
CNTN1,LINC02565,IGFBP1,CABP7
TPT1-AS1,AL121796.1,AC076968.1,AC026367.3
AC104758.4,USP17L27,TRIM51GP,SERTAD4
LINC02290,USP17L5,AL391987.2,LINC00839
AL354811.2,PARAL1,KRT34,CEP83-DT
AC011853.2,AC009930.1,PLCH1-AS1,AC013460.1
CXorf66,LINC00851,PLCH1-AS2,B4GALT1-AS1
SPRR2E,NKX2-2-AS1,AC111197.1,HSPB6
SPO11,AC019064.1,IGLV3-19,PRRT2
AC024132.1,AL096677.2,UMLILO,LINC02033
FEZF1,USP17L26,LINC01589,AC002128.1
AC098484.1,USP17L25,MUC5B-AS1,ZBTB12
AL353651.1,USP17L24,LINC02419,AP006259.1
AL132671.1,AC217774.2,AC008080.2,APCDD1L
AL031651.1,AC217774.1,HOXB13,AL031668.1
AL035665.1,AC003098.1,LINC02070,BRWD1-AS1
ADGRF4,XAGE1A,AP000997.3,HMBS
LINC00838,AC104695.1,AC093904.3,FBXO15
AC006272.1,SERPINB3,AP003100.1,MAGEE1
AC074132.1,FTHL17,AL359555.2,AL161662.1
AC116021.1,DCAF8L1,SEMA5A-AS1,RPL28
SLC10A2,IGHD4OR15-4A,AC104417.2,AC090629.1
AC069421.3,OR52E6,AC134407.1,AP001625.2
LINC02048,AC115619.1,CHRNB2,TTLL2
MAGEB3,OR2S2,THORLNC,AL023583.1
IGF2,OR56A5,AL031714.1,AC136489.1
AC136188.1,TRBV5-6,AC007952.5,SLC35G5
GOLGA8G,TRBV6-7,NDUFA6-DT,PRXL2C
LINC00424,AC087463.2,TRIM50,CLEC14A
AC023421.1,AC005908.2,AC025175.2,LINC01944
LINC01760,TRBV7-4,PAQR9,AC025259.3
LINC01038,TRBV12-2,AP005209.2,IZUMO1
AP005271.1,IGHV1OR15-3,AC009148.1,AL132989.2
AC080112.1,TRBV13,AC008035.1,AC103764.1
AL359397.1,TRBV7-9,ST5,AP006333.2
AL731661.1,TRBV5-7,GSTZ1,AL445489.1
AL009178.2,TRBV7-7,AC109460.1,AC025175.1
AC079298.1,TRBV6-8,AC245187.2,COL11A1
ADIPOQ-AS1,TRBJ1-2,LINC00944,HMCN2
UBL4B,TRBD1,AP003117.1,NR2F2
AP005062.1,PRSS1,GSTT2B,TIGD1
TAS2R1,TRBJ2-1,GNAS-AS1,AC125793.1
AC090004.2,OR6V1,RPARP-AS1,AC108863.2
AL645608.4,TRBJ2-6,AC063977.6,AP001992.2
AC004775.1,TRBV11-2,LINC00927,NKRF
AL592431.2,IGHV1OR15-1,INO80-AS1,TRGV8
OR4K1,AC010760.1,COL4A2-AS1,PALM3
AL590286.2,POTEB,AC090987.1,AC012313.7
AC090181.1,AC087463.3,PEX19,AL139035.2
AC100803.3,OR1F1,AL365394.1,CLEC3B
AC008464.1,TRBJ2-5,ICOS,AC025272.1
OR1E2,AC073188.5,PCDHA9,AC074139.1
TSSK2,AC006455.4,AC131934.1,AL022313.2
AC136443.4,AC006455.5,AL049557.1,AP003068.2
HTN1,PWRN2,AC011933.4,AC011816.2
AL355870.1,AC010745.3,NOP14-AS1,PART1
AC020612.3,SERPINB4,PBRM1,GPR153
AC008659.1,AC012506.1,NAGLU,AC092546.1
AC108516.1,PHOX2B,AP001972.4,CES3
SCGB1D4,AC091564.3,AC007271.1,BRWD1-AS2
LINC01047,AC025465.2,CEP85,AL020998.1
AL355310.3,IL3,TBRG4,GCNT3
TRDJ3,AC010608.1,DUSP8,NARF-AS1
TRAJ48,AC116038.1,AC034139.1,PDE8B
AC025187.1,OR13J1,STX17-AS1,PPP1R42
CYP4A11,OR52L1,AC068888.2,S1PR3
AL445363.1,PPP4R3C,AL499604.1,AC110792.3
OR52D1,FRMPD4-AS1,HUS1,AC018816.1
LINC01053,IGHV1OR15-4,NME6,PIGY-DT
LINC00375,AC011603.3,AC008750.2,AC023794.6
AC132660.2,AC022441.2,TCFL5,MAOB
AC106786.1,C10orf71-AS1,CD180,LINC00879
SCGB3A2,AC022537.1,ATP1A1-AS1,KIAA1755
AL034380.1,AL512366.1,TNFAIP8L2,SELENOM
UCA1,AC008669.1,AC010632.1,PKHD1
AC117505.1,AL450990.1,GNMT,CAV3
AC119424.1,AL355526.2,AC008945.2,LINC02833
AC005034.3,AC008601.1,CTU1,IGKV1D-39
AC068616.3,AC100872.2,AC091685.1,AL021393.1
LINC02025,AC023394.1,AC069133.1,SNHG15
AC011303.1,AL627443.3,SERPINB2,LCNL1
AC073130.1,PDX1,AC023469.2,CFAP44-AS1
LINC00315,LINC01079,AL691520.1,NDST1-AS1
AL772155.1,ARPP21-AS1,FCN3,LINC01447
AC082650.1,AL161719.1,ERVV-2,AP003025.2
OR2A1,LINC00445,AC004832.5,AC021055.1
AC207130.1,AL139081.2,AL513185.1,SLC22A9
AC099509.2,LINC01072,AC109460.2,LIPC-AS1
AL133553.1,SCP2D1,AC097467.3,AL391425.1
AC046129.1,AC009743.1,THEGL,AC092343.1
AC007861.1,AC099541.1,AL031668.2,AL589765.7
