earlyAD,lateAD
TENM3-AS1,NUP153
RDH14,IER5
DCTN5,GMPS
GOLGA1,LIX1L
DNASE1,CDH6
PER3,SUMO1
VRK3,ATG5
POGLUT1,PIGA
FDFT1,MAP2K2
NDUFA12,NCAPD3
NDUFB4,MLH1
ANGEL2,DYRK2
CLN6,GRHPR
RNF146,SNW1
NLGN4X,METTL23
STARD13-AS,UBE2E3
DDX39A,ACTN2
SMG6,ADGRA1
PRKRIP1,NASP
PXDNL,GDI2
SWT1,AL136038.5
NFXL1,UCK2
TRAPPC11,AC245407.2
C12orf66,MECP2
TPT1-AS1,TSG101
SUMO1,AC006058.1
PIN1,MTCL1
PSMD6-AS2,CNTD1
TTC13,POLR2K
LPP,TTC32
ZNF121,SSUH2
PRDX6,LTBP3
CHURC1,VPS4B
OTUD4,MBTD1
SMAD4,CHRNA5
VPS13A,SPICE1
NOC3L,PSMB2
TMEM260,SATB1
GTF2F2,COX10
ZNF428,AC131934.1
TCTE3,DIPK2A
OCRL,RPS29
CPSF2,KAT6B
CCDC137,LYRM7
COP1,ANAPC11
ZNF493,GPC6
MTMR7,RPL22
IMMP2L,RAB15
ATP6V1F,JKAMP
DONSON,ERCC4
CTNNAL1,MET
MDM2,TLCD5
ZNF676,FAM8A1
TMUB1,DUSP19
CLPB,CALU
CEP70,FBXO45
TOMM70,MYO10
ME1,RHBDD2
ZNF8,KBTBD6
WDR43,MTRR
WNT2B,SCAMP1
TMEM268,AC132153.1
PPP1R14A,TLR4
AL139330.1,RNF112
RAB22A,RASGEF1B
C2orf74,TAF1C
POLR1C,PRIM1
PNPLA8,RBM18
EHD1,SALL3
SOCS4,ARHGEF10
COX7A2L,LINC02818
USB1,CDKN2A
NOC2L,VCL
RBIS,PATL1
NRXN1,SHLD1
ZNF445,SLC1A4
DENND10,BRD3
ANKFY1,CFDP1
ANAPC1,BIN3
UQCRH,NEMF
CWC25,AL359643.3
PPP1R7,CEP120
EDEM3,WSB2
RABEP2,RRAGC
PLEKHA2,ZNF302
ITFG2-AS1,MYL12A
SELENOO,PPP1R7
COPS8,MEPCE
ING4,AC107068.2
TSPO,ACTR8
AC078842.2,SNRPB
TEX2,PARD6B
LRRFIP2,MIR4300HG
TXLNA,C2orf74
LONRF2,SELENOS
GDE1,AL136980.1
NDUFB11,METTL9
USP38,ATP11B
DHX37,CPNE3
EXTL2,WDR5B
PDPR,OPA3
DNAJC9,PAPOLG
MAPKAPK2,CDC14A
LINC00601,ZNF107
SNX10,AC105114.2
MEGF8,SEPHS2
PRR12,MEIS2
BRD9,CDCA7L
PEX14,PTPRJ
TJAP1,VMA21
NAF1,AC005518.1
ZSCAN26,AC002451.1
AC066613.2,PGBD2
GIPC1,NTAN1
MCRS1,NDUFB4
C15orf40,NIPA1
DPF2,PDK3
MTREX,LACTB2
ZNF830,MICOS10
SAMD8,TAOK3
SECISBP2L,NPC2
TUT7,FAAP20
EIF3F,MINPP1
MFN1,MRPS36
ZNF667-AS1,E2F5
ZFYVE9,SBK1
SHLD1,N6AMT1
ATP6V1C1,TRUB2
UHRF1BP1L,AC145124.1
SMUG1,CENPN
AC008060.4,METTL18
IMPAD1,AP1B1
AASDHPPT,LSG1
HMGN1,AMN1
FPGS,AC144652.1
OGFOD1,PFKFB3
KCTD20,NINJ1
HNRNPUL1,BMPR2
RBM22,MCRIP2
ATF3,AL158071.1
PSMD5,TMEM167A
AC125613.1,ZNF585B
ATP13A1,ZDHHC17
SMG7,CPT1C
AC017074.1,ZFPL1
PHB2,ARL14EP
CYC1,C7orf31
DCTN6,KCMF1
RSL24D1,CDH12
RPS27A,ITGB4
AL109824.1,AL392046.1
RB1,CASTOR2
GNPAT,PIK3C2A
SYVN1,CDADC1
AC139100.2,SGMS2
SENP2,AC005670.3
DHX36,C12orf65
CDKL5,GABPB1-IT1
COMMD4,C14orf93
RCC1L,PBDC1
MFSD6,HARBI1
MRPL20,ATAD1
SMARCA4,LINC00886
FBXL3,GNRH1
HS1BP3,ITGA10
CSNK1G2,SNX19
DCBLD2,RPS17
CNOT6L,RAF1
MFSD14A,RNPEPL1
ZNF235,TMEM163
UBAC2,RNF10
PKDCC,LGALS8
LSMEM1,INTS8
SNHG26,PRPF39
DUSP7,MED28
PTRH2,TMEM181
HPCAL1,SLC35B2
RAB29,CNKSR1
PSMD12,AC024560.5
NHLRC2,TXNDC16
DHX30,DHRS4
PRR14L,HMOX2
TCEA2,TMEM182
JKAMP,THUMPD2
HEXIM1,CWC25
SGF29,CFLAR
LINC01004,TMEM205
AC132192.2,AC109322.2
TUFM,JOSD1
VOPP1,SCAF11
NUDT16L1,AL590006.1
CYP39A1,CC2D1B
DNAJC10,PSPH
MAD1L1,TMEM54
POLR3D,DYRK3
DMXL1,SDHA
RBM8A,SELENOK
ERCC1,RPS6KA1
RPLP0,AC092910.3
SLC25A51,AFF1
MICALL1,TOR1AIP1
AL357972.1,ERCC1
TRIM65,ZNF91
CHERP,SLC7A6OS
SCARB2,TRIM46
AL049828.1,TENM3
ZYG11B,ADCY7
SLC20A1,CSTF2T
SNAP25-AS1,ZNF234
TMEM14B,MRPS31
GORASP2,GALNS
AL049569.1,AC012494.2
RESF1,DNAJC24
ABCC1,ZNF624
CORIN,YIPF6
RNF10,RELA-DT
M6PR,GRWD1
TGS1,AC009102.4
FREM2,HDGFL3
MIB2,SMUG1
FKTN,NBEAL2
BIRC2,NT5C3B
LDHA,EXOSC2
PTGDS,ZNF608
DPP7,C15orf61
XPNPEP1,KPNA2
COMMD6,AL359643.2
TIMMDC1,VPS4A
PDCD6IP,RAB33B
AC138409.3,C10orf88
DOHH,MDM4
ACSS2,FZD3
PMPCB,SLC25A39
CDC42EP1,AC090971.2
KIAA1586,TMEM14A
ATXN7L1,MINDY4
WASF3,SUB1
RERE,TMEM183A
SLC2A6,DEDD2
ACTR3,TRAF3
SUPT16H,SLA2
TRAF2,INVS
ITGA9-AS1,PHLDA1
PNO1,ITCH
NDUFA9,ERAP2
CIC,CMIP
TLCD4,SRA1
CLUL1,AKAP1
HNRNPUL2,AAR2
BTRC,PRPF38B
HIST1H4H,THUMPD1
SLC30A5,HOMER3
RHOT2,QRICH2
PNPLA7,ZNF592
CSTB,LINC00476
LINC00906,FAM118A
RBM25,FHDC1
RTRAF,CLPTM1L
TOB2,RALA
RAB2A,PRRC1
IRGQ,FUT11
ATG4D,SRSF9
ZBED4,SMNDC1
BET1,CKS1B
DNPEP,AC107375.1
ZNF605,PPP1R12A
SNHG29,PYGO2
CHMP5,TSSC4
RTF2,MDH2
ERP29,MCF2L2
PPCDC,UXT
ENOX1,CHURC1
CCDC12,FOXO4
MTRF1L,PSMD12
CACNA2D1,IQCB1
VPS13B-DT,RBM27
AC022146.2,RDH14
ACAT1,RIMKLA
EXT2,STPG1
MRPS16,EMC6
MN1,CDC25B
RPP21,ZBTB10
ATG3,ITGBL1
GPALPP1,AC097382.3
SNHG18,PRPS1
U2AF2,HARS
GOLGA2,AL451085.2
ABCC2,PMEPA1
AC012360.3,KIF27
FZD3,AUH
LGALS8,TENM1
FAM185A,SLC26A7
TAF4,AC004540.2
PIKFYVE,NOMO1
SH2B2,UBAP1
AL365295.1,RNASEH2B
COQ8A,PCLAF
GNB2,SLC2A9
ZFYVE19,ANAPC1
ZNF33B,PLAA
SCAMP5,RND2
MT-CO1,PCID2
IFRD2,TMEM60
PRDX3,MGAM
CDIP1,CNOT3
ABHD5,SARS
LNPK,C16orf72
ZNF571,ZNF611
PTPN9,DRAP1
AMFR,HMGB1
CDK9,LINC00706
MTA3,GFPT2
GRINA,TRO
MSL3,NUDC
MSANTD2,N4BP1
SH2B1,BOD1
ODF2L,PRH1
OTUD6B,CLDN9
GCN1,SNX5
DSE,YTHDC2
MCTS1,NSD2
EHMT2,SSH3
ZNF12,AP000302.1
GSK3B,RFX1
ASPSCR1,GTPBP4
SNX31,RABIF
DEDD2,PPP3CB
SEC22C,C19orf53
MIA3,GTF3C4
POMT1,PPFIBP1
AC079447.1,CCDC121
USP42,ZNF791
TNRC18,KPNA3
DDX58,ZFP30
SNRNP200,ALMS1
PSMA5,DEPTOR
ATP6V1H,KCNMA1
TMEM9B,ZNF66
AC007614.1,CCDC110
MARCH7,ENDOD1
CEBPG,PSMB5
IFT57,ZFP14
LYSMD4,AC104836.1
AC018557.3,ARPP21
NEPRO,MCM7
CBWD2,PRUNE1
NSMAF,MZT1
PPWD1,PREP
HRAS,HDHD5
AC127035.1,PAFAH1B3
MALT1,DUBR
TOB1,SGO1
RMDN3,C7orf61
RAB18,AL353796.1
ATG9A,RAB11FIP5
H2AFX,RPP25
PRKD1,C1orf226
PAQR8,AGAP2-AS1
IRS1,AC079950.1
STRAP,AC026741.1
SOCS7,ATP6AP2
PWP1,AC023590.1
TNPO2,MLANA
PHF13,WDR49
TRMT13,ZC3H10
MTO1,CDK11B
MUTYH,NHS
EMC7,AL031731.1
DDX51,TPP2
KRBOX4,AC005343.1
ATXN7L3,TLE1
TP53BP2,C1QBP
AKAP8,ELOA
MAPT-AS1,AGPS
DAB2IP,CHFR
UQCC1,PCNA
TTC32,C4orf3
BRD1,CKS2
RCC1,AL451165.2
LINC00310,MADD
TBC1D9B,USP2
P4HB,RNF41
PXMP2,AL450998.2
NIPBL-DT,IDH3G
TOP3B,ADA
TFAM,PCGF3
KAT8,RIMS1
CLINT1,ROM1
ITSN1,GLO1
ABI1,PSMA6
NIFK-AS1,MOCS1
FUT9,GOLIM4
LRP10,RPL27
DOP1A,CDH26
VKORC1,SLC27A6
NES,PIGP
AP001994.3,AP000688.1
BCL2L13,AL356417.3
PNLDC1,LINC01068
GPR137,LINC00640
FAM182B,PRKCA-AS1
AP000941.1,AL139021.1
AL049869.3,SLC25A4
NCK2,MICU1
KLHL18,NDUFA8
PPP1R3F,ZBTB2
COLGALT1,MANEA
SNRNP48,TRUB1
DDHD2,ZNF678
CTBP1-DT,SNHG7
PPIL4,NPIPA8
SLC30A1,NUDT15
ZNF283,LASP1
VAMP3,TSC1
DNTTIP2,FAM120A
ADGRL1,ACBD5
PSG8-AS1,PRPF18
RNF41,MYLK
CD164,TMEM14C
EPB41L4A-AS1,BRD4
FAM120C,IRF2BPL
FYTTD1,AC005487.1
EDC4,TPCN1
LINC01359,ABHD4
SLC25A39,AC127502.2
LPIN2,POLR2I
THRA,C16orf87
LRRC41,CPNE9
NUP85,LPAR6
PSRC1,SYTL4
LINC01476,PKP4
HNRNPLL,CORO1B
KIF13A,RBM22
PRKCZ,MED17
C2orf69,GNB2
KLF12,CWC15
PSMA2,RBMXL1
NOL9,ANKRD65
ZNF71,MR1
UBE2K,OXTR
ZNF688,ATP23
MTIF3,GMEB1
TMED2,CCDC168
CUL2,RPL18A
AK6,ERH
ECI1,AC017083.1
DLL1,OLIG1
WBP4,ERG28
HLA-F-AS1,YWHAH
ELOA-AS1,DDHD1
CAPRIN2,MCPH1-AS1
ITGB4,MOSPD1
CCNDBP1,RNF126
VPS41,POLG
USP49,AL359094.1
CCDC18-AS1,SMIM12
ARHGEF18,HIBADH
PSMD14,HAGLR
TBC1D8B,C1orf43
LIN7B,NT5DC3
ADAMTS4,ABAT
AC008731.1,MPPED2
ACVR1,FAM234A
FRMD6,DBF4
PSMG4,AL080317.2
GTF3C3,AC002428.2
ETF1,LMBRD2
EI24,SPTLC1
CPT1C,EDRF1
LINC01089,XRCC6
WDR70,SEC23A
ZNF664,DIDO1
AC010809.1,SSRP1
PLAA,ZNF746
RRP7A,ZCWPW2
BABAM1,NOL10
MBD5,INTS4
STX18-AS1,COG3
CTDP1,AC090825.1
PGM3,TOMM40
FUBP3,GUK1
OAT,PTCH2
ATG10,RNF11
SPATA5L1,ZNF845
FUT11,HK2
PPP4R1,LINC02848
GPATCH4,VASH2
CIB1,SUPT16H
PLET1,OPHN1
CCDC18,WASHC2A
PEX5,AC063944.3
WDFY1,MCL1
NOL12,CAB39
TRAK2,CERS4
UBE3B,AL161457.2
ADARB1,ZNF594
MAP4K3,TMEM229A
ACYP2,NUDCD1
ARHGEF17,RPP30
IKZF4,IRAK4
CDHR1,ADAR
MYEF2,RIPPLY2
BRPF3,COPE
NGDN,LRRC66
PRKCI,SPSB1
BICRAL,CNNM3
RBCK1,SLC50A1
COX7C,LURAP1
LINC02470,RMRP
GALNT10,CCDC25
UBE2Q1,MAGI1
UBE2G1,SLC29A2
USP25,ST3GAL2
ARMC1,SMG7
E2F6,MAGEC3
COPS9,AJM1
PIP4K2C,UBQLN4
TET3,AC016383.2
COMMD3,FANCI
MEST,ABHD12B
ZC3H7A,TOMM5
DAP3,PLXNB2
ABHD18,AL137009.1
AL357153.2,VBP1
RGPD2,HSPA1L
CARM1,AC096536.3
LRCH3,ANKDD1B
PLEKHA3,AL589935.1
SCAI,TICAM2
ULK1,ARCN1
RRP1,AP1M1
FBXO34,PELI3
LINC01010,ATL1
SCHIP1,TMEM62
SMDT1,ZNF880
AL451070.1,RAD51D
ACLY,FAM210A
OTUD3,SLC44A5
CRY1,TCEAL4
CBFA2T2,RAB9B
MTR,AC097534.2
CBX4,CCDC86
PARG,TSPAN5
ATP6V0E2,CAMLG
MLYCD,YTHDF2
ACP1,HGS
GAS6,CLPTM1
NRIP1,NTPCR
IPO13,PIP5K1B
TSC1,MAOA
AGMO,CSE1L
MAPK14,LIN7B
MGAT4B,FRMD5
PHTF2,SDHD
CDKN2C,NOP10
SFMBT1,USB1
ARSB,AC090198.1
PRKAB2,RAB5C
HMGXB4,WIPF2
NDUFA5,ZNF787
RNF170,ECT2
PLXNC1,TBCK
KLHL42,TMSB10
GUCA1B,CHD8
AC099489.1,TWF1
THADA,NCBP2AS2
SNRPB,ZNF804A
THOC1,SNRNP40
CD27-AS1,CCDC146
LINC00639,BRSK2
ZSWIM7,AL513327.1
DISP2,KAT5
AKR1B1,ANKRD50
PPTC7,DCAF11
MRPL51,CBWD3
TRAPPC9,MYL6
RHOT1,FZD7
TIMM21,STUB1
YIPF3,CTDP1
HDDC2,SACM1L
RUFY1,LYSMD2
GDI1,BTBD1
TMX3,MEGF9
IPPK,FAM43A
LMO4,AC005009.2
GSTT2B,MFSD5
APOBEC2,ZNF410
GAPVD1,TSPAN7
PCCA-DT,HPS3
ARRB2,TBC1D24
SELENOK,C6orf89
CISD2,CETN3
SARNP,G3BP2
ELP5,TRIM52
SGPL1,ZBTB5
TRA2B,ACAT1
KIAA1143,TRIM13
C2orf27A,RBM15-AS1
SP110,PEX19
PJVK,PAQR4
PLEKHH1,NCKAP5-AS2
CD200,ACBD6
KCNH1,LINC01561
AC016831.5,TRAK2
DLEU2,FBXO28
UTP4,RASIP1
NOLC1,MYNN
PGS1,APPBP2
JAM2,ARHGAP22
HEATR5B,ZYG11B
EEF1G,CCDC137
AL139424.2,CRK
OAF,ZNF639
MCM3AP,DMAC1
ELP3,ZNF331
TMEM117,PIP4P1
ZNF384,FKBP15
UBE2N,TMEM184B
MRPL58,XIAP
LMO7,CAPZB
DENND6A,MYADM
AC068724.3,CDC42EP2
BROX,GOSR1
DAG1,TOMM70
DVL1,POU2F1
AL160272.1,ASNS
PSMA6,AL158077.2
KIFC3,PDCD4
PPHLN1,NCAPG2
ATAD1,AL162595.1
UBXN2A,FBXL19
IRF2BPL,NOP56
ALMS1,ATP5MPL
AC104827.1,PUDP
ALG9,KIF6
SENP3,RBFOX2
CS,METAP1
PAN2,AC012467.2
NTMT1,SEC22C
PRELID1,TMEM131L
TJP2,CYB5R1
LRRC37A2,AC006547.1
POMT2,HTATSF1
TMEM18,THAP8
VKORC1L1,POM121C
CNTNAP4,AL360091.3
PRCC,AL355472.2
ACAT2,RUSC2
ASXL2,MTPAP
EIF3K,RPS6
PMS1,FAM118B
PLAC8L1,AC099518.1
HIST1H2BC,UGDH-AS1
PPP1R21,LRIF1
MRPS24,C12orf45
TIAF1,AC007846.1
EXOC4,SALL2
ZNF528-AS1,NBAS
TBL1XR1,DPP7
PPP4C,AP2S1
LAMTOR1,LEPROTL1
ENTPD6,AL138760.1
CEMIP2,EIF3F
KRCC1,GRINA
RNF122,AL117209.1
VPS35,MFSD4A
AC012615.1,FRA10AC1
XIAP,PDE2A
NOM1,FAM104B
IDI2-AS1,JAGN1
ELMO1-AS1,CYC1
C19orf12,CHPT1
POMP,AL158071.5
C1orf216,LINC00906
KLHL20,ACBD4
INPP5E,ZBTB21
PIH1D1,TMEM216
RAB5C,CARNMT1
SSBP3,ZNF34
SEMA6A,AC068875.1
GTF2A2,CLSTN2
LINC00476,USP10
SIVA1,C11orf1
IL12RB2,GOLM1
LAMTOR5-AS1,SAT2
PACC1,AC007384.1
KIAA1257,CFAP100
RLIM,CMAS
CCNYL1,SF3B6
FBXL15,GID8
RPL34-AS1,AL590999.1
MYCBP,AP003049.2
SMIM11B,ADH5
VPS45,SIKE1
GNA11,RETREG3
THUMPD1,XXYLT1
DVL2,MAEA
GBA2,AL590550.1
MAGI1,LMTK2
PUDP,ZNF879
SCAF4,AC018797.3
OSTM1,TMEM70
AC078881.1,PGM5
PGPEP1,GFM2
TRIQK,HS3ST4
FSD1L,KIAA1257
COG2,GSTP1
RAD17,MBIP
SPG21,RNF216
ATP6V1A,AC025171.1
INPP5B,RAB3GAP2
PLEKHB2,IPO11
NDUFS8,CBX1
CYFIP1,TMEM109
PLEKHO2,AKIP1
FAM160B2,TMEM147
ALG14,STAT5A
NPIPB6,LSR
RO60,SND1
RAB4A,TMEM268
GANAB,PIP4K2B
C1orf56,AC012615.1
MAP2K7,MRPL28
NAALAD2,ARF1
BTBD9,PRR12
QSER1,SLC24A4
PHTF1,IFIT3
TMEM170A,AL049869.2
GJB1,AP001453.1
BRD3,LINC01134
ERVK13-1,WDR47
UBQLN4,OTUD1
OSMR,UROS
TCFL5,CREB3
LYPLAL1,AF001548.2
TMEM219,HDHD3
SPCS2,KIN
POLA1,WBP4
DNAJA2,TACR3
GLRA2,PPP1R13B
MED11,VPS54
DSTYK,AL138820.1
D2HGDH,TRIM59
ARL8B,C18orf25
PPP1R9B,PACS1
EPS8,ZNF335
DNAJC24,SF3A1
ZNF791,RAD1
ZNF430,MTM1
AC104035.1,TESK1
PPP2CA,AC093797.1
AP000462.1,SAFB2
ZNF738,AC018647.3
RASSF1,HECTD1
ASRGL1,NDUFS8
MTERF1,SCAMP3
DPH7,ARF6
BDH1,CUZD1
ZNF800,TMEM68
BBS4,MXD4
AL049840.4,AC010809.1
IDH3G,ZNF567
ZNF592,MATR3
FAM178B,SAC3D1
RAB1B,DDX60L
ZNF251,SLC37A3
KRTCAP2,CTSB
SRPRA,SPPL3
AC091887.1,GORASP2
DEF8,DGCR6
PPM1F,ZC2HC1C
CCDC6,CBFB
RTF1,ZNF420
BTBD3,ADRA2B
PAF1,ZNF568
PKD2L2,TMEM94
PPP2R5A,AC007952.4
EFTUD2,REXO1
ACSS1,GAK
PLEKHG1,CIR1
SP1,RBBP8
TPGS2,ARL8B
RAB3GAP2,ZNF384
C11orf71,PKIG
QSOX2,FRAT2
DNA2,SAP18
UHMK1,FLII
WASHC2C,Z95331.1
KPNA2,UBALD1
BCL2L2-PABPN1,HIST1H4H
GGNBP2,FIP1L1
IL17D,STAM2
EHD4,TMEM223
LMBR1L,OCIAD2
SLC16A1,TMED2
EIF2A,ABCC4
HCFC2,ZNF626
AMY2B,LINC02343
ELMOD2,ME1
CASD1,FAM111A-DT
FTCD,CLPX
AP001442.1,ENPP5
ATXN7,HPRT1
VEGFB,RBM28
TMEM205,AP003117.1
FBF1,KCTD16
UST,DDB2
FOSL2,CIB1
FAM151B,TMEM63B
FBXO5,AC092596.1
PDE6D,SMARCA5
GGA2,HOGA1
THAP11,SNHG3
HDGF,PDGFC
AL049840.2,FIG4
CDC25B,GUCY1B1
URB2,ZNF696
CDH1,NFATC1
RNF8,UNC50
MYLK,HSPA14-1
SLC5A6,GFOD2
AP005901.5,AL157786.1
ZBTB21,ZCCHC3
TUBGCP4,PA2G4
ATP5ME,TUBA1C
BCCIP,AC068389.1
LINC00824,SYF2
LDLRAP1,AC046130.2
AC092338.3,THAP4
KIF1BP,POLE2
RPL28,LRRC4B
SEC24C,TCEANC
SCAF1,GNE
CCDC30,FMR1
POGLUT3,CTBP1
ADGRE5,AK1
EPS15L1,MRFAP1L1
DHX32,SECISBP2L
SF3A3,HYI
RPRD1B,CENPQ
CEBPZOS,PPIG
TCTN3,GNAI3
DNAH11,KLRC3
BFAR,DGKA
ISOC2,HNRNPUL1
RRNAD1,SNAPIN
GANC,AC026803.3
FAHD2A,TMA16
GPR108,C4orf45
NAA10,CNOT11
DIPK1A,NRDE2
NDUFAF6,THAP9
SLC35B2,NPIPB5
JAKMIP2,TMEM127
PPP1R13B,AL359915.1
COG7,HADHA
ADAM23,CAPN2
ARPC4,ZNF224
ZNF268,NOSIP
AKAP10,HPCAL1
NCS1,TERF2
BCL2L2,LTN1
PLA2G6,ZNF703
ZNF232,MCMDC2
PAM16,CCDC152
GAS2,ATP5PO
SLA2,ZNF514
ZNF22,UBE2I
SIRT5,NUTF2
ITPKB-AS1,LINC00536
AL139815.1,AC026401.3
SEMA3B,ZNF169
EIF3G,SMAD7
PIGM,PSMD2
SLC45A2,RPS18
SUCLA2,AEN
RBM10,MRPS23
CFDP1,DNAJC9
CHN1,FIS1
CDK10,AATF
HOMER3,ZNF516
SEH1L,ZBED8
CCDC3,PTCD2
LYRM2,AC092296.2
AC004540.1,NT5C3A
ZNF451-AS1,AC019117.1
LINC01184,ESF1
ZNF345,PLEKHH3
PEX16,CNTNAP3C
COPRS,AC004830.2
AC090945.1,TRIM23
PLEKHA6,DNAJC19
NARS2,PEX5L-AS1
STK38,TOPBP1
PSMC3,ZNHIT6
SEC16A,RUNDC1
TNIP2,TAF10
RNPEPL1,KANK4
MED4,AL356776.2
TSN,FLOT1
TRIM69,CEP250
VIRMA,CERS6
ZDHHC8,CEPT1
OSTC,CCDC18
SLC39A10,LRRC57
SNHG10,RNGTT
PTPN21,RPA3
CHP1,BOP1
AC092329.4,NR1H2
SMS,SMARCC1
ATP5MF,AF064858.1
ROM1,CNBD1
KHNYN,NAF1
AC087473.1,YIPF7
TRIM16,PRXL2B
POU6F1,GNL3
METTL4,RPRD1A
DEXI,CBR1
GPN3,Z97989.1
WNK3,SRI
ZNF586,MUS81
ZNF318,AL392172.1
PPP2R3C,SPATA5L1
PCYT1A,PRELID3B
CLPTM1L,AC093330.3
SCEL,MGAT4B
TRNT1,RIOK1
SMAD2,SLC22A14
CYTH2,UBE2N
BTG2,HOMEZ
TSG101,ELMSAN1
ATG14,KLF7
UBE2W,COX7B
WDR1,PELO
ZNF595,RRNAD1
PEX3,RBBP4
RBBP4,FBN1
SHARPIN,SIAH2
PODXL2,MED27
HIKESHI,PLEKHA8
HIP1,RUVBL1
ZNF555,SAYSD1
CA3-AS1,CHST8
RUVBL2,AC069209.2
CCDC65,SOX5
ERICH3,MCCC1
LASP1,ZNF250
UBAP1L,S100A4
EFCAB13,ADORA2A
DPM1,LENG1
PDHA1,YDJC
RNF14,TTLL12
CCDC126,AC116903.2
FOXO1,FANK1
MRPS7,RBM42
SLC41A1,PTPN12
ZBTB2,MTHFS
KCTD6,PCED1A
RC3H2,PDE11A
PADI2,MTSS2
MT1X,EXOSC3
ZNF480,ITPKB-AS1
PI4K2B,TM4SF18
SCAND1,SEPHS1
GRIA4,NDUFAB1
HIST1H2AC,ACADM
SZRD1,OTUD6B
ENOPH1,RECQL4
GABPA,USP25
MTOR,CYP27A1
TLK1,MAPKAPK2
PAIP1,ZNF672
ANAPC11,AL359762.1
ZNF507,ADAM9
RFX3-AS1,HNRNPA0
HCFC1,GSTT2B
TSSC4,ASPSCR1
CCDC59,PNRC2
UQCRC1,P4HB
KLHL8,PPM1N
CENPT,C18orf54
AC012363.1,FZD1
RBBP5,INIP
RIOK1,AC015849.1
GCNT4,FBF1
ZNF778,BLOC1S5
RAB31,KCNA2
CDON,ZNF469
OBSL1,TMEM143
COLEC11,AC011287.1
FAM13A-AS1,LRRN3
ZNF790-AS1,ADAMTS16
SLBP,MRPS24
MOB1B,NDUFA4
MRPL22,TOP1
FKBP15,UQCR10
TRAF3IP2,RPP21
IMMT,BARD1
DPY30,FAM182A
LAMA2,CS
NECAP1,PUS7L
RNF7,MAPK8IP1
MYH9,CBX7
KRAS,FN3KRP
MRM2,GCDH
ACADM,PARP8
AC024901.1,PIK3R2
PITHD1,FAM184A
COPS5,BICC1
ZNF438,AC117834.1
RAB11FIP2,AC027020.2
ERMAP,SCOC
TBCK,ZPR1
CAPNS1,CNKSR3
SH2B3,SF3B5
DHRS4L2,PYGB
AP3D1,RARS
ADNP,TDP2
LINC01630,KLHL22
LSM12,VPS29
SMARCAD1,SPTLC2
MAGEE1,COPS5
MT1M,AC015943.1
PSTK,DNAL1
DNAJB12,WDR54
SLTM,NFRKB
CYB5R3,ATRAID
SETD4,BTN3A2
RNF185,GSTM4
PDLIM3,PHB2
PNMA1,NSMCE4A
MYL6B,LIN52
MAST4,EPS15L1
BCL7A,GATB
TCAIM,FBXL18
SLC30A7,LSM2
ANO8,AC092718.4
ENDOV,AL078622.1
TBRG4,SEC61G
AP000688.1,BAG4
ESD,MINAR1
ADPRHL2,MVB12A
ZNF583,SPPL2A
AC025178.1,COASY
XPO7,CFAP298
RAB39B,SLC30A7
SGTA,EIF4G1
ZNF471,AC008554.1
PQBP1,NUDCD2
CDH26,RPL26
WDR83OS,ALDH16A1
AC016831.1,ERCC5
TRIM24,CAMK4
CLK3,ZC3H12C
YPEL4,CENPT
TGFBR1,AC005674.2
CFAP53,SNAPC2
SERP2,NNT
NOP2,FNBP1L
GTF3C1,MLX
UBE2V2,PSMC4
AAMP,NCBP1
NCOA4,USP1
GDAP2,SELL
TCF7,H1F0
RUVBL1,C6orf120
C1QTNF3,NEDD1
DNAJA4,MARCH5
EPB41L4A,AP5B1
LAPTM4A,PPM1G
MPP5,ARMC6
TGFBRAP1,FP565260.6
NDUFS6,ETAA1
SNHG12,FABP5
C5orf51,SF3A3
CDK2AP2,GDF11
AC005400.1,LINC02172
MRPL36,LSM11
AL022238.2,COX5A
RELL1,PIAS2
LINC01099,CADM2-AS1
TMEM167A,ZNF300
LINS1,RC3H2
RBM38,RPRD2
FAM53C,LARP4
CEP192,ZBTB7B
ZBTB25,ACADSB
ZGRF1,TRMT1L
EPHX1,PPP1R14B
PIBF1,CLCN2
DLST,AL353689.3
ZNF649,MIOS
TBCA,LINC02715
RAB5IF,PDPK1
POLR2I,SCARB2
LEFTY1,NUMA1
ABHD14A,BUD23
PPP6C,CLCN5
STX2,NTRK3
MOB3B,NFKBIB
AL355881.1,PLOD2
DFFB,SMIM11A
PUS7L,ETF1
IFT81,STK11
EMC3,UBTD2
TCF3,WDR89
CAMLG,UBE2E2
TMEM134,ZNF761
AL157938.2,LATS2
LIMK2,GNB1L
ABHD13,RUBCN
NUP160,NUP205
RPP14,LVRN
EXOSC3,TWNK
P3H2,DNAJC10
AP005230.1,KDM5A
ABCG1,TNFAIP8L1
NOVA2,PNKD
AC020765.2,OTUD7B
RPGR,KDM5C
PIWIL4,SRBD1
ADHFE1,PGLS
LINC00847,RELL1
PPIL2,COX20
DENR,TMED1
NENF,AC245060.5
ZNF333,ARNTL
CCDC25,MYO1C
MLLT1,CRYGS
RACGAP1,NUDT8
NDUFB7,DNAJB14
AL118516.1,SGPP1
NUP58,CACNA1C
AKR1A1,NTM
TMEM126B,RAB5B
MCOLN1,PPP1R13L
PPP4R4,AL035701.1
PSMC2,TADA3
SLC39A1,LSM1
AGO2,C20orf96
SOWAHA,PTRH2
NUMBL,NANS
DFFA,SUCLG1
DYNLT3,AMOTL1
POLR3B,ZNF486
CCDC24,FOXK1
WDR18,TEPSIN
