bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
CRYBB3,AL161638.2,AC122707.1,EFCAB9
GRM4,IGKV1-27,LINC01234,AL008638.1
PEX13,IGKV2-28,DPYD,ZAP70
AC008549.2,IGKV2-30,AC006460.1,STX18-IT1
LINC01136,TRBV7-1,TSPAN1,AC117373.2
CHRNB4,IGHV3-64D,RNASEL,AC092653.1
AC120349.1,IGLJ7,AC022154.1,AC068616.3
AP3B2,IGLJ5,OTUB2,PRKAG3
LINC01352,IGLC5,AC026741.1,AC012363.2
Z80897.2,IGHJ2,AL157882.1,AC008966.2
TMEM233,IGHJ1,AC090114.2,CR381670.2
AZGP1,IGHD7-27,AC024075.1,SLC51B
AC080013.5,IGHVII-15-1,CBFB,SLC22A11
ATP13A5,IGHVIII-16-1,AC010542.2,AC104770.1
AC006116.10,IGHV1-17,AL512357.1,LINC02437
CENPL,PRICKLE2-AS1,DDX39A,AL157829.1
AC005089.1,IGHV3-19,ZFP41,LINC01705
AC125603.1,IGHV3-20,AC004828.2,AC023034.1
AC093227.3,IGHV3-21,RGPD2,TK1
U91328.3,IGHV3-22,TMOD1,OR2M5
AL157938.4,IGHV5-10-1,PTHLH,AC092755.1
AC037441.2,IGHV3-11,AL445213.2,AC092590.1
AC092338.1,IGHVIII-11-1,AC064871.2,AL031429.2
AL445123.1,IGHV1-12,FUT2,AC022903.1
PTGS2,IGHV3-13,DRD5,AC026740.1
AL360181.2,IGHVIII-13-1,DOCK1,AL596188.1
LINC00501,IGHV1-18,AC034231.1,AC099487.2
THSD4,MAGEB6B,EDIL3,MAFA-AS1
LINC02642,AL691426.1,RAB39A,ACP5
WFDC8,AL391832.3,CSAD,AC119677.1
AC097450.1,AC092941.2,AC008438.1,AL158198.1
LINC01873,LUZP6,MYLK3,ACKR2
SOCS1,OR10H2,ADAT2,AC090578.3
LRTM1,LINC01742,AC096576.2,KRT16
AC079910.1,OR7C2,LDLRAD3,AC008662.1
ZNF157,IGHD4-4,CPEB1-AS1,AC091132.1
AL161729.2,AC136424.1,AC063976.1,AC233702.7
DMRTA1,IGHD5-18,LINC01664,AC006041.1
AL138733.1,IGHD4-17,ERAS,LINC01268
AC103855.2,IGHD3-16,ISOC1,AP001107.7
TRDMT1,IGHJ2P,MUC12,AC013701.2
AC130814.1,IGHD1-14,CLASRP,AC003984.1
ACP4,IGHD6-13,CD247,CATIP-AS1
CSMD1,IGHD5-12,NUDT17,DMRT2
AL160035.1,IGHJ1P,AC092802.4,AC008937.3
AL590652.1,IGHD1-26,AC109322.2,AC068787.2
ANKRD33B-AS1,IGHD6-25,AC068875.1,FLI1
LINC01075,IGHD6-19,SLC22A13,AL136295.2
AC135782.2,AC129507.3,GEMIN4,AP000692.1
GPIHBP1,hsa-mir-1253,ACAD10,AC099489.3
AF131216.5,SEMG1,CLTCL1,AL021920.1
MIR122HG,AC092336.1,ZNF211,SPEM2
LINC01659,AC034229.3,ZNF219,AL357835.1
AL138916.2,AL391987.1,PLCD1,LINC02692
AC096772.1,OR5H6,FAM114A1,LINC01825
AL035458.2,OR5H2,TRIM66,FOXD2
AC008164.1,OR1J2,AC005618.4,AC103808.3
AC008543.4,AC036222.2,LINC02796,AL451105.2
LYPD4,LINC02571,ARMC5,LYL1
AC004590.1,OR5K4,AC067852.3,AC027335.1
LARS,OR5K3,NT5C1A,PCBP2-OT1
ARHGEF3-AS1,OR5AC2,AC026471.2,PRLR
AC107031.1,GTSF1L,AC000113.1,AC093677.2
AC003684.1,AL117382.2,SPATA45,AC023824.3
AC232271.1,AC020743.3,AC005786.3,ARSI
AC079248.1,AC004920.1,SLC29A3,AC093283.1
AL357507.1,AC022915.3,ARMCX6,OR2AP1
AL392083.2,AC009987.1,CHRNA2,AL162591.2
KANK1,AL603764.2,TAS2R4,AC093642.1
AGFG1,HOXB1,AL158801.3,AC026803.2
AC139720.2,AC094104.1,SNTG1,AL050402.2
SLC12A9-AS1,AC010139.1,ENKUR,AC091073.1
AL158038.1,AL160391.1,ERCC8,CCL15
AC004943.1,HOXD12,LCP1,POTED
TBPL1,OR1L1,PLEKHD1,AL356275.1
TRRAP,LINC00543,KNTC1,BX322234.2
DDIT4L,AP005233.1,ARL9,IGKV2-23
POU4F1,AP000439.3,C19orf47,KRTAP1-5
XCL1,AC007991.2,CP,APOA5
AC068792.1,IGHD5-24,BNIP1,AC008761.2
AC148477.4,AC068014.1,ACOT2,SMIM32
AC022034.1,SCGB1C2,AC021660.4,AC090469.1
AL591848.3,AC027237.4,AC112907.1,B3GNT5
AC012101.2,AC104794.4,EARS2,AC009831.3
FAAP24,TRBV5-7,AC091132.2,AC008403.3
C7orf77,TRBV11-3,ANKRD34C,AC090358.1
MFSD13A,TRBV12-3,LUCAT1,P4HA3-AS1
AL133320.2,TRGV10,DDN-AS1,AL591178.1
AC006967.3,TRGVA,PMPCA,AC002368.1
MYBL2,TRGV6,PRR4,PGR-AS1
IFI44L,AC021451.3,AL353803.1,AC005884.2
AC133637.2,USP17L8,ECSIT,KLF17
Z99758.1,DEFB130A,AC022364.1,AC079848.2
DEFB134,AL158198.2,PSD4,AL355578.1
LINC02794,AL451067.1,CCDC152,SPAG16-DT
AL050403.2,COPDA1,B3GNT9,RLN2
TNFAIP8,LINC01218,ZNF501,AL358176.4
P2RX4,AC008525.2,GOLGA6L7,AC099684.3
USP35,AP002409.1,AC133919.2,AC012313.6
KNSTRN,LRRC30,RAD51B,AC099521.3
AC067863.1,AC051649.1,AC138969.1,AC016949.1
AMZ2,DEFB115,MEX3B,AL133395.1
CASC22,DEFB105A,NRAD1,AC027804.1
DPP9-AS1,AC068058.1,PRPF31,AL121904.1
TSPAN15,AC106712.1,VDR,AC013436.1
C5orf52,IGKV1OR9-2,DIABLO,AC092042.4
GADL1,AL137078.2,CHRAC1,AC104454.2
AC138035.1,AL049541.1,KDM8,ITCH-AS1
SMIM27,MAGEB18,JMJD4,PTCSC3
MYL9,AC004869.2,CABCOCO1,OR2B2
LINC01173,AC073188.4,AC016831.1,AC011893.1
MMP3,AC073188.6,AC073840.1,ALPG
HAL,LINC02708,Z94721.3,OR2T27
NRAS,TTTY21B,AC025031.4,AC112693.1
REC8,TTTY7,AC107068.2,AL844170.1
SYP-AS1,TTTY12,MRVI1-AS1,NLRP12
PPP2R5A,BPY2C,AC104002.3,FARP1-AS1
AC093515.1,RBMY1B,AC005332.2,AL355870.1
AC018695.2,TGIF2LY,POLRMT,EGFLAM-AS1
CABP5,TTTY3,WWOX,AC068481.1
AC123912.4,TTTY6B,AC007695.1,CFAP99
ANKS4B,TSPY9P,LINC01853,AC113382.2
LINC01169,VCY,SYDE2,AC010082.1
AC010335.1,AL008733.1,ANKRD9,AC147651.2
LINC02341,AL499627.1,MAPT-IT1,KRT18
PGAM2,AC006159.2,HIST3H2BB,AC008060.3
AL133259.1,GCSAML-AS1,NR2F2-AS1,AC026358.1
NUP62CL,OR4A15,APOBEC3H,GABRR3
AL121768.1,OR4C16,AC005828.3,LINC02346
AL358154.1,CFTR-AS1,WNT8A,AADACL2-AS1
AC091133.1,OR4D11,SHLD1,AL162727.2
AC096586.2,GAGE12B,AC019131.2,CDX2
CDHR5,GAGE12C,LINC01114,LINC00589
HCST,AL592464.2,RGS20,ANO3-AS1
AL356952.1,PRAMEF19,TP53I11,AC079336.2
AC087294.1,IFNA4,LRRC14,AC007728.1
TLE7,AL358117.1,RRP1,AL392086.3
UPK3BL2,AL031386.1,SLC31A2,AC099681.2
AL590666.1,HIST1H4G,TTC29,PASD1
GBP1,AC012229.1,AL355388.3,Z82244.1
AL359682.1,TSPY4,CMTM8,AP001453.3
CLEC9A,OR51A2,AC133919.1,AC103739.1
TFAP2A-AS2,OR52E2,AC092939.1,TRAJ55
AC104785.1,TTTY3B,AC010967.1,AC078880.3
ACTA2-AS1,TTTY1B,RASGRP3,TBXT
LINC01870,TTTY8,CNKSR3,AC073862.1
AC138207.2,OR4F29,AC093635.1,GJB4
AF131215.4,TSPY10,NAA80,CCDC26
AC023421.1,AC104237.2,INO80E,AC005786.2
AC006441.1,CDY1,FOXP4,LINC01842
ANP32B,OR5P2,FHAD1,AL390755.1
LGALS4,OR5P3,RAPGEF3,ARHGAP31
VSIR,AC233755.2,AC099550.1,CYP2A6
LINC01761,AC233755.1,AC016493.1,NEFL
SEMA5B,RBMY1A1,AC126696.3,LINC01007
AC012494.2,CDY1B,ZBTB17,AC104126.1
APOH,AC025271.3,EPOP,LINC02026
C9orf57,AC012378.1,CCDC18,LINC02012
APOL4,AC012379.2,AC026894.1,AC025857.2
TMIGD2,AC010745.1,AC091132.4,AL009181.1
AL049775.3,AC092078.1,AC007216.3,AC008735.3
AC119673.1,LINC02239,AP001453.1,JAML
AL445489.1,OR6K6,ZCCHC9,AC091691.2
AC097065.2,AC010723.1,FABP5,AC097505.1
AC006059.5,CDY2B,HSF4,PRRG2
AL357568.1,BPY2B,PSRC1,AC073326.1
SAPCD2,TTTY21,AC016766.1,AC002115.1
CD19,TTTY1,AL078590.2,AL590282.2
AC009974.2,AP000812.4,DMD,AC027338.2
AC087439.1,AC106774.4,AL139383.1,LINC02845
LINC00502,TAF11L7,PBX3,AL355102.1
ASCC3,TAF11L8,ANGPT2,ZSCAN4
ANKRD62P1-PARP4P3,TAF11L9,FASTKD3,GJB5
HLA-DRB5,TAF11L10,LINC01001,AL021918.3
AC103746.1,H3.Y,DMWD,HIST1H4I
LRP4,HIST2H3A,KY,AL157373.1
LINC01736,TTTY7B,ERFL,AL390839.2
MNX1-AS2,TTTY17B,NPC2,AC009630.3
AC019118.2,AC141272.1,AL137786.1,AC012574.2
BPIFB1,TTTY17A,CADM1,AC004771.5
HDAC11-AS1,RBMY1J,AL158167.1,SMIM6
AC005323.1,TRBD1,UBOX5,CYBA
AC073073.2,TSPY8,SNCB,NAV2-AS4
CD28,TSPY3,METTL26,AC015878.2
AC006566.1,TTTY23,TAS2R8,RUFY4
EFCAB7,VCY1B,AC020911.2,AC105935.2
AL035588.1,FAM41AY1,LCP2,AL133371.3
AP001207.3,APCS,SBNO1-AS1,RNF216-IT1
AL136972.1,SPANXA2,SEMA6B,AC022145.1
AL360093.1,AC013727.1,LINC02319,AC005277.1
AC108457.1,OR4X2,PI4K2B,FAM30A
EGFR-AS1,OR4X1,LHFPL5,SOWAHD
ZBTB12,AL138885.2,CHCHD4,WASHC3
POU6F2-AS2,AL590385.1,UCK1,AC079910.1
COL1A1,AL136361.1,CLEC4G,HIST1H3E
AC087362.2,AC034223.2,NEXN-AS1,LINGO3
LINC01433,AC009852.1,PSTK,AL512283.2
PLAAT2,AC011474.3,CNBD2,AL023803.1
UHRF1,CDY2A,AL137786.2,Z82196.1
AP000322.2,KRTAP4-6,HEXD,AL589684.1
AC109630.1,KRTAP4-5,NPIPB12,CELA3A
AC004846.1,KRTAP4-3,CDR1,CAPN9
AL355388.1,KRTAP4-2,TBC1D8B,AL449043.1
PRB2,KRTAP1-4,AL591463.1,AC011473.3
TARBP2,CDRT7,AL499604.1,LINC01833
REV3L-IT1,AC007849.1,HEBP2,LINC02674
PALD1,IGKV2-38,AC098487.1,AC084864.1
AC012535.1,IGKV1-39,SERPINA3,AC115522.1
AC005772.2,TRGJP,INTS5,AC046158.2
AC007272.1,IGKV1OR2-118,HHAT,EMCN
AC011479.4,AC244102.1,CD40,AC124319.2
LRRC34,KRTAP3-3,ENSA,AADACL4
B3GAT2,KRTAP2-1,AC146944.4,PAPPA-AS2
PLCE1-AS1,KRTAP4-11,AC019330.1,TRARG1
SLA2,AP000477.2,PCDHGA10,BRS3
AC036214.2,LINC02090,STKLD1,AC005695.3
AL022345.4,AC012307.1,TMC7,NAALADL2-AS3
PADI6,IGKV1-35,NPY5R,TAFA3
SPATA9,IGKV2-36,DLG1,AL691420.1
CEP78,IGKV2-40,CASP8,LINC01427
AC103957.2,CU638689.1,CNTNAP2,RSPO4
AL139390.1,CU639417.1,GOLIM4,CTSE
AL445228.1,AC245036.5,AC016933.1,AL356752.1
SLC6A18,AC008750.1,NUDT22,CASP5
TMEM252,AC068672.1,RAG1,AL391863.1
AL355870.1,AC007403.1,TPT1-AS1,LINC01312
AC137936.1,HAO2-IT1,H2AFX,SLC6A20
TULP2,AC105020.4,EBPL,LINC00374
AC022509.3,KRTAP25-1,YRDC,PLAC4
AL023806.1,OR4F3,TMEM200A,AC099343.4
AL353764.1,OR51F1,TNFRSF6B,BX537318.1
CFAP46,AL353579.1,FAM226B,AC025030.2
AC069421.3,AL137026.2,ABCC10,DEFA5
AC005482.1,AL391119.1,APOA1-AS,AC011474.2
AL359853.1,AL160004.1,AC091849.2,OR52D1
LINC00395,AC083977.1,LRRC4C,AL356289.1
AC002059.1,AC125257.1,ACSL5,ELOA3B
SARNP,KRT37,C5orf47,FAM47B
AC003086.1,KRT38,PABPC1L,KRTAP10-3
AP005436.1,KRT13,KRBA2,IGKV1-8
LAMA4,TRBV29-1,TRIAP1,SALRNA1
AC074050.2,PRR20D,QTRT1,IGKV1-12
GJB4,IGHV2-5,STEAP1B,AL357874.2
TRAJ55,IGHVIII-5-1,AL139095.4,AC013733.2
AC078883.2,IGHVIII-5-2,PLOD3,AL355601.1
AC013549.3,AL356017.1,CNTNAP3C,AL391832.1
SERPINB10,KCNA6,LINC00471,AC068397.1
KRTAP19-5,IGHD3-3,TRPC3,APOBEC3B
AC016027.1,IGHD2-2,GATA2-AS1,AC084277.1
AP000255.1,IGHD1-1,MID1,GAGE13
CPB2-AS1,IGHV6-1,LINC01088,IGKV1OR2-108
LINC02662,IGKV1-37,AC096576.6,AL157931.2
AL133520.1,IGLJ1,ARHGDIA,AC115099.1
AL133405.1,IGLJ2,ZNRD2,AC117462.1
ASPA,IGLJ3,KCNK13,AC097467.1
AL136225.1,IGLJ4,TNNC2,AC136285.2
AF064866.1,IGLC4,MEIOB,FGG
AP000221.1,IGLV2-8,AC106897.1,AC100825.1
TXNDC8,AC117500.3,C11orf52,SEMG2
RBM44,IGHJ3,KCNB2,TREX1
AC104695.2,IGLV3-7,AC017074.1,AC074325.1
AP000442.1,IGLV3-6,F2R,AC099552.1
NBPF15,IGHVII-1-1,ZNF623,CTAGE8
ARGFX,KRTAP26-1,DGCR9,AC004837.3
AL359979.1,AP006216.3,TRMT12,LINC02349
AC007922.1,AL358215.1,FAM89A,LINC00400
FMR1NB,AP000431.2,KIFC3,AL162399.1
NHP2,MCTS2P,LINC00884,TRAJ56
ONECUT3,AC008738.7,F3,FAM25A
TRIM27,AC008738.5,SLC4A9,MFAP5
AC025449.2,AC095038.5,GRM5-AS1,AC087392.1
AC091588.2,CST8,D2HGDH,KIRREL3-AS3
TNFAIP8L1,AL353651.2,AC009313.1,CXCL6
AC103739.2,IGHV7-4-1,AC103706.1,AC007786.4
PCK1,AL451129.1,TNFSF12,AC090970.1
TREM2,AC122108.1,AC084759.2,GATA1
AC007861.1,BMF-AS1,TP53TG5,LINC02109
LINC02730,EGFLAM-AS3,AL592295.4,LINC02198
AL355481.1,AL589765.2,LRP3,DCAF8L2
GPC5-IT1,LCE3B,GSDMB,LINC02022
LINC02318,LCE2D,IKBIP,AL596257.1
AC007622.2,IGHV1-14,ACTL6A,AC090621.1
POU2AF1,IGHV3-15,GPC5-AS2,AL450344.3
CHUK,IGHV4-4,PPP1R3D,SRGN
AF131216.4,AL135790.1,AF064858.1,LINC02196
PRKAG3,TRGJP2,AL096854.1,ELOA3
AL136114.1,AC020914.1,PGAM5,AC103808.4
AC073578.2,IGHD2-21,AL136119.1,AC005050.3
DEFB135,IGHD1-20,FGF22,LUM
AC226118.1,IGHJ3P,ELOVL1,AP002008.1
CCDC37-DT,IGHJ5,DBR1,AC087289.2
AC073188.2,IGHJ4,CACNG6,AC005823.1
AC007529.1,AC096732.1,SNHG30,HLA-DQA2
AC110769.1,AC138907.1,BCS1L,AP005210.2
AC090826.3,FP236240.1,AL356108.1,AC130456.5
AL121772.2,IGHV2OR16-5,DBH-AS1,AC021037.1
OR10V1,AC142086.1,TMEM64,ADGRG4
OR10G8,IGHV3OR16-15,AC087203.3,AL450307.1
AC092580.2,IGHV1OR16-1,ETS1,OR52K1
BTBD9-AS1,IGHV1OR16-3,BLACAT1,ANGPTL8
OR10A5,IGHV3OR16-9,SLC22A7,AC006062.1
NTM-IT,TP53TG3E,MAMSTR,LINC02633
AP003173.1,TP53TG3B,MRPL44,AC010163.2
AC073176.1,IGHV3OR16-13,ERICH3-AS1,AC243967.3
AP001999.3,AC135776.1,SBF2-AS1,AL391987.2
OR4N4,AC138907.3,NTNG2,LINC01992
AC027688.2,TRGJP1,AC004812.2,AL137220.1
AL360267.1,AC020891.3,PGBD2,LINC02370
AP002761.3,AC241644.3,AC005394.1,AP002856.2
AC090679.3,DCANP1,SPDL1,SPACA1
AC092067.1,TRGJ1,DNALI1,WARS2-IT1
AP000785.1,TRGV11,CR381653.1,ANXA2R
AC022467.2,AC027343.1,ENPEP,AL020993.1
OLAH,AC026719.1,ITPA,AL158801.2
AC006478.2,AC010451.3,AL359715.3,AL121890.2
GBX1,AL355300.1,LYAR,VSX2
AC021088.1,TRGJ2,SPRY3,AC111170.1
UGT2B17,AC023115.1,AC116158.2,LINC01180
LINC01103,AC092848.1,AC132192.2,THOC7-AS1
TOR1A,POM121L12,FAM98C,AC021382.1
TROAP,IGKV1OR2-9,MOV10,AC092954.1
FAM53A,IGKV2OR2-10,FBXO40,FOXE3
SLC46A3,IGKV2OR2-7D,SYT3,AC107302.2
DUOX2,LINC01505-1,TSC22D4,AC004470.1
LRP12,TRBV12-4,SOX1-OT,AC073973.1
AC087393.2,TRBV12-5,TMEM99,AL590666.3
LINC02551,TRBV27,LINC02666,LUARIS
DIAPH3-AS2,AL020996.3,TMX1,AC005495.2
ZNF774,AL096828.6,AP4B1-AS1,AC011773.4
AC104118.1,AC094105.1,AC015908.2,C6orf132
AL132656.3,LINC01017,ZNF155,C15orf32
AC104167.1,AC016595.1,CNTD1,AP001160.4
AL136982.3,AL158147.1,AC006230.1,AL513185.1
LINC01819,LINC02434,REPIN1,LINC02462
AL034546.1,LINC02116,LIFR-AS1,LINC02381
AC240565.2,KDM4F,BTBD19,C3orf52
AC008663.2,AC004080.17,IQCG,ZC3H11A
AL138767.3,IGHV1OR21-1,HSPA2,PRRX2-AS1
TDRD15,IGHV3OR16-6,MKS1,AC004771.2
AC096586.1,KRTAP16-1,AC010168.2,PCAT7
AL160154.1,KRT33A,ARFGAP1,TLX2
AC016394.2,UTP14C,KLF10,AL110504.1
AL359894.1,MT1HL1,ARG1,AC011233.2
AL596330.1,PRR20E,AL357079.1,SEMA3B
AC000050.1,PRR20A,CD82,IGSF9
LINC01030,PRR20B,OVCH1,MLANA
AC018645.3,AC022336.2,TMEM121B,NINJ2
AL110504.1,KRTAP29-1,HTR1E,FMOD
AL512310.10,CU639417.5,S100Z,GPX8
AP000786.1,MBD3L2,C1QTNF2,CASC11
AC069360.1,IGHD2-15,EIF3G,AC003092.2
CCDC42,IGHD4-11,OPN3,DIAPH3-AS1
AC092958.1,IGHD3-10,ACD,LINC01906
LINC02064,IGHD3-9,AL049780.1,AC138932.2
B4GALNT2,IGHD2-8,C1QL1,AL139317.3
FYB1,IGHD1-7,AC012213.1,AC092287.1
AC136188.1,AL035404.2,ERAP2,ZNF816
NCK1-DT,IGHD4-23,MTA1,AL158835.2
SFR1,IGHD6-6,METTL22,NDUFA4L2
AC025822.2,IGHD5-5,LRRC61,LINC02512
AC066580.1,AL499627.2,MED12,AC105339.6
AGTRAP,AL355803.1,NOP16,AC009081.1
TRA2B,IGKV1OR-2,ZSCAN20,AC109472.1
TASOR,IGKV1OR9-1,AC004464.1,UAP1L1
EFNA1,SPATA31A3,FANK1,AC041005.1
NPW,AC100827.3,MRPL24,TNFRSF11B
AC079790.1,AL355140.1,IL15,ZNF197-AS1
SPATA1,PPIAL4F,SRD5A3-AS1,AC020978.6
AC097634.2,AC108865.2,IGDCC3,TAPBPL
AC100861.2,LINC02514,SERINC2,AL354810.1
ATP5ME,AC073370.1,AL022069.1,AC092069.1
AC023593.1,EVX1-AS,TCEANC2,LINC00686
LINC01787,AC010551.1,ZNF593,AC090386.1
AC032011.1,OR11H1,MKNK1-AS1,AP002505.1
AF129075.2,OR52M1,LMOD2,LINC01254
IQCF3,TRAV40,AC013267.2,CNTN4-AS1
AC026191.1,TRAV26-2,EEF1AKNMT,SLC10A2
TIMM44,AC011718.1,NFKBIB,AL596330.1
ZNF503-AS2,CT83,AC090376.1,AC010320.3
AC022217.3,BX119904.2,AC144521.1,AC022535.1
AC130456.5,AC005262.2,APRT,AC073284.1
FAM90A26,IGHV1-2,FAM214B,PTCRA
AP000721.2,TRAJ25,UPP2,AC130324.1
AP000547.3,USP17L28,C14orf28,AL035106.1
MED30,USP17L29,CELA2B,CLEC4M
AC007686.2,USP17L30,PAPPA-AS1,LINC02612
AL034376.2,AC009108.2,SPTSSA,MMP9
AC096554.1,TRDD1,TNFRSF11A,AC108134.3
AP005273.1,TRDD2,AC007681.1,CLSTN2-AS1
AC009095.1,IGLV1-62,AL713852.1,AC104260.3
AL357793.1,GUCA1A,AC145285.2,KLHL31
AC011899.3,AC012572.1,DEF6,AP000253.1
VAT1L,TRAJ45,NPRL2,LINC01602
RSBN1L,OR4C11,CSRNP1,AC069366.2
PLEKHN1,TMEM174,GPR84,AL450270.1
ZWINT,AC122136.1,CDHR3,HTR6
LINC01720,AC012462.2,USP6NL,LINC01654
AC024475.3,AP001120.1,KHDRBS2-OT,AC117395.1
WDR72,AL591504.1,ADORA2A-AS1,LINC00578
DOCK1,TRAJ33,ACOT4,UMODL1-AS1
AL596325.1,TRAJ32,NME9,AL358134.1
OGN,AC116362.2,AGFG2,LINC00621
LINC00929,AC006482.1,HR,AC107373.3
AC117377.1,TRAV38-1,GAS8,AL157902.1
Z82196.2,TRAJ40,BTG3,AC092053.5
LINC00313,IL36A,CES3,OR2T4
AL034345.2,AL355994.3,C9orf92,LINC01669
AL606516.1,AC115619.1,TMEM109,COLCA1
MYOC,AC093802.2,AC064807.2,AC137579.1
AC026787.1,AQP12A,AC021979.2,AC010096.1
LINC02153,TRAV27,AC009403.1,ANKLE1
RNF212,TRAV28,NAGA,OR2Z1
P4HA2,TRAV31,ALG10B,TMEM212-AS1
ALG10,TRAV32,METRNL,AC012146.3
ZCCHC2,OR8B4,CLEC11A,AC104119.1
AC090360.1,TRAV17,CHI3L1,GGT6
LINC01853,TRAV18,TMEM132D,MMP2-AS1
AC053503.1,TRAV11,LENG1,C11orf94
AC092287.1,AC233992.1,PCDHB7,LRRC70
AC009996.1,AC083841.3,AC245140.2,APOL3
RAB6C,TRDJ2,TRPT1,NXF2
OR13C3,TRAV8-4,AP003025.1,AL050343.2
WFIKKN2,TRAV4,LINC00598,PPP1R3G
AL160286.2,IGKV1OR-3,NXPH3,AL109741.1
AC083867.2,IGKV2OR2-1,AL022328.3,RP1L1
VPS37C,AC239585.1,IRAK1BP1,AC073539.1
EFNB2,AP000552.2,TMEM35B,THOC6
AL359922.2,IGLVI-70,AL139815.1,LINC02730
AC078864.1,IGLV4-69,SPA17,SHE
LINC00229,TRDD3,MCM3,AC090680.1
AL591846.2,TRAV9-1,AC073517.1,SOWAHB
LINC02536,TRAV10,AC010857.1,AC005301.2
CLCA2,AL022312.1,C15orf39,LINC02527
C10orf53,IGLV2-14,AL035252.2,F2
AC116914.2,IGLV3-13,AL049838.1,SZT2-AS1
AC011900.1,AL627230.3,AL604028.1,AC105362.1
AL008729.1,IGKV1OR2-3,CAPS,AC002375.1
AC067930.2,IGKV3OR2-5,PKN2-AS1,LARS2-AS1
UCKL1-AS1,IGKV1OR2-6,AC093765.4,AC003077.1
IGFBP7,IGKV2OR2-7,CACNA1C-AS1,ADGRE3
LRRC74A,IGKV2OR2-8,NCMAP-DT,FAR1-IT1
KLF6,IGKV1OR2-11,IGFBP6,AP001007.2
AL132981.1,IGLVI-68,CEP112,AC027682.3
AC090983.1,IGLVIV-66-1,RPUSD2,VSIG10L2
CLASP1,IGKV3D-20,C2,NOD2
FOXF1,IGKV2D-19,LMF2,AC106799.2
AL096678.1,TRAV16,C1orf220,AL606753.2
FAM166B,OR1S2,AC008764.8,AC012513.1
GABRQ,OR10Q1,PRAG1,AP001010.1
AC023906.2,OR10W1,HIST3H2A,AC131097.2
HNMT,IGLV1-40,AC005696.4,AC104564.4
AC063952.4,IGLVI-38,FAM242C,MIR133A1HG
AC093639.2,AC025265.3,POPDC3,AC010931.2
CTAGE6,TRAV6,AL021707.1,AC078795.1
AC093591.2,TRAV7,AL158828.1,AC007463.1
AC063943.1,TRAV8-1,AL162713.2,AL645504.1
AC103987.2,TRAV8-6,STRN4,AOC1
AC124804.1,IGKV2D-18,POC5,LINC01709
ZNF208,IGKV2D-30,SPI1,AC114803.1
PLXNA1,Z82202.1,CERCAM,AC007349.4
AL606469.1,LINC01628,ITFG2-AS1,AC105271.1
CHPF2,DEFB105B,AL117327.1,DGKK
PCDHGA2,IL17A,CCDC169,KCNE2
LINC01375,ACTL9,TPH1,LGALS14
AP1M2,OR7G1,AC092343.1,AC068787.3
SERPINB11,AL031593.1,AC009365.1,AL450423.1
NOP14,U62317.2,PRKD2,LINC02825
ZNF235,OR4C46,EPHX2,ATP1A4
TMEM63A,IGHV1-58,MAP4K1,SLC38A4
AC116428.1,IGHV4-59,AC090617.4,SAPCD2
AC100779.1,IGHV3-48,ZNF485,AC020550.2
LINC00583,IGHV3-49,AC005696.1,AC016245.1
HOXC6,IGHV5-51,TSIX,AP002754.1
LDLRAD2,IGHVIII-51-1,RGS3,PRTN3
AUP1,IGHVII-51-2,UPB1,AL133279.1
AC097625.1,IGHV3-52,DXO,AL009031.1
AL078459.1,AL512624.2,WNT7B,AL591684.1
FAM155A,IGHV3-54,PFKFB4,LINC01911
LINC01580,IGHV3-57,CDK5,VHLL
AP003170.4,CT47A1,LINC02426,AL591503.1
APOBEC3B-AS1,AC098649.1,AL109811.1,AL445604.1
CD9,LINC00564,TIMD4,AC144836.1
IL1R1-AS1,LINC00380,RGS11,AC008870.4
LINC00534,OR2T34,DUSP7,LY6G6F
C9orf43,AC005901.1,GJD2,IL36G
PRMT2,GH2,SPESP1,TAS2R60
ACSM1,AL137001.1,AF127936.2,IGKV1D-22
OSGEPL1-AS1,IFNA17,LY96,AC104088.2
NFIA-AS2,MAS1L,TMEM39B,AP002008.3
AC005996.1,IGKV1D-16,LINC02240,AC007497.2
LINC01880,LCE1A,MCPH1-AS1,AC068993.2
DMBT1,LCE6A,PARD6G,AC063947.1
AC103810.5,SPRR1A,AP000844.2,AL157935.1
AC239868.1,LELP1,MAD1L1,AL513412.1
CFAP44-AS1,PRR9,AL139407.1,AC009120.5
LYZ,LCE1D,CTU2,AC022816.1
LINC01622,IFNA10,ERF,DUOX2
AC097512.1,BX284656.2,VPS9D1-AS1,AC098483.1
AP000919.3,IGKV6D-41,CENPB,TAS2R20
NDUFB2-AS1,IGKV1D-17,AL358154.1,TCN1
FAT2,LCE1B,DCTN1-AS1,SMAD9-IT1
PLA2G1B,TRAJ44,TRPV1,AC012413.1
CASQ2,USP17L13,MYO16-AS1,MAP3K20-AS1
AC105053.1,USP17L17,CXorf40A,MTRNR2L5
CD3EAP,USP17L18,CARD19,TAS1R3
MED18,USP17L19,TERB1,AC073389.3
ADGRG4,USP17L20,GNB4,AL031656.1
AC105020.1,USP17L23,LINC01338,AP002478.1
AC013452.2,USP17L24,SCARF1,CCR7
GOLGA6L1,USP17L25,ZNF525,AL360169.3
AC010542.1,IGHV4-55,SREBF2-AS1,AL162718.3
AL355310.2,TRAJ7,NPL,TWIST1
SNCA-AS1,TRAJ2,AL139106.1,F11-AS1
