bmi_<20,bmi_20-25,bmi_25-30,bmi_30+
CLDND2,PLAC8L1,HIST1H3D,LINC00662
AC011472.1,GON4L,AL033527.4,MLH1
PRAM1,TUBGCP5,AC069209.1,JAM3
ALG9,PGRMC2,AC011374.3,AC021134.2
OIP5-AS1,ENDOU,HEPACAM2,NR3C2
ALDH2,PTBP1,EDNRB,PPP1R16B
TRMT10C,MAP3K3,LINC01144,CTR9
ACP1,ACP1,AC016769.5,AASDH
TMUB2,MPG,AL445209.1,AFTPH
AC004112.1,ATP6V1E1,AC011495.2,PTPRD
SF3A1,JMJD6,AP001255.1,EVI5L
GALNT7,LMF2,ANKRD66,MDM2
GDPD1,GOT2,BRWD1-AS1,CUL5
PTPRU,MLXIPL,EHD4-AS1,ATPAF1
AC005699.1,QRICH1,AL355314.1,TMEM267
KCNQ3,RTN2,CPA4,GRIN2D
MXD3,GTF2F1,GPR65,IGSF3
ATP6V0D1,ETS2,AC009731.1,UBN1
RPP25,TFRC,AL359091.5,ATF6
KIAA1549,SSR1,AL035078.2,NOL7
PHLDA3,TRPC4AP,AC022467.2,PDE5A
RMDN3,CPO,NPTN-IT1,ACVR2A
MBP,C19orf25,SGK1,MDGA2
QARS,CAPN2,CD2,CACNG3
AC126773.3,PLCB1,LY6D,LARP1
ADAL,UBE2Z,RGS21,CRYAB
SCARF1,ISOC2,AL135908.1,ACSL1
TMEM87B,KPNA6,PRNT,TCEAL7
BX842570.1,SS18L1,RS1,MCF2L2
UBA3,TMEM35A,AC104167.1,GRHL1
TSR2,EID2,GCNT4,ANKRD10
TRAPPC12,FBRS,OLR1,CORO6
NCOA7,CPLX1,AC020900.1,XPO6
GIGYF2,TMX3,KRTAP19-1,RNF165
LYST,NSA2,COL4A6,ADSS
PRELID1,LAMTOR5,KRT15,CFAP298
EMC2,DNAJC24,TLCD2,SETBP1
ACSS1,CPXM2,AC113189.3,DTX4
WDR48,GGA1,LINC00567,SCAF8
FAM126B,PAIP2,CLPSL2,SENP6
MYCBP,AC016949.1,AL645924.1,MTF1
SNAP47,HSBP1,KCNK16,CCSER2
LINC01310,BLOC1S6,AL031717.1,MXD4
FAM216A,ACAD8,AL023806.4,NDUFV2
NDUFS8,PRPSAP1,ARRDC5,PTBP2
SLC25A6,POLM,SLC9A3R1,AC012404.1
FGF18,PSMD6,CDH19,PLCL1
AC240274.1,ARAP2,AL121750.1,NEK11
ANKRD11,RASA4,AL731575.1,DPP8
GALNT8,OTX2,AC022413.2,ACIN1
NAA20,MRPS34,AC235097.1,ZNF25
MKRN1,SNAI3-AS1,AC087242.1,SLC9B2
SLX4,ZNF639,FCGBP,PRMT3
TMEM94,ARL10,SEC14L3,AC005225.2
MRPL19,NAA20,OR1B1,AP1M1
BBS1,ZNF444,AC243830.3,PCNP
FAHD1,PI4K2A,AC132217.2,CDC37L1
VPS26C,ASH1L,LINC02701,OGFRL1
PRKD3,MARK2,AC091053.2,GRSF1
PLEKHA7,WDR41,AC006994.2,CREM
MAP1B,LINC00461,HMX3,ZER1
SLC66A1,ZNF511,AC009268.2,NDRG4
ATRAID,RBBP4,AC079200.1,SLC38A10
RMND1,KBTBD2,AL357509.1,C18orf32
GNB3,ZNF213,AC022868.2,CAST
QPRT,H2AFY2,AC108136.1,LGALS1
CHKB,PGS1,AC107886.1,DLX1
TTL,DIP2C,AC006459.1,FAM102A
MCUR1,ADRM1,AL136295.6,PIN1
DVL3,PACSIN1,AC069079.1,CCK
SP9,CHMP7,MIR2117HG,PSMB5
TCIM,NOP56,SV2B,TSPAN3
AC046158.1,TEX264,AL449403.3,GRK5
HMG20A,MOB2,HMGCS2,UIMC1
NCDN,DDB1,AP003117.2,UQCC1
PIK3C3,SLC12A2,AC022017.1,PTMA
DHX38,THAP7,AC013269.2,AHCTF1
CDAN1,DCTN6,AC024270.2,SPOCK2
MRPL10,BTRC,LINC02189,XPR1
LY6H,HR,AP001922.5,PAXBP1
MRPL17,CXXC4,LINC02085,SLK
MAN2B2,MED24,AC104454.2,RBM27
VGLL4,ASTN2,AC097521.1,AHCYL2
MRVI1-AS1,MAF1,IQGAP2,EFCAB6
ECI1,ANXA6,HIST1H2AD,ESF1
SYNJ2BP,ADD1,AC011603.1,RAN
SLC38A7,STX17-AS1,AC027796.5,UBXN7
TXNL1,EVC,RNF151,CAMSAP1
SIRT6,DGUOK,AP000553.3,ARHGAP17
RNF17,FAM102A,AC121764.2,ARG2
MINDY2,ZFAND2A,ENAM,APIP
MRPL51,TMUB2,LINC00648,BCAS3
CSTF2,ZNRF2,OR5H14,AC005993.1
AP3B1,AVIL,LINC02395,MAP7D2
MAPK8,SMIM26,AC021087.4,TMEM260
HCFC2,CLCN4,AC008738.6,C2CD5
AL596214.1,RBM8A,LINC01074,TTC28-AS1
MED29,CCDC12,AQP12B,RETREG2
LINC01637,EYA3,LRRC10,ANK1
USP53,HTR1E,AC004129.3,SNX13
SLC20A1,RPS9,AC011497.1,SNRK
AC011472.4,CBLN2,AL449423.1,RAD23B
UBAC1,ATP6V1C1,TRBV7-3,PPFIA4
NDUFA5,PTPN11,AL390038.1,EIF2S2
RASGRP2,TRMT61B,AC091588.3,CNTN4
PLEKHJ1,RSL1D1,AC120498.6,USP11
TOP1MT,SLC25A46,AC044798.2,DOCK7
CCR10,GABARAP,TRBV26,CCSER1
MAP3K12,AC126544.2,OR56B4,ACTL6B
ERICH1,TUSC1,IFNA8,MYO19
SYNDIG1,SPECC1L,LINC02793,AC005562.1
PCBP4,NPIPB15,CTAGE4,CYP51A1
TNRC6C,RPAIN,AL357139.2,BSCL2
OLFM1,VMA21,AC100782.1,SMAP1
ERCC3,SLC35C2,OR8B12,STXBP5-AS1
C1orf56,BMS1,HSFX4,SRSF6
KLHL28,RFX1,LINC02155,SND1
IPMK,RSRC2,AL359258.1,CEP170
MTHFR,NPAS2,LINC02247,ATP13A2
WWC2,ANXA5,AC019103.1,STIM2
BRWD1,BLOC1S2,AC022100.1,TBC1D24
KDSR,RIF1,AC036176.3,RASGRF2
PRKG1-AS1,MROH1,AL121910.1,SYBU
PLK2,MTFMT,TTTY4C,SELENOT
CDC123,ANAPC16,KRTAP13-1,ZNF883
IGSF8,APOL2,AC079310.1,FAM131A
RUNDC3B,HIGD1A,AL590483.4,MKNK1
KCTD10,TENT4A,AC007343.1,RAD18
FAM3C,CNPPD1,AP001048.1,LRIF1
CCNDBP1,RBM15-AS1,GOLGA8F,TPGS2
FTH1,UBXN1,AC091564.3,FBXO25
SORT1,FAM43A,AL732437.1,LGR4
COQ10A,PIN4,SERPINA7,PCMTD1
PGBD5,PAQR9,HOXD13,GOLGB1
TENT4A,ISY1,AL163973.3,CMTM4
MCM3AP,LRIG2,AC064853.1,MSRB3
ZMAT3,LINGO1,AL049646.2,DDX1
SELENOT,EIF4E2,AL031584.3,DFFA
ZNF644,G3BP1,AC112242.2,GNG2
STARD9,FAM221A,Z98259.1,BZW2
BRAT1,CHCHD1,AL022724.2,ANAPC5
PSMA3-AS1,BNIP2,AC215522.3,PRPF4B
TMEM25,LINC02795,TRAJ59,EIF1AX
HADHB,NHP2,GPR42,PTCH2
PRLHR,RALBP1,CRP,MAN1C1
GAS5,NPLOC4,AC092660.1,KIAA0100
SHD,C1QL1,AL138957.1,MBTD1
FTCD,TPH1,AC026415.1,TSEN15
ARMH3,AC233280.1,BPIFB6,AFDN
CEP170,ZNF771,AC090181.1,CTNNA2
TMCC2,HRAS,AC073429.1,TCP11L2
AL391261.2,PAGR1,AC018685.1,RPS6KA3
TRIM46,STAG1,SLAMF9,CDS1
FAM32A,KLHL7,KRT4,AC011346.1
AHNAK2,C1orf122,FKBP1C,PITPNB
FAM13A-AS1,ZNF589,APOBEC1,TPT1-AS1
OVGP1,MED19,AL451085.1,ERP29
GPT2,PRKAR1A,CLEC1A,CASC15
WDR91,GREM2,MYO16-AS2,FAM135A
DDT,JAGN1,CXCR4,STX2
ZNF709,CORO1A,AC120042.2,FYTTD1
PAN2,LINC01118,MS4A15,ANKFN1
MAP3K6,CT55,AP000944.6,BRF1
BIRC6,SMIM10L1,ITGAM,PUS10
MRPL9,ATG13,LINC02078,THOC2
CCDC174,RNF4,AC104024.2,SYNJ2BP
SARS,ZNF343,APOL1,DMTN
NT5C3B,NAA60,AL136982.2,TBCA
ZNF717,ZNF273,AC009961.4,PLAGL1
AC027117.2,OCRL,HGF,CRADD
ABCB7,TMF1,SULT1C2,CACUL1
RRAGC,ZCCHC3,AC079305.1,WDR75
DDRGK1,PPME1,AC134312.5,TMEM30A
ANKS1B,RPL3,AC010542.5,MCM3AP
MTAP,NBL1,LINC01896,TSPYL4
FSIP2-AS1,SNAP47,OLFML3,FABP3
TCTEX1D1,STX3,AC024257.4,ALDH2
ATP13A3,SIAH3,AL136171.2,SLITRK4
ACP6,ZDHHC16,AC013762.1,CEP104
GADD45GIP1,ZNF75A,CDHR4,CDC42BPA
USP28,SLC39A3,AC112491.1,FOXJ3
LRRC37A3,RPL8,AL445070.1,GDF11
NID1,AL139260.1,AC016683.1,FGD6
MRPS30-DT,B4GALT3,AL450226.1,ADGRL1
MAEA,AHI1,IRX1,EPHB6
CIPC,RPN2,SSX5,DENND4C
DCUN1D2,PDCD6,OR2B2,ZNF536
MTDH,TRMT11,LINC02146,LINC02018
CREG1,WHAMM,AL589745.2,UHMK1
SLC22A10,ZNF513,CD300C,FAM133B
CCER2,CHD8,AC044784.1,ZNF138
TMCC1,TAF10,AC116025.2,MED15
WDSUB1,LINC02193,AC007923.1,BIVM
SHH,TKT,CAPNS2,ZCWPW2
SLC12A8,RAD21,AL133387.1,CLDND1
CAPRIN2,EGFL7,TCF23,MAN1A2
FAM171B,RNF167,RGS10,LBR
PEX16,ANKRD13B,LINC01584,MEF2C
RYR2,EIF2B4,AL109955.2,RUSC2
AC103706.1,SGPL1,AC010082.1,MGMT
OLA1,MAP3K4,LINGO1-AS1,LUC7L
MLLT11,SUPT5H,MARCO,RAPGEF1
LLGL1,EIF3B,AC021517.1,GLRA3
TCTA,ABHD17B,AC073973.1,CD59
G3BP2,ZMYM6,PKD2L1,PGAM1
GOLGA4,SDCBP2,AC021242.3,CHCHD2
AMPD3,PLPP1,FSHR,PLEKHA7
AC051619.6,POLR2H,Z82173.1,GK
CCDC12,TXLNA,AL133370.1,FMN2
FAM120B,DPY30,AC011455.1,GPBP1L1
PTPRA,TSNARE1,AL023806.2,HS6ST2
ZNF778,POLE4,AC117490.2,PPFIA3
EIF2AK2,CCDC43,TRIM51,PARP11
CCDC184,STIMATE,AC005823.1,RBM17
PPIP5K2,ZNF584,ZMYND15,AL049779.4
AC004982.2,RLIM,AC087591.1,RBSN
NUBP2,ZC3H7B,AL591074.1,SFMBT1
KIF3B,PLGLB2,AC109811.1,BEX5
RETREG1,SNAPC2,KCTD14,RPRD2
IFI27L1,NDRG3,LINC02013,SUCLG1
CHD4,ZNF706,LINC02826,ZBED4
IFT43,DEDD2,AL118556.1,EIF2AK4
WDR54,HAUS3,Z98949.3,DNAJC21
AC104135.1,NAT8L,AC005614.1,DGUOK
RAPGEF4,GRIK4,BRWD1-AS2,VTI1B
PGAP3,COMMD4,DQX1,STAU1
CTDNEP1,SMARCD2,TONSL,SLC25A36
AC013652.1,KANSL2,OR10K1,TXNDC11
KIF17,INTS7,AC136628.4,AL391807.1
PITPNM2,BIVM,AC092535.5,HCN1
LTN1,MSANTD2,AC100756.4,TPP2
STAT3,TAX1BP1,FGFRL1,NKIRAS1
ZNF34,YARS,AC116337.3,WDR11
TAX1BP1,DNAH10,LINC01395,KIAA1958
NTRK2,DNAJC18,AADAC,TCEAL9
AL670729.3,SLC3A2,AL049536.1,ABCB10
NCS1,TIMM50,HLA-DQA1,BTBD2
UBE2E1,EXOSC2,AC073569.3,B2M
TIRAP,FLRT2,RSPH6A,MAPKAPK5
CAVIN4,ALG2,C1QA,MBP
HNRNPK,EME2,AC131009.2,FRMD4A
CDKN2AIPNL,METTL17,AL139384.2,NAP1L3
ZFYVE16,RBIS,TRIM31,ZNF365
TTC9,DGCR6L,LINC01081,PCNX1
CCZ1B,LIN7B,Z99716.2,KALRN
NDUFA9,SMAD9,AC010525.1,SNHG32
ATRNL1,LRP11,AL353770.4,SDHA
BAX,MPC2,PICSAR,UBE2L3
AC009403.2,IGSF21,OR10A6,ARPC5
STRC,CDC42BPB,RTP3,STAT5B
RASA1,AC012074.1,IL24,VPS13D
ASRGL1,EPC1,AL355602.1,MROH1
ZNF790,SH3GL1,AC078874.1,PGPEP1
COX10-AS1,MRPS30-DT,AC136616.2,MARK1
ANO10,NFIL3,MAGEB16,STX18
ERO1B,JADE1,AC008558.1,HSBP1
FNTB,HCFC1,AC017015.2,FAM20B
STXBP5,FARSA,AC097532.1,MEIKIN
DDX42,SPHKAP,LINC01737,LRP11
ZNF362,GSTT2B,AC009113.2,SYAP1
AC080013.1,LPCAT1,LINC01432,HDLBP
AC106793.1,TAC1,AC022447.3,CACNB2
CXorf56,HAVCR2,AL034346.1,MTX2
SGSH,RPAP1,LINC00919,WWTR1
CDHR1,TOMM22,AL592146.1,PSAT1
HIVEP3,ATP13A3,LINC02409,PIP4P2
UCHL5,AC093673.1,SALRNA2,EXOC2
CDKL3,CCDC88A,LINC02152,ZCCHC8
MEPE,WSB2,AC099499.2,PRIMPOL
MBTPS2,TMEM120A,CXorf65,ZNF398
TXLNG,ZNF598,LINC01230,L1CAM
ACAD11,CYP2U1,AC096543.2,MXI1
PDLIM7,RIC1,KRTAP3-1,RASAL2
STAG1,ZC3H18,FP236315.3,KCTD13
ZKSCAN4,AKR1A1,AL133499.1,IDE
C3orf20,ATP5PB,AC005544.2,SFSWAP
AC021851.1,DUS4L,AC129510.1,PPP2R3C
STOML1,KCNK12,TLR7,MYL12B
RNF20,MMP15,AC113355.1,ZFP90
ADAMTS17,XIAP,AL135902.2,ABHD13
FMNL2,ZNF236,UGT8,PSMA7
AL133410.1,SNAP91,AL133368.2,RAB12
TADA3,RPL27A,LINC00547,OR2L5
CFAP74,NPHP4,MGAM,ABCG1
TMBIM6,EIF3D,AC010998.3,C2CD3
HPSE,POLI,PCP2,AC009899.1
JDP2,MCHR1,LINC02651,AP005230.1
ZNF441,ARL6IP5,AC022730.3,YIPF4
CWF19L1,IGFL4,AL138689.1,TBRG1
SSU72,SCN3A,NPIPB7,AC011997.1
SPATA33,EML3,LINC00951,DGLUCY
LRP11,MON1B,AC245060.5,EEA1
PIH1D1,AC110285.2,NARF-AS1,EXD3
URB1,AC104083.1,AC096773.1,RMND5B
ZBBX,C17orf75,SUSD3,NTAN1
AC068787.2,TOMM40,SLC51B,EXOC6
PFKM,DCTD,AL353600.1,WDFY2
WASL,GCLC,AC004888.1,AJAP1
ZNF721,NUP205,AC087071.1,LRIG2
ATP6V0A1,STARD9,LINC02698,ST3GAL5
AC008992.1,CRAT,HOXC6,ATP6V0D1
GK5,YWHAQ,ICOSLG,PHF2
ST5,MPDU1,AC090774.2,TXNRD1
TTC32,RELA,AL121888.1,CCDC88A
EPN1,RCC2,ACRBP,CORO2B
MED4,PNCK,ZNF311,SLC12A2
CUL1,NOL8,ZNF600,ABL2
BACH2,AC007686.2,AL158840.1,RAPGEF4
PFN2,AKAP1,AL691447.2,VWA8
B4GALNT1,GSTA4,DEFB131B,DDHD1
BZW2,RGS6,NCKAP5-AS2,LRFN2
VDAC2,PRUNE2,AC020910.2,EPHA10
AC068286.2,TM9SF2,AC092894.1,RASA3
PEX26,TRMT6,AC091917.3,DCP1A
CHML,SEPHS1,AC011899.4,PDZD8
AL162171.2,BMERB1,ESPNL,YTHDF2
CNTROB,AFF4,COMP,COMMD6
AC124016.1,RETREG3,AC092153.1,ANXA7
RAPGEF1,USP42,AL590783.1,EPC1
EFTUD2,RTCA-AS1,AL157400.2,ATP11A
SERTAD4,XRCC5,AC063977.3,FKBP15
RTL8C,C20orf96,AC087175.1,LYPD6B
DAAM1,RAPGEF1,HOTAIRM1,RBMS1
FBXL13,ZNF544,AL355338.1,DDB1
GPATCH2L,GMFB,AL162293.1,EIF3J
TALDO1,FAM13C,AC092071.1,ZNF704
ACSL3,FKBP4,LINC01467,AP000721.2
C3orf67-AS1,LRRC23,LINC02751,CD46
UBE2D4,CDC40,AC125257.2,LINC00310
MRPL37,VTA1,ZG16,IFIT3
BSDC1,GSG1L,AP002893.1,FGFR1OP
KRIT1,NIPAL2,AC008268.1,ITCH
IFIT1,MARCH1,HOXC13,PRKCA
PLD2,TIMM13,AC106028.3,PSMD1
IREB2,LINC00632,AC096537.1,NCBP1
KCTD6,CSK,CELA3B,MAP3K21
ZMYM6,FAM171A1,AL035411.3,IFT57
P3H2,PDGFRB,LINC01374,PSMD4
CBX4,CASC15,SYCP1,ANAPC1
PDGFRL,AC104964.1,AC104002.2,ALDH1L2
LINC02666,VPS13A,AC022537.1,MRPL33
AL031963.3,H1F0,AF131216.4,MED24
AC103982.1,FOXK2,GJB3,DISP1
HIPK1,ZNF883,LINC02242,KDM2B
TPCN1,C2orf42,GPR45,AP000317.1
JAK2,RSBN1,AC007527.2,HPCAL1
ARHGEF17,UAP1L1,CXorf21,PIK3CA
CCDC149,JPX,AF127577.5,RNF169
TJP1,CREB3,AL136456.1,IREB2
WIPI2,NDUFAF3,SAA1,PPM1B
KIAA2013,ADCY3,AC211476.6,CRYBG3
GOLPH3,HSPA12A,AP001961.1,SART3
SQSTM1,ANKRD44,AP001007.2,NFX1
PCOLCE-AS1,RNF6,LINC01730,RECK
ZNF286A,STX12,WDR11-AS1,MXRA7
GOSR1,TOPBP1,CPAMD8,TMEM151B
BCAS3,THAP6,CSMD2-AS1,ACAP3
AL021937.3,EIF2AK1,LINC01884,PHACTR2
USP44,BTBD10,AP000844.1,SRSF3
LAMP1,RABL2A,AL117382.1,MARCH11
PRELID3A,SMARCA5,AC010761.2,KIF13B
ATP6V1G2,DAZAP1,KNCN,POU2F1
MED21,RTN4RL1,AGBL5-IT1,LINC00599
CCS,TMEM198,ADGRG4,BLZF1
LINC01128,BLOC1S4,IQCF3,VPS13B
CMC4,NOP10,LINGO1-AS2,ZBTB25
MRPS34,IK,SLC38A5,SPDYE2
AL592156.2,SNTB2,CBX2,RPLP1
AP003555.2,STMN1,AC138123.2,RNF144A
TUBE1,GSTZ1,AL354861.2,HMGN3
ABHD8,DNAH6,SMCO3,CENPJ
PPARGC1B,SFXN1,PSMB9,BACH2
USF1,DANCR,AC010096.1,USP7
BHLHE40,C11orf58,AC006478.1,NBDY
ATG7,COIL,AC138761.1,DCX
UQCC1,TRNT1,MOXD1,TMPRSS9
FAM171A1,DUSP14,TMEM202,GLRX3
OXSM,SYNCRIP,RAET1L,PSEN1
SLC16A10,LGALSL,MCIDAS,ERC2
DIP2C,CIAO3,LINC02522,ZNF587
SPPL2A,SYT1,AP003969.1,DSTYK
CTTN,SUPV3L1,AC008635.1,ZNF528
AC104827.1,C16orf70,AC008592.2,JADE1
GALNT12,TAF9,AP003498.1,ZNF780B
AL163541.1,PSMD6-AS2,LINC02616,PRPF39
MTMR14,NIT1,AC009411.1,FNIP1
PHAX,TNFRSF12A,AC079942.1,KAT6A
ATG4D,CAMSAP1,AL121895.2,DUSP3
UBIAD1,SEL1L,LINC02543,CTBP2
LANCL3,STUB1,AL139142.1,UBA3
ATP5F1C,SVIP,AL035250.1,ARHGAP23
DUSP10,GRB10,AC130467.1,URB1
MSH6,ABHD16A,AC104633.2,FBXL18
SLC25A13,CCDC120,AC022596.2,AC005726.5
FAM217B,GLRX,GLYAT,NECAP1
MTFP1,HNRNPH2,PLAU,ZBTB16
MRPS18B,DPP9,AC082650.2,EED
PPP1R12B,SERBP1,SLC25A35,ZNF791
XPNPEP1,KBTBD6,PRMT5-AS1,XPO5
ERAL1,CCT2,GPX5,TMEM263
AL136981.3,MAP4K2,AC008663.2,PPP3CC
CITED4,TM7SF3,AL132655.2,ZFR
GNAZ,ARCN1,FAM3D,FARSB
ZNF629,CGGBP1,PCBP2-OT1,COX19
DHRS4L2,AL162231.1,SMYD3-IT1,CPT1C
B4GALT7,DGAT2,LINC01136,TFG
STX7,PNKD,AC116025.1,SNAP91
TWF2,AC095057.3,LINC02200,PABPC1
UBXN1,EGLN2,AL050404.1,LCORL
AC138150.1,STXBP5L,METTL14-DT,PDZD2
EIF1B,GNE,AL357033.1,TLE4
PIF1,HSF2BP,AC096772.1,CASTOR3
ARHGEF3,GGCX,LINC02757,CIAO1
TUBGCP3,CEP170B,SCGB2A1,MRPS16
MRE11,FAM192A,AC020907.3,DUT
SBNO1-AS1,PRMT7,AC126763.1,SLC11A2
ST6GAL1,CARM1,AC125603.1,GFOD2
ZBTB48,ELFN2,GABRR3,ZHX3
NDUFB10,SNIP1,AC110813.1,SPIDR
AIG1,LINC01508,ODF3B,STRN3
PNMA8A,ATG2A,APOBR,AL133304.3
ELOC,UBE4B,FLG,AC009120.2
ARHGEF9,SMS,AC006040.1,MSRB2
SMUG1,MAP3K7CL,LINC00449,ATP2B3
SMS,RFLNB,AC008459.1,MFAP3L
MACO1,RTL6,TRIM10,PHLDB3
DPP10,CEL,SOWAHD,CEP126
SLC31A1,STRIP1,LINC02274,CHID1
POLDIP2,ASB6,AC022973.5,MAVS
DLEU2,DERL1,AC008759.2,XXYLT1
AC005562.1,ZNF667-AS1,DNAJC5B,SH3BGRL2
COX20,TMEM87A,SPAG5,MTF2
SAP30,AL121821.2,CD244,SESTD1
E4F1,CYB5R3,AC096570.2,NAT10
CARS,RABEPK,AC034187.1,ARMCX3
INHBA-AS1,DNAJA2,TFAP2A-AS2,IQGAP1
MLF2,ELMSAN1,KRTAP5-2,GRM4
SRP54,RHOA,AL096828.3,RFX3
MAP3K2,RBM11,PSORS1C1,TANK
HLA-DMB,SLC6A15,CLDN5,PSMG4
RNASEH1,NPIPA5,CYYR1,AC090945.1
GAS2L1,THOC1,SRARP,NSL1
FAM210A,KEAP1,AP000428.1,SLC27A4
ZCCHC17,TMEM199,AL354712.1,SPDYE3
RPL35A,TMPRSS5,MX2,NGF
ZNF454,DCDC2C,AC103955.1,RAPGEF6
PAICS,RMND1,MGAM2,OTUD7A
SMYD2,BCAP31,LINC02401,TEAD1
OTOF,APH1B,AC015802.1,ZRSR2
RTCA,PLEKHM1,AL731577.1,EPC2
GART,MDH2,AC080037.2,AP3S2
RPS11,KPNA2,AC090826.3,RPE
RRH,DDX55,AC079075.1,SRSF11
CDKN2B-AS1,ANKRD36C,LINC01838,TNFRSF11A
SMIM3,DACT3,AC012506.3,SLC4A10
VASH1-AS1,YWHAZ,BTBD9-AS1,TMEM8B
CADM3,ZNF483,OR4F6,RPL19
FNTA,PPIF,KIR2DL4,LONRF2
ANKIB1,AC005696.4,AC073188.2,CEMIP
PLCXD2,TXNDC5,AC005828.2,CELF2
PPP2R5D,UQCRQ,MAL,RPS15A
SRPRA,ZDHHC22,AC131212.1,ADCY7
ATPAF1,SF3B3,AC090625.2,AC079793.1
ARL1,DDX42,AL627309.3,MEF2D
INTS9,ZDHHC11,LINC02770,BCAP29
ZNF358,BRD7,AC084809.1,SREK1
ARL8A,RASL10A,AL133346.1,OXCT1
AL591043.2,CSPG5,FMO1,SEL1L3
MYBPC1,DYNLT3,AL513548.1,AC053527.2
CTSA,NUP88,AC068898.2,USP44
ABLIM1,PDCD5,AL627422.2,SNAPC3
GNPAT,C15orf61,RDH8,MICAL2
SEC62,POMGNT1,LINC00885,RPS13
RPS19BP1,RNF44,LINC01303,PCDH10
P3H4,USB1,LINC01307,ARHGAP26
GNA11,MLH1,AC018755.1,UBE2V2
SDF4,ADGRG1,AL593844.1,DNAH2
TAPT1-AS1,G0S2,A4GALT,RPS6KA5
RPLP2,ADCK2,AL008638.3,CMTM6
AC064807.1,ADAM15,AC017048.1,TAF7
MAPKAP1,XPA,AL391839.3,AL133410.1
PCGF2,CCNL1,LINC00899,POC1B
LINC02645,KIFC3,ADPRH,PIK3R3
UBE2V1,MALINC1,LINC02223,SSBP1
CC2D2A,EIF4A3,FMO4,SNX27
DDB1,ZNF658,AC005586.2,PCSK5
AP3M2,FAM3C,AC000082.1,MIGA2
UBR4,N4BP2L1,IL16,UXS1
ZNF789,STRN4,NTSR2,PCDH1
BZW1,SOD1,AC092902.4,RGS8
WHAMM,PRKAG2,AL359881.2,GCFC2
NENF,HIF1AN,AC006146.1,SMAD5
AFTPH,AC018730.1,AC105031.2,SRA1
RUBCN,FAM219B,AC093838.1,GPR173
PANTR1,MIA3,AL353732.1,RRP7A
TRAPPC11,ERMARD,LYST-AS1,RNF187
HIRA,BHLHE40,AC092296.1,MAP3K3
NUP214,YJEFN3,AC004674.1,DYNC1LI2
RPL13A,FAM204A,CDCA2,MICU3
MINK1,RPS6KL1,SHOX2,UBE2Q2
PFKL,SEMA3E,LINC02470,CEP164
KCNIP2,SNRPB,RSPO1,ALDH8A1
SLC25A38,HERC3,LINC01839,GGA3
ABHD17C,TCEA1,AL138902.1,DONSON
LASP1,JPH4,AC117395.1,ARNTL
GCLM,UBAP2L,AL807752.4,VWA3A
HAVCR2,CUL7,AL359555.1,ZRANB3
SOHLH1,CLEC2D,ITPRIP,MCF2
AL590550.1,PALM,SULT1A4,EIF3A
YTHDC2,STAMBPL1,AC007598.2,FAF1
MFSD4A,TRIM9,LINC00370,TM2D1
PIK3CD,LPIN1,LINC01228,SQSTM1
ZDHHC15,ZNF740,AC009152.6,UTRN
PTK7,RNF149,CDK1,SCARB2
AC008105.3,WDR45B,LINC02735,P2RY14
ANKRD13D,RBFA,HIST1H4K,SH3BP5
KRT222,CXXC1,AC131956.1,METTL15
AC092159.1,CRIM1-DT,AMTN,CNR1
RPS15A,BLMH,OR11G2,ICA1
SNX6,GET3,CD22,NEK9
CBX5,PBRM1,AC005086.2,PARD6B
RBM15B,AP3S2,AL022323.2,SLC30A6
PPP1R3D,CCDC6,AC090337.2,ITPK1
BICD2,METTL22,AC034159.2,WAPL
NXF5,AARS,AC106796.1,VCPKMT
SRM,SGCB,AL358053.1,NDUFC2
SUB1,COA8,ST3GAL5-AS1,ACLY
ARID1A,ADIPOR1,MSC,KCTD2
AL160408.1,PAN2,AC006504.1,WARS
NRF1,OPHN1,AL929472.2,HBS1L
DCXR,ADIPOR2,AC006111.3,ZNF302
FUT11,HIF1A,AP001468.1,TCHP
INTS14,GPBP1,AC022710.1,SMIM8
XPO6,NCEH1,AP001095.1,MANBA
BTN3A1,CHMP4B,HOXB6,DNAJB4
ESF1,G6PC3,AC087190.2,WDR25
ATP5F1B,LZTR1,FCRLA,ZNF512
ZFYVE9,CCNI,LINC02644,SDCCAG8
CCDC58,SPACA6,LINC01596,HPS4
TRNP1,SETD6,OR52N5,SRP9
AP002370.2,TAOK2,LINC02243,EIF4A1
RANBP1,AP4M1,PLBD1-AS1,AL390957.1
SON,KCTD3,AL590666.3,CDK19
PSEN2,HTT,LINC02819,USP15
CIAO2A,CFAP97,AC073316.2,GPR161
OSTF1,HYI,BDH2,GPR176
TASP1,GMEB2,GHRLOS,NXPE3
ZDHHC8,DVL2,AC004835.1,NUP93
PALLD,PIP5K1C,AC005772.1,USP37
APBB3,SEMA7A,LINC02818,PKIG
MRPL40,SMARCA4,LOXL1,USP42
CARMIL2,MAPK14,AL035706.1,DDX24
SYTL2,ZFAND2B,AC096564.2,GOPC
ZCCHC9,LGI3,LINC00390,ANKRD13A
RXRB,CDK2AP2,IRGM,KDM5B
MCTP1,PNPT1,FATE1,PNLDC1
ALKBH5,PTHLH,AKR1C4,EXOSC10
IRF2BP1,LRRC56,SSTR5-AS1,PRKCI
ZFYVE26,PTGES3,PRL,TPPP
EIF3F,MFN2,PAX3,CALU
TAF13,RBL2,AC079341.1,PBX4
GPR12,HDAC1,STX18-IT1,POU2F2
