AC124067.3,RBFOX3
RAB5C,AC006974.2
ST8SIA3,AC105393.2
NLRP2B,ABRA
LEMD2,AC018653.4
LPP-AS2,AL023802.1
CLDN11,RADX
TCEAL6,LINC01495
ZNF70,AP003555.2
AC117386.2,AC120049.1
E4F1,LINC01870
C22orf39,ABCA1
AC090587.1,DCST1-AS1
BCL9L,LINC00879
PELO,DRC7
AC003077.1,AL109976.1
AL158847.1,LINC01585
FOXJ2,AL020997.5
CACNA1H,LINC02286
EMG1,AC007494.2
TFEB,AL139241.1
CALD1,AL807752.2
PLAAT2,AC110619.1
GML,AC003092.1
RTN4RL1,VCAM1
ZNF76,AC016586.1
CHCHD1,AC012358.1
RGPD5,ARMS2
NDST1,CBLN4
ZNF688,IGSF23
TCOF1,GPBAR1
CTNS,AC018755.4
MYO7B,AC090912.1
CLCN4,LINC01450
AP003721.1,AL138927.1
SUMO2,AC009563.1
ZC3H15,AC092803.2
ZNF613,AC036214.4
AC024060.2,EDN3
LRRC58,COL17A1
NDUFAF3,AC096667.1
P2RX5,AC007497.1
OSBPL1A,AP000704.1
CACNA1C-AS2,AC093802.1
AC114947.2,RAB9A
RPL24,AC114485.1
MMP17,VTCN1
AL008727.1,GUCA1C
AL590399.5,KCNS2
OR2L8,CDK2
CDC25B,C11orf87
AL133304.2,AC118658.1
AC117944.1,AC073569.1
TMEM173,AL450043.1
FKBPL,TRPV2
LRSAM1,CT45A1
PCNX3,AC104063.1
CRNKL1,AC012443.2
TCP10L,AC009955.2
SNRPF,MATN4
THUMPD1,MCHR2
GRPEL1,AC020908.2
DDX6,AC012533.1
AL035661.2,SPOUT1
AC039056.2,AC072022.2
CGA,NEURL1-AS1
AC008966.3,AC064834.1
TAPBP,AC010132.1
DMKN,SMAD6
ATP6V1H,COL4A2-AS2
LIPT1,AC016597.2
COPS8,AC090155.1
C9orf78,AL033519.4
AC124283.1,AC103808.3
MYRF,CGA
SHISA4,AL035661.2
ADSS,TLX2
AL355836.2,AP001542.3
UBE2S,AL357172.1
AP000915.1,DNAJC5G
NSUN6,AC009142.1
AL049840.2,AL133375.1
SGPP1,AP000402.1
AC012065.3,LINC02849
LINC01393,IL17F
WASHC3,LINC01413
AC105402.4,AC104564.1
RPS6,H3F3C
JRK,AC010531.7
CBY1,AC087260.1
AC111170.2,LINC00374
KF456478.1,AL445588.1
AC011901.1,AC148477.3
AC007193.3,SMIM21
SYT7,NKX6-1
SMIM26,H2AFB3
USF2,AC006033.2
CCDC183,LIPM
XIAP-AS1,AC112495.1
KATNAL1,NLRP6
AP003119.3,GAGE13
AC104170.2,POU6F2-AS1
HIST2H3PS2,FO680682.1
AC063944.3,Z97986.1
AL590062.1,RAET1L
BLVRB,SERPINB12
RAB17,CERNA3
CDK11B,AL031848.1
MAP3K11,LINC01490
AL353613.1,AC011524.1
AL135925.1,AC009686.2
AC004076.2,LINC02121
ZNF566,LINC01177
AL645608.2,AP003065.1
YIF1B,LINC02312
AL049539.1,AC084864.1
TMEM97,GCSAM
AP000763.3,AC010983.1
AC011472.1,AC026956.2
CT69,LINC01583
DDB1,AP004609.1
METTL7B,AL355337.1
AC011444.3,AC010503.2
AC079341.1,LINC01892
AL390254.1,AL359813.2
ANKRD35,CLEC20A
PTPRS,CBX2
SMAD1-AS2,AL121894.1
SEC14L6,AC116366.1
LGALS9,EEF1AKMT3
NFATC1,LRRC46
STRC,AC084018.1
AC092053.2,AC099684.2
PLIN4,AC007250.1
AL139286.2,PLA2G6
LINC00266-4P,AC004771.3
LUARIS,AL161629.1
GPR180,MFAP5
TRIB2,SYNGR4
INPP5D,AC023908.3
TNFRSF17,U95743.1
EXOC5,MELK
TMEM121,AC103810.2
AC090360.1,AC136944.1
FASTK,LINC01220
U2AF2,LRIG3
AP002812.5,AC074096.1
LINC02315,TBX18
GOLGA6L9,KLHL6
LINC02430,AC092953.2
DLGAP4,NPIPB7
LINC02433,AL442125.2
AP000365.1,SYTL1
LINC00605,AC011503.2
DIAPH2-AS1,PSMB6
DUSP7,KLHL30
AC021818.1,AP005059.1
SRCIN1,LINC01785
DHRSX-IT1,CALCA
AC012645.4,AC108467.1
RRP1,AC005841.1
AC005837.4,RGS13
AP000766.1,AC005920.3
CACHD1,BACH1-IT3
KCNK13,AL357972.1
PTH2R,HINT1
ENTR1,AP006621.1
AL590399.1,AP006219.2
MAPK7,CCN2
LRPAP1,AC116049.2
AC104819.3,SPINT2
AC008608.2,PANO1
LINC02668,LINC02098
AC006511.6,LINC02027
AC034206.1,AC005100.1
AC034198.2,FAM166A
RAB30,NR1I3
AC091946.1,PTH2R
LMAN2,MEPE
OR52B2,LRGUK
FAM230H,AC124016.2
AC120498.1,AC020934.2
CCDC166,ASB10
U47924.1,MROH2A
AL158069.1,AC080112.4
AP005380.1,C9
AL133481.3,LINC02489
FBXW7-AS1,AC092683.2
KRT2,AL021877.2
TUBB8P12,OR7A5
AC009121.2,VGLL3
RBP3,AC019211.1
AC092070.1,BCL6
COPDA1,NWD2
AL109924.1,AC016553.1
AC093725.1,AC107031.1
AC117430.1,BX004987.1
DYM,AC091953.1
HGS,TMEM139
AL139398.1,AC008750.4
PRKY,AL031600.3
MIER1,GNG12
AL592463.1,CXCL10
AC016888.1,C5AR2
CENPX,AC004771.4
APEX1,IQGAP3
GOLGA8H,TBC1D3
AC011374.2,CLOCK
AC040963.1,AC009464.1
AC090791.1,KLK3
SPCS1,AC000065.1
AC093627.3,AP001021.1
BX255925.1,RGS21
MIER2,AC080078.2
EVI2A,AL445524.1
AC106786.1,AC245041.1
AC104777.1,AC018861.2
AL445588.1,AC005358.2
AL513321.2,MRPS30
ADPRM,PCDHGC5
AC093903.1,AC011239.1
PCOLCE,BX276092.9
LINC01303,AC013762.1
GPR157,TBC1D10C
KIAA2013,ARHGAP29-AS1
CRHR2,ZNF474
AL161785.1,ANK1
DELE1,GATA2-AS1
FANCI,AC018521.2
PIGO,AP000547.3
AC124893.1,KCNS1
LRTM2,AC104472.1
IRF5,PHETA2
AC093894.2,CCBE1
AL021707.6,GAL3ST3
LINC01901,LINC01527
AL121827.2,ATP12A
ARNTL,AL020998.1
AC098934.4,AL157394.3
RGPD1,GZMH
AP002892.2,NRIP3
PCDHGB3,AC106821.2
GSTZ1,AL161646.1
AC005674.2,FOLR2
SLC22A3,SAMSN1-AS1
TTC9B,HTR5A-AS1
TLR9,AC007877.1
FAM124B,AC022150.1
AC022509.3,AC079052.1
ARSA,OBP2A
ZNF577,AC082650.1
RTF1,AL139823.1
AL031291.1,AC120498.8
MTLN,AL096772.1
TRERF1,AC104640.1
AC009570.1,AC090857.2
VILL,XIRP1
AC005332.7,SCGB2A2
EXOSC7,AC005090.1
KAZN-AS1,AL357936.1
RCC1,AL121772.2
RBM12,AC016683.1
AC002553.1,AC062039.1
AC132153.1,AC110926.2
HAVCR1,AC106771.1
AC079385.2,LINC01825
AP000322.1,AC034245.1
AP000248.1,AC016588.1
LINC02163,PRSS22
EML6,LYPD4
LPCAT1,AC006482.1
CYBB,POTEJ
AC104985.2,AC016710.1
SFXN4,AL355607.2
TASOR,AL008721.1
C6orf141,AC025918.1
AC005332.5,AC233702.5
AL121895.1,AL450423.2
ZDHHC2,AC090679.3
LINC02314,BPIFB3
PCSK2,LINC02560
CCDC90B,AC244517.4
LINC00654,AL161616.2
AL139234.1,AC020612.3
WDFY3,AC019193.2
TMEM159,OOSP2
DLEU2L,AL390066.2
BROX,KCNG3
SDAD1,POLN
LINC01260,LINC01765
AL450326.1,AL136537.1
AC009560.4,DNMT3L
OTUD1,AC099313.1
ZNF487,AC068987.3
AC006116.4,CDH9
C1QL3,RHPN1-AS1
CSTL1,ATP1B3-AS1
AC091180.3,AC113355.1
AC010982.2,AC063977.6
AC114277.1,AP003557.1
AC092059.1,ITPRID2
LACRT,ADAM32
LINC02529,LINC01456
SH3GL1,CCKBR
POLR2B,AC087289.5
FP565260.3,CCDC183
U52111.1,AL136984.1
SGSH,KLK12
PPP2R2D,AL121809.2
KDM8,AC022809.1
PNMA8C,AC082650.2
AC120053.1,AC011362.1
MIR4500HG,AP000439.2
AC010198.2,AC023449.2
DLX2,AC013391.1
AL049839.3,AC015712.7
SLC10A4,AC106799.3
AC005522.1,LINC00221
FBXO48,AL353789.1
AL078645.1,AC108516.1
WDR54,AC005597.1
LINC02736,TNFSF8
AL359762.2,TCL1B
AC092068.2,KLK10
TLR10,AC107958.2
MATN4,AL035420.3
PEF1,GAU1
NDUFS6,BARHL1
AC024909.1,AC118755.2
MIOX,LINC02290
DSG3,MOGAT3
MSC-AS1,BCL6B
SLC22A7,OR4D9
ABCG1,REPS2
AC006270.1,LINC01467
TERF2IP,AC023787.2
TRPV2,LINC02521
AL139106.1,AC009152.6
AC106820.4,AC069114.1
DNM2,CR2
SFT2D2,LINC02359
AC004549.1,WWC2-AS2
CAMP,PRB2
CDC42BPG,AC008088.1
RRP1B,AC113382.2
ALG10,NUTM2B
LINC01993,AC093639.3
TRIM72,AL807761.3
DUSP28,COL26A1
S100PBP,METTL14-DT
AC004982.1,AC011246.1
COX5A,SLC2A1
NANOS3,HIST1H2BC
AC093227.1,NMBR-AS1
MIR133A1HG,UBQLN2
LINC02359,AL133166.1
AKR1B10,SLC13A1
AL354989.1,GFI1
SURF6,LBHD2
AL353801.3,SCG5
TOP1MT,AP002907.1
LINC01094,IAPP
AC015849.4,AC110992.1
AL031846.2,LINC01684
ECI1,SHB
AC018742.1,EHBP1L1
AC037486.1,PCA3
FBXL2,SPACA1
HSD17B1,FFAR1
MRPL19,AC145207.7
AVPI1,AC023906.2
AP002518.2,AC022239.2
TBX21,LINC00387
OR4P4,AP001625.2
OR6C6,FOXD4L3
AP000777.3,FP671120.6
ATP1B4,AP003065.2
ALDH1L1-AS1,AL591222.1
AC010982.1,AL162731.1
AC009410.1,CALHM4
AL049569.1,AL161431.1
EMC6,AC137894.1
MAGED4,AC093292.1
KLHDC4,AL592430.1
AC084024.1,LINC00661
AL445183.1,LINC01441
AC006063.4,AL136322.1
NXF2,RAG1
OR51B4,SERTM1
SLC2A6,KRTAP5-8
MPG,BVES
SEC31A,LINC02018
APPL1,AC078795.1
KDM5C,AL354743.1
AL031775.1,MSC
AC021739.3,AL031770.1
AP002433.2,SUN5
AL136981.3,LINC02753
LINC01410,HRG
AC125603.3,CCDC105
AC005703.3,AC005746.1
CHEK2,AC027013.1
GREM1,CLCNKB
UCP2,GDF1
AP000442.1,SPINK2
AC008625.1,ARMCX3-AS1
AC090425.3,RASIP1
DIAPH3-AS1,AC104117.3
AL359704.3,AP006259.1
AL512330.1,AC011523.1
AL162719.1,AC005695.3
AC092745.5,DPP9-AS1
TBC1D9B,AC026771.1
AC087477.5,LNCAROD
C1orf229,PITX3
NPW,MYL9
PCIF1,LINC01676
RIMS2,VIT
AL928970.1,AP006287.2
AC090946.1,IHH
ASNSD1,NPC1L1
KDM2B-DT,AC068774.1
EIF1AX-AS1,AC096772.1
OR6N2,LINC01732
AC008496.3,GUCY2F
Z82180.1,AC009878.2
AC118345.1,DYTN
AL356157.1,AC244090.3
LINC00659,AC066613.1
AC082651.4,AC006116.11
FFAR3,CACNG6
FAM47C,KRTAP1-5
PRR35,OR51V1
AL359259.1,AP005019.1
CCL15,FAM230G
AC010186.1,AL035258.1
KIRREL1,TNP2
C1QC,AC133485.3
ADGRD1,AC092306.1
ZNF524,AC073429.1
AC008945.2,NEUROG3
AC069287.1,AC011840.3
GUK1,AC078820.1
DUSP23,AC105445.1
DHX36,LINC00353
RERGL,AL355677.1
AC012535.1,AC006357.1
ZBTB20-AS5,TBATA
SPRN,LINC00656
ITCH,AL138954.1
CFAP126,AL136524.1
AIF1,AC091705.1
ZFYVE27,CT62
AC040914.1,LINC02239
TMEM30B,AL139280.1
CARD17,CALML3
AL596188.1,AC022447.7
LZTS1,AC022447.3
TMEM200C,AC069421.2
AC107373.2,AC138360.1
SYT10,LINC02205
SHMT1,AP001085.1
TAF6,TRIM49C
PRKCI,SYNJ2-IT1
AC100797.5,AC025572.1
HERC2,AC092652.3
CCDC74A,FGF21
AC244517.12,OR1L4
CEP70,AC078889.1
AC139795.2,AL592309.2
IL18BP,AC109309.1
AC110285.5,LIPC-AS1
LINP1,GCG
TIMM9,LINC02368
CEBPA,AC008680.1
AC111197.1,AC079851.1
SPNS1,AC027343.3
AC007106.2,AL512310.9
ODC1,AC011474.2
SUPT16H,TLX1
CYB5R1,OR10A4
KLHL4,AC012506.3
ALDOA,AC108063.2
AC022137.4,AL355922.3
ZNF195,SEMG2
MTUS2,AC084277.1
DYNC1I1,LINC01217
AC019211.1,FOXI1
UBXN8,AL357558.2
AL356481.2,AC022695.3
TIMELESS,HIST1H2BL
CLCN5,AC010255.2
LINC00967,AC078925.1
CHPF2,AC091163.1
ZNF664,AC145141.2
AK2,MYF6
AP002505.1,LINC02850
AC116609.2,TREX1
NUP160,C15orf54
AC020980.1,LINC02779
AC021146.12,AC106754.1
AL355483.3,AL157832.1
KRT16,LINC01987
CCR7,KRT77
GH1,AC211486.6
AL121917.1,TRBV23-1
PIK3CG,HSFX1
AP000808.1,MAGEA4
AL591030.1,TPSG1
AL392048.1,ISX
LINC00375,AC138028.5
AC096543.2,AC026765.2
RNF185-AS1,AC005392.2
TMEM247,OR1G1
AC093714.2,FGA
AC025887.1,AC010186.1
AC055872.2,FGF12-AS2
LINC01148,XXYLT1-AS1
AC055788.2,AC069257.1
AC087190.2,PWRN2
AL512631.1,TRGV10
PRKD2,AC243960.3
SLU7,Z82198.2
EEF2,HOXC13
AL590004.3,SETSIP
HBEGF,TBC1D3K
AC025871.3,AP000477.2
AL162726.4,AP001596.2
TMED2,AL139420.1
AC141586.3,AC004253.2
AL355601.1,AC092447.8
LINC02458,AL096814.2
AC011306.1,DPYD-AS2
PABPN1,CSN2
HIBCH,DEFB128
SYN3,AC100858.4
AC048382.6,LINC02543
PREPL,HOXB5
AL121748.1,AC009533.4
AC022966.1,LINC02852
OTUD6B-AS1,LINC02000
ZNF649,NPY4R2
AC022898.1,AC129510.1
LMTK3,AC116903.1
LINC01854,TRIM48
AC105254.1,OR9G1
PPP2R1B,AC103855.1
DAXX,BPIFA1
SBF1,AC011510.1
CHD2,MCTP1-AS1
SHISA7,AC012668.1
HEXIM1,SPAG11B
UBTF,PRAMEF14
GPR82,AC012507.1
AL589787.1,AC008243.1
ATP10A,OR5A2
AC120114.2,AC004448.1
HERC5,AL031656.1
NDUFAF8,AC130467.1
AL162430.2,BX072566.1
PSMC3,TTTY1
NINJ1,DEFB112
AC010320.1,AC090386.1
AC245884.10,DEFB133
ANK3,AC090016.1
AL592546.2,KRTAP21-2
TAS2R10,AL159158.1
LINC01122,AC093802.2
PRPS2,AL732372.1
AC023794.2,AL731537.2
TUBG1,AC105180.1
NKX2-4,LINC00161
AC130343.2,CU634019.2
TMEM256,LINC01267
BRK1,AL662873.1
CCDC149,AC064869.1
LSM3,AC010982.1
E2F3,AC236972.4
AC025741.1,AC236972.3
SPAG7,LINC01078
ZFAND6,AC022035.1
AC013460.1,AL451049.1
AC004969.1,POU4F2
FAM181A-AS1,GAGE1
Z98949.1,AC144568.2
AC147651.4,AC007278.1
GRM2,AC112229.2
THBS3,AC017002.3
GPR183,FAM242D
GJA4,AC120045.1
LINC02627,OR13D1
AC012462.3,KRTAP1-3
LRRC8A,AC012055.1
HIST2H4B,AC007326.2
FGF10-AS1,TSHB
ZNF12,LINC01779
AC011228.2,AC097494.1
USE1,HSD3B1
FA2H,KRT84
AC007750.1,OR5W2
AC015802.6,AP006437.1
C2CD4C,GNG14
MAP1LC3B2,MAGEC1
MOB3A,CHRM4
DPPA4,AC121338.2
P4HA3,SPATA31A3
LINC02836,AC099552.2
TUBA4B,IL17A
CRHR1,RIMBP3
PHF13,AC044839.2
LARGE2,AP001924.2
AC024361.1,SPANXA1
AL512634.1,AC129492.2
ZNF677,AL358333.3
SFT2D1,LINC00644
AL137002.2,TAAR8
SPCS2,AC026462.5
AC009152.1,AC004817.2
ZNF397,AL358215.2
AL359502.1,MAGEB16
AL391422.4,AC021220.2
AC087620.1,LINC00445
AC020659.2,LINC02544
LINC00608,AC099654.1
AL117336.1,AF111169.2
MAGIX,AC000035.1
CTBP1,C22orf42
AC006042.1,AC021534.1
AL162399.1,AC027601.3
OR2AG1,AC008555.1
AC008735.4,AP001180.1
TMCC1-AS1,GTF2A1L
AC025265.1,AL391832.1
PLAC4,ETDB
ELOA,AC002076.1
BAG6,LYPD2
RPE65,AC106785.2
C4B,PNRC1
PCBP2,ATP8B3
AC008914.1,LINC02342
RFX5,LINC02379
AC125494.2,AC006364.1
AC015845.1,AC090621.1
AC133961.1,SHISA3
AL138686.1,AC097381.3
ZSCAN26,AC108046.1
AGRN,CLPSL2
ITM2A,CCR7
DCC,AL023283.1
AP002851.1,OR5H1
AL365214.2,AL589182.1
MED4-AS1,KLHL38
RETSAT,AC073072.1
TXLNB,NPVF
PTCSC3,AC093627.1
CELF5,AC017048.2
GPR39,NEGR1-IT1
AP001628.1,AC079598.1
CNPY4,KRTAP9-6
AP002802.1,AC244100.2
TTYH2,AL132642.1
LINC02361,AL449223.1
AC073569.3,HDGFL1
AL035588.1,AC074124.1
MED12,AC079799.1
AC015971.1,AL159166.1
AC092053.4,AL591468.1
UBQLNL,AC100782.1
AL512791.2,CYP4A11
VAMP1,AL139424.1
AC117834.1,AC067945.2
LINC01989,AC078906.1
SLC7A3,AC138420.1
U91319.1,AC110609.1
NAA16,AL365271.1
CYB5A,HOXC9
LEAP2,LINC00572
AL359198.1,AC009268.3
TMEM216,SLIT1-AS1
SLC2A4,XAGE3
GHITM,OR2I1P
APOBEC3C,AL590068.3
LINC00309,AP000547.2
LINC02310,ZG16
LYNX1,TMEM174
AC016629.2,AC079054.1
U91328.2,AC011284.1
AC008121.2,GHSR
IKZF5,LINC01822
GATD1,AL133232.1
C11orf71,AC008588.1
PRRX2-AS1,AC099509.1
AL133467.1,AC113189.1
KCNJ5,AC116348.1
MRPL46,FAM160A1-DT
HORMAD2-AS1,POTEB2
AL391095.2,IGFBP1
FUT7,KRT82
EBF2,AL353608.3
BCKDK,AP005202.1
LRRTM2,PAX1
AC022915.2,AL928596.1
AL356752.1,AC105046.1
BDKRB1,LINC01897
BATF3,AL606970.2
AC019069.1,AC124057.1
TIMM23B,AL353803.5
AC021016.3,Z97192.2
PLCD1,AC022441.2
AC092954.2,LINC01048
AL391427.1,AL590730.1
AL136369.1,AL355483.3
AC074131.1,LINC01641
AC025811.1,AP003117.1
AL133445.2,TDGF1
AC011503.2,AC104984.1
PRSS56,TNFRSF8
TMEM242,IL11
SSRP1,AC099482.2
AL133351.1,AC113404.1
PDE1A,AK4
LBH,AC092068.2
TKTL1,AL445213.2
TIMM10B,GREM1
DIPK1A,TREM2
CCDC107,PCED1B-AS1
AC100803.4,AC107050.1
GPR62,AL445985.2
OVOL1-AS1,AC025253.1
AC080037.2,AP003064.1
ZSCAN16,C5orf52
AP001596.1,AC092902.2
RNF126,AC025165.1
AC007879.2,AC010420.1
AS3MT,AC067956.1
LINC02338,AC079822.1
AC087645.2,RUVBL2
SLC33A1,AC009686.1
ZNF114-AS1,MVB12A
ODF2-AS1,GNGT1
MYT1,AC006064.4
ERCC1,MCM3AP-AS1
LRRC23,AC006372.3
AL109614.1,CITED4
SALL3,AL139288.1
RAB3B,IL7R
SH3GL3,CA6
FXYD2,AL499604.1
AC092608.1,LPP-AS2
APOC2,CCNI2
MACROD1,KLRB1
AC110769.2,AC093843.2
ZFPL1,AP001178.3
INTS9-AS1,HEBP2
NOTUM,ZNF716
DNAJC22,SLC16A1
AC010857.1,AL133331.1
AC145350.2,CRB3
LINC02854,EXO1
AC005594.1,TOP1MT
AL022396.1,LINC01287
SNX5,AC016583.2
AC009996.1,AC009065.4
SLC39A4,LINC01722
MEA1,AC009108.3
JAK1,CLCA4
PSMA6,AL355613.1
AC009248.3,LINC01707
ESPN,AC068792.1
ARNTL2-AS1,AC136469.1
AC005695.2,AL450267.2
DRG2,GPIHBP1
PSMB8,CAMK1G
LENG1,AP000941.1
RBIS,AC022306.3
NOS1,LINC02750
PLIN3,SMIM34B
MYB,AP001631.1
NKX2-8,AL353658.1
ANK2,AC018464.1
AL391261.4,LINC01489
AC084116.1,AC016382.1
LAP3,ADH7
CCDC181,LINC01589
ODR4,POTEI
RNF157-AS1,GJA3
HTRA3,PLCH1-AS2
SUN1,AP001453.3
AL451050.2,AP000755.1
NFAT5,LINC02781
ZFP69B,AC016394.2
P3H4,PAX5
FLRT1,AC093459.1
SRRT,GPD1
AC011516.1,LINC00607
AF038458.2,SRARP
HAX1,AC097468.3
SCN3A,FP700111.1
AL035252.3,AL133313.1
TMEM246-AS1,AL353653.1
CBWD6,AL391244.1
IGBP1-AS1,FAM72A
ZBED5,AC068987.1
AC034102.8,AC144836.1
SWT1,MARCH11
AL512658.1,AC138647.1
AC009309.1,FAM177B
BRD1,AL353804.1
AP005136.4,AC068338.2
MYL9,LINC02128
AP003064.1,AC087269.3
SCAMP4,RDH8
AL161640.1,AC110772.2
LINC02308,OLFM3
AL355303.1,LRFN3
CYYR1,AL157882.1
COMTD1,AC120193.1
CC2D2B,AL049828.1
SRFBP1,SLA
NUBPL,AC009432.2
SNTG1,AC005832.1
PPP1R10,AC002542.6
AC009097.3,AC008567.2
CBLL2,C12orf77
MFAP1,AL158175.1
AC022832.2,CLYBL-AS2
MEPCE,AC010333.3
RUVBL1-AS1,AC079248.1
AC009509.4,LINC01040
AC002542.6,ITGA4
TOR1AIP1,AC020978.5
TMEM109,AC079035.1
SPX,AC073651.1
CACFD1,LINC00251
AL031772.1,AC012181.2
AUH,AL391117.1
YPEL4,AC022148.2
AC002401.2,AC000068.2
KLK5,PERM1
AL592148.3,SNCB
AC243772.2,IGF2BP2-AS1
ACSM4,DNAH2
LINC01968,AC007014.2
TBX20,AC093857.1
Z73420.1,LINC01029
TMUB1,LINC02833
POFUT2,AP003498.1
CENPVL3,AC092755.1
AC007099.1,AL096869.1
RMC1,FAM111B
PHF11,LINC01077
AC005722.3,LINC01327
CARD16,AL391730.2
FKBP1A,AC136475.3
C15orf39,AL590666.5
AC127496.3,NDUFS5
AC010729.2,GALR1
RFNG,ZBED9
AC007652.1,NUTM2F
CD200R1L,LINC02188
AL136988.1,AC136475.7
NUDT18,AC068580.3
TMEM251,FOCAD-AS1
PNKD,AC073348.2
LINC02256,IL1R1-AS1
AL133485.2,AC083967.1
AL360182.2,AC017104.3
AP003783.1,AC121161.2
ZNF679,AC010401.2
AL451080.1,AC080023.1
AC008897.3,CPLX4
Z94277.1,ATOH7
CDC42-IT1,AC005954.2
ARHGEF19,TLR6
AC007620.3,LINC02302
SAGE1,GAD1
AL158834.1,ERICH3-AS1
AL359813.2,IMPG1
H3F3C,AP005901.5
AL031848.1,CRYGD
PPP1R2,QPCT
CCNQ,AC010285.3
AC006065.4,SCGB1B2P
WDR45,MYOCOS
EIF5B,UNC93A
HCST,AC013448.1
CDH18,HTR3E-AS1
ZNF260,MPZL2
LINC02154,LINC01549
AC024560.1,LINC01920
LINC02435,ELK1
AL049838.1,AC018926.2
ABHD5,CASC20
CYP2F1,CAMTA2
RASGRF2,REEP6
PAXIP1-AS2,MAGI1-IT1
MYH3,AL589765.1
COL14A1,B3GNT2
AC021733.4,UMODL1
GOLGA6L4,SLC43A1
AC100800.1,ABCB4
PCSK4,AL450326.3
HHATL-AS1,CDCP2
WFS1,SLC6A15
SLC25A1,RSPO1
ABCF3,AL139023.1
OXER1,AL121917.2
AC139530.1,AC106820.4
BUB3,AL512283.3
SLC43A3,AC027307.2
RBM48,AC245014.3
ATG3,AL109659.2
MAP3K10,MAL2
MFNG,AL133520.1
AL035409.1,AC129507.1
SUCLG1,AC114947.2
AL121894.1,AL591378.1
AC097634.2,IFIT1B
FAM166C,LINC01697
MMP23B,AC002546.1
UBL4A,AC009081.2
LINC00115,PKN3
SIN3A,AP001116.1
LINC02590,LINC01958
AGAP2,NXF3
TAB2,AL358790.1
YME1L1,AC025576.1
CBLN2,AC135782.3
MLH3,LINC00337
AC104109.2,AL158211.4
MSH6,AL049649.1
AC097532.2,SULT1C3
AL354733.2,AC000099.1
PTGES,AL079301.1
Z82186.1,AC109131.1
SLC25A6,AF230666.2
FAM230I,AL121603.2
AC023503.1,AC107029.1
AC037198.1,RCN3
AC097634.3,ZNF761
DSC2,AC068790.3
LINC01585,RASGRF2
CHRNB2,SMAD1-AS2
AC007608.3,PIH1D2
ASS1,AC130456.2
SNHG25,NARF-IT1
SLC25A51,SEMA3B-AS1
CHM,PROX2
AP002991.2,AC126468.1
ECRG4,AC131094.1
IP6K2,CCDC69
NPIPB12,KIF4B
POU5F1B,AC010834.3
SAFB,INTS9-AS1
AC005920.3,AC093916.1
AC108727.1,AC126773.3
PCBP3,CDC20
GABPB1-IT1,CU639417.4
TALDO1,AC020908.3
THUMPD3,AC110741.1
NEURL4,HCST
AC006249.1,AC087222.1
AC069277.1,AC026803.1
AP006621.3,AL137067.3
AC007529.1,AC092849.1
DCAF6,HLA-DQB1
P2RY2,AC034222.2
NELFA,LY6G5C
ZNF492,LINC02409
AL158064.1,SYNGR3
HAMP,AC011477.2
AC068620.2,AC116361.1
HEBP1,COL18A1-AS2
NOP14,LINC01150
ANXA2R,NKX2-2-AS1
ANGPTL5,AC005392.3
OCEL1,ALDH3B2
PRICKLE2-AS3,TLE6
C1orf131,AC126177.3
UTP25,LINC01396
AP000704.1,AC009320.1
AL391262.1,SLC6A16
LINC01744,CCM2L
RPP40,MMP13
GPR1,AC244453.2
AC018413.1,AC008443.8
MX2,AC010424.2
INAFM2,MCM8-AS1
AC022001.2,FOXD4L6
EIF5A2,IFNE
AC022778.1,AC022068.1
IFNA6,AC018692.1
HID1-AS1,EPYC
SEC62,AC079341.1
MRPS5,RNASE10
AC005786.2,CCL16
KIAA0513,AL109910.1
RCN3,LNCPRESS1
LINC00266-1,AC022973.5
AC084855.1,Z99755.2
AC012615.5,AC096589.2
AADACL3,AL138478.1
CLEC12A-AS1,AL390254.1
REP15,LINC00317
AC008760.1,LINC02854
AC084361.1,HBE1
AC004067.1,AC091153.4
MMP1,AL157931.2
MAL2,OR5A1
WRNIP1,TEX50
S100A7,LINC01928
DPCD,AP000527.1
AC092803.2,LINC02179
AL079343.1,AP000786.1
CLTRN,PRL
NEU1,AP000547.4
NSUN4,TRAF3IP2
AC006063.1,PCDHB11
UCN,CPO
AL138787.2,C5orf49
PTPRJ,HSD17B13
LINC01107,HTR3E
OBSL1,AC010776.3
AL596247.1,GPR1
KCNJ10,LINC01884
AL392172.2,LINC01477
AC005972.3,AGR2
AC005740.3,LINC02033
AC020661.4,AC004066.2
SNRPD1,AL079343.1
RABL2B,CYP4X1
STX10,LINC01971
SPON2,LIN28B
AC100830.2,MTMR2
KIFC3,GOLGA6L7
ARHGAP11A,ART1
LSM14A,NCAPG2
AF129075.1,AL359834.1
MSI1,RNASE6
TCF20,AL442067.1
PUM2,OTOG
AC109441.1,AC022517.1
SLC9A8,SLC6A3
HAAO,AC087292.1
RPL39L,HCAR1
PROSER2-AS1,LINC02361
PRKAA1,LINC01900
PLA2G2A,IGLVIVOR22-1
AC013356.3,AC090679.2
AC010333.2,LINC00392
NAT9,AC096576.6
AC005921.2,Z85996.3
AC100839.1,AL022313.4
ZNF282,CD8B
AL133299.1,AC007610.2
DCTPP1,TSLP
SCAMP2,BCL11B
RPP14,FAM124B
SLC38A4,AC124944.3
AC011365.1,LINC02063
AC079340.1,NPAP1
SPATA2,AC087521.4
SPSB4,IGKV1OR2-108
AC067817.1,AC007193.3
PDP2,OR2V2
LINC01010,AC036222.1
LINC02664,AP001630.1
AP002856.2,AC092800.1
