logFC_(Intercept)	logFC_bmi_lv	logFC_msex	logFC_pmi	logFC_total_counts	logFC_nFeaturess_RNA	se_(Intercept)	se_bmi_lv	se_msex	se_pmi	se_total_counts	se_nFeaturess_RNA	p_(Intercept)	p_bmi_lv	p_msex	p_pmi	p_total_counts	p_nFeaturess_RNA	gene_id	gene	FDR	log2FC	overdispersion_Subject	overdispersion_Cell	convergence	algorithm
-11.4270108717915	0.154746365278256	6.23237232752742	-0.00168016791222875	-3.00608312403959e-06	-1.30245858279979e-05	0.064876477090727	0.0100708902973643	0.146401361948282	0.00757783490922039	1.53873874999751e-06	7.28088195779489e-06	0	2.77982778867289e-53	0	0.82453079590071	0.0507483020420256	0.0736349905132545	36493	USP9Y	5.02259284857418e-49	0.154746365278256	0.715585702505727	0.140872233945549	1	NBGMM (LN)
-11.3034063041916	0.157135041084309	6.28813330965575	-0.00319210476936763	2.06705700139494e-05	-0.000137195977164793	0.0681668415938945	0.0105238059553748	0.153118828788858	0.0081312240652986	1.85046809294145e-06	8.20386912921401e-06	0	2.05931189331935e-50	0	0.694634362784904	5.68889066387326e-29	8.86318368248847e-63	36501	NLGN4Y	1.8603823644247e-46	0.157135041084309	0.798032845902577	0.278186843872287	1	NBGMM (LN)
-11.801586327791	0.141203754436835	5.82473937444569	-9.50492314787183e-05	7.80292397652223e-06	-5.35916198213901e-05	0.0630757762321515	0.00990974293964674	0.141064717711188	0.00761168314813013	1.71120455077405e-06	8.53010044759929e-06	0	4.54859858565051e-46	0	0.99003684967647	5.11776517460252e-06	3.32853811574046e-10	36496	UTY	2.73946930818445e-42	0.141203754436835	0.631588920548191	0.110815006638	1	NBGMM (LN)
-10.8108085770402	0.112399337188312	5.52477744458328	0.00132315660618355	1.65581620598201e-06	6.18665916939347e-06	0.053177900385358	0.00854388997557987	0.111515499568276	0.00774052752948031	1.64646407834635e-06	7.48514652926742e-06	0	1.58186104483886e-39	0	0.864271875567782	0.314569465084263	0.408506461057503	36514	TTTY14	7.14526633953712e-36	0.112399337188312	0.61843925867314	0.235726308358178	1	NBGMM (LN)
-12.8574306783132	0.138074198802441	5.92936962762853	-0.00204973738842507	-6.16492846248853e-06	5.08620971024258e-05	0.0768857928995024	0.0112745157955832	0.173318430032564	0.00741860801821445	2.37480552000117e-06	1.2512640076228e-05	0	1.75242547843389e-34	1.66812816421495e-256	0.782320141213963	0.00943237714321641	4.80618465000975e-05	36517	KDM5D	6.33256470886871e-31	0.138074198802441	0.545047395297493	0.0399989295502397	1	NBGMM (LN)
-12.7242699716936	0.0923940295594186	5.18058656605584	-0.00205986723158559	1.45457259864685e-06	-5.55169296436849e-05	0.06486409006117	0.00939165962096893	0.13675555683705	0.00624850305755893	2.90008956275716e-06	1.48398396964966e-05	0	7.73222192613479e-23	5.07492627584744e-314	0.741658608762829	0.615976170161858	0.000183235987926908	36495	DDX3Y	2.32842976269006e-19	0.0923940295594186	0.392387037117244	0.0550984059473624	1	NBGMM (LN)
-12.0773162050949	0.0756233619075005	4.76171457989248	0.00123877405132542	1.72823714287942e-05	-0.000127189638666157	0.0513602012326782	0.00810077454694735	0.105453111019221	0.00652781469504414	3.18455946093632e-06	1.5029283887964e-05	0	1.00682031534539e-20	0	0.84949048685761	5.73325924364851e-08	2.61060721733334e-17	36519	TTTY10	2.59874706538008e-17	0.0756233619075005	0.361903766706691	0.560219038517604	1	NBGMM (LN)
-12.9495359805199	0.0780640431845761	4.76090832041571	-0.00313826382955984	-2.7609384130756e-05	0.000197942178893662	0.0610859208172698	0.00874703083252224	0.123650905536504	0.00639933812195409	3.81794091046633e-06	1.9177221021548e-05	0	4.47177941482812e-19	4.94065645841247e-324	0.62384773528359	4.77739298839504e-13	5.61987643669166e-25	36451	RPS4Y1	1.00995138083893e-15	0.0780640431845761	0.340207514031208	0.333468187256714	1	NBGMM (LN)
-13.0008083095735	0.0551321791906821	4.6320132772195	0.00399085262187245	-1.07241758548912e-05	5.14417948531686e-05	0.0610093287966623	0.00792888640888663	0.120782311333278	0.00558874120666511	4.49499346787586e-06	2.20334204824815e-05	0	3.56757876867155e-12	8.99199475431069e-322	0.475172810990637	0.0170418055733367	0.0195582250442475	36453	ZFY	7.16211257692862e-09	0.0551321791906821	0.21865383337499	0.783548584903727	1	NBGMM (LN)
-13.0588411425066	0.0508223863749191	3.9776711725878	0.00130183472223611	-2.04664328979509e-05	9.58235451910423e-05	0.056010904350588	0.00757144859507707	0.108544650685561	0.00623363652101592	5.62122359634089e-06	2.71992799661234e-05	0	1.91484574855552e-11	5.4004011407786e-294	0.834572884883529	0.000271664142731783	0.000426662838990796	36471	PRKY	3.24063342671653e-08	0.0508223863749191	0.193669984215457	1.61984522106599	1	NBGMM (LN)
